SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC22753,0,0,0,0,0,0,0,0,0,0
SSC22754,3,0,0,0,4,0,0,0,0,16
SSC22755,144,236,246,159,174,171,98,187,25,1440
SSC22756,26,33,22,18,19,16,11,18,4,161
SSC22757,3,3,0,0,0,0,0,0,0,10
SSC22758,24,24,10,13,13,3,0,19,3,105
SSC22759,4,7,3,3,0,0,0,0,0,16
SSC22760,61,100,213,211,141,132,138,258,24,1280
SSC22761,274,335,551,279,350,262,188,229,39,2511
SSC22762,5,0,4,0,0,0,0,0,0,12
SSC22763,44,21,24,22,20,13,15,29,6,194
SSC22764,8,3,4,7,3,3,6,6,0,42
SSC22765,13,9,0,4,0,0,0,3,0,28
SSC22766,4,0,4,0,0,0,0,0,0,9
SSC22767,23,9,3,4,7,0,0,0,0,50
SSC22768,9,9,15,5,16,12,8,10,0,85
SSC22769,15,11,4,0,0,0,0,0,0,33
SSC22770,12,19,8,7,12,3,7,5,0,77
SSC22771,15,3,0,3,3,0,0,4,0,35
SSC22772,6,0,0,5,0,0,0,0,0,17
SSC22773,13,0,0,3,4,0,0,3,0,28
SSC22774,68,16,15,13,20,4,6,29,3,169
SSC22775,8,0,0,0,0,0,0,0,0,14
SSC22776,4,0,0,0,0,0,0,0,0,4
SSC22777,430,1016,325,273,495,305,201,213,69,3339
SSC22778,1474,2257,570,559,924,581,117,262,121,6873
SSC22779,109,229,85,74,100,76,33,32,12,747
SSC22780,59,43,45,21,29,17,12,26,3,262
SSC22781,18,26,26,12,13,7,5,16,0,124
SSC22782,5,0,0,0,0,0,0,0,0,8
SSC22783,4,8,10,0,5,0,0,3,0,32
SSC22784,12,12,10,3,0,3,4,12,3,63
SSC22785,7,3,10,3,3,3,8,3,0,40
SSC22786,0,0,0,5,0,0,0,0,0,12
SSC22787,7,18,37,24,13,19,14,26,3,165
SSC22788,113,97,131,76,59,89,89,119,21,803
SSC22789,28,12,9,13,4,3,3,10,3,86
SSC22790,26,10,0,4,3,4,3,6,0,52
SSC22791,692,1683,363,424,536,371,50,160,61,4347
SSC22792,0,0,0,0,0,0,0,0,0,0
SSC22793,3,0,6,0,3,0,0,7,0,13
SSC22794,4,0,0,0,0,0,0,0,0,9
SSC22795,0,0,0,0,0,0,0,0,0,0
SSC22796,3,0,0,0,0,0,0,0,3,12
SSC22797,3,0,0,0,0,0,0,0,0,9
SSC22798,19,4,0,3,3,0,5,3,0,36
SSC22799,45,29,33,14,19,19,17,30,3,209
SSC22800,11,3,10,3,10,9,4,8,0,57
SSC22801,0,0,0,0,0,0,0,0,0,6
SSC22802,0,0,0,0,0,0,0,0,0,4
SSC22803,12,3,10,16,5,0,3,12,0,72
SSC22804,826,1376,1367,1073,1051,903,670,1002,127,8389
SSC22805,391,757,585,465,589,401,502,423,67,4180
SSC22806,3,3,0,0,3,3,0,0,0,12
SSC22807,14,3,0,0,0,0,3,7,0,28
SSC22808,25,17,14,11,4,15,6,18,0,103
SSC22809,6,0,3,5,0,0,0,0,0,15
SSC22810,382,430,322,193,326,233,65,120,33,2095
SSC22811,8,0,3,0,0,0,0,5,0,21
SSC22812,0,0,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0,0,0
SSC22814,156,198,271,213,156,227,101,256,30,1621
SSC22815,21,5,5,3,3,3,5,4,0,51
SSC22816,0,0,7,0,7,0,0,3,0,18
SSC22817,3,0,4,3,3,0,4,8,0,29
SSC22818,376,753,373,333,278,219,94,201,41,2671
SSC22819,29,35,23,11,10,12,5,11,4,130
SSC22820,3,0,3,3,0,0,3,0,0,23
SSC22821,26,40,29,14,25,10,14,12,0,168
SSC22822,7,0,0,0,0,0,0,4,4,22
SSC22823,18,8,0,0,0,0,0,0,0,26
SSC22824,17,0,7,6,3,3,4,7,0,52
SSC22825,6,0,3,4,0,0,3,3,0,14
SSC22826,50,19,30,13,11,23,11,24,3,193
SSC22827,8,7,0,3,4,0,0,7,0,34
SSC22828,9,4,9,3,12,8,4,10,0,64
SSC22829,10,4,0,0,0,0,0,0,0,14
SSC22830,5,4,0,0,3,0,0,0,0,15
SSC22831,22,22,34,16,27,24,17,29,6,201
SSC22832,13,4,0,3,0,0,0,0,0,22
SSC22833,27,14,13,9,13,12,5,13,5,114
SSC22834,0,0,0,0,0,0,0,0,0,3
SSC22835,0,0,0,0,0,0,0,0,0,0
SSC22836,75,18,25,17,21,12,22,33,3,219
SSC22837,20,4,5,6,4,5,4,15,0,75
SSC22838,27,41,20,15,20,11,8,17,3,161
SSC22839,4,0,4,0,3,0,0,5,0,17
SSC22840,3,6,3,3,0,0,0,3,0,16
SSC22841,14,0,5,0,3,0,4,8,0,41
SSC22842,136,153,338,176,151,145,121,178,19,1399
SSC22843,41,13,9,7,8,9,8,20,0,122
SSC22844,15,3,7,0,4,3,0,3,0,39
SSC22845,21,12,35,26,21,13,9,26,5,162
SSC22846,45,13,3,3,9,0,3,15,0,98
SSC22847,10,0,0,0,0,0,0,5,0,18
SSC22848,4,0,0,0,0,0,0,0,0,5
SSC22849,12,3,4,3,0,0,0,3,0,23
SSC22850,0,0,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0,0,0
SSC22854,13,0,3,0,3,6,3,6,0,39
SSC22855,4,0,0,0,0,0,0,0,0,8
SSC22856,0,0,0,0,0,0,0,0,0,3
SSC22857,0,0,0,0,0,0,0,0,0,0
SSC22858,18,20,25,13,11,7,17,24,3,145
SSC22859,16,16,13,9,5,0,9,7,0,68
SSC22860,45,88,81,75,50,45,32,65,9,493
SSC22861,80,123,123,84,91,83,47,96,8,738
SSC22862,52,28,25,20,17,21,20,32,6,225
SSC22863,0,0,0,0,0,0,0,3,0,3
SSC22864,3,3,0,0,0,0,0,3,0,15
SSC22865,3,0,0,0,0,0,0,0,0,3
SSC22866,4,3,5,0,5,0,0,14,0,34
SSC22867,7,4,3,3,4,0,0,3,3,24
SSC22868,903,1585,1400,1312,1696,1066,1206,1067,163,10395
SSC22869,47,14,9,4,17,10,7,19,0,124
SSC22870,23,8,3,3,0,7,4,6,0,52
SSC22871,15,3,4,3,3,0,3,6,0,39
SSC22872,7,5,6,0,0,5,3,6,0,45
SSC22873,8,5,0,0,0,0,0,3,0,19
SSC22874,144,230,122,86,99,49,37,87,14,857
SSC22875,51,12,7,8,7,3,8,14,5,110
SSC22876,6,3,0,0,0,0,0,0,0,7
SSC22877,326,496,374,272,312,177,62,94,39,2150
SSC22878,8,6,17,9,13,8,5,7,4,75
SSC22879,49,54,129,90,68,64,63,76,14,601
SSC22880,0,0,0,0,0,0,0,0,0,0
SSC22881,32,11,7,12,13,15,9,27,3,127
SSC22882,27,3,3,0,0,3,3,7,0,55
SSC22883,24,12,24,5,16,13,6,13,5,122
SSC22884,19,5,3,0,0,0,0,0,3,34
SSC22885,51,9,5,3,9,10,9,30,3,121
SSC22886,7,0,0,0,3,3,0,4,0,19
SSC22887,15,7,13,12,3,5,0,13,0,67
SSC22888,8,0,0,0,0,0,0,0,0,16
SSC22889,7,6,9,3,12,5,4,3,9,62
SSC22890,0,0,0,0,0,0,0,0,0,0
SSC22891,47,13,11,8,10,3,20,19,0,129
SSC22892,10,20,19,13,8,8,6,21,3,92
SSC22893,18,3,9,8,12,5,4,16,3,74
SSC22894,5,3,9,0,5,0,0,7,4,38
SSC22895,211,232,279,131,192,158,85,140,32,1456
SSC22896,132,104,221,134,129,101,83,138,25,1066
SSC22897,9,0,0,0,4,0,0,0,0,12
SSC22898,99,100,121,96,88,76,61,99,10,756
SSC22899,17,21,4,11,6,8,7,5,0,85
SSC22900,126,95,117,93,68,83,58,114,9,762
SSC22901,147,140,159,71,119,92,42,41,17,829
SSC22902,1443,2769,770,690,1062,630,245,431,103,8134
SSC22903,15,0,0,0,0,3,3,7,0,36
SSC22904,353,390,495,389,286,293,170,405,54,2839
SSC22905,4,0,0,0,0,0,0,0,0,8
SSC22906,58,34,39,26,10,12,25,48,8,258
SSC22907,10,3,0,0,3,0,0,0,0,19
SSC22908,0,0,0,0,0,0,0,0,0,0
SSC22909,78,110,118,79,51,51,42,75,16,619
SSC22910,57,39,66,18,31,22,10,30,9,280
SSC22911,22,17,23,15,21,10,14,14,0,133
SSC22912,20,32,18,12,13,10,11,23,3,140
SSC22913,27,7,4,4,10,3,10,14,3,72
SSC22914,13,17,4,6,3,4,0,9,0,61
SSC22915,16,12,14,5,3,4,0,5,3,66
SSC22916,13,0,0,0,0,0,0,4,0,21
SSC22917,6,0,0,0,0,0,0,0,0,7
SSC22918,23,3,0,9,0,0,3,4,0,47
SSC22919,65,45,76,43,50,33,51,31,7,397
SSC22920,49,57,70,34,48,22,31,34,13,362
SSC22921,0,0,0,0,0,0,0,0,0,0
SSC22922,12,0,3,0,3,0,3,3,0,22
SSC22923,12,3,0,3,0,0,0,0,0,18
SSC22924,17,10,8,6,11,4,3,4,0,64
SSC22925,6,4,5,0,0,0,0,4,0,28
SSC22926,12,12,12,5,5,5,0,7,0,55
SSC22927,3,0,3,3,0,0,0,4,4,15
SSC22928,28,14,14,7,3,3,4,6,0,87
SSC22929,0,0,0,0,0,0,0,0,0,0
SSC29494,178,405,297,277,182,134,200,307,57,2033
SSC29797,0,4,7,0,0,0,0,3,0,23
SSC30001,3,0,0,0,0,0,0,0,0,8
SSC30002,0,0,0,0,0,0,0,0,0,4
SSC30003,12,0,0,0,0,0,0,4,0,25
SSC30004,55,24,16,15,18,4,25,26,0,180
SSC30005,0,0,0,0,0,0,0,0,0,0
SSC30006,4,0,6,3,0,0,0,7,3,32
SSC30007,181,373,433,331,401,241,345,428,67,2806
SSC30008,3,0,0,0,0,0,0,3,0,6
SSC30009,46,40,59,29,39,38,51,74,9,385
SSC30010,23,8,0,4,0,0,0,14,0,56
SSC30011,15,40,32,24,23,12,19,16,4,185
SSC30012,45,36,37,15,39,28,18,31,3,246
SSC30013,20,48,28,19,36,21,11,16,4,201
SSC30014,122,107,156,97,72,76,68,133,9,847
SSC30015,19,3,11,3,5,0,12,0,0,58
SSC30016,138,110,92,117,47,53,41,87,16,697
SSC30017,46,27,17,25,19,15,16,21,3,189
SSC30018,181,418,321,268,237,194,149,206,35,2004
SSC30019,12,8,8,4,3,7,5,11,0,57
SSC30020,1090,1887,1079,1002,1400,866,303,477,92,8213
SSC30021,19,3,7,0,0,0,3,3,0,35
SSC30022,45,37,56,24,49,20,24,36,12,298
SSC30023,6,7,7,3,0,0,14,0,0,40
SSC30024,168,454,139,149,211,117,35,91,28,1395
SSC30025,4,0,0,0,0,0,0,0,0,7
SSC30026,502,1252,329,335,495,292,90,173,57,3525
SSC30027,17,24,35,31,18,20,9,28,5,175
SSC30028,0,0,0,0,0,0,0,0,0,0
SSC30029,21,9,22,5,16,8,16,9,3,108
SSC30030,262,514,260,249,243,213,60,141,24,1976
SSC30031,717,1199,1480,974,1334,847,629,939,138,8252
SSC30032,381,748,577,415,690,382,374,409,88,4068
SSC30033,9,5,6,0,0,8,4,0,0,35
SSC30034,126,218,253,137,187,106,85,90,15,1223
SSC30035,10,6,15,3,0,3,3,3,0,46
SSC30036,3,4,4,3,3,3,6,3,0,23
SSC30037,117,233,165,145,138,104,72,133,22,1127
SSC30038,17,11,13,9,8,5,4,25,0,99
SSC30039,45,40,86,33,46,33,55,26,3,369
SSC30040,91,145,111,79,99,41,67,49,9,690
SSC30041,84,55,85,57,44,39,36,70,11,468
SSC30042,68,18,28,9,14,20,23,54,11,246
SSC30043,0,0,0,3,3,0,3,3,0,20
SSC30044,63,26,39,23,38,15,27,18,3,258
SSC30045,51,18,14,13,19,10,27,52,0,208
SSC30046,0,0,0,0,0,0,0,0,0,0
SSC30047,78,80,133,54,88,62,91,61,10,665
SSC30048,17,11,20,11,17,3,8,20,5,113
SSC30049,58,36,33,17,23,14,24,34,5,255
SSC30050,3,4,0,0,0,0,3,3,0,16
SSC30051,3,0,0,0,0,0,0,11,0,18
SSC30052,0,0,0,0,0,0,0,0,0,0
SSC30053,14,18,34,87,19,0,40,7,7,218
SSC30054,15,8,12,14,3,8,19,8,0,83
SSC30055,15,3,5,0,0,0,0,9,0,34
SSC30056,23,10,11,4,10,8,13,28,3,115
SSC30057,24,19,26,11,11,11,10,20,0,134
SSC30058,377,584,913,437,570,491,486,428,98,4384
SSC30059,10,3,4,6,3,0,5,3,0,34
SSC30060,7,3,0,3,3,0,3,3,0,23
SSC30061,13,0,6,4,6,7,0,8,3,48
SSC30062,531,1145,479,553,615,446,188,287,54,4288
SSC30063,636,2308,615,669,815,535,237,464,82,6363
SSC30064,152,260,90,61,100,40,15,32,0,760
SSC30065,6,5,9,8,9,0,8,8,0,51
SSC30066,3,9,12,5,3,5,3,8,0,56
SSC30067,28,22,41,22,22,23,30,42,3,230
SSC30068,52,21,25,34,13,16,13,35,3,212
SSC30069,0,0,0,0,0,0,0,0,0,0
SSC30070,20,31,39,29,47,22,29,31,0,250
SSC30071,22,14,4,13,10,6,29,16,0,119
SSC30072,3,4,0,3,5,3,0,3,0,22
SSC30073,411,935,532,414,587,303,124,224,42,3576
SSC30074,3,0,0,0,0,0,0,0,0,6
SSC30075,21,17,34,30,21,15,21,46,3,204
SSC30076,0,0,0,0,0,0,0,0,0,0
SSC30077,6,22,10,15,10,9,0,11,0,82
SSC30078,36,0,8,0,3,0,5,11,0,64
SSC30079,3,0,0,0,0,0,3,0,0,13
SSC30080,12,39,41,20,23,14,30,40,3,228
SSC30081,27,4,3,0,4,0,3,10,0,46
SSC30082,26,5,11,11,10,3,16,4,5,87
SSC30083,11,0,0,3,0,0,0,0,0,10
SSC30084,20,30,81,23,35,27,66,56,3,350
SSC30085,26,35,26,10,23,18,10,9,0,165
SSC30086,148,281,296,239,211,162,84,162,16,1591
SSC30087,32,5,8,6,16,6,9,17,0,104
SSC30088,528,891,658,536,640,630,227,481,95,4680
SSC30089,538,1047,265,251,436,276,96,136,59,3106
SSC30090,6,3,4,0,0,0,0,0,0,11
SSC30091,50,75,51,56,59,57,16,32,0,395
SSC30092,1128,2694,538,642,924,539,133,265,60,6935
SSC30093,607,1051,800,644,753,706,234,550,83,5426
SSC30094,7,0,11,4,3,3,0,8,0,43
SSC30095,719,1479,685,564,922,584,303,401,102,5754
SSC30096,334,459,403,354,347,328,178,418,32,2857
SSC30097,15,6,11,9,7,6,10,11,0,72
SSC30098,26,3,12,10,4,3,9,14,0,72
SSC30099,31,10,19,16,11,9,23,17,0,147
SSC30100,8,0,0,0,0,0,0,4,0,15
SSC30101,452,1448,222,288,428,299,56,132,44,3371
SSC30102,47,17,16,14,12,7,19,63,6,213
SSC30103,352,586,322,303,424,258,158,155,27,2594
SSC30104,19,36,37,55,18,8,13,35,13,231
SSC30105,19,25,36,16,17,20,8,23,3,164
SSC30106,142,276,242,200,255,216,124,260,37,1748
SSC30107,185,267,245,204,266,236,131,232,33,1797
SSC30108,4,0,0,0,4,3,0,3,0,14
SSC30109,44,27,31,22,28,25,30,43,0,249
SSC30110,431,473,626,402,439,351,402,640,66,3823
SSC30111,59,53,76,61,45,31,51,79,13,472
SSC30112,14,3,3,3,3,3,8,9,0,42
SSC30113,17,35,35,34,13,14,4,20,10,175
SSC30114,4,6,3,3,4,5,3,7,0,37
SSC30115,9,0,0,0,0,0,0,0,0,10
SSC30116,112,142,162,108,142,98,77,97,23,964
SSC30117,32,20,23,18,17,12,28,30,8,174
SSC30118,5,0,0,3,0,0,0,0,0,18
SSC30119,39,53,111,40,59,46,91,89,10,539
SSC30120,7,0,7,3,3,9,4,3,0,43
SSC30121,37,18,54,10,21,13,26,19,4,201
SSC30122,6,0,0,0,0,0,0,0,0,9
SSC30123,309,537,505,354,581,305,244,342,49,3230
SSC30124,30,27,20,6,11,12,5,17,7,117
SSC30125,22,28,50,26,24,21,34,54,3,262
SSC30126,4,0,0,0,0,0,0,0,0,3
SSC30127,14,20,24,10,22,11,21,22,0,141
SSC30128,60,20,14,11,7,11,7,27,4,166
SSC30129,14,11,14,3,14,12,3,11,0,75
SSC30130,14,4,0,0,5,0,0,6,0,32
SSC30131,0,0,6,7,6,4,4,11,0,49
SSC30132,402,735,179,165,312,189,47,85,35,2148
SSC30133,31,28,10,18,8,6,3,16,0,126
SSC30134,45,31,47,8,30,20,26,9,0,215
SSC30135,45,82,53,93,38,35,32,45,5,425
SSC30136,26,0,6,3,8,0,3,3,0,50
SSC30137,7,10,15,12,7,4,8,7,0,76
SSC30138,16,4,8,4,5,0,3,3,0,50
SSC30139,8,0,3,3,0,4,0,3,0,23
SSC30140,0,0,0,0,0,0,0,0,0,4
SSC30141,53,11,23,10,20,15,35,17,4,182
SSC30142,22,3,3,5,0,4,0,3,3,45
SSC30143,9,22,3,12,19,9,7,4,5,84
SSC30144,3,0,0,0,0,0,0,0,0,3
SSC30145,0,0,0,0,0,0,0,0,0,0
SSC30146,12,13,17,9,18,7,4,4,0,79
SSC30147,269,375,277,247,287,213,123,162,24,1976
SSC30148,33,51,75,46,54,40,25,38,5,373
SSC30149,279,617,414,269,474,263,234,355,51,2969
SSC30150,6,9,3,0,4,0,5,18,3,49
SSC30151,0,3,0,0,0,0,0,0,0,3
SSC30152,42,22,9,17,15,9,26,15,0,155
SSC30153,10,0,0,3,5,0,0,0,3,25
SSC30154,101,107,98,73,93,48,44,104,11,678
SSC30155,3,0,0,0,0,0,0,3,3,10
SSC30156,872,2107,347,420,596,374,71,161,56,5005
SSC30157,0,10,12,8,3,6,10,11,3,61
SSC30158,60,122,101,63,95,45,41,47,16,589
SSC30159,387,729,319,340,325,293,137,232,31,2796
SSC30160,13,0,0,0,0,0,0,0,0,16
SSC30161,9,0,3,0,3,3,0,0,0,26
SSC30162,3,0,0,0,0,0,4,13,0,21
SSC30163,4,5,0,3,0,0,0,4,0,18
SSC30164,42,56,63,40,50,27,39,34,3,355
SSC30165,0,0,0,0,0,0,0,0,0,0
SSC30166,44,70,76,41,70,43,49,36,9,425
SSC30167,11,3,11,7,0,7,0,3,0,40
SSC30168,12,0,0,0,0,0,0,5,0,20
SSC30169,22,48,72,26,28,32,54,64,3,354
SSC30170,6,0,4,3,0,0,5,3,0,28
SSC30171,3,0,0,0,0,0,0,0,0,0
SSC30172,3,0,0,0,0,0,0,0,0,6
SSC30173,17,4,3,4,0,3,5,5,0,40
SSC30174,29,17,19,8,24,7,3,3,0,113
SSC30175,4,3,4,0,0,0,4,5,0,25
SSC30176,0,0,0,0,0,0,0,0,0,0
SSC30177,3,0,0,0,0,8,0,0,0,19
SSC30178,0,0,0,0,0,0,0,0,0,0
SSC30179,18,5,16,8,3,3,4,12,0,73
SSC30180,0,0,0,0,0,0,0,0,0,0
SSC30181,42,6,7,3,0,0,4,32,0,98
SSC30182,0,0,0,0,0,0,0,0,0,0
SSC30183,25,32,74,50,48,39,44,54,12,379
SSC30184,94,202,203,150,127,114,52,117,19,1090
SSC30185,3,0,0,0,0,0,6,0,0,14
SSC30186,23,19,26,27,22,6,14,32,9,181
SSC30187,0,0,0,0,0,0,0,0,0,0
SSC30188,4,0,0,0,0,0,0,0,0,5
SSC30189,229,394,329,232,389,223,119,173,34,2113
SSC30190,0,0,0,0,0,0,3,5,0,12
SSC30191,135,182,221,147,171,163,153,197,20,1399
SSC30192,211,348,530,224,354,290,284,261,25,2529
SSC30193,12,5,10,9,3,3,3,4,0,41
SSC30194,184,223,364,260,258,207,248,412,33,2174
SSC30195,15,0,0,0,3,0,0,9,0,32
SSC30196,7,0,3,0,8,3,3,4,0,28
SSC30197,12,5,17,4,11,4,0,13,0,60
SSC30198,12,3,3,0,4,0,3,9,0,33
SSC30199,50,50,94,36,62,40,50,34,7,423
SSC30200,62,75,76,48,57,29,16,45,5,415
SSC30201,0,0,0,0,0,0,0,0,0,3
SSC30202,3,6,11,7,10,4,4,9,0,56
SSC30203,3,7,3,3,0,0,3,5,0,26
SSC30204,242,297,500,397,383,295,375,572,80,3147
SSC30205,57,28,49,32,39,39,26,49,7,320
SSC30206,12,0,3,0,0,0,0,0,0,10
SSC30207,297,375,516,310,316,317,256,449,45,2873
SSC30208,27,0,0,0,0,0,0,0,0,33
SSC30209,10,3,3,0,0,0,0,8,0,22
SSC30210,10,0,3,0,7,3,3,5,0,24
SSC30211,137,292,139,133,116,64,55,56,11,1011
SSC30212,28,33,30,11,29,17,7,15,8,181
SSC30213,51,20,24,17,20,15,27,27,7,209
SSC30214,5,9,0,0,0,0,0,0,0,12
SSC30215,78,93,174,137,85,112,75,164,26,940
SSC30216,279,451,480,378,422,288,326,384,57,3059
SSC30217,392,822,303,323,419,262,77,157,58,2809
SSC30218,18,14,11,13,13,11,16,10,0,114
SSC30219,0,0,0,0,0,0,0,0,0,0
SSC30220,0,0,0,0,0,0,0,0,0,0
SSC30221,58,37,54,27,41,27,16,41,11,300
SSC30222,212,268,363,283,301,259,232,366,48,2334
SSC30223,8,10,13,5,7,6,14,7,0,65
SSC30224,8,4,4,3,0,0,6,4,3,34
SSC30225,12,5,5,3,9,0,7,8,3,60
SSC30226,326,608,285,189,403,241,107,171,36,2356
SSC30227,0,0,0,0,0,3,0,0,0,5
SSC30228,48,63,49,58,48,38,33,67,7,406
SSC30229,15,3,3,3,0,0,0,13,0,36
SSC30230,23,15,16,10,15,8,13,15,0,104
SSC30231,24,6,11,10,6,7,14,11,3,93
SSC30232,69,54,120,35,77,41,74,66,3,545
SSC30233,0,0,3,3,0,0,0,0,0,10
SSC30234,7,8,9,6,3,6,7,10,3,53
SSC30235,11,4,8,3,4,0,8,4,0,41
SSC30236,0,4,0,4,3,4,3,5,0,17
SSC30237,615,946,414,381,554,523,127,254,74,3886
SSC30238,310,495,601,481,548,422,290,425,55,3629
SSC30239,6,0,0,0,3,0,3,8,0,26
SSC30240,20,10,9,4,4,0,5,4,0,62
SSC30241,6,4,5,6,5,4,9,3,0,37
SSC30242,55,90,90,74,93,61,78,74,7,628
SSC30243,191,326,441,378,318,320,256,507,36,2766
SSC30244,150,212,289,235,267,208,205,255,37,1861
SSC30245,34,8,16,4,10,4,7,16,0,100
SSC30246,47,28,36,26,33,20,19,39,16,261
SSC30247,15,12,10,3,13,8,3,12,0,77
SSC30248,36,11,23,4,13,9,11,14,3,142
SSC30249,19,32,32,22,32,22,16,17,3,194
SSC30250,31,23,28,25,28,23,22,47,3,223
SSC30251,456,734,532,511,528,537,185,366,80,3923
SSC30252,91,139,113,102,85,82,45,89,14,756
SSC30253,24,3,0,0,7,0,9,9,0,50
SSC30254,221,369,590,211,302,243,363,525,42,2849
SSC30255,25,7,11,3,10,3,12,20,0,84
SSC30256,4,0,0,0,0,0,0,0,0,8
SSC30257,13,0,0,0,0,0,0,6,0,20
SSC30258,17,27,28,24,20,16,9,20,3,159
SSC30259,18,3,0,0,7,0,3,8,0,40
SSC30260,3,0,0,0,0,0,0,0,0,4
SSC30261,16,4,7,14,10,8,8,19,0,92
SSC30262,6,3,9,5,10,4,8,11,0,64
SSC30263,844,1240,1148,782,1178,693,465,663,93,7100
SSC30264,5,7,15,3,4,3,7,9,0,49
SSC30265,5,3,3,3,5,0,8,0,0,32
SSC30266,113,228,125,146,147,148,26,73,15,1010
SSC30267,0,0,0,0,0,0,3,0,0,5
SSC30268,6,5,11,6,14,5,10,12,0,72
SSC30269,84,129,107,66,85,69,34,67,9,651
SSC30270,70,84,159,57,109,52,93,82,13,710
SSC30271,3,3,0,4,6,4,6,8,0,42
SSC30272,164,60,79,72,62,60,40,108,22,668
SSC30273,0,0,0,3,0,0,0,0,0,3
SSC30274,23,16,38,26,17,15,20,53,0,211
SSC30275,0,4,12,10,8,14,15,22,0,82
SSC30276,13,4,9,8,3,3,3,11,4,48
SSC30277,0,0,0,0,0,0,0,0,0,0
SSC30278,33,20,30,17,13,20,17,19,0,163
SSC30279,165,271,351,185,166,182,185,157,23,1683
SSC30280,5,3,7,3,3,0,3,10,0,41
SSC30281,36,54,78,61,63,55,50,80,10,481
SSC30282,4,3,3,0,0,4,0,3,0,18
SSC30283,174,226,510,135,206,110,673,271,33,2333
SSC30284,0,0,0,0,0,0,0,0,0,0
SSC30285,13,11,11,8,19,6,9,18,0,95
SSC30286,3,4,6,5,5,5,4,5,0,32
SSC30287,11,0,3,0,0,0,0,0,0,24
SSC30288,25,9,16,18,14,10,12,24,3,127
SSC30289,328,541,648,408,520,373,208,366,49,3451
SSC30290,14,12,11,17,7,3,4,10,0,72
SSC30291,48,21,36,10,19,15,44,32,5,218
SSC30292,21,0,8,0,0,3,6,3,0,44
SSC30293,88,171,42,33,74,36,17,24,3,478
SSC30294,55,51,102,46,81,34,47,43,6,476
SSC30295,47,68,81,39,61,42,61,61,11,471
SSC30296,20,7,16,10,12,8,96,31,4,214
SSC30297,11,0,0,4,0,0,0,3,0,26
SSC30298,5,0,0,0,0,0,0,0,0,8
SSC30299,10,0,0,3,0,0,0,3,0,16
SSC30300,25,12,9,3,0,3,18,13,0,77
SSC30301,3,4,10,0,4,3,7,6,0,35
SSC30302,154,290,255,339,214,163,96,94,21,1619
SSC30303,0,7,6,4,9,4,3,9,4,46
SSC30304,87,119,94,64,89,84,34,60,6,626
SSC30305,10,8,9,12,10,6,10,19,0,76
SSC30306,46,8,11,10,9,3,7,26,0,111
SSC30307,0,0,0,0,0,0,0,0,0,0
SSC30308,15,5,3,6,5,3,9,12,0,66
SSC30309,0,0,0,0,0,4,0,4,0,8
SSC30310,28,28,62,21,25,22,23,36,3,248
SSC30311,171,256,247,254,216,200,123,204,38,1704
SSC30312,21,0,0,4,0,0,3,3,0,34
SSC30313,19,20,36,39,26,16,14,32,3,206
SSC30314,338,519,378,237,326,234,74,158,39,2302
SSC30315,7,3,3,0,0,0,5,5,0,22
SSC30316,11,0,4,4,5,3,0,3,0,36
SSC30317,14,5,0,0,3,0,3,5,0,43
SSC30318,19,6,10,3,3,3,8,11,0,63
SSC30319,67,64,66,49,44,39,42,45,6,420
SSC30320,0,0,0,0,0,0,8,9,0,13
SSC30321,9,0,0,0,0,0,3,3,0,14
SSC30322,20,3,0,9,3,3,0,4,0,37
SSC30323,84,130,108,116,93,77,74,184,12,885
SSC30324,15,0,3,3,4,0,0,9,0,39
SSC30325,6,0,0,0,0,0,0,6,0,14
SSC30326,414,879,651,525,728,414,337,489,78,4517
SSC30327,0,0,0,0,0,0,0,0,0,0
SSC30328,28,3,4,0,3,0,3,6,0,37
SSC30329,10,3,16,8,16,5,12,8,0,88
SSC30330,0,0,0,0,0,0,0,0,0,0
SSC30331,59,66,113,89,76,55,53,92,3,605
SSC30332,22,25,9,6,16,6,9,15,3,104
SSC30333,35,3,0,3,6,3,4,9,0,57
SSC30334,70,143,120,120,138,90,77,154,15,927
SSC30335,14,4,13,5,6,5,16,14,0,82
SSC30336,8,7,11,3,3,0,3,6,0,42
SSC30337,11,18,18,13,7,6,3,13,7,105
SSC30338,230,272,580,343,499,346,523,435,73,3304
SSC30339,28,8,33,10,14,11,31,40,4,182
SSC30340,0,0,0,0,0,0,0,0,0,4
SSC30341,47,51,82,47,71,41,84,54,11,481
SSC30342,32,10,14,10,11,4,25,37,3,141
SSC30343,0,0,0,0,0,0,0,0,0,0
SSC30344,529,421,611,416,423,366,581,973,75,4386
SSC30345,261,581,191,208,331,193,49,131,38,1977
SSC30346,52,9,12,7,16,8,10,24,0,138
SSC30347,66,60,84,40,51,39,23,41,14,413
SSC30348,184,291,463,217,212,180,299,245,35,2135
SSC30349,41,5,21,8,10,0,13,35,5,146
SSC30350,3,0,0,0,0,0,0,3,0,5
