SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC14253,0,3,0,4,23,8,8,6,0,54,0,0,6,0,7,10,3,3,8,46,38,89,92,121,196,205,96,111,17,975
SSC14254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,6,10,9,3,4,14,0,53
SSC14255,0,16,8,4,11,16,7,10,0,73,0,6,3,6,20,12,3,8,9,70,75,316,259,253,430,366,218,251,25,2190
SSC14256,0,9,10,6,19,9,6,16,0,75,0,3,3,3,5,3,7,9,20,50,49,158,138,141,202,200,120,292,34,1331
SSC14257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,13,7,5,15,12,13,0,82
SSC14258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14259,0,6,3,8,11,9,8,11,3,59,0,3,5,3,11,19,9,5,5,59,39,115,101,135,274,264,129,185,24,1249
SSC14260,3,8,9,3,14,13,4,15,0,71,0,7,6,3,18,17,9,9,12,86,56,326,265,250,333,408,201,351,31,2224
SSC14261,3,11,14,11,41,30,11,4,3,137,9,18,41,16,61,70,22,11,78,310,188,417,660,541,2088,2281,498,466,145,7286
SSC14262,4,10,4,5,23,11,4,10,0,69,3,3,0,12,25,11,5,5,8,74,50,148,157,163,294,238,102,149,23,1319
SSC14263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC14264,3,9,9,10,27,21,12,16,0,107,4,23,14,6,32,46,7,9,24,169,68,250,236,224,635,562,221,273,56,2522
SSC14265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC14266,3,3,4,6,18,11,4,5,0,56,7,16,12,8,36,28,9,10,49,164,49,154,151,224,455,357,109,165,81,1747
SSC14267,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,4,30,13,16,10,21,6,15,0,119
SSC14268,3,9,5,3,4,19,6,5,0,54,0,11,6,4,3,16,4,4,7,54,38,193,180,157,203,304,139,267,12,1494
SSC14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13
SSC14270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,3,7,4,11,0,42
SSC14271,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,3,9,10,15,25,12,25,22,3,22,3,142
SSC14272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,11,9,6,3,7,0,63
SSC14273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,4,0,28
SSC14274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,9,0,37,3,62
SSC14275,0,4,0,0,0,3,0,7,0,10,0,0,0,3,0,0,0,3,0,8,10,45,35,45,58,43,26,76,0,350
SSC14276,0,3,3,9,7,0,6,3,0,42,0,10,0,3,8,4,0,4,7,44,42,168,155,167,205,222,103,166,14,1249
SSC14277,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,12,4,11,13,4,5,3,0,52
SSC14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,0,27
SSC14279,0,0,0,0,3,3,0,3,0,12,0,3,0,0,3,0,0,0,0,7,4,22,16,18,27,25,14,36,7,171
SSC14280,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,5,15,19,15,35,30,14,36,4,173
SSC14281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,3,0,5,0,22
SSC14282,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,3,0,13
SSC14283,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,7,11,6,0,8,0,52
SSC14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14285,0,3,0,0,3,7,0,0,0,18,0,0,0,0,3,0,0,0,0,11,19,75,64,70,119,125,64,96,3,634
SSC14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,16,3,18,0,54
SSC14287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,10,11,0,31
SSC14288,3,10,8,6,9,22,10,10,0,88,6,6,7,7,13,14,0,12,19,87,53,152,156,161,248,299,146,336,37,1580
SSC14289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SSC14290,0,0,4,0,0,5,0,0,0,12,0,0,0,0,6,0,0,0,3,9,7,9,14,22,47,52,9,54,3,216
SSC14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14292,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,4,3,17,17,16,12,21,14,33,0,129
SSC14293,4,17,20,7,24,26,14,9,0,125,7,18,32,16,35,35,15,3,82,247,72,349,595,412,872,632,254,281,154,3622
SSC14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,17,0,34
SSC14295,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,9,9,9,6,4,10,7,63
SSC14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,6,10,0,20,3,58
SSC14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,10
SSC14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,9,0,11,0,39
SSC14299,0,0,0,0,3,8,0,0,0,18,0,3,0,0,3,3,0,0,0,11,17,26,27,37,90,76,45,54,13,375
SSC14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,7,7,0,28
SSC14301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,4,0,6,0,0,0,21
SSC14302,0,3,3,5,6,3,3,6,3,30,0,3,4,8,10,13,3,3,25,72,24,62,47,67,162,118,40,56,42,619
SSC14303,0,19,8,12,15,18,13,16,4,119,0,11,7,7,13,28,14,21,13,120,99,304,339,292,387,702,363,712,36,3237
SSC14304,0,4,0,0,0,0,0,6,0,16,0,4,3,3,3,3,6,5,3,28,11,110,92,85,71,162,83,213,14,839
SSC14305,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,14,6,9,10,15,12,23,0,99
SSC14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,5,3,0,3,8,0,35
SSC14307,0,4,3,4,0,4,3,3,0,19,0,0,0,0,0,4,0,0,0,18,7,52,39,44,57,71,28,53,0,350
SSC14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14310,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,3,0,0,0,11,0,42,26,18,10,22,9,19,3,153
SSC14311,3,5,6,6,13,11,4,14,4,63,4,3,7,3,11,12,4,18,3,64,61,166,149,154,308,342,167,330,20,1695
SSC14312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,4,13,3,12,3,62
SSC14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,14
SSC14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14315,4,4,5,3,7,6,3,0,0,30,0,3,0,5,6,12,0,0,9,41,23,116,95,108,133,134,48,63,24,741
SSC14316,0,8,3,3,3,7,0,0,0,21,0,5,0,3,9,15,3,0,7,45,32,138,93,125,184,171,81,104,12,941
SSC14317,0,0,0,0,5,8,3,3,0,20,0,0,0,3,0,5,0,3,0,15,12,54,43,40,40,68,44,82,5,391
SSC14318,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,16,13,15,27,26,7,20,3,132
SSC14319,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,18,13,9,32,23,18,38,0,150
SSC14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,3,0,0,0,30
SSC14321,0,0,0,0,0,4,0,0,0,13,0,0,4,0,0,0,0,0,0,13,11,41,38,37,57,41,25,25,3,276
SSC14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,6,7,5,9,0,53
SSC14323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10
SSC14324,0,7,0,4,9,5,3,7,3,38,3,8,3,4,12,3,3,5,3,43,54,146,110,149,295,234,109,187,15,1309
SSC14325,0,3,0,5,0,5,4,8,0,33,0,3,0,4,6,10,4,3,8,51,25,97,79,98,162,166,87,120,23,868
SSC14326,0,3,4,0,0,10,0,8,0,22,0,0,4,6,7,9,4,3,5,47,22,73,77,64,97,139,50,139,12,668
SSC14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12
SSC14329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SSC14330,0,0,0,0,3,0,0,0,0,11,0,3,5,3,0,0,0,0,3,12,7,42,29,30,58,40,32,35,7,277
SSC14331,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,9,11,11,13,22,21,8,28,0,121
SSC14332,3,11,3,8,22,22,13,9,0,85,4,4,4,3,11,12,3,7,34,73,126,195,236,266,362,287,153,190,53,1868
SSC14333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,20
SSC14334,3,13,16,18,20,29,7,21,0,130,8,14,7,8,18,19,3,13,10,98,106,380,326,354,611,507,305,487,29,3105
SSC14335,3,29,27,18,35,46,27,33,0,212,13,21,23,18,41,57,17,31,30,248,167,610,557,508,970,1307,542,849,73,5577
SSC14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,14,19,13,17,15,27,0,120
SSC14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,13,15,7,15,0,70
SSC14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13
SSC14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,4,3,0,26
SSC14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,6,4,4,0,32
SSC14342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,20,0,43
SSC14343,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,8,3,0,11,7,3,12,0,49
SSC14344,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,13,17,8,15,27,7,18,0,104
SSC14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,5,0,28
SSC14346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14347,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC14348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,18,10,13,0,54
SSC14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,7,0,19
SSC14352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14353,0,4,28,9,9,15,12,13,0,96,4,11,29,12,34,52,6,3,57,206,94,238,608,264,860,970,352,383,84,3860
SSC14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,5,6,0,37
SSC14355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,9,3,4,9,3,17,0,68
SSC14356,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,9,5,14,0,58
SSC14357,0,5,4,4,12,14,3,3,0,45,6,7,4,3,13,8,0,7,15,51,39,145,145,200,305,205,103,157,20,1327
SSC14358,7,35,32,31,66,43,19,30,0,265,3,38,25,15,37,39,13,24,71,266,276,1141,899,808,1638,1462,730,968,130,8051
SSC14359,5,11,9,12,32,16,16,31,0,137,3,13,21,15,19,51,20,29,25,197,159,373,369,368,789,1311,701,1021,63,5148
SSC14360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,0,3,0,16
SSC14361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,3,12,0,32
SSC14362,0,0,0,0,8,3,0,0,0,15,0,0,3,0,7,0,0,0,3,13,15,27,29,54,71,36,24,30,11,309
SSC14363,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,3,0,3,3,15,11,55,45,45,70,96,45,87,3,451
SSC14364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,4,10,7,20,11,8,24,7,97
SSC14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,16
SSC14367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,3,21,0,50
SSC14368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,7,4,4,6,8,0,8,0,38
SSC14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,5,8,3,8,0,54
SSC14373,0,0,7,0,4,0,4,3,0,15,0,3,0,0,3,0,0,0,5,15,19,29,39,26,59,75,37,63,9,358
SSC14374,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,3,10,7,9,5,5,17,23,3,10,5,79
SSC14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,13
SSC14376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9,0,14,0,36
SSC14377,0,3,0,0,6,12,3,4,0,29,0,5,0,4,3,8,3,6,16,49,35,115,119,129,218,201,92,102,32,1044
SSC14378,0,3,3,3,12,18,6,10,0,58,0,3,3,6,9,16,4,7,16,63,30,107,110,125,282,248,128,156,27,1213
SSC14379,0,0,0,0,0,4,0,0,0,8,0,0,0,0,6,0,0,0,13,19,9,26,29,34,68,32,16,37,14,273
SSC14380,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,4,10,0,3,0,3,0,30
SSC14381,3,4,3,8,31,24,11,12,0,95,3,4,11,13,48,29,3,7,42,157,86,293,295,281,1029,914,250,267,77,3498
SSC14382,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,6,22,19,18,23,25,10,31,4,143
SSC14383,3,0,7,0,5,0,3,4,0,28,0,7,0,3,3,3,9,3,0,30,37,116,101,113,188,152,91,139,12,950
SSC14384,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,6,7,20,16,21,14,12,21,8,111
SSC14385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,9,0,4,0,28
SSC14386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,10
SSC14387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,5,8,3,0,3,0,28
SSC14388,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,8,4,20,17,13,20,31,9,35,0,151
SSC14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,15
SSC14390,0,3,0,0,5,9,3,0,0,23,0,0,6,3,5,6,3,3,15,44,18,53,55,61,153,141,65,63,20,619
SSC14391,0,3,0,3,0,8,3,3,0,21,0,0,0,3,4,4,4,0,7,24,15,69,46,77,118,100,44,60,13,536
SSC14392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,5,0,4,0,18
SSC14393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,17,0,29
SSC14394,0,0,0,0,3,4,0,0,0,8,0,0,3,0,3,3,0,0,4,18,13,26,22,15,46,54,27,47,8,252
SSC14395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,14
SSC14396,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,17,14,12,9,21,3,13,0,92
SSC14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,4,9,6,19,9,3,11,0,72
SSC14398,0,0,3,0,6,5,0,0,0,9,3,4,0,0,0,0,0,3,0,6,9,29,26,22,29,29,18,43,4,209
SSC14399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,8,3,5,7,12,7,18,0,67
SSC14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,5,18
SSC14402,3,13,7,10,16,6,7,16,0,72,3,18,14,9,19,12,3,4,24,104,84,254,237,318,412,292,128,230,45,2004
SSC14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,15,26,16,9,19,6,22,0,122
SSC14404,3,16,7,7,12,24,9,18,0,100,8,16,16,15,11,38,12,49,30,190,83,352,333,305,372,765,444,1105,58,3822
SSC14405,0,0,0,0,5,3,0,5,0,13,0,0,0,0,3,4,0,0,0,8,3,41,28,37,50,46,27,26,3,265
SSC14406,0,11,5,6,12,9,10,16,0,74,0,6,3,9,3,23,5,26,17,99,80,144,176,126,323,518,260,535,37,2200
SSC14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC14408,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,13,6,17,18,11,23,3,101
SSC14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,10,0,27
SSC14410,4,17,8,14,7,18,5,17,0,85,0,5,8,4,8,20,4,15,13,80,68,282,215,220,304,451,195,356,30,2119
SSC14411,0,3,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,11,14,28,23,38,38,16,11,35,5,200
SSC14412,0,6,0,3,0,0,0,0,0,12,0,3,0,0,3,4,0,3,3,15,4,51,46,34,36,72,22,106,5,371
SSC14413,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,6,13,7,10,11,4,8,20,0,75
SSC14414,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,10,13,25,26,50,33,29,22,39,9,247
SSC14415,0,15,10,9,28,25,12,19,0,120,3,13,0,0,6,13,3,15,9,65,84,263,218,236,489,452,222,361,41,2358
SSC14416,7,30,29,23,29,47,19,22,0,204,4,18,14,13,24,27,12,24,45,167,179,651,589,623,1025,1005,587,695,91,5442
SSC14417,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,4,18,8,6,3,16,0,9,3,73
SSC14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,7,6,0,6,0,4,0,42
SSC14419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14420,0,4,8,5,5,7,3,10,0,47,3,4,3,3,10,13,4,3,8,50,42,145,127,117,182,242,105,198,20,1185
SSC14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14422,0,10,5,13,19,10,3,15,3,72,3,7,7,5,5,12,3,7,15,66,36,239,185,182,292,308,198,284,28,1758
SSC14423,5,12,12,7,21,11,7,21,0,100,5,11,3,6,11,9,3,3,20,64,93,242,219,250,427,360,276,263,48,2178
SSC14424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,5,8,5,3,0,0,33
SSC14425,9,17,19,18,40,29,9,8,0,159,5,16,12,9,31,31,10,18,52,183,139,417,426,471,814,757,291,394,100,3821
SSC14426,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,5,9,4,34,31,18,26,42,16,35,6,215
SSC14427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC14428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,7,0,3,0,39
SSC14429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,15,3,9,3,51
SSC14431,0,3,3,0,5,3,0,0,0,13,0,0,0,0,0,3,0,3,6,16,11,45,26,32,46,45,24,75,6,308
SSC14432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SSC14433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,7
SSC14434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,13,13,3,15,0,64
SSC14435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,10,0,26
SSC14436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,9,4,12,0,40
SSC14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14438,0,4,3,4,10,3,0,3,0,29,4,5,3,3,10,7,3,0,12,53,36,115,123,120,178,166,67,126,31,962
SSC14439,0,3,3,12,3,0,4,6,0,23,0,0,3,3,7,4,0,3,9,25,20,64,60,81,98,84,40,83,7,545
SSC14440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12
SSC14441,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,3,11,0,29
SSC14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,0,17
SSC14443,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,9,20,24,25,26,14,5,27,7,144
SSC14444,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,0,0,23
SSC14445,8,21,16,28,33,36,8,23,0,181,3,13,11,13,33,27,9,16,26,164,155,463,453,482,907,781,322,416,70,4055
SSC14446,3,9,8,7,8,9,12,8,0,68,4,7,3,7,9,15,0,6,17,70,60,175,153,202,305,265,113,180,34,1482
SSC14447,0,3,0,3,0,3,0,0,0,8,0,3,0,0,0,0,0,3,3,12,3,38,28,33,29,34,19,48,5,231
SSC14448,0,0,3,3,6,8,0,10,0,37,0,3,3,3,8,5,0,4,10,39,39,96,109,119,189,192,64,123,18,945
SSC14449,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,24,28,24,40,29,19,35,3,202
SSC14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC14451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14453,5,43,49,36,51,58,37,25,7,320,10,52,47,43,98,75,23,23,110,481,183,718,666,661,1540,1362,504,624,216,6474
SSC14454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SSC14455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,12,12,8,10,3,11,0,70
SSC14456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,12,3,36,0,68
SSC14457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14458,3,14,12,15,16,21,4,13,0,95,4,14,7,8,10,9,3,3,21,79,96,284,235,281,306,246,137,265,48,1907
