SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC60363,9,4,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,14,6,25
SSC60364,118,109,228,16,9,27,4,4,12,0,0,0,0,0,3,0,0,3,0,0,0,18,23,41,3,0,3,0,0,0,0,0,0,32,34,58,3,6,4,0,0,0,49,47,94,4,9,14,174,166,338
SSC60365,9,5,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,10,6,14
SSC60366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60367,43,33,74,7,12,23,0,0,3,0,0,0,3,5,11,0,0,0,0,0,0,10,13,26,0,0,0,0,0,0,0,0,0,18,19,37,0,0,0,0,0,0,27,33,59,15,11,28,76,77,156
SSC60368,29,30,59,5,3,8,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,8,12,18,0,0,3,0,0,0,14,13,23,4,8,11,44,42,90
SSC60369,10,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,15,10,24
SSC60370,564,627,1191,19,27,52,13,3,22,14,18,32,6,4,11,6,0,3,8,8,11,292,300,591,3,5,10,0,3,3,0,0,0,345,345,687,52,47,98,4,8,13,424,424,848,80,72,155,1073,1121,2191
SSC60371,89,85,174,13,14,21,6,3,9,3,5,9,3,4,7,0,0,3,5,3,8,9,16,21,0,0,3,0,0,0,0,0,0,28,29,52,0,0,0,0,0,0,40,37,75,9,10,21,136,138,274
SSC60372,38,28,61,10,0,11,0,0,0,3,3,6,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,24,3,0,0,0,0,0,28,10,39,3,0,3,65,41,109
SSC60373,18,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,5,4,0,3,9,27,21,44
SSC60374,260,227,487,25,24,43,9,9,10,0,0,0,3,3,5,0,0,0,0,0,4,32,29,64,0,0,0,0,0,0,0,0,0,46,43,86,0,0,0,0,3,3,67,65,138,25,17,43,355,317,667
SSC60375,25,22,46,3,3,4,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,11,9,22,0,0,0,38,32,66
SSC60376,162,135,301,9,8,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,30,28,54,0,0,0,0,0,0,0,0,0,30,31,59,0,0,0,0,0,0,40,36,79,7,8,14,213,188,397
SSC60377,18,4,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,9,3,12,0,0,3,0,0,0,8,3,16,0,3,3,24,12,39
SSC60378,1075,1108,2184,149,161,312,33,32,65,17,12,34,26,31,57,6,7,13,13,14,27,342,359,700,13,10,16,0,0,3,0,0,0,444,464,911,27,29,49,9,8,18,628,658,1287,72,77,147,1780,1842,3616
SSC60379,29,20,49,3,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,9,7,14,0,0,0,35,28,68
SSC60380,47,34,79,10,15,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,9,0,0,3,0,0,0,0,0,0,10,4,14,0,3,6,0,0,0,18,22,36,3,3,6,64,57,122
SSC60381,55,51,101,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,7,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,10,7,22,4,8,11,73,65,137
SSC60382,42,43,78,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,3,12,0,0,0,0,0,0,0,0,0,7,9,22,0,0,0,0,0,0,7,15,25,13,12,20,60,60,119
SSC60383,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,15
SSC60384,78,61,139,0,3,3,7,0,7,3,4,11,0,3,3,0,0,0,3,3,5,11,9,24,0,0,0,0,0,0,0,0,0,29,16,40,0,0,0,4,3,3,29,24,54,14,9,25,119,91,212
SSC60385,336,411,749,54,54,112,4,6,10,8,0,8,7,3,6,0,0,0,4,3,5,121,131,251,0,0,0,0,0,0,0,0,0,139,144,287,19,27,42,3,3,10,219,227,449,81,85,169,637,731,1370
SSC60386,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,6,3,8
SSC60387,107,96,201,11,14,28,3,0,3,0,3,3,0,3,3,0,3,7,0,3,0,16,23,44,0,0,0,0,0,0,0,0,0,21,33,55,4,0,7,0,0,0,38,49,81,19,7,22,158,153,314
SSC60388,22,27,44,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,6,7,14,4,7,9,36,39,71
SSC60389,40,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,4,0,3,0,0,0,0,0,0,8,12,15,0,0,0,0,0,0,6,13,22,3,4,8,48,49,99
SSC60390,22,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,10,0,0,0,0,0,0,0,0,0,5,4,15,0,0,0,0,0,0,11,4,18,6,3,10,40,28,64
SSC60391,32,26,57,15,11,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,21,12,30,3,0,3,52,43,96
SSC60392,49,36,84,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,19,0,0,0,0,0,0,0,0,0,14,14,23,0,0,0,0,0,0,20,18,38,6,5,14,75,61,136
SSC60393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60394,17,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,4,3,14,0,3,8,29,23,53
SSC60395,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60396,459,532,994,28,35,58,17,9,27,10,17,29,12,14,23,3,5,12,10,9,17,198,237,433,0,0,0,0,0,0,0,0,0,246,291,540,6,8,21,4,3,4,290,335,619,55,49,105,809,916,1721
SSC60397,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,4,3,4
SSC60398,78,75,151,4,9,11,3,0,6,5,3,11,3,4,4,0,0,0,3,0,4,18,26,48,0,0,0,0,0,0,0,0,0,35,36,74,0,3,3,0,0,0,39,46,85,3,4,4,123,124,243
SSC60399,760,770,1532,93,115,213,21,27,53,16,18,32,31,32,65,3,7,8,9,11,16,262,284,552,0,3,4,0,3,3,0,0,0,349,384,739,18,16,40,5,0,11,474,523,992,62,78,139,1293,1374,2662
SSC60400,23,15,38,3,3,9,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,5,6,13,0,0,0,0,0,0,0,0,0,10,12,21,0,0,0,0,0,0,18,11,33,6,11,14,51,41,86
SSC60401,44,35,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,43,40,82
SSC60402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60403,10,10,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,0,0,0,18,14,25
SSC60404,173,148,318,13,24,35,5,7,16,3,3,9,10,13,24,0,4,9,3,3,6,16,9,25,0,0,0,0,0,0,0,0,0,41,49,87,0,0,0,0,0,0,60,67,127,29,24,48,257,240,492
SSC60405,207,190,396,13,11,23,3,3,11,0,4,5,14,3,15,0,0,0,3,4,7,50,45,95,3,0,3,0,0,0,0,0,0,73,64,136,0,0,3,0,0,0,89,79,164,18,17,31,310,284,596
SSC60406,19,23,42,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,11,8,18,8,7,10,37,37,72
SSC60407,29,18,46,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,3,8,10,5,8,12,0,0,0,13,17,33,5,0,4,45,35,82
SSC60408,178,200,384,11,13,24,3,4,8,9,5,10,3,7,16,0,0,0,0,3,3,78,74,153,0,0,0,0,0,0,0,0,0,97,96,193,3,3,11,0,0,0,116,111,226,6,13,18,305,327,632
SSC60409,29,20,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,3,0,3,34,25,55
SSC60410,296,312,611,35,40,70,0,3,5,8,6,12,11,11,19,0,0,0,0,0,3,138,166,306,0,0,3,0,0,0,0,0,0,163,194,355,3,4,4,8,0,9,199,240,440,36,42,78,534,588,1121
SSC60411,556,628,1187,39,38,75,13,21,29,12,7,18,7,10,18,0,3,3,3,5,11,214,263,476,0,3,3,3,0,4,0,0,0,254,306,564,26,28,47,7,6,7,314,379,694,79,74,145,949,1085,2030
SSC60412,13,15,30,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,13,6,17,0,6,7,30,23,54
SSC60413,24,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,7,26,19,49
SSC60414,1363,1437,2800,64,67,134,21,28,47,32,38,65,45,37,75,3,3,4,9,12,19,558,580,1140,6,4,9,5,0,7,0,0,0,675,695,1367,168,198,364,10,12,24,920,967,1889,190,221,411,2472,2628,5099
SSC60415,94,95,192,10,6,14,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27,26,52,0,0,0,0,0,0,0,0,0,32,27,63,0,0,0,3,0,6,41,43,82,11,10,18,142,148,294
SSC60416,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,4,11
SSC60417,48,50,98,10,4,12,0,3,4,0,0,0,3,4,9,0,0,0,0,3,3,8,6,13,0,0,0,0,0,0,0,0,0,13,13,23,0,0,0,0,0,0,20,18,38,3,0,7,70,68,138
SSC60418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4
SSC60419,77,76,151,6,8,10,0,0,0,5,5,11,0,0,6,0,0,3,0,0,0,10,8,19,0,0,0,0,0,0,0,0,0,21,18,37,0,0,0,0,0,0,24,23,52,10,6,13,108,110,216
SSC60420,594,614,1210,60,50,116,12,14,22,7,11,14,8,8,20,0,0,0,3,5,10,248,301,553,0,0,3,3,0,7,0,0,0,286,338,627,12,13,19,6,12,15,370,416,778,66,70,136,1026,1097,2126
SSC60421,89,78,167,4,7,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,14,19,0,0,0,0,0,0,0,0,0,16,11,27,0,0,0,0,0,0,17,21,37,13,22,36,116,118,240
SSC60422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3
SSC60423,102,119,221,6,3,7,6,7,9,4,4,8,4,3,7,0,0,0,0,3,3,25,31,53,0,0,0,0,0,3,0,0,0,38,45,78,7,6,11,3,3,9,44,57,102,6,5,13,157,178,337
SSC60424,15,13,34,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,8,7,21,3,0,3,29,27,51
SSC60425,645,690,1333,51,46,89,16,23,40,29,28,56,13,15,31,6,3,10,15,19,29,242,212,452,3,0,3,3,3,8,0,0,0,337,303,639,78,76,153,4,3,11,468,427,893,71,62,128,1186,1175,2361
SSC60426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60427,91,90,184,4,0,4,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,26,27,52,0,0,0,0,0,0,0,0,0,28,37,61,3,0,3,0,0,0,36,40,69,4,0,6,134,127,262
SSC60428,27,24,50,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,9,12,18,0,3,3,33,37,71
SSC60429,668,696,1366,59,48,106,21,19,37,23,27,50,16,16,32,5,4,9,5,8,11,222,216,438,3,3,3,12,4,18,0,0,3,302,296,600,38,36,73,9,3,8,411,384,788,70,73,142,1146,1148,2293
SSC60430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60431,180,158,338,23,15,39,3,8,8,3,0,3,4,3,7,3,3,8,9,4,10,27,34,62,0,0,3,5,0,6,0,0,0,53,56,113,3,0,4,0,0,0,79,74,152,12,15,27,266,246,516
SSC60432,743,788,1526,92,80,166,21,25,45,27,16,44,28,19,43,7,7,14,11,15,24,421,390,810,3,3,9,0,0,0,0,0,0,512,471,982,283,212,499,8,13,18,900,772,1671,162,156,317,1799,1712,3511
SSC60433,92,76,173,15,4,19,0,3,3,3,0,6,0,3,3,0,0,3,3,5,13,22,23,41,0,0,0,0,0,0,0,0,0,33,36,70,0,0,0,0,0,3,45,45,94,19,13,25,157,140,294
SSC60434,18,13,32,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,3,5,7,23,17,40
SSC60435,19,13,31,3,3,11,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,8,12,5,4,6,28,22,48
SSC60436,14,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,0,0,0,18,16,40
SSC60437,14,9,21,7,3,16,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,9,21,0,0,0,29,13,41
SSC60438,40,40,84,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,9,14,20,5,0,8,53,60,108
SSC60439,27,19,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,3,7,11,5,3,9,34,26,61
SSC60440,20,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,0,0,0,0,0,0,0,0,0,7,11,14,0,0,0,0,0,0,7,11,14,3,8,17,28,38,66
SSC60441,99,81,176,12,4,15,0,3,4,0,0,0,3,3,6,0,0,0,0,3,3,18,21,33,0,0,0,0,0,0,0,0,0,26,26,53,0,0,0,0,0,0,32,33,67,9,13,25,144,125,270
SSC60442,17,8,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,20,14,40
SSC60443,70,59,132,0,0,3,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,11,13,21,0,0,0,0,0,0,0,0,0,13,13,34,0,0,0,0,0,0,18,22,34,14,8,23,97,92,186
SSC60444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,7
SSC60445,1528,1572,3096,261,296,558,14,21,29,25,27,52,34,45,81,6,12,18,12,18,25,346,416,762,3,0,3,0,3,4,0,0,3,442,537,980,9,9,26,10,10,19,727,855,1583,189,228,418,2437,2657,5096
SSC60446,1396,1467,2862,113,128,234,53,52,104,68,83,153,40,51,95,8,16,27,21,19,40,686,749,1436,0,3,6,3,0,9,0,0,3,888,974,1863,186,188,367,23,33,54,1206,1316,2528,225,172,397,2831,2958,5788
SSC60447,1422,1457,2877,236,252,482,42,21,63,53,28,79,40,30,74,10,14,20,30,16,48,625,714,1344,3,0,6,4,0,4,0,0,0,803,827,1639,327,273,599,9,8,19,1377,1361,2741,209,226,434,3009,3042,6049
SSC60448,1225,1406,2638,120,142,262,37,31,67,44,50,96,33,30,60,7,9,15,4,13,24,587,733,1327,3,8,12,3,4,6,0,0,0,724,869,1599,100,117,215,18,14,31,956,1145,2105,164,170,332,2343,2723,5067
SSC60449,93,80,176,0,4,9,12,4,21,0,3,4,15,12,29,0,0,0,3,6,9,15,10,26,0,0,0,0,0,0,0,0,0,46,39,83,0,0,0,0,0,0,54,41,94,19,20,35,156,141,305
SSC60450,25,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,7,29,30,62
SSC60451,47,40,86,4,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,13,16,28,0,0,0,0,0,0,0,0,0,12,19,34,0,0,0,0,0,0,18,20,39,8,12,17,72,71,139
SSC60452,57,63,119,6,9,13,3,0,3,0,3,5,0,0,3,0,0,0,0,0,0,13,8,24,0,0,0,0,0,0,0,0,0,17,17,31,0,0,0,0,0,0,24,24,44,6,5,9,91,88,175
SSC60453,34,20,54,0,0,0,0,0,3,3,0,3,0,0,3,0,0,4,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,15,11,20,0,0,0,0,0,0,10,13,26,7,5,11,49,43,88
SSC60454,445,464,905,63,57,119,22,28,52,35,44,79,28,27,58,11,10,25,7,12,19,338,338,677,8,4,14,3,3,5,0,0,0,459,472,929,97,115,213,21,7,33,646,651,1296,116,104,218,1204,1220,2422
SSC60455,25,19,47,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,8,7,16,3,4,7,42,34,77
SSC60456,139,128,274,12,8,18,6,5,9,0,0,0,0,4,3,0,0,3,0,3,3,22,31,51,0,0,0,0,0,0,0,0,0,30,40,74,0,0,0,0,0,0,43,47,97,14,10,19,196,192,388
SSC60457,50,35,80,9,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,0,0,0,3,3,3,0,0,0,8,11,16,0,0,0,0,0,0,16,12,31,5,8,11,68,50,120
SSC60458,64,61,121,11,15,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,15,35,0,0,0,0,0,0,0,0,0,23,17,34,3,0,3,0,0,0,35,34,65,12,12,22,112,98,209
SSC60459,975,1076,2054,65,94,155,18,17,33,18,20,33,24,21,41,0,4,4,9,15,23,411,496,912,0,0,0,0,3,3,0,0,0,481,573,1054,16,19,34,3,4,6,569,682,1249,116,137,256,1662,1901,3562
SSC60460,15,11,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,3,4,11,5,3,7,28,20,46
SSC60461,18,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,7,9,0,0,0,18,19,42
SSC60462,124,121,244,24,28,54,4,3,9,0,3,3,7,0,8,0,0,0,0,0,3,36,30,67,0,0,0,0,0,0,0,0,0,52,48,95,0,0,3,0,0,0,81,72,154,37,38,70,237,232,465
SSC60463,20,22,45,7,3,15,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,5,0,0,0,12,14,24,3,3,6,44,37,77
SSC60464,28,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,12,7,21,0,0,0,0,0,0,0,0,0,16,10,23,0,3,3,0,0,0,14,10,26,7,3,10,51,43,93
SSC60465,89,82,168,4,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,24,28,52,0,0,0,0,0,3,0,0,0,29,36,62,3,3,3,0,0,0,36,38,76,17,12,31,149,130,279
SSC60466,231,283,516,49,49,100,19,14,30,7,12,22,9,14,26,4,5,13,4,4,8,236,271,511,0,0,0,5,8,8,0,0,0,284,328,604,11,9,21,0,0,5,347,383,729,34,39,72,609,710,1317
SSC60467,15,9,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,3,3,3,22,18,36
SSC60468,205,204,414,45,63,109,0,3,7,3,9,12,0,4,8,3,3,4,0,0,0,19,20,39,3,0,3,0,0,0,0,0,0,30,35,71,0,0,0,0,0,0,81,102,177,32,36,68,320,341,659
SSC60469,78,85,159,15,10,29,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,31,42,73,0,3,4,0,0,0,0,0,0,39,49,81,0,0,3,0,0,0,53,60,111,16,7,24,149,154,298
SSC60470,1000,997,1999,85,105,190,12,26,37,19,14,33,31,22,51,4,4,9,11,20,28,424,466,894,5,0,3,0,3,3,0,0,0,505,556,1060,22,22,37,31,30,61,641,710,1357,72,75,152,1719,1790,3504
SSC60471,43,40,77,0,5,6,0,0,3,3,3,5,3,3,8,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,10,9,21,0,0,0,0,0,0,14,20,32,3,0,3,55,58,118
SSC60472,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SSC60473,97,95,197,5,6,17,3,5,6,3,0,3,3,3,6,0,0,0,0,0,0,24,22,44,3,0,6,0,0,0,0,0,0,32,33,61,4,9,19,0,5,5,45,55,97,9,15,27,160,162,318
SSC60474,192,185,371,26,18,44,7,4,16,3,3,7,4,10,15,0,0,0,0,4,8,53,55,109,0,0,0,0,0,0,0,0,0,78,72,147,0,0,0,0,0,3,107,96,198,17,24,45,310,302,610
SSC60475,113,119,231,9,13,22,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,34,28,59,0,0,0,0,0,0,0,0,0,35,34,66,0,0,0,0,0,0,47,44,93,8,9,20,173,172,346
SSC60476,35,26,64,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,0,0,0,0,0,0,0,0,0,10,12,21,0,0,0,0,0,0,14,10,26,0,0,0,47,40,86
SSC60477,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,4,12
SSC60478,194,181,373,10,8,15,3,7,4,0,5,3,3,0,3,0,0,0,3,0,3,46,40,79,0,0,0,0,0,0,0,0,0,50,48,103,8,3,9,4,3,7,66,66,129,18,12,29,275,260,536
