SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC10063,6,9,8,0,0,0,31,4,5,3,8,5,0,0,0,28,11,74,38,30,16,3,3,0,183,19,52,41,35,29,9,0,0,184,48,149,136,100,69,32,3,0,543,3,0,8,11,3,0,0,0,33,0,12,12,7,4,6,3,0,37,56,158,156,117,81,33,8,4,615,4,3,0,0,3,0,0,0,16,24,27,28,13,20,14,9,0,130,111,345,274,212,155,65,23,8,1188
SSC10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,3,3,3,7,0,0,24
SSC10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,17
SSC10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9
SSC10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,7,0,0,0,11,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,3,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,5,10,18,4,3,0,47
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC10069,0,0,10,0,0,0,9,0,0,0,3,3,3,0,0,3,0,4,4,10,18,9,0,0,45,0,0,6,10,21,18,0,0,61,12,7,16,17,25,11,3,0,89,0,0,0,0,3,0,0,0,7,0,0,3,5,6,3,0,0,17,12,7,18,22,32,15,8,0,109,0,0,0,0,0,3,3,0,4,0,0,6,3,10,3,4,0,31,13,13,34,52,88,54,20,4,271
SSC10070,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,4,10,3,0,0,17,0,4,0,5,3,0,0,0,14,0,0,0,9,5,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3,0,27,0,0,0,0,0,0,0,0,3,3,3,0,4,6,3,0,3,32,6,6,4,30,29,22,3,7,107
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SSC10072,10,7,19,10,3,0,62,3,0,11,4,11,0,0,0,29,11,12,42,48,46,20,3,3,185,8,6,25,36,24,18,8,0,129,16,19,35,55,30,23,7,0,189,4,0,9,4,0,5,0,0,14,0,0,4,11,8,7,8,0,33,23,19,47,64,36,32,13,0,239,0,0,0,3,3,6,3,0,18,3,3,3,16,8,15,7,3,56,44,59,127,183,141,101,43,11,713
SSC10073,8,5,5,3,0,0,26,0,0,3,0,8,0,0,0,11,8,17,25,16,17,7,3,3,89,5,13,28,33,12,15,7,0,109,15,51,49,70,68,35,12,0,305,3,3,4,4,0,3,0,0,18,3,3,3,9,3,10,3,0,32,21,56,53,85,75,43,21,0,352,0,3,3,3,0,4,5,0,16,7,10,4,14,20,11,5,4,74,41,98,128,146,136,83,34,3,676
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,3,6,5,6,10,7,0,0,22
SSC10075,0,4,0,3,0,0,11,0,0,0,4,0,0,0,0,3,0,4,0,4,9,4,0,0,24,0,0,7,0,7,5,3,0,28,0,3,3,7,4,4,0,0,26,0,0,3,0,0,0,0,0,4,0,0,0,3,0,5,0,0,6,3,3,8,7,9,10,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,16,6,9,15,27,28,23,6,0,120
SSC10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,0,3,0,0,26,3,0,9,4,4,3,0,0,24,9,8,5,13,20,9,6,0,67,3,0,0,3,3,3,0,0,11,0,0,0,6,0,5,3,0,13,12,8,5,22,18,19,9,0,87,0,0,0,0,0,0,0,0,0,9,10,10,15,17,17,9,3,83,24,20,25,47,42,39,16,3,219
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10
SSC10078,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,3,20,8,5,8,0,0,0,52,7,19,12,7,12,5,0,0,60,26,53,57,32,39,12,10,5,231,3,3,7,4,3,0,0,0,14,0,3,0,3,5,3,0,0,16,28,63,60,40,47,21,10,8,269,0,0,0,3,0,0,0,0,8,13,16,7,11,14,24,12,4,115,51,120,92,71,84,48,25,11,512
SSC10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,13,0,0,0,4,3,3,0,0,12,7,3,5,14,14,11,0,0,57,0,0,0,0,7,0,0,0,9,0,0,0,0,3,0,0,0,3,7,3,7,14,17,12,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,15,11,4,12,24,33,21,4,0,108
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SSC10081,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,12,16,8,4,3,0,0,37,0,0,6,7,0,4,0,0,28,0,10,14,14,15,15,4,0,62,0,0,0,3,4,0,0,0,10,0,0,3,0,3,4,0,0,12,4,12,18,15,18,14,4,0,87,0,0,0,0,0,0,0,0,4,9,3,3,7,12,3,8,3,41,12,28,47,41,40,32,10,3,201
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,7,4,12,0,3,0,23
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,12,0,0,0,4,0,0,0,0,10,7,3,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,20,6,4,14,15,4,12,0,0,59
SSC10085,350,333,319,208,75,26,1607,7,76,96,118,142,56,22,3,517,242,717,556,466,427,271,113,38,2830,85,196,226,302,272,196,86,22,1391,456,565,425,477,385,219,121,25,2660,111,39,25,30,34,12,12,5,264,57,35,37,81,78,60,30,13,382,620,639,487,587,489,291,161,38,3314,20,30,12,20,22,42,13,10,159,491,250,177,302,235,230,212,115,2006,1466,2191,1894,2129,1903,1289,685,256,11820
SSC10086,143,77,47,15,3,3,656,3,51,30,23,17,6,0,0,125,205,791,356,175,121,54,23,10,1730,87,257,175,121,66,39,12,6,770,113,195,155,141,116,62,46,8,842,8,8,15,7,10,3,5,0,56,6,31,30,33,23,9,9,6,154,128,241,200,187,143,74,56,17,1054,9,25,15,15,10,9,0,0,90,134,213,120,78,88,59,50,50,782,589,1925,1036,680,495,245,144,86,5207
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,14,12,3,0,4,3,4,0,0,19
SSC10088,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,3,10,8,3,0,32,0,4,0,0,5,11,3,3,34,4,4,11,16,22,29,13,7,103,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,0,0,15,4,4,11,16,30,36,14,7,118,0,0,0,0,0,0,0,0,4,4,0,0,9,10,32,34,5,98,11,16,15,24,47,97,61,13,283
SSC10089,0,3,5,4,0,0,17,0,0,3,3,13,3,0,0,16,0,8,19,16,21,7,0,3,81,0,3,7,7,10,3,0,0,33,0,11,8,18,21,3,3,0,70,0,0,0,0,3,0,0,0,7,0,0,0,6,3,7,0,0,13,4,11,8,20,32,11,3,0,90,0,3,0,0,5,0,0,0,5,3,7,4,5,7,4,4,0,40,10,37,37,54,83,33,9,3,277
SSC10090,461,222,125,55,24,0,1220,3,63,72,54,35,25,7,3,256,160,866,673,385,250,134,45,16,2518,31,167,166,122,94,64,36,14,694,47,106,78,64,51,34,18,11,401,3,3,6,10,4,0,0,0,31,0,17,17,18,21,23,14,4,119,45,129,97,88,76,58,34,10,546,3,12,22,25,16,8,5,0,87,46,147,96,68,68,44,30,23,530,303,1713,1576,961,658,383,176,77,5852
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,0,0,18
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,3,3,0,0,13
SSC10093,56,72,40,13,3,0,209,0,3,27,15,27,3,0,0,79,37,101,146,149,56,33,3,0,510,10,37,65,64,55,15,5,0,251,25,38,54,92,67,45,32,5,354,0,3,0,5,0,0,0,0,13,8,9,8,17,12,5,0,0,63,39,48,59,118,83,49,32,4,431,0,3,0,0,5,3,3,0,22,23,10,15,30,23,34,16,3,153,106,222,363,456,284,151,61,11,1652
SSC10094,0,0,6,5,0,0,13,0,0,0,5,4,0,0,0,6,0,0,8,0,12,3,0,0,22,0,3,0,4,8,12,0,0,29,5,8,12,5,17,10,4,0,65,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6,0,0,14,5,6,12,10,22,20,4,0,77,0,0,0,0,3,0,0,0,5,3,0,0,8,10,13,3,7,35,6,10,22,24,59,49,17,8,199
SSC10095,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,0,0,3,4,3,4,0,0,23,0,8,8,10,15,8,0,0,48,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,4,8,10,13,15,8,0,0,59,0,0,0,0,0,0,0,0,3,0,3,0,3,9,7,4,0,21,7,11,22,23,29,22,3,0,119
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,3,0,0,11
SSC10097,5,0,3,0,0,0,19,0,3,0,3,0,0,0,0,10,20,38,24,9,11,4,4,0,109,27,32,20,18,20,8,4,0,119,34,60,72,57,25,17,14,0,284,5,11,9,0,3,0,0,0,38,4,6,12,8,10,5,3,0,45,47,80,91,67,37,26,20,0,366,3,10,5,5,3,0,3,0,29,75,68,71,67,67,41,28,4,421,165,231,227,166,145,77,54,4,1078
SSC10098,650,313,212,92,37,8,2399,21,137,117,103,64,26,5,0,474,612,2275,1027,659,455,201,95,40,5363,221,567,354,299,248,127,62,22,1901,119,349,254,270,221,143,66,36,1457,23,24,16,18,17,14,0,0,117,23,59,54,63,48,47,17,15,318,167,428,325,355,286,197,85,52,1891,19,67,31,49,35,26,21,3,250,256,463,251,221,190,162,173,149,1874,1356,4968,2758,1995,1490,836,484,278,14160
SSC10099,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,4,3,9,3,3,0,22,0,0,11,3,12,4,0,0,30,3,10,24,15,23,14,7,0,96,0,0,0,3,0,0,0,0,8,0,0,0,4,3,0,0,0,14,7,13,27,22,33,14,7,0,116,0,0,0,0,0,0,0,0,0,9,0,3,17,21,24,9,10,98,16,18,43,47,75,46,25,13,276
SSC10100,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,12,0,0,6,3,4,0,0,0,15,10,18,11,9,7,4,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,10,12,16,7,21,7,4,0,0,65,0,0,0,0,0,0,0,0,4,5,10,5,9,5,3,0,0,33,15,36,28,33,13,14,0,0,136
SSC10101,8,3,0,3,0,0,21,0,3,3,3,0,0,3,0,18,13,32,26,14,11,11,8,0,118,8,25,24,30,24,15,3,5,138,71,153,90,100,82,36,14,5,551,23,18,6,9,3,0,0,0,67,8,7,15,13,22,7,3,0,71,105,179,113,120,109,44,16,8,691,5,0,0,3,3,3,0,0,18,51,54,31,47,49,62,36,18,347,181,294,204,223,197,148,73,33,1349
SSC10102,37,34,22,6,0,0,125,0,8,19,14,15,7,0,0,70,23,87,136,89,61,26,14,0,434,18,51,122,88,83,24,6,0,384,71,168,161,159,141,69,16,6,791,13,8,11,6,11,4,0,0,48,10,3,8,13,14,9,5,0,69,92,182,179,180,160,77,23,6,903,0,4,4,7,10,4,5,0,33,37,36,26,42,38,29,13,4,231,174,383,520,458,389,179,59,13,2184
SSC10103,86,63,30,11,7,0,242,0,12,23,21,13,5,4,0,67,37,111,177,134,86,45,11,5,601,18,53,69,74,63,36,12,6,329,31,50,53,55,81,47,21,6,340,9,0,9,8,4,0,3,0,31,4,6,9,16,20,16,9,0,84,39,52,65,81,103,61,35,13,448,0,0,9,6,11,3,0,0,31,18,13,14,18,16,20,15,6,130,117,278,446,384,324,185,85,30,1854
SSC10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,5,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,5,4,5,3,9,3,0,38
SSC10105,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,11,0,0,16,10,5,3,0,0,35,0,3,5,8,8,10,0,0,32,9,26,23,12,23,12,0,0,110,3,0,0,0,3,3,0,0,10,0,0,0,0,0,4,0,0,7,15,31,30,11,27,17,0,0,124,0,0,0,0,0,0,0,0,0,3,10,6,7,14,7,8,0,55,16,47,57,33,53,40,15,4,259
SSC10106,426,141,72,36,8,3,1751,22,82,58,42,21,11,0,0,229,561,2138,745,395,266,124,55,15,4296,349,838,390,355,204,79,38,8,2259,265,539,343,330,242,106,63,31,1920,53,40,34,35,31,5,3,0,206,38,90,75,87,51,18,15,3,382,354,671,456,457,326,135,83,32,2510,55,136,55,51,41,14,3,3,358,484,742,383,309,254,180,132,85,2576,1886,5615,2513,1754,1184,564,316,154,13982
SSC10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,9,0,0,0,3,3,0,0,0,10,0,3,7,7,0,4,0,0,18,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,7,7,0,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,3,5,12,15,12,10,3,0,63
SSC10108,48,52,57,43,10,0,239,0,15,13,26,29,15,3,0,103,40,82,129,122,105,53,11,7,540,11,29,44,43,57,31,13,3,229,21,33,49,43,50,32,21,8,258,0,0,0,3,3,4,0,0,12,0,3,6,8,8,5,7,3,37,25,37,53,56,60,43,22,8,308,0,3,3,0,5,3,3,0,23,22,24,21,18,25,19,11,9,136,92,212,314,315,346,211,75,21,1579
SSC10109,4,4,3,4,0,0,31,0,0,0,0,0,0,0,0,5,24,50,28,31,15,5,0,0,150,20,39,25,30,14,5,4,0,143,66,55,85,88,52,49,4,4,408,3,9,3,8,4,3,0,0,26,4,5,7,14,7,9,0,0,46,66,68,92,116,67,59,6,8,484,4,0,0,3,3,0,3,0,13,63,35,43,61,41,56,54,38,383,188,204,195,241,137,130,69,47,1211
SSC10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,5,0,5,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,7,4,5,0,0,29,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,3,0,15,4,3,8,17,12,15,3,0,59
SSC10111,88,145,126,75,21,4,485,0,6,36,53,68,36,14,0,216,79,199,387,408,324,184,80,31,1690,32,85,161,250,229,165,68,33,1021,88,137,167,272,214,133,53,29,1092,10,5,9,8,21,6,4,0,55,12,16,20,65,59,51,24,15,244,108,155,200,342,287,187,75,39,1393,0,8,12,21,24,13,6,10,96,73,31,62,96,86,95,51,39,529,292,509,950,1308,1150,757,316,151,5436
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,13
SSC10113,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,5,9,0,8,0,0,21,0,4,0,7,0,8,0,0,23,0,3,3,13,5,3,0,0,30,0,0,0,3,3,0,0,0,8,0,0,3,0,0,3,0,0,9,0,3,9,18,10,8,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,12,4,5,9,33,20,24,3,0,107
SSC10114,44,47,33,16,6,0,165,0,11,26,21,18,16,8,0,92,21,95,195,159,97,75,22,7,684,15,43,86,122,102,67,19,7,454,55,94,104,143,121,63,29,3,620,9,4,3,14,4,8,0,0,39,0,10,15,22,27,14,0,3,98,65,111,126,178,154,90,35,9,764,0,0,7,8,3,11,6,0,38,37,23,31,45,39,32,19,9,231,143,295,514,580,453,302,115,30,2431
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,3,7,6,4,3,0,22,0,4,3,3,3,0,0,0,21,8,21,12,20,17,5,0,0,84,11,20,21,19,24,17,0,0,108,27,79,51,71,65,26,6,0,327,0,5,0,4,6,0,0,0,26,7,6,8,6,11,3,0,0,44,37,89,61,80,85,31,7,0,398,0,3,0,0,0,8,0,0,11,15,9,11,33,28,26,19,3,143,70,150,114,166,163,91,28,4,782
SSC10117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,14,0,3,3,4,6,3,0,0,22,3,3,9,13,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,3,0,0,0,30,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,12,6,5,12,23,14,9,0,0,71
SSC10118,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,8,4,6,0,0,29,3,4,0,9,7,0,0,0,25,7,11,17,22,3,4,0,0,63,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,6,18,18,23,3,6,0,0,74,0,0,0,0,3,0,0,0,3,0,0,3,3,3,3,4,0,20,13,22,33,41,23,15,7,0,160
SSC10119,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,6,3,3,0,0,14,0,3,0,7,8,0,3,0,22,3,5,0,9,4,3,3,0,32,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,3,3,5,0,16,10,4,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,9,15,3,25,18,11,4,3,90
SSC10120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,9,0,0,0,9,3,6,3,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,4,0,18,6,18,3,9,17,3,4,0,64
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,4,7,9,0,0,0,0,0,20
SSC10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
