SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC11823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,3,3,3,8,0,0,19,0,0,0,0,0,0,0,0,5,3,0,0,0,3,9,3,0,17,5,0,11,3,7,14,7,0,51
SSC11824,10,5,3,4,0,3,22,0,4,5,5,5,3,0,0,28,16,30,35,25,26,22,11,0,157,10,36,46,35,31,32,8,4,197,58,134,114,146,116,107,47,8,735,14,4,9,6,5,5,0,0,37,3,11,10,19,22,11,3,0,80,70,145,134,172,150,125,50,8,850,0,0,3,6,0,6,0,0,14,23,23,17,31,27,44,37,7,202,122,242,240,274,246,230,100,26,1481
SSC11825,95,33,25,11,3,3,298,3,13,8,14,6,0,0,0,45,106,213,81,53,24,19,9,3,506,52,34,44,33,17,16,4,3,206,63,53,40,43,40,26,9,4,276,19,0,0,9,3,0,0,0,32,4,3,3,9,9,5,4,0,37,81,56,49,57,48,32,17,8,340,9,6,0,3,3,3,0,0,22,34,16,9,14,14,15,17,6,130,292,455,290,201,135,92,57,20,1548
SSC11826,72,55,34,9,3,3,250,3,17,29,28,24,3,0,0,112,67,302,253,163,111,60,28,10,999,41,155,175,169,111,65,28,8,745,85,218,260,219,171,118,83,32,1186,11,7,23,18,14,5,0,0,72,7,25,28,27,39,38,13,7,179,109,251,310,269,216,158,97,32,1436,0,4,7,9,14,11,12,3,65,47,65,41,63,58,57,41,30,404,271,873,874,755,574,367,211,80,4012
SSC11827,96,75,50,26,10,0,317,0,11,21,40,26,17,0,0,113,63,167,274,229,136,90,22,10,986,34,60,150,182,124,53,22,8,635,62,126,177,237,150,96,59,25,938,12,3,5,7,9,14,3,0,57,11,6,19,23,41,36,25,3,164,83,135,205,275,201,147,85,29,1155,3,0,8,10,23,9,5,0,71,25,19,35,43,40,52,49,22,281,214,426,782,850,609,404,200,67,3562
SSC11828,112,160,105,46,8,0,480,0,13,27,39,26,13,0,0,116,96,204,266,302,200,71,17,9,1161,18,63,103,127,84,41,12,3,463,36,54,75,123,93,49,43,15,486,3,3,3,13,9,4,0,0,35,4,4,15,41,24,18,3,0,106,46,66,86,171,119,68,49,21,623,3,6,3,15,15,4,3,0,51,40,49,52,49,48,31,30,23,327,216,447,651,855,605,274,117,60,3227
SSC11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9
SSC11830,7,3,0,6,0,0,12,0,0,0,0,3,3,0,0,12,6,24,28,18,13,13,12,0,112,7,35,30,42,34,16,7,0,168,56,72,90,92,84,68,39,4,507,5,6,4,5,11,4,3,0,39,0,10,3,3,13,10,8,0,47,65,83,97,105,102,81,46,5,584,0,0,3,3,3,3,4,0,21,21,15,5,23,35,50,50,7,212,99,155,162,188,200,180,112,22,1121
SSC11831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,0,0,14,0,0,6,0,0,0,0,0,9,11,10,9,8,8,10,0,0,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,7,13,9,14,8,10,0,0,61,0,0,0,0,0,0,0,0,0,0,5,4,3,5,3,0,0,26,13,16,24,18,22,15,0,0,113
SSC11832,0,3,0,4,0,0,7,0,0,0,0,0,5,0,0,8,0,4,13,6,17,10,3,0,58,3,0,9,8,21,9,3,0,47,8,11,17,31,19,21,4,0,105,0,0,0,0,0,0,0,0,3,0,0,3,5,4,11,0,0,24,10,11,18,36,24,27,3,0,123,0,0,0,0,0,0,0,0,0,4,0,0,5,11,5,0,0,34,13,11,45,59,71,66,9,3,283
SSC11833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,0,3,0,3,0,18
SSC11834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,5,5,0,0,0,0,11,3,3,5,3,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,7,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,17,5,7,15,16,12,10,4,0,64
SSC11835,0,4,0,0,0,0,6,0,0,3,4,0,0,0,0,11,0,5,11,9,10,13,0,0,44,0,6,10,13,9,3,0,0,46,6,8,22,25,15,17,4,0,95,0,0,0,0,5,3,0,0,15,0,0,3,7,3,3,0,0,20,6,11,29,32,25,24,4,0,125,0,0,0,0,3,0,0,0,3,4,7,4,8,3,3,6,0,40,19,23,52,62,55,48,9,3,276
SSC11836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9
SSC11837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,0,0,9
SSC11838,51,51,46,21,4,0,231,3,15,20,18,29,16,5,0,105,62,247,173,122,95,54,21,6,779,20,62,41,80,71,43,9,4,335,81,128,74,112,78,47,24,16,557,11,5,0,0,3,5,0,0,28,7,4,8,12,12,16,4,0,67,100,139,83,128,95,65,25,16,646,0,3,5,3,5,5,0,3,34,47,48,22,26,42,37,41,68,338,239,577,397,432,378,235,103,96,2460
SSC11839,16,11,22,7,4,3,70,0,9,9,0,8,3,0,0,26,11,42,54,27,35,21,7,0,194,4,9,14,13,21,11,7,0,77,6,13,16,24,11,14,3,0,85,3,0,0,0,0,0,0,0,9,0,0,0,6,3,3,0,0,19,4,14,15,26,15,17,4,3,108,0,0,0,0,0,0,0,0,3,15,8,5,4,10,3,4,4,53,32,84,117,96,112,71,29,13,543
SSC11840,10,7,4,5,0,0,36,0,6,0,0,3,3,0,0,13,9,45,26,22,11,3,0,0,112,4,15,10,16,6,3,3,0,66,17,36,34,39,22,9,7,0,166,4,3,0,0,0,0,0,0,10,6,0,0,3,0,0,3,0,17,23,36,35,45,24,9,9,3,189,0,0,0,0,0,0,0,0,0,8,4,0,9,5,11,0,0,45,45,128,85,98,57,40,14,6,461
SSC11841,52,37,24,18,3,0,160,0,3,18,27,22,13,0,0,85,41,85,141,124,114,64,9,7,584,10,37,46,64,35,29,14,10,242,38,61,73,87,80,48,27,11,423,6,9,6,10,7,3,3,0,41,5,3,8,20,20,16,0,4,74,51,70,86,121,102,61,31,10,530,3,7,3,11,3,8,3,0,37,18,33,35,67,52,45,42,16,314,127,259,392,452,352,237,97,38,1953
SSC11842,3,4,0,0,0,0,5,0,0,0,3,0,0,0,0,11,6,12,7,9,3,0,0,0,44,0,5,4,11,9,5,0,0,34,20,24,16,27,16,5,0,0,113,0,0,0,0,0,0,0,0,3,0,7,4,0,3,3,0,0,14,23,36,22,28,26,8,0,0,137,0,0,3,0,0,0,0,0,3,17,12,7,4,7,4,0,0,38,40,65,51,58,38,15,3,0,267
SSC11843,26,27,8,3,3,3,82,0,7,25,11,3,4,3,0,48,17,96,118,54,46,21,19,6,375,28,85,132,114,37,33,19,3,444,109,193,228,191,96,77,46,12,961,23,4,15,9,7,4,0,0,62,4,14,30,22,17,18,16,0,119,134,214,268,226,121,101,62,15,1146,3,4,9,7,13,10,4,0,45,49,40,45,30,35,59,53,21,338,234,458,609,466,259,234,158,57,2480
SSC11844,29,7,7,4,0,0,82,0,10,4,10,5,3,0,0,34,12,83,96,41,24,23,9,10,297,16,57,73,56,23,14,8,10,260,29,109,107,87,54,56,28,27,494,3,8,12,8,4,0,0,0,38,3,3,14,14,9,18,7,8,74,33,121,131,107,63,73,40,36,609,3,4,3,3,4,0,0,0,16,16,27,22,17,20,22,33,28,190,82,337,358,241,149,139,88,88,1486
SSC11845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,3,4,3,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,4,4,3,4,7,9,4,0,38
SSC11846,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,0,0,4,5,0,0,15,0,0,0,3,0,0,0,0,8,3,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,17,4,3,0,15,20,14,5,0,68
SSC11847,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,3,3,4,0,0,7,0,0,0,7,7,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,10,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,3,0,21,5,4,10,20,17,17,3,0,70
SSC11848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11849,0,0,6,0,0,0,6,0,0,0,3,3,0,0,0,9,0,0,0,6,8,8,0,0,16,0,0,0,5,4,4,0,0,19,0,0,3,8,10,4,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,8,10,3,0,0,37,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,15,0,6,11,28,32,19,3,3,103
SSC11850,3,3,0,0,0,0,8,0,0,3,0,4,0,0,0,11,3,27,20,10,12,8,3,0,79,3,11,10,10,8,6,0,0,53,28,37,32,37,36,17,3,0,192,5,0,4,0,0,0,0,0,13,0,0,0,6,5,6,0,0,20,37,43,35,43,39,19,3,3,222,0,0,0,3,0,0,0,0,7,15,19,11,18,34,18,5,0,123,61,113,93,88,102,45,9,0,514
SSC11851,3,3,0,3,0,0,12,0,5,0,4,4,0,0,0,14,6,19,20,16,16,14,3,4,88,3,14,23,20,26,11,5,0,107,18,57,56,53,50,35,12,5,290,6,7,4,0,5,0,0,0,27,3,0,3,6,3,7,0,0,24,22,68,66,66,59,40,17,6,338,0,0,0,3,6,0,0,0,10,24,13,14,17,37,48,52,30,247,60,122,123,128,140,121,81,42,817
SSC11852,3,0,8,3,5,0,17,0,0,0,0,3,0,0,0,4,0,6,3,9,5,13,7,0,41,0,0,3,3,3,7,4,0,25,0,0,3,3,9,4,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,3,3,7,9,7,0,0,34,0,0,0,0,0,0,0,0,3,8,3,0,4,3,3,0,3,22,8,8,17,26,36,33,14,0,143
SSC11853,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,6,3,4,0,0,0,24,0,0,3,3,8,0,0,0,14,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,5,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,3,0,12,9,12,8,16,22,3,4,0,75
SSC11854,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,9,0,3,4,0,3,4,0,0,17,0,5,5,12,10,6,3,0,37,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,9,0,3,8,12,14,8,5,0,45,0,0,0,0,0,0,0,0,0,4,3,0,8,5,9,0,0,29,4,15,8,25,24,21,8,0,108
SSC11855,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,14,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,3,11,10,4,6,4,0,38
SSC11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,3,0,0,0,20
SSC11857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,10,3,3,12,3,0,29
SSC11858,4,3,8,3,0,0,19,0,3,3,3,10,3,0,0,21,0,16,29,15,50,39,14,0,157,3,14,19,28,48,62,9,4,198,25,26,62,91,138,149,74,15,579,5,5,0,3,6,7,0,0,35,5,4,6,17,29,22,13,3,97,40,43,67,109,176,178,83,19,717,0,0,0,0,3,10,7,0,22,32,11,22,22,49,106,49,24,311,79,87,142,186,339,405,166,53,1447
SSC11859,87,64,38,13,3,0,255,5,27,38,42,21,3,0,0,135,61,243,405,145,97,35,5,0,988,54,196,299,229,95,37,4,0,918,144,285,400,318,193,88,32,0,1471,18,17,36,28,12,3,0,0,112,17,17,43,43,25,17,4,0,166,186,321,476,391,233,110,42,0,1756,7,13,19,18,9,10,4,0,71,80,53,84,78,54,38,21,6,418,391,901,1405,967,538,246,85,9,4545
SSC11860,207,22,14,6,0,0,736,4,37,23,10,3,0,0,0,80,153,745,268,56,46,26,9,4,1301,66,177,84,59,23,11,5,5,422,28,57,57,37,20,12,7,3,222,0,14,7,5,4,0,0,0,29,3,8,3,11,11,4,0,0,46,31,84,67,45,40,14,9,6,300,8,28,21,5,8,3,0,0,74,60,208,106,36,40,28,13,9,498,357,1739,777,235,173,85,35,20,3413
SSC11861,4,0,7,0,0,0,12,0,0,0,5,3,0,0,0,5,0,5,12,14,3,4,0,0,46,0,6,9,13,5,5,0,0,37,8,14,10,26,22,12,5,0,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,14,16,27,24,13,5,0,98,0,0,0,3,0,0,0,0,4,7,3,0,3,7,12,6,0,34,18,31,39,66,41,37,11,0,233
SSC11862,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,0,3,5,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,15,5,3,0,7,20,3,0,0,44
SSC11863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,4,0,0,0,13
SSC11864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,3,3,0,17
SSC11865,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,5,3,0,0,19,0,3,0,3,3,0,0,0,13,5,10,6,18,12,9,3,0,71,0,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,0,11,9,7,9,22,16,10,3,0,83,0,0,0,0,0,0,0,0,0,5,3,0,3,7,6,5,0,33,18,24,18,35,31,27,13,0,154
SSC11866,22,24,11,3,0,0,87,3,6,11,8,0,0,0,0,25,42,95,82,80,62,32,0,0,395,38,82,64,65,33,5,3,0,292,90,111,106,139,60,19,3,0,530,12,15,6,12,3,0,0,0,49,3,8,20,16,14,7,3,0,72,108,138,136,167,75,21,7,0,654,4,6,11,7,4,0,0,0,36,54,30,43,35,49,11,3,3,240,253,369,373,391,247,78,17,3,1723
SSC11867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11868,0,4,6,0,0,0,11,0,0,3,0,3,0,0,0,7,0,6,3,3,6,9,3,0,36,0,3,0,3,10,22,4,0,38,3,7,6,13,21,34,22,7,114,0,0,0,0,3,0,0,0,5,0,0,3,0,7,4,10,0,20,7,8,13,15,28,37,27,7,142,0,0,0,0,0,0,0,0,3,7,0,3,5,13,22,24,11,82,9,23,22,32,71,88,62,17,318
SSC11869,3,3,3,3,0,0,12,0,0,0,0,3,0,0,0,5,0,3,0,3,6,8,0,0,20,0,0,0,3,8,4,3,0,27,4,8,6,14,13,5,5,0,68,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,4,11,6,20,18,8,9,0,78,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,0,24,7,11,22,38,50,24,21,0,168
SSC11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SSC11871,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,10,0,0,0,14
SSC11872,4,4,0,0,0,0,19,0,0,4,0,3,3,0,0,14,0,8,14,8,5,0,3,0,33,3,9,10,9,7,7,0,0,51,8,9,26,19,15,4,0,0,80,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,9,9,25,29,15,5,3,0,86,0,0,4,0,0,0,0,0,4,3,0,3,3,0,3,0,0,17,15,37,61,59,29,15,11,0,225
SSC11873,3,0,8,14,3,0,23,0,3,0,4,10,3,0,0,24,3,11,10,10,30,30,12,4,109,0,6,6,22,9,22,10,3,86,7,23,26,42,53,43,27,16,241,4,3,7,4,0,3,0,0,13,0,6,3,10,6,11,4,3,33,15,28,31,52,62,60,34,15,290,0,0,0,0,4,0,6,0,8,14,7,9,11,12,30,24,15,127,34,41,64,102,133,155,88,42,663
SSC11874,3,3,5,0,0,0,13,0,3,3,6,3,4,0,0,22,0,24,28,18,9,9,4,0,92,7,26,17,35,19,16,8,0,115,44,57,58,74,62,24,10,3,319,10,0,10,4,5,0,0,0,33,7,3,3,3,9,0,0,0,21,56,57,67,80,70,28,7,3,376,0,0,0,0,3,0,0,0,6,31,44,21,52,44,60,54,19,321,101,157,137,187,151,117,78,25,953
SSC11875,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,3,5,5,0,0,0,29,0,3,3,11,7,6,0,0,26,8,4,7,16,6,3,3,0,47,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,11,8,10,8,14,10,6,3,0,58,0,0,0,0,0,0,0,0,0,3,8,9,10,6,8,6,0,43,13,27,26,42,32,14,12,0,168
SSC11876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC11877,142,42,15,3,3,0,546,10,17,7,3,3,0,0,0,46,373,909,312,74,45,35,12,6,1765,233,350,130,39,9,15,5,0,786,68,95,50,16,7,7,0,0,241,10,13,3,3,3,0,0,0,34,11,21,6,0,3,4,0,0,51,88,128,58,24,14,7,3,0,328,35,36,12,0,0,0,0,0,79,408,507,166,78,45,39,4,3,1260,1181,2268,828,255,134,107,28,7,4806
SSC11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC11879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,15
SSC11880,6,4,0,0,0,0,22,0,7,3,0,0,0,0,0,9,7,37,23,7,9,9,0,0,82,0,20,29,15,10,12,3,0,83,17,42,38,31,33,15,7,0,186,3,3,5,0,3,0,0,0,12,0,4,8,8,5,3,0,0,21,18,49,52,42,43,18,7,0,227,0,0,0,0,0,0,0,0,3,3,7,4,5,10,8,3,0,39,29,119,123,66,71,40,14,0,469
SSC11881,42,51,53,29,7,3,210,0,14,28,19,42,15,5,0,125,39,93,190,138,108,62,20,3,645,24,54,105,105,112,66,17,0,491,77,164,165,148,126,78,26,3,785,7,6,6,13,3,4,0,0,40,6,7,10,12,22,26,16,0,99,87,177,184,171,155,102,38,3,926,0,0,3,8,10,4,4,0,35,23,28,27,19,33,44,13,11,202,175,393,578,518,504,329,111,23,2638
SSC11882,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,10,9,8,13,12,3,0,42
SSC11883,46,34,30,21,8,0,173,0,16,22,16,21,11,0,0,94,49,105,146,114,80,48,11,12,570,25,72,133,118,78,61,25,11,516,102,188,190,239,164,100,77,22,1087,13,5,15,3,4,9,4,0,49,11,7,28,31,53,30,13,9,183,123,207,224,272,224,136,93,30,1313,5,6,3,13,6,6,10,3,54,21,19,24,36,37,42,71,75,323,232,450,598,609,483,322,213,131,3045
