SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC30062,8,9,32,15,31,34,7,3,0,139,6,6,16,16,36,12,12,0,0,111,349,420,617,905,1118,720,138,18,3,4288
SSC30063,4,38,73,32,35,21,4,3,0,216,11,19,64,59,27,23,4,0,0,201,250,959,2157,1339,953,591,103,3,0,6363
SSC30064,0,3,3,6,3,3,0,0,0,23,0,0,4,3,5,3,0,0,0,13,35,58,102,181,209,132,47,3,0,760
SSC30065,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,3,0,17,14,9,3,0,0,51
SSC30066,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,3,3,7,12,20,4,0,0,56
SSC30067,0,0,4,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,9,18,26,33,46,58,45,11,0,0,230
SSC30068,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,9,20,32,47,48,41,18,3,0,212
SSC30069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30070,0,3,4,3,0,0,0,0,0,15,0,0,0,0,0,3,0,3,0,11,3,18,31,46,69,65,6,3,0,250
SSC30071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,32,30,20,23,6,0,0,119
SSC30072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,3,0,0,0,22
SSC30073,3,11,34,30,21,21,0,0,0,131,10,11,19,38,23,22,8,0,0,124,209,280,751,927,804,483,111,12,0,3576
SSC30074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC30075,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,13,13,5,35,52,41,39,13,7,0,204
SSC30076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,16,27,7,3,0,82
SSC30078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,18,17,3,0,0,64
SSC30079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,13
SSC30080,0,0,3,5,0,4,0,0,0,11,0,0,3,4,4,0,5,0,0,14,9,22,61,58,39,34,7,0,0,228
SSC30081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,8,15,4,3,0,0,46
SSC30082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,6,24,30,10,3,3,0,87
SSC30083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10
SSC30084,4,0,0,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,10,27,21,70,75,89,58,9,0,0,350
SSC30085,0,0,4,3,4,3,0,0,0,12,0,0,0,0,4,6,0,0,0,10,7,14,18,34,50,30,5,0,0,165
SSC30086,3,10,11,15,18,7,3,0,0,64,10,5,15,10,12,8,0,0,0,55,118,129,260,353,407,266,61,3,0,1591
SSC30087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,6,9,14,41,17,3,3,0,104
SSC30088,4,20,30,42,44,34,3,0,0,181,14,23,37,40,54,30,19,3,0,219,323,468,812,977,1182,720,189,13,0,4680
SSC30089,3,10,19,12,20,12,6,0,0,84,5,10,27,24,27,17,10,3,0,116,148,281,686,601,729,475,160,29,3,3106
SSC30090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,11
SSC30091,0,4,3,0,0,3,0,0,0,8,3,0,10,0,0,3,3,0,0,17,42,30,110,95,65,37,13,0,0,395
SSC30092,12,28,35,37,36,22,8,0,0,181,13,25,28,42,50,19,10,3,0,176,451,798,1214,1600,1709,935,203,18,0,6935
SSC30093,3,9,44,63,43,43,10,0,0,224,11,13,49,52,53,42,13,0,0,239,363,450,957,1231,1221,909,266,32,3,5426
SSC30094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,3,14,11,3,3,0,43
SSC30095,8,21,47,37,43,25,14,0,0,200,9,20,36,59,34,36,16,5,0,211,307,515,1116,1316,1290,902,263,36,7,5754
SSC30096,13,20,24,27,26,15,8,0,0,131,12,13,19,16,27,13,12,0,0,110,235,263,485,538,639,517,162,17,3,2857
SSC30097,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,9,7,11,17,18,5,4,0,72
SSC30098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,3,16,11,15,18,7,0,0,72
SSC30099,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,11,10,15,20,40,29,5,4,0,147
SSC30100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,0,0,15
SSC30101,3,12,17,12,13,8,3,0,0,79,5,14,33,25,27,13,7,0,0,121,151,545,1081,629,515,321,119,4,0,3371
SSC30102,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,12,9,16,34,37,47,46,21,4,0,213
SSC30103,3,11,25,20,11,5,0,0,0,78,3,7,20,34,17,4,0,0,0,78,164,217,766,812,467,145,23,0,0,2594
SSC30104,0,4,10,10,7,3,0,0,0,34,0,0,3,3,0,6,0,0,0,10,11,21,54,52,49,33,4,0,0,231
SSC30105,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,3,3,0,0,9,10,16,22,29,38,43,11,0,0,164
SSC30106,0,10,14,6,22,11,3,0,0,71,4,4,12,15,6,9,5,3,0,66,122,153,329,345,434,307,54,10,0,1748
SSC30107,8,7,26,12,11,13,0,0,0,79,3,9,9,17,13,15,3,3,0,75,130,161,341,403,385,310,55,14,4,1797
SSC30108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,14
SSC30109,0,3,0,0,8,0,0,0,0,12,0,0,3,0,3,0,0,0,0,11,12,18,28,43,79,49,19,3,0,249
SSC30110,13,32,27,34,48,24,7,3,0,186,9,18,17,31,36,32,11,3,0,161,243,369,708,741,827,718,184,31,6,3823
SSC30111,0,3,9,8,0,7,3,0,0,23,0,0,4,0,3,11,3,0,0,28,16,33,57,117,93,112,40,4,0,472
SSC30112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,12,6,7,0,0,0,42
SSC30113,0,0,5,7,5,0,3,0,0,27,0,0,0,0,0,0,0,0,0,7,4,16,48,58,33,16,7,0,0,175
SSC30114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,16,9,0,0,0,37
SSC30115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,10
SSC30116,3,5,16,3,9,3,0,0,0,38,0,4,9,9,10,3,0,0,0,40,67,118,237,172,204,133,29,3,0,964
SSC30117,0,0,0,0,4,0,0,0,0,6,0,0,0,3,3,0,0,3,0,10,3,3,20,51,39,43,8,3,3,174
SSC30118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,18
SSC30119,0,4,5,5,6,3,0,0,0,23,0,0,8,9,5,9,0,0,0,28,27,54,120,117,140,82,8,0,0,539
SSC30120,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,3,3,13,7,8,5,0,0,43
SSC30121,3,4,3,3,3,0,0,0,0,15,0,3,5,4,0,3,0,0,0,11,9,16,29,34,47,55,8,3,0,201
SSC30122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9
SSC30123,3,26,45,26,24,14,7,0,0,154,9,20,26,28,19,12,5,0,0,119,163,303,805,777,671,418,82,3,0,3230
SSC30124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,10,0,5,12,12,31,43,6,0,4,117
SSC30125,0,0,0,0,0,3,0,0,0,10,0,0,4,3,3,7,0,0,0,14,10,11,31,52,62,77,13,3,0,262
SSC30126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC30127,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,9,0,0,0,7,7,4,8,16,44,55,10,0,0,141
SSC30128,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,8,16,30,45,35,21,0,0,166
SSC30129,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,18,6,14,20,4,0,0,75
SSC30130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,5,4,0,32
SSC30131,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,9,23,7,3,0,0,49
SSC30132,0,5,15,11,14,5,4,0,0,60,4,3,22,14,20,9,0,0,0,72,95,197,499,532,487,294,46,6,0,2148
SSC30133,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,27,29,31,18,0,0,126
SSC30134,0,0,3,4,6,0,0,0,0,15,0,0,0,0,3,0,0,0,0,7,6,8,35,64,61,31,8,0,0,215
SSC30135,7,7,6,7,3,3,0,0,0,34,3,0,3,0,0,0,0,0,0,4,26,50,116,101,80,52,8,0,0,425
SSC30136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,3,11,12,5,3,0,50
SSC30137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,13,21,16,10,3,0,0,76
SSC30138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,9,8,3,0,50
SSC30139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,8,0,0,23
SSC30140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC30141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,9,14,14,36,36,35,38,15,3,0,182
SSC30142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,8,9,3,0,45
SSC30143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,25,25,14,4,0,0,84
SSC30144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
SSC30145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30146,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,14,26,24,13,0,0,0,79
SSC30147,15,9,8,16,22,17,6,0,0,95,7,6,3,22,23,24,9,0,0,93,118,139,215,375,527,456,132,17,0,1976
SSC30148,0,0,9,3,6,6,0,0,0,31,0,5,3,3,5,4,0,0,0,22,23,47,82,77,70,58,14,0,0,373
SSC30149,4,9,25,26,22,17,8,0,0,114,6,19,40,29,23,13,3,4,0,144,178,268,691,791,600,362,65,9,0,2969
SSC30150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,11,5,9,8,0,0,49
SSC30151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC30152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,10,19,18,48,42,10,3,0,155
SSC30153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,6,6,3,3,0,25
SSC30154,3,10,4,4,3,6,0,0,0,25,3,5,9,9,3,0,0,0,0,23,42,65,119,119,171,133,26,8,0,678
SSC30155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,10
SSC30156,5,14,25,31,43,15,4,0,0,141,12,10,29,21,35,13,8,3,0,134,297,459,874,1218,1311,631,176,27,0,5005
SSC30157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,10,10,13,19,3,0,0,61
SSC30158,0,3,7,6,8,5,0,0,0,31,0,0,7,9,12,5,0,0,0,32,34,42,83,97,177,135,21,0,0,589
SSC30159,7,6,10,16,29,11,3,0,0,82,8,6,16,16,12,21,9,6,3,90,183,166,428,612,689,560,132,20,5,2796
SSC30160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,16
SSC30161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,4,3,3,0,0,26
SSC30162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,7,0,0,0,0,21
SSC30163,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,3,10,0,0,0,0,18
SSC30164,0,0,3,0,3,0,0,0,0,12,0,0,0,4,4,0,0,0,0,16,19,19,55,67,97,72,24,3,0,355
SSC30165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30166,0,4,0,3,3,0,0,0,0,10,0,0,0,8,4,0,0,0,0,11,40,27,43,104,135,74,3,3,0,425
SSC30167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,6,7,0,0,0,40
SSC30168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,7,3,0,0,0,20
SSC30169,0,8,3,0,6,8,0,0,0,20,0,0,3,3,0,3,0,0,0,11,19,29,49,66,102,73,16,0,0,354
SSC30170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,6,3,0,28
SSC30171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
SSC30173,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,14,0,0,0,40
SSC30174,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,4,3,3,20,31,43,9,0,0,113
SSC30175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,3,0,0,0,25
SSC30176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,19
SSC30178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,5,13,24,14,0,0,0,73
SSC30180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,21,15,29,17,3,3,0,98
SSC30182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30183,0,0,6,3,3,6,0,0,0,16,0,3,9,4,3,3,0,0,0,22,22,41,106,70,83,46,12,4,0,379
SSC30184,3,5,6,7,4,7,0,0,0,31,0,0,9,6,11,9,3,0,0,44,84,69,209,264,264,164,32,0,0,1090
SSC30185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,14
SSC30186,0,0,0,0,5,3,0,0,0,8,0,0,3,0,0,5,0,0,0,10,9,10,20,30,36,58,20,0,0,181
SSC30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
SSC30189,0,10,22,22,25,16,12,0,0,99,3,15,9,20,21,14,9,3,0,84,104,138,323,506,455,434,139,11,0,2113
SSC30190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,12
SSC30191,4,0,5,5,14,5,3,0,0,44,0,8,17,24,18,12,4,0,0,81,83,91,207,306,332,317,62,9,0,1399
SSC30192,5,24,35,35,29,11,4,0,0,144,9,12,18,30,19,13,3,0,0,99,183,236,591,573,542,342,55,8,0,2529
SSC30193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9,13,12,0,0,0,41
SSC30194,11,11,22,23,19,21,3,0,0,113,11,12,17,24,17,21,13,5,0,113,160,182,384,418,526,384,95,22,0,2174
SSC30195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8,9,0,0,0,32
SSC30196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,8,7,0,0,0,28
SSC30197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,12,12,8,4,0,0,60
SSC30198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,11,4,0,0,33
SSC30199,0,0,5,4,8,0,0,0,0,16,0,0,4,3,3,3,0,0,0,18,40,18,43,105,123,79,12,0,0,423
SSC30200,0,0,3,4,5,5,0,0,0,16,0,3,3,7,6,3,0,0,0,21,28,20,50,79,121,92,21,3,0,415
SSC30201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SSC30202,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,3,13,19,9,3,0,0,56
SSC30203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,0,0,0,26
SSC30204,3,19,33,20,26,22,0,0,0,117,11,31,39,45,35,28,6,0,0,202,196,371,655,705,701,438,85,3,0,3147
SSC30205,0,0,0,3,3,0,0,0,0,7,0,3,0,0,10,3,0,0,0,12,26,23,58,55,85,55,13,0,0,320
SSC30206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10
SSC30207,9,16,30,24,23,18,3,3,0,132,12,18,28,27,29,30,3,0,0,142,216,256,574,643,656,434,93,8,0,2873
SSC30208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,4,0,4,33
SSC30209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,4,0,3,0,22
SSC30210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,8,3,0,0,24
SSC30211,0,7,3,4,5,11,0,0,0,25,7,0,5,10,8,6,0,0,0,35,54,108,176,232,236,166,40,3,0,1011
SSC30212,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,11,9,23,31,54,41,7,0,0,181
SSC30213,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,12,12,13,34,43,45,38,16,8,0,209
SSC30214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,12
SSC30215,0,3,5,3,10,3,3,0,0,31,3,3,13,6,10,11,5,0,0,57,49,73,158,159,249,199,44,3,0,940
SSC30216,8,14,33,27,20,12,0,0,0,108,13,20,43,34,32,21,4,0,0,173,156,332,848,739,569,358,54,3,3,3059
SSC30217,13,13,10,17,30,18,3,3,0,101,0,12,12,16,29,18,8,0,0,101,208,250,362,616,780,448,132,11,5,2809
SSC30218,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,12,7,8,19,31,24,9,5,0,114
SSC30219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30221,0,0,0,4,4,4,0,0,0,15,3,0,4,4,7,6,3,0,0,28,12,21,37,42,94,67,25,0,0,300
SSC30222,4,6,22,21,23,10,3,3,0,90,9,15,33,21,26,17,5,0,0,122,144,259,580,471,483,326,64,6,0,2334
SSC30223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8,11,13,13,21,0,0,0,65
SSC30224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,12,4,0,0,0,34
SSC30225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,6,4,16,12,4,0,0,60
SSC30226,3,8,15,19,16,14,4,0,0,84,8,4,15,21,15,21,4,3,0,86,150,229,414,526,575,386,73,7,0,2356
SSC30227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC30228,0,0,8,3,6,0,0,0,0,15,0,0,3,5,5,0,0,0,0,17,27,38,104,73,91,61,18,3,0,406
SSC30229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,3,6,0,0,0,36
SSC30230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,3,10,28,28,18,8,0,0,104
SSC30231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,4,5,15,22,24,14,3,0,93
SSC30232,3,3,3,6,4,3,0,0,0,25,0,0,0,8,9,0,0,0,0,15,43,19,79,155,162,69,16,0,0,545
SSC30233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10
SSC30234,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,10,13,11,14,7,0,0,53
SSC30235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,19,8,3,0,0,41
SSC30236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,0,3,0,0,17
SSC30237,3,4,23,26,36,18,13,0,0,126,11,13,28,41,49,28,16,3,3,189,259,278,528,816,1071,663,248,26,4,3886
SSC30238,8,33,47,48,36,7,0,0,0,183,14,12,48,35,34,9,9,0,0,159,246,347,893,911,754,398,79,3,0,3629
SSC30239,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,7,8,8,4,0,0,26
SSC30240,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,3,4,6,12,13,11,10,0,0,62
SSC30241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,14,7,0,0,0,37
SSC30242,0,0,12,3,6,3,0,0,0,29,3,0,19,7,0,0,0,0,0,32,25,60,226,146,113,50,12,0,0,628
SSC30243,0,32,40,26,16,17,4,0,0,135,5,16,33,28,18,15,0,4,0,120,193,380,708,524,538,356,61,6,0,2766
SSC30244,8,4,24,17,3,8,3,0,0,69,6,13,20,25,18,23,0,3,0,109,99,180,421,359,376,326,76,10,0,1861
SSC30245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,11,10,24,22,7,3,0,100
SSC30246,0,0,0,3,0,0,0,0,0,8,0,0,4,7,3,0,0,3,0,21,19,19,37,59,55,61,14,7,0,261
SSC30247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,8,10,7,22,13,7,0,0,77
SSC30248,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,12,21,17,40,33,14,3,0,142
SSC30249,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,12,7,24,52,58,44,5,0,0,194
SSC30250,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,14,21,31,37,46,52,13,3,0,223
SSC30251,8,15,35,32,35,13,5,0,0,136,8,31,61,45,40,30,21,7,0,240,185,479,956,791,772,576,153,13,0,3923
SSC30252,0,0,9,4,5,3,3,0,0,28,0,3,11,4,11,11,0,0,0,42,24,77,203,131,143,130,44,6,0,756
SSC30253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,9,4,0,0,50
SSC30254,10,18,29,25,19,15,3,0,0,126,6,14,17,28,17,4,5,0,0,89,198,284,680,659,587,354,69,15,0,2849
SSC30255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,10,18,30,6,7,0,84
SSC30256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC30257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,3,0,0,20
SSC30258,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,3,10,24,28,53,43,8,0,0,159
SSC30259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,9,6,4,0,0,40
SSC30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC30261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,14,19,14,21,14,3,0,0,92
SSC30262,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,9,9,10,16,7,0,0,0,64
SSC30263,20,41,59,78,66,44,18,0,0,317,15,29,61,87,77,50,20,0,0,342,468,667,1263,1538,1701,1194,255,15,3,7100
SSC30264,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,3,3,13,13,14,3,0,0,49
SSC30265,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,4,10,11,7,3,0,0,32
SSC30266,0,6,8,3,12,6,0,0,0,42,3,5,9,9,3,3,0,0,0,33,50,179,249,200,193,113,21,3,0,1010
