SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC22788,0,4,3,4,5,3,4,0,0,30,0,0,4,8,10,17,4,3,0,39,30,69,140,153,183,156,54,5,0,803
SSC22789,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,9,6,8,12,13,19,26,5,0,0,86
SSC22790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,15,8,3,0,0,52
SSC22791,0,12,52,21,10,7,3,0,0,111,3,19,66,31,22,4,3,0,0,147,56,442,2102,853,512,286,86,6,3,4347
SSC22792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,13
SSC22794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9
SSC22795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12
SSC22797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SSC22798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,6,10,7,0,0,36
SSC22799,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,12,17,37,46,50,32,9,5,0,209
SSC22800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,9,3,14,17,3,3,0,57
SSC22801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6
SSC22802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC22803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,10,20,18,4,0,0,72
SSC22804,31,54,80,57,44,42,11,0,0,322,30,39,68,77,81,46,14,3,0,356,563,874,1945,1597,1778,1317,279,22,10,8389
SSC22805,0,13,69,40,18,7,0,0,0,148,3,21,87,72,29,16,3,3,0,237,104,305,1836,1167,473,243,42,10,0,4180
SSC22806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,12
SSC22807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,0,28
SSC22808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,11,8,8,17,30,25,8,3,0,103
SSC22809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,15
SSC22810,5,7,12,18,28,18,5,4,0,87,0,10,14,17,36,30,7,0,0,116,171,241,209,334,599,423,101,20,4,2095
SSC22811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,21
SSC22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22814,0,10,11,17,15,19,3,5,0,86,3,6,12,16,12,19,4,3,0,74,118,139,268,272,388,345,76,12,0,1621
SSC22815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,14,13,12,0,0,51
SSC22816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,18
SSC22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,0,29
SSC22818,3,6,15,19,29,12,7,0,0,87,4,3,14,27,34,16,15,3,0,109,130,171,298,659,762,483,149,10,3,2671
SSC22819,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,4,13,5,36,36,28,3,0,3,130
SSC22820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,23
SSC22821,0,0,0,3,0,3,0,0,0,8,0,0,0,5,0,0,0,0,0,9,15,9,20,52,45,31,5,0,0,168
SSC22822,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,8,3,6,0,0,0,22
SSC22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,9,0,0,26
SSC22824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,8,6,7,3,0,52
SSC22825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,14
SSC22826,0,0,0,0,3,7,0,0,0,4,0,0,0,0,3,0,0,0,3,3,12,5,14,29,38,55,20,6,4,193
SSC22827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,14,6,0,0,34
SSC22828,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,4,3,10,11,16,7,11,0,0,64
SSC22829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,3,0,0,14
SSC22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,15
SSC22831,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,8,14,28,34,51,60,7,4,0,201
SSC22832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,3,0,0,22
SSC22833,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,11,8,3,15,19,23,26,18,5,0,114
SSC22834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22836,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,10,12,11,20,31,64,47,21,8,0,219
SSC22837,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,9,12,24,18,18,0,0,75
SSC22838,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,6,13,7,9,35,50,35,11,0,0,161
SSC22839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,0,17
SSC22840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,4,0,0,16
SSC22841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,15,3,3,0,0,41
SSC22842,6,14,18,14,24,4,3,0,0,80,3,5,13,20,25,15,5,0,0,83,46,149,319,292,308,239,54,0,0,1399
SSC22843,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,10,13,15,22,32,30,0,0,0,122
SSC22844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,7,8,3,0,39
SSC22845,0,0,0,3,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,12,17,15,21,29,37,35,10,0,0,162
SSC22846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,15,23,30,11,3,0,98
SSC22847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,12,0,0,0,18
SSC22848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SSC22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,6,3,0,0,0,23
SSC22850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22854,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,8,0,3,0,39
SSC22855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8
SSC22856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22858,0,0,0,0,0,5,0,0,0,13,3,0,0,3,3,0,0,0,0,8,13,14,24,22,28,37,7,0,0,145
SSC22859,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,14,26,13,11,0,0,68
SSC22860,0,6,5,3,3,0,0,0,0,16,0,3,4,0,5,3,0,0,0,13,42,33,64,110,140,86,25,0,0,493
SSC22861,0,5,7,4,9,7,3,0,0,33,0,3,4,4,8,0,3,0,0,23,60,51,117,108,211,150,31,5,0,738
SSC22862,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,3,0,0,0,7,9,9,37,29,53,63,18,3,0,225
SSC22863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,15
SSC22865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,12,0,0,0,34
SSC22867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,9,0,0,0,24
SSC22868,15,31,102,80,56,36,10,0,0,335,17,44,131,124,75,44,10,0,0,446,443,878,3213,2896,1840,935,175,14,0,10395
SSC22869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,18,32,24,19,18,3,0,124
SSC22870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,10,12,16,3,0,0,52
SSC22871,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,10,5,0,0,39
SSC22872,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,8,3,4,8,4,7,5,0,0,45
SSC22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,4,3,0,0,19
SSC22874,0,0,0,12,11,0,0,0,0,27,0,0,0,6,9,0,3,0,0,23,52,47,93,170,256,186,47,5,0,857
SSC22875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,12,27,26,20,7,3,0,110
SSC22876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7
SSC22877,0,12,13,9,7,5,3,0,0,45,3,4,14,12,12,3,0,0,0,51,125,251,461,552,419,278,59,5,0,2150
SSC22878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,9,6,19,19,3,0,0,75
SSC22879,3,8,5,4,4,3,5,0,0,31,0,7,3,3,5,10,3,0,0,29,43,63,100,112,153,102,24,0,0,601
SSC22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22881,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,12,9,8,3,38,40,24,14,4,0,127
SSC22882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,9,15,9,0,0,0,55
SSC22883,0,0,0,0,0,0,0,0,0,9,3,0,0,0,7,0,0,0,0,12,6,6,27,20,22,18,15,3,0,122
SSC22884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,3,6,7,3,0,0,34
SSC22885,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,10,16,17,32,28,11,0,0,121
SSC22886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,19
SSC22887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,23,23,3,0,0,67
SSC22888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16
SSC22889,0,0,0,0,4,3,0,0,0,8,3,0,0,0,3,0,0,0,0,11,3,7,7,6,25,17,0,0,0,62
SSC22890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22891,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,3,0,0,7,10,8,24,26,23,24,13,4,0,129
SSC22892,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,5,4,9,12,21,24,15,3,3,0,92
SSC22893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,9,12,20,9,0,0,74
SSC22894,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,5,10,4,4,0,0,38
SSC22895,6,13,14,14,21,8,3,0,0,80,0,13,14,13,23,20,8,0,0,94,100,130,298,292,321,236,75,7,0,1456
SSC22896,5,7,15,9,8,8,6,0,0,56,8,10,9,11,21,9,0,0,0,64,66,84,227,203,254,177,50,3,4,1066
SSC22897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12
SSC22898,0,5,9,10,8,3,0,0,0,34,0,0,9,3,7,5,0,0,0,28,29,72,166,137,159,150,31,7,0,756
SSC22899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,16,33,6,3,0,85
SSC22900,0,0,5,3,4,8,7,0,0,36,0,7,4,3,5,5,0,0,0,26,31,52,141,122,170,168,48,10,4,762
SSC22901,0,5,5,4,17,3,3,0,0,40,0,6,4,5,8,9,4,0,0,44,60,99,86,119,250,159,49,4,0,829
SSC22902,7,19,66,68,49,30,3,0,0,251,6,28,52,82,54,29,7,0,0,258,214,550,2182,2465,1731,840,151,8,0,8134
SSC22903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,36
SSC22904,10,9,26,19,14,27,5,0,0,118,13,19,9,22,25,13,6,3,0,101,192,229,477,596,650,546,124,22,0,2839
SSC22905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SSC22906,0,0,3,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,0,14,19,19,32,50,61,61,17,0,0,258
SSC22907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,19
SSC22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22909,0,0,4,3,11,13,0,0,0,27,0,5,3,10,11,5,3,5,0,35,33,43,67,110,151,154,50,11,0,619
SSC22910,0,0,6,3,3,4,0,0,0,14,0,3,3,5,3,9,3,0,0,16,15,28,40,47,77,53,21,0,3,280
SSC22911,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,9,24,19,35,27,9,0,0,133
SSC22912,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,7,12,20,35,31,29,6,0,0,140
SSC22913,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,6,15,24,11,6,0,0,72
SSC22914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,12,15,12,8,0,0,61
SSC22915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,10,13,13,10,3,0,66
SSC22916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,21
SSC22917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
SSC22918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,10,7,13,11,7,0,0,47
SSC22919,0,3,0,0,0,4,0,0,0,11,0,3,0,0,3,4,0,0,0,10,20,40,64,76,92,89,20,3,0,397
SSC22920,3,0,0,0,12,0,0,0,0,14,0,0,0,0,4,7,3,0,0,18,28,26,31,70,104,64,29,3,0,362
SSC22921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,4,0,0,0,22
SSC22923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,0,3,0,18
SSC22924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,9,19,16,3,3,0,64
SSC22925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,6,0,0,28
SSC22926,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,7,3,20,7,4,4,0,55
SSC22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,11,3,0,0,15
SSC22928,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,3,7,18,23,24,5,0,0,87
SSC22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC29494,0,6,30,16,16,6,3,0,0,89,4,16,46,24,38,12,0,0,0,148,64,289,726,386,300,215,42,7,0,2033
SSC29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,3,0,0,0,23
SSC30001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,8
SSC30002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC30003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,6,0,0,0,0,25
SSC30004,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,10,19,20,47,39,19,7,4,180
SSC30005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,16,5,0,0,0,32
SSC30007,4,17,41,20,23,7,3,0,0,119,9,25,48,30,25,20,3,0,0,167,130,339,796,597,526,342,68,4,0,2806
SSC30008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6
SSC30009,0,0,4,0,6,3,0,0,0,16,0,0,3,7,3,0,0,0,0,16,32,38,72,92,87,49,10,0,0,385
SSC30010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,17,11,3,3,0,56
SSC30011,0,0,0,4,3,0,0,0,0,7,0,0,0,0,4,0,3,0,0,10,12,6,15,43,57,32,8,0,0,185
SSC30012,0,0,0,6,4,4,0,0,0,17,0,0,3,0,3,0,0,0,0,5,7,11,43,50,68,45,19,0,0,246
SSC30013,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,4,0,0,0,7,15,12,27,53,56,44,8,0,0,201
SSC30014,0,0,7,6,10,5,0,0,0,27,3,0,10,11,21,7,0,0,0,48,48,36,108,195,241,172,36,3,0,847
SSC30015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,16,6,3,3,0,58
SSC30016,0,0,9,5,4,0,3,0,0,20,0,7,14,5,8,0,3,0,0,36,28,95,232,95,107,112,21,3,0,697
SSC30017,0,3,0,4,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,9,11,19,25,24,44,48,12,3,0,189
SSC30018,0,4,29,17,12,8,3,0,0,74,4,7,24,21,13,4,3,3,0,82,132,187,476,432,405,299,60,13,0,2004
SSC30019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,13,12,10,16,3,0,0,57
SSC30020,25,29,61,72,79,64,14,0,0,354,5,23,38,54,81,52,9,3,3,266,611,751,1228,1771,2214,1363,260,14,4,8213
SSC30021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,10,0,0,0,35
SSC30022,0,3,4,3,3,3,0,0,0,17,0,8,0,5,8,3,0,0,0,19,19,36,43,57,86,39,13,0,0,298
SSC30023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,5,0,3,0,0,40
SSC30024,0,4,27,7,8,7,0,0,0,47,4,3,16,17,3,0,0,0,0,49,44,182,568,270,181,122,33,3,0,1395
SSC30025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SSC30026,0,16,32,26,14,14,4,0,0,110,0,14,25,31,18,8,5,0,0,109,154,492,953,791,698,335,87,11,0,3525
SSC30027,0,0,5,4,3,0,0,0,0,13,0,4,0,0,5,0,0,0,0,8,15,9,33,35,51,25,8,0,0,175
SSC30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,18,16,8,25,26,3,0,0,108
SSC30030,5,6,18,8,10,3,3,0,0,56,8,4,22,15,19,8,4,3,0,74,122,170,521,304,445,320,76,11,0,1976
SSC30031,20,48,104,76,94,55,10,0,0,410,22,30,81,86,91,58,7,4,0,376,531,778,1779,1771,1764,1393,225,15,0,8252
SSC30032,6,9,49,30,35,22,5,0,0,154,11,27,52,52,44,25,12,0,0,221,184,319,1088,1005,758,567,139,9,0,4068
SSC30033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,8,3,0,0,35
SSC30034,3,8,18,9,14,4,0,0,0,59,5,5,8,18,7,8,0,0,0,48,86,80,202,333,316,178,28,0,0,1223
SSC30035,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,7,4,3,11,12,4,0,0,46
SSC30036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,3,0,0,23
SSC30037,9,8,8,5,8,11,0,0,0,57,0,6,19,13,8,8,0,3,0,52,99,126,265,210,213,174,31,9,0,1127
SSC30038,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,12,10,25,19,30,3,0,0,99
SSC30039,3,4,3,5,0,0,3,0,0,20,0,0,3,5,6,3,0,0,0,14,20,19,75,97,93,50,9,0,0,369
SSC30040,4,5,12,12,5,8,0,0,0,40,0,3,3,4,12,7,3,0,0,34,30,28,125,172,155,147,33,0,0,690
SSC30041,3,0,3,5,6,3,0,0,0,26,0,0,5,4,3,7,4,0,0,26,34,36,42,90,96,114,43,9,0,468
SSC30042,0,0,3,6,0,0,0,0,0,8,0,0,3,3,3,3,0,3,0,20,7,13,29,51,63,60,9,6,0,246
SSC30043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,3,0,0,0,20
SSC30044,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,18,16,39,45,62,48,21,12,0,258
SSC30045,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,11,22,37,36,43,31,27,4,0,208
SSC30046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30047,4,5,10,4,6,7,0,0,0,38,0,0,4,3,7,8,3,0,0,32,59,53,108,129,176,116,29,0,0,665
SSC30048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,7,14,25,31,22,8,0,0,113
SSC30049,0,0,0,4,3,3,0,0,0,10,0,0,3,0,10,0,0,0,0,13,10,20,34,33,70,65,27,0,0,255
SSC30050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,16
SSC30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,5,4,0,0,18
SSC30052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,83,68,20,14,3,0,0,0,218
SSC30054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,15,15,26,13,8,0,0,83
SSC30055,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,5,12,10,5,3,3,0,34
SSC30056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,8,18,28,27,18,8,0,0,115
SSC30057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,5,24,28,25,37,13,0,0,134
SSC30058,9,32,56,53,42,32,3,0,0,232,16,22,58,40,38,21,9,0,0,205,309,421,1062,922,932,635,98,3,3,4384
SSC30059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,13,7,0,0,0,34
SSC30060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,3,3,0,0,23
SSC30061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,10,7,9,0,0,48
