SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
303011051,3,35,35,20,38,50,28,46,0,254,8,41,18,23,39,47,19,37,37,271,236,1127,811,914,1336,1491,716,1313,89,8028
303021052,4,33,24,21,49,40,20,29,4,216,6,25,15,19,23,53,12,21,41,206,193,746,681,715,1304,1185,661,834,89,6393
303021053,11,39,24,25,48,55,39,33,3,287,4,26,23,22,33,56,17,38,52,279,320,881,906,939,1821,1708,1016,1501,113,9200
303021054,0,4,10,7,9,6,4,9,0,55,3,14,7,11,13,17,5,18,21,104,72,378,284,276,435,429,245,349,33,2503
303021055,3,14,18,20,45,38,13,15,0,170,5,18,18,17,26,29,10,25,26,168,175,516,558,612,1184,1014,541,727,53,5381
303021056,0,20,19,21,24,16,18,24,0,145,0,9,8,5,22,26,8,22,30,141,129,451,410,488,736,743,415,709,58,4132
303021057,0,15,13,25,44,17,13,15,0,151,0,14,11,12,24,15,6,11,10,105,111,356,338,364,634,707,339,517,23,3397
303021058,3,7,12,5,21,15,7,14,0,90,3,9,10,12,16,11,3,9,25,101,83,337,375,301,601,514,270,408,48,2939
303021059,3,9,21,22,26,15,15,24,0,137,4,18,8,7,11,24,8,26,22,125,148,620,493,517,855,926,506,805,50,4909
303031060,5,36,32,37,49,50,14,27,0,265,8,26,40,24,73,44,15,36,77,337,189,827,841,828,1626,1441,524,799,126,7205
303031061,0,12,20,13,19,26,3,8,0,104,0,12,27,11,31,15,4,0,27,122,54,357,394,289,535,385,144,213,52,2434
303031062,0,22,16,20,22,37,12,22,0,156,5,10,6,14,28,28,5,12,23,141,115,492,412,455,852,780,341,504,65,4018
303031063,3,30,28,34,59,46,28,34,3,266,8,19,19,27,27,52,17,25,42,234,278,826,754,826,1510,1446,749,1024,101,7509
303031064,3,18,5,13,16,21,5,19,0,96,10,5,8,8,25,20,7,17,31,127,96,361,314,361,594,617,254,514,50,3141
303031065,3,21,22,16,38,30,18,28,0,166,4,19,22,10,25,21,4,20,40,161,139,502,518,434,857,744,358,491,85,4127
303031066,0,22,26,17,35,34,13,24,3,173,3,25,21,16,33,32,18,24,21,193,157,643,532,581,1078,882,446,722,66,5097
303041067,0,14,17,14,25,19,11,3,0,108,0,16,19,6,25,16,3,4,30,130,63,310,350,290,571,424,187,213,52,2458
303041068,8,27,20,17,42,37,19,26,3,192,4,18,18,20,30,32,15,20,45,197,198,539,546,580,1108,1007,596,802,94,5460
303041069,3,13,18,5,14,8,0,9,0,73,5,15,16,12,11,15,0,8,25,104,53,327,334,229,416,371,136,200,48,2116
303041070,7,16,9,19,26,20,8,21,0,127,4,12,13,11,24,31,7,21,19,142,120,408,360,416,705,684,325,407,59,3486
303041071,7,21,14,21,35,26,16,21,0,165,5,25,11,14,24,40,7,33,32,190,209,658,563,602,847,1006,512,935,71,5401
303051072,5,12,20,17,38,31,13,13,0,154,3,16,14,22,45,37,21,22,47,221,136,385,390,436,1039,796,360,448,85,4068
303051073,4,36,43,38,99,59,47,50,3,373,9,53,39,49,108,93,23,41,98,511,233,1084,1078,1169,2514,1936,808,1047,209,10085
303051074,5,13,14,13,27,21,12,17,0,125,4,10,3,8,26,25,9,16,14,120,85,216,204,242,549,538,218,360,35,2452
303051075,4,34,25,25,68,62,36,48,9,312,13,24,33,31,55,72,19,39,53,341,231,764,778,865,1836,1496,705,971,124,7765
303051076,0,16,17,16,52,35,18,16,3,183,3,17,9,12,45,36,19,12,52,211,121,402,350,452,966,651,333,399,106,3784
303061077,0,8,17,16,23,13,5,15,3,114,4,17,24,20,39,33,11,16,18,181,83,393,410,392,778,740,289,463,61,3614
303061078,3,29,51,32,72,45,20,24,6,295,11,30,62,29,69,58,15,26,74,364,190,779,915,798,1654,1216,458,620,154,6786
303061079,6,18,27,14,32,24,9,18,3,150,6,37,29,21,51,44,15,20,41,266,83,530,633,409,750,661,249,364,73,3754
303061080,3,39,26,35,73,57,32,33,3,298,12,34,50,35,86,67,19,46,83,433,201,929,909,957,1723,1426,579,843,163,7733
304011081,3,24,18,17,29,33,6,20,5,155,0,16,13,17,24,17,7,16,23,131,110,504,352,415,699,687,351,601,48,3762
304011082,5,21,20,18,28,28,18,13,0,147,7,20,8,9,28,25,14,28,22,154,123,393,346,394,730,668,332,561,41,3603
304011083,0,12,4,11,31,14,12,16,0,104,0,4,4,9,21,14,7,12,8,80,49,202,200,233,493,405,233,297,32,2143
304011084,3,19,27,13,25,25,16,25,0,155,14,21,5,16,19,31,8,14,28,150,159,568,468,523,848,992,490,720,69,4846
304011085,3,9,8,5,12,10,3,12,0,62,0,6,3,3,11,15,3,9,7,63,57,344,238,237,403,408,183,418,25,2314
304021086,3,28,22,16,37,31,13,22,0,184,6,15,11,16,14,37,3,39,22,168,184,641,508,537,908,992,459,824,44,5105
304021087,0,18,9,9,9,15,7,17,0,79,3,28,12,9,9,22,8,38,12,153,84,536,373,324,341,547,248,677,31,3154
304021088,4,19,14,19,22,19,12,18,0,131,4,15,11,7,16,29,8,23,23,138,161,781,538,521,701,976,427,852,55,5019
304021089,0,0,4,5,3,9,3,11,0,36,6,7,7,8,5,22,4,23,6,71,55,289,195,181,211,368,164,440,15,1921
304021090,4,17,17,18,22,18,13,35,0,140,3,17,15,14,23,24,9,21,22,136,146,591,471,459,670,778,425,696,61,4290
304021091,0,10,11,11,15,14,3,12,0,69,0,18,5,8,6,20,10,17,19,101,62,377,255,271,321,450,217,656,33,2642
304031092,0,12,5,12,12,18,4,9,0,89,6,26,17,12,11,19,6,22,14,138,120,585,383,362,502,663,328,733,51,3716
304031093,3,9,9,11,13,20,3,15,0,77,3,9,12,7,4,15,5,11,12,78,65,290,262,267,393,442,220,397,25,2358
304031094,3,37,15,19,27,23,11,24,4,160,7,37,18,13,19,33,9,20,32,185,173,889,599,610,990,1104,513,962,87,5924
304031095,4,15,13,15,13,8,5,14,0,84,3,11,3,6,3,16,3,14,14,75,93,392,281,300,485,577,311,490,28,2951
304031096,3,40,19,11,13,18,6,4,0,112,3,26,17,14,14,23,5,10,28,137,201,1284,574,404,523,635,272,543,149,4583
304031097,6,25,15,15,20,22,10,13,0,126,0,22,3,7,16,27,6,6,23,106,144,660,483,445,860,825,449,687,41,4587
304041098,3,14,15,13,37,25,11,13,0,134,3,7,7,5,13,24,6,15,25,113,187,393,354,415,820,1010,666,771,73,4684
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
304041100,0,9,12,20,31,15,10,11,0,114,3,13,9,8,14,16,6,9,17,91,126,357,266,357,617,573,283,390,40,3002
304041101,4,20,18,14,20,26,13,12,3,130,0,18,6,14,22,20,3,17,13,115,152,442,403,477,804,805,438,652,43,4217
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,3,43,33,40,40,35,33,35,3,262,10,32,19,32,25,51,10,36,29,237,244,1063,894,914,1226,1553,818,1318,84,8114
304041104,3,12,20,21,26,30,19,17,0,148,5,6,9,6,18,21,9,15,25,111,189,524,490,553,895,1033,518,692,47,4942
305011105,3,19,24,10,25,31,8,14,0,137,5,20,27,20,29,59,17,26,55,266,129,515,716,455,989,1091,459,935,105,5397
305011106,0,13,13,24,31,21,19,29,0,148,0,10,10,11,26,20,9,26,32,145,107,320,498,368,980,1013,482,715,60,4539
305011107,0,18,8,19,19,9,6,6,0,88,4,20,8,11,24,21,13,17,26,135,90,458,396,416,563,605,313,480,55,3377
305011108,0,20,20,13,24,11,20,14,0,122,7,18,8,8,22,35,13,39,29,181,116,469,519,420,841,966,566,974,52,4921
305011109,6,21,19,18,35,35,16,28,0,182,3,24,24,17,29,37,21,52,47,254,193,585,659,665,1242,1451,814,1423,100,7130
305011110,5,13,8,13,16,16,7,12,3,90,3,14,15,8,25,20,8,27,30,142,117,413,420,331,681,748,368,657,62,3796
305011111,0,11,23,15,13,7,11,6,0,87,5,13,22,7,12,17,4,8,23,122,65,373,677,283,568,688,284,429,50,3411
305011112,0,27,9,16,18,30,14,14,0,132,4,21,17,18,21,37,7,28,37,190,122,604,492,497,959,1067,529,908,75,5256
305021113,0,9,11,12,15,7,7,8,0,73,0,3,4,3,14,13,7,12,11,74,67,239,189,206,376,479,258,507,30,2339
305021114,0,9,10,6,14,22,16,14,0,87,3,14,12,8,15,35,9,30,23,141,90,326,301,314,498,775,439,852,45,3637
305021115,3,5,19,20,28,19,4,8,0,111,0,8,8,12,19,24,11,21,20,121,95,347,347,351,599,636,316,611,42,3342
305021116,0,8,9,12,11,15,11,13,4,74,4,14,6,6,15,19,3,26,14,98,79,310,271,270,396,546,276,628,39,2821
305021117,6,34,26,32,51,38,28,27,0,243,3,18,18,19,48,58,18,31,50,267,216,601,640,738,1475,1469,873,1297,108,7418
305021118,0,17,10,17,18,24,13,19,0,129,6,12,11,9,16,15,8,21,15,101,122,364,325,369,569,721,400,727,31,3629
305031119,0,11,10,4,13,9,4,10,0,57,0,3,4,3,11,6,0,7,13,54,44,142,161,137,378,306,176,304,34,1669
305031120,6,13,6,15,21,24,6,17,0,107,4,15,5,9,14,26,9,13,14,107,122,394,318,373,595,683,375,584,44,3488
305031121,0,14,5,12,9,10,6,11,0,76,0,10,12,10,13,15,11,25,28,104,90,311,241,266,419,554,292,602,49,2814
305031122,8,27,20,21,51,38,19,28,3,205,0,25,28,17,40,36,14,39,27,228,149,632,528,558,1115,1165,561,1037,77,5815
305031123,0,4,6,5,8,10,5,14,0,61,3,8,4,4,7,14,7,7,11,70,59,276,221,248,328,439,227,458,28,2288
305031124,4,10,7,8,24,37,7,20,3,117,3,9,13,13,14,29,13,36,22,153,91,305,285,323,607,749,372,821,50,3593
305031125,0,14,6,13,15,17,6,13,0,84,4,18,10,13,5,20,0,22,15,104,74,294,251,258,317,456,243,560,30,2490
305031126,4,12,20,13,18,18,18,16,0,116,3,20,19,13,20,19,7,19,25,147,155,651,592,443,728,831,440,635,82,4553
305031127,4,9,5,8,16,16,6,14,0,85,0,11,9,8,14,15,4,11,28,102,79,338,323,294,479,526,272,485,43,2833
305031128,7,19,22,17,43,37,12,42,4,205,8,16,14,4,30,50,19,40,40,217,161,404,453,523,1250,1514,858,1614,95,6877
305031129,0,10,3,7,6,10,4,10,0,54,0,9,3,5,7,7,3,11,9,55,71,272,196,219,315,405,238,420,22,2169
305031130,0,19,20,14,25,16,13,20,0,127,3,12,16,10,19,19,8,21,35,150,120,419,414,433,835,807,459,692,72,4247
305031131,3,20,15,23,28,29,20,27,3,168,0,18,25,15,30,32,11,18,41,184,174,515,567,567,1073,1049,591,888,67,5496
305041132,4,32,17,21,29,40,11,20,0,183,0,24,12,19,14,29,16,35,31,178,195,897,775,805,902,1300,755,1369,70,7066
305041133,0,6,3,11,13,8,3,12,0,69,4,17,13,6,11,28,3,20,15,117,100,367,325,318,557,631,308,531,46,3176
305041134,4,20,17,11,28,24,6,25,0,141,3,22,7,10,24,23,11,20,11,137,162,681,512,511,667,906,480,1096,48,5065
305041135,7,18,15,20,37,36,12,23,0,164,0,25,16,10,17,43,15,32,31,189,214,664,581,641,1014,1327,694,1323,67,6522
305041136,0,13,13,10,26,16,12,21,3,99,0,16,9,11,3,19,6,22,24,106,86,373,293,339,508,635,357,641,45,3293
305041137,4,29,22,21,32,23,12,10,3,152,4,15,26,7,24,21,4,27,24,157,178,803,603,571,985,1085,574,937,55,5789
306011138,4,14,16,12,18,27,8,21,0,122,3,12,10,3,13,22,3,9,29,106,104,305,244,332,539,540,313,440,53,2870
306011139,3,17,25,22,39,35,22,31,0,194,13,14,15,20,24,27,6,30,49,189,177,547,502,727,955,872,493,864,92,5224
306011140,0,0,6,10,12,7,4,10,0,60,0,7,0,5,5,3,3,11,5,47,73,188,168,239,363,361,181,328,27,1926
306011141,8,28,17,24,57,40,22,38,0,239,9,25,14,10,22,24,15,33,43,202,242,681,534,830,1309,1151,632,1011,93,6484
306011142,3,40,22,29,54,46,26,41,3,261,6,25,16,17,42,43,15,26,41,231,247,696,569,918,1461,1261,650,1098,107,7012
306011143,7,14,9,15,22,17,3,9,0,94,5,13,4,15,19,13,8,18,22,114,110,320,238,400,582,472,266,405,46,2842
306021144,4,10,23,10,33,42,34,21,7,183,3,17,11,11,38,30,12,21,29,159,128,304,299,481,830,635,387,501,66,3629
306021145,4,15,17,17,46,29,20,23,3,169,13,29,22,16,22,34,9,34,42,229,195,431,532,741,1092,902,517,851,90,5358
306021146,7,17,14,25,37,31,23,31,0,192,6,11,14,17,23,21,21,25,29,159,134,366,348,517,801,624,365,529,70,3762
306021147,11,16,24,21,61,54,19,30,5,246,7,23,19,17,34,37,7,31,57,238,147,439,411,623,1086,794,434,620,110,4660
306021148,5,18,19,18,53,39,20,22,3,199,12,17,9,16,18,20,10,19,41,154,158,400,348,475,767,642,374,685,91,3931
306021149,4,27,25,23,36,36,24,29,0,198,3,14,8,12,17,18,9,22,37,149,167,457,370,606,976,745,418,727,88,4561
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,5,5,5,7,20,24,8,7,0,89,4,13,10,9,12,15,0,16,33,103,73,201,189,360,524,303,169,254,58,2121
306021152,0,8,9,16,21,13,5,5,0,79,8,11,8,10,8,12,0,6,25,92,90,199,193,326,458,289,139,230,45,1970
306021153,0,17,17,22,45,33,12,24,0,170,0,14,16,11,19,18,15,25,30,147,137,398,353,550,919,687,405,617,58,4129
306021154,0,12,11,18,28,27,11,25,3,138,8,8,10,14,16,22,3,11,33,124,80,210,258,359,568,380,211,391,62,2521
306021155,0,7,8,12,27,19,13,15,4,115,3,8,4,11,19,9,8,16,19,97,54,148,166,271,472,313,193,276,42,1939
306021156,4,16,16,23,26,26,8,31,0,154,8,17,12,14,14,18,5,17,21,128,152,440,376,555,769,693,380,631,57,4055
306021157,0,8,8,14,21,15,8,20,0,89,0,9,3,7,5,9,8,7,31,77,61,190,170,307,463,279,154,245,55,1919
306031158,0,8,6,8,16,13,4,14,0,73,7,3,3,6,9,22,5,5,22,85,80,183,180,204,286,302,145,456,59,1892
306031159,3,24,19,27,32,17,18,15,0,153,8,18,16,25,23,22,9,9,44,174,114,366,352,528,753,519,306,493,103,3531
306031160,3,21,6,12,26,21,18,27,0,127,11,16,18,24,28,28,8,21,36,194,137,351,350,470,584,553,309,722,84,3559
306031161,5,10,15,16,30,32,7,20,5,152,3,21,18,25,39,22,10,23,53,218,179,471,430,586,854,738,333,890,111,4589
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,3,3,3,9,3,6,0,11,6,44,0,0,0,0,0,0,0,3,15,19,20,29,24,48,87,38,13,61,25,343
306041164,4,12,4,11,21,11,13,23,0,95,10,21,15,12,26,18,6,26,28,159,113,277,278,418,446,403,223,506,67,2742
306041165,0,8,11,14,16,19,6,22,0,94,3,5,7,12,17,19,6,22,23,109,81,204,253,381,456,416,292,599,68,2746
306051166,3,11,14,25,45,41,19,29,0,196,4,23,14,20,22,22,13,17,40,172,193,547,423,616,791,594,390,741,81,4377
306051167,0,14,7,7,5,12,4,7,0,58,3,17,7,3,5,6,6,16,21,96,78,264,179,231,232,201,122,353,44,1709
306051168,0,8,3,5,12,4,5,14,0,48,10,15,7,11,7,10,0,12,12,95,92,237,207,254,335,269,139,263,32,1823
306051169,3,14,3,10,19,20,5,28,0,108,7,18,12,13,12,21,0,18,38,148,158,487,364,439,501,478,246,810,87,3570
306051170,0,20,15,20,44,37,20,31,3,195,4,16,6,11,27,30,11,14,43,160,183,448,358,591,955,660,384,664,101,4343
307011171,3,4,6,10,11,21,8,12,0,75,0,8,4,5,16,14,4,22,23,92,67,213,178,248,264,309,153,666,57,2149
307011172,6,16,18,8,24,23,7,25,0,134,12,11,7,14,14,15,6,35,32,153,147,404,245,386,392,463,341,1007,72,3457
307011173,3,15,9,11,39,39,22,32,0,175,8,7,5,8,17,31,12,32,40,154,109,284,253,325,451,503,313,686,76,3009
307011174,0,4,3,3,0,4,4,0,0,25,3,4,0,3,0,5,0,9,16,49,69,170,143,189,175,260,130,667,31,1837
307011175,0,0,0,3,5,9,5,4,0,29,4,4,3,7,11,4,8,27,11,79,71,167,128,194,179,244,176,798,34,1982
307011176,3,13,9,12,22,33,22,29,3,148,5,21,3,8,23,29,13,28,28,158,128,300,212,294,680,624,353,712,61,3373
307011177,0,10,0,3,10,11,11,29,0,71,12,19,6,10,18,22,5,34,35,158,92,247,200,248,310,414,217,1195,70,2982
307011178,0,0,3,3,3,4,0,3,0,27,4,9,3,0,6,8,3,9,12,54,42,139,109,125,140,169,113,491,42,1375
307021179,0,9,10,9,21,9,12,17,0,78,7,20,6,7,19,19,14,17,39,148,119,379,293,399,530,382,252,910,88,3360
307021180,3,16,13,3,22,22,11,20,0,101,11,19,9,16,17,18,13,29,36,167,142,356,268,339,741,470,305,760,106,3481
307021181,0,3,0,5,6,13,9,9,0,48,7,4,0,4,6,12,3,20,13,66,51,111,122,162,188,173,123,439,29,1406
307021182,0,11,12,7,14,23,13,24,0,105,4,14,10,6,23,21,4,26,8,123,87,274,226,251,411,369,260,630,43,2560
307021183,9,40,25,38,52,68,35,60,3,329,12,27,14,20,58,45,28,69,62,328,272,854,600,752,1240,1123,803,1799,160,7608
307031184,4,6,3,8,14,14,6,20,0,80,7,5,6,16,13,15,5,26,32,119,95,248,177,225,309,321,161,560,70,2172
307031185,0,12,3,7,15,14,3,12,0,70,3,11,3,8,12,6,4,15,24,82,59,210,162,225,296,254,138,481,59,1887
307031186,0,7,12,6,16,8,3,14,0,72,4,7,6,6,20,17,7,10,33,109,76,223,173,226,284,291,134,473,61,1934
307031187,3,12,6,16,11,23,6,10,0,94,9,3,4,5,11,10,6,5,14,71,89,273,223,296,323,264,162,278,45,1948
307031188,0,13,3,19,12,18,8,10,0,87,3,12,5,7,9,9,9,23,28,111,93,323,219,317,309,321,188,491,59,2325
307031189,4,36,22,28,44,47,21,37,3,245,6,23,8,19,37,28,11,20,61,219,223,780,580,752,1189,917,508,950,125,6031
308011190,0,15,12,14,20,12,15,30,3,123,6,3,10,4,4,5,6,28,17,91,182,243,237,262,350,316,394,1316,64,3368
308011191,4,21,10,11,6,16,9,29,0,102,4,12,9,11,7,15,9,25,39,137,150,344,235,289,288,402,347,1515,97,3667
308011192,3,43,28,34,59,52,54,91,4,370,13,25,21,25,33,29,17,30,47,231,249,713,492,617,1042,890,803,1688,121,6615
308031205,3,16,15,15,32,27,12,22,0,135,4,6,12,5,27,18,7,14,31,120,97,314,235,341,714,462,213,323,60,2766
308031206,0,0,0,0,3,3,3,10,0,30,0,3,0,5,9,5,4,6,12,47,30,57,73,108,133,95,64,230,12,806
308031207,0,8,10,22,11,10,9,13,0,84,7,9,6,3,9,9,3,10,27,85,92,216,185,254,331,252,158,407,56,1944
308031208,9,22,16,26,34,31,16,26,0,176,6,8,7,6,16,18,10,11,22,115,179,489,348,514,1007,718,407,609,52,4321
308031209,0,13,10,20,29,22,9,28,0,130,4,3,7,3,18,17,3,18,13,78,88,231,207,237,475,397,204,423,18,2275
308031210,9,23,20,16,58,36,20,27,0,221,7,16,9,10,28,22,18,21,34,168,226,498,399,577,1058,759,480,924,89,5012
308031211,4,11,8,8,31,12,3,4,0,83,8,13,3,5,14,12,7,14,7,77,52,259,168,228,569,334,166,270,39,2077
308031212,0,3,0,0,4,3,3,3,0,23,3,5,0,3,10,12,3,0,8,43,53,81,78,101,165,101,59,123,28,780
308031213,8,20,19,21,52,34,19,37,0,211,3,12,5,12,21,31,7,15,24,134,170,509,416,525,1103,812,437,710,60,4744
308031214,3,11,3,9,37,23,8,10,0,105,0,11,5,7,14,14,3,13,11,75,105,202,178,272,577,325,186,264,33,2131
308031215,0,13,6,17,30,33,10,36,0,149,3,14,4,10,18,9,10,11,18,91,88,334,249,353,692,481,289,474,36,2991
308031216,0,16,7,13,24,24,8,22,0,103,4,11,3,8,11,10,3,8,21,76,124,268,224,321,587,462,224,376,41,2625
308031217,0,5,4,3,9,9,4,8,0,54,3,5,0,3,14,9,6,6,8,53,47,131,115,155,253,174,109,190,19,1200
308031218,0,9,8,11,13,15,3,9,0,68,6,9,3,5,7,5,4,7,24,65,71,157,133,159,238,243,123,308,32,1471
308031219,5,8,7,4,14,7,12,11,0,63,7,4,6,8,5,9,3,10,28,80,85,261,154,212,284,229,146,483,55,1905
308031220,3,6,5,5,12,6,3,17,0,62,11,4,3,3,7,10,0,14,15,64,68,136,138,117,217,213,130,401,47,1457
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
308031222,3,18,8,17,26,38,13,21,0,152,4,11,7,10,16,15,6,13,27,108,126,391,293,353,651,557,326,632,67,3404
308031223,13,46,21,42,56,50,34,54,0,320,6,26,16,22,27,32,11,30,47,222,330,895,680,963,1386,1152,785,1490,130,7818
308041528,0,12,11,11,12,25,12,30,3,117,5,16,9,10,6,26,8,33,36,159,172,386,293,379,373,552,406,1671,110,4336
308041529,4,11,11,16,24,19,13,15,3,126,3,4,6,3,17,17,6,14,21,89,124,264,203,259,623,409,351,564,57,2849
308051530,4,18,8,5,8,5,3,14,0,63,12,13,12,16,6,21,7,8,37,137,104,328,234,267,244,278,185,457,63,2157
308051531,4,20,20,14,33,25,6,21,0,142,3,16,10,9,18,16,20,37,21,144,174,485,383,425,636,656,678,978,56,4466
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,8,51,18,22,51,27,24,38,0,244,13,18,16,18,29,42,24,50,44,261,241,637,483,585,1004,972,830,1334,91,6176
308051534,0,13,12,4,29,14,8,11,0,99,4,4,0,13,16,23,3,33,17,108,88,227,192,282,394,400,335,609,45,2568
308051535,5,25,8,14,29,29,22,43,5,186,15,21,20,14,20,27,17,59,51,230,216,506,414,445,705,723,648,1409,110,5179
308051536,8,7,3,6,18,7,6,6,0,60,7,4,9,3,12,5,8,18,15,74,80,194,142,181,301,248,230,350,33,1754
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,13,9,13,24,21,16,20,3,110,0,6,8,9,14,21,7,22,22,105,98,284,242,283,405,437,386,613,49,2800
308051539,3,11,4,11,19,17,4,11,0,70,6,7,7,5,9,16,5,15,12,79,82,198,171,194,347,294,245,408,35,1979
309011224,0,16,16,23,20,31,5,17,5,144,3,21,19,18,13,35,0,41,26,173,97,478,374,499,570,673,321,688,64,3763
309011225,0,25,16,19,20,22,14,13,3,132,7,19,16,15,28,40,12,27,26,186,118,497,464,496,710,807,419,713,72,4300
309011226,6,35,30,35,42,42,22,39,0,248,11,29,26,37,42,56,14,45,42,287,214,781,693,939,1191,1148,543,1021,86,6630
309011227,7,27,30,37,46,43,36,26,3,262,11,29,34,32,32,57,32,36,65,323,196,632,687,843,1244,1151,642,984,129,6508
309011228,8,37,29,38,39,43,19,23,3,231,3,28,25,12,31,53,24,42,48,266,155,713,595,786,1065,990,466,924,114,5812
309011229,3,11,16,15,23,25,8,19,0,114,8,16,14,20,26,30,13,28,39,169,115,377,348,515,673,620,353,596,78,3676
309021230,0,15,16,19,11,6,5,8,0,87,4,14,12,11,16,18,9,10,25,122,83,291,291,406,448,411,186,387,50,2549
309021231,3,24,23,37,25,38,14,19,0,187,7,21,24,32,28,44,26,36,48,273,191,644,578,767,874,958,424,771,96,5309
309021232,9,22,19,20,36,28,10,18,3,171,4,20,11,23,36,33,11,25,40,192,131,550,455,616,744,701,324,583,87,4192
309021233,0,37,18,23,37,41,21,29,3,211,9,21,18,24,32,46,18,42,39,256,185,744,588,789,946,950,466,796,102,5546
309021234,7,37,29,30,55,46,17,21,3,239,11,41,30,37,46,73,22,35,62,360,256,814,736,978,1217,1264,619,1062,144,7087
309031235,4,15,18,31,30,30,15,32,3,181,8,28,10,29,29,30,5,29,41,219,120,594,465,682,854,794,382,711,83,4680
309031236,3,23,8,15,30,30,12,19,3,136,6,20,20,28,43,24,15,35,52,240,102,424,390,538,840,652,318,570,85,3923
309031237,5,20,22,21,36,22,13,28,0,165,3,24,18,18,39,29,10,17,36,198,99,460,398,595,881,607,319,520,77,3965
309031238,4,56,26,51,53,36,30,24,9,288,15,32,29,33,75,57,28,35,73,375,239,848,804,1204,1663,1270,626,915,161,7719
309031239,6,17,11,14,33,34,12,32,0,162,4,26,24,16,29,46,14,41,28,229,121,504,418,541,651,803,369,844,59,4308
309031240,0,12,17,14,21,26,14,21,3,125,5,34,13,21,32,44,10,29,24,214,109,457,377,511,684,652,287,686,70,3836
309041241,3,19,6,16,12,12,8,18,0,85,5,10,10,4,10,12,0,14,27,97,87,224,212,291,329,334,166,337,57,2027
309041242,9,34,39,29,32,37,16,48,4,250,17,40,22,35,34,55,17,61,45,326,268,845,669,830,933,1062,480,1123,124,6339
309051243,4,25,15,15,14,21,6,22,4,128,3,18,19,18,16,29,6,28,43,181,119,506,398,493,486,586,233,528,77,3430
309051244,6,58,37,58,78,71,36,66,7,430,4,50,38,34,59,57,34,68,75,420,268,1089,912,1212,1596,1490,761,1386,152,8871
309051245,9,25,23,17,16,36,13,29,0,169,7,24,7,13,19,26,14,22,14,148,118,525,389,531,701,718,368,632,48,4034
309061246,9,43,21,41,49,40,12,40,3,249,5,28,20,41,38,43,13,54,52,290,155,712,584,837,1197,957,549,892,109,5985
309061247,3,30,14,32,42,33,16,35,0,203,9,26,12,11,45,38,14,33,30,215,117,499,369,563,835,730,333,538,54,4037
309061248,13,49,34,63,89,92,51,53,9,445,16,37,32,39,94,75,30,43,74,446,294,1067,911,1277,1919,1557,827,1251,164,9279
309061249,9,38,38,37,59,80,43,60,3,368,14,46,27,32,65,76,25,72,100,445,257,936,854,1143,1831,1544,855,1467,179,9065
309061250,3,15,19,31,17,28,14,37,0,153,11,25,12,18,18,46,13,31,38,203,104,495,433,495,525,702,277,629,70,3718
309071251,5,31,18,26,54,49,26,33,7,238,11,35,13,24,51,66,18,47,43,298,199,623,534,732,1269,1180,582,993,96,6212
309071252,6,49,50,55,74,60,38,54,7,377,17,48,37,32,55,68,19,66,66,400,219,908,791,1031,1514,1414,689,1348,134,8049
309071253,7,21,16,17,21,29,16,33,0,159,4,27,32,24,39,69,19,55,30,304,116,596,498,572,772,903,412,1050,73,4992
309071254,0,6,11,10,22,18,10,23,0,94,4,5,6,11,11,24,4,9,18,102,58,156,151,224,279,338,157,372,48,1771
309071255,15,49,44,59,61,91,48,68,0,437,14,35,18,39,93,90,43,88,95,521,318,940,772,1112,1783,1712,931,1733,172,9470
309071256,7,41,30,51,74,62,37,49,3,352,6,39,19,36,70,73,34,51,62,388,215,806,729,1034,1576,1378,759,1237,124,7858
309071257,5,16,13,22,26,29,14,25,4,162,4,10,18,15,41,37,13,31,42,217,141,358,320,496,846,711,441,605,77,4007
309071258,17,97,47,73,112,95,58,90,4,592,21,61,50,62,117,130,63,110,109,727,477,1489,1273,1873,2926,2766,1446,2362,278,14884
