SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL31850,8,3,0,0,29
SAL31851,87,70,15,4,552
SAL31852,4,0,0,0,21
SAL31853,0,0,0,0,3
SAL31854,0,4,0,0,5
SAL31855,0,0,0,0,8
SAL31856,0,0,6,0,11
SAL31857,0,0,0,0,7
SAL31858,321,270,124,30,1459
SAL31859,74,56,24,4,754
SAL31860,45,31,18,5,187
SAL31861,45,37,18,5,214
SAL31862,0,4,0,0,11
SAL31863,143,79,32,5,576
SAL31864,55,24,0,0,378
SAL31865,55,59,20,9,378
SAL31866,676,367,196,114,5129
SAL31867,3,11,0,0,24
SAL31868,35,13,7,0,172
SAL31869,317,244,111,30,1561
SAL31870,22,24,6,3,115
SAL31871,399,233,124,44,2730
SAL31872,0,0,0,0,0
SAL31873,436,266,100,24,3252
SAL31874,0,10,0,0,17
SAL31875,6,3,5,0,19
SAL31876,12,0,0,0,40
SAL31877,4,0,0,0,13
SAL31878,0,0,0,0,0
SAL31879,4,8,0,0,25
SAL31880,7,11,0,0,49
SAL31881,90,70,27,3,503
SAL31882,0,0,0,0,11
SAL31883,127,93,19,5,676
SAL31884,0,0,0,0,3
SAL31885,87,85,38,28,508
SAL31886,0,0,0,0,0
SAL31887,3,0,0,0,17
SAL31888,180,170,69,12,692
SAL31889,27,24,9,4,146
SAL31890,0,0,0,0,14
SAL31891,36,26,11,4,126
SAL31892,22,4,0,0,92
SAL31893,65,36,18,0,222
SAL31894,15,16,10,7,95
SAL31895,813,687,245,78,4743
SAL31896,324,230,84,12,1978
SAL31897,6,0,0,0,5
SAL31898,23,15,9,0,102
SAL31899,0,8,0,0,19
SAL31900,15,14,4,0,74
SAL31901,8,13,8,0,61
SAL31902,10,10,4,0,81
SAL31903,3,8,0,0,25
SAL31904,15,29,11,0,117
SAL31905,311,257,94,13,1356
SAL31906,49,78,97,20,375
SAL31907,41,36,7,0,225
SAL31908,41,11,3,3,138
SAL31909,599,370,172,96,3474
SAL31910,762,412,179,78,6328
SAL31911,0,0,0,0,18
SAL31912,500,103,19,3,4930
SAL31913,1557,961,420,101,11000
SAL31914,3,8,0,0,35
SAL31915,16,7,0,0,62
SAL31916,0,0,0,0,0
SAL31917,14,4,0,0,139
SAL31918,14,3,3,0,49
SAL31919,11,0,5,0,43
SAL31920,7,5,0,0,29
SAL31921,0,0,0,0,0
SAL31922,700,354,125,41,7188
SAL31923,141,55,23,14,983
SAL31924,7,7,0,5,53
SAL31925,16,15,4,0,67
SAL31926,3,0,6,0,13
SAL31927,30,17,12,3,155
SAL31928,0,0,0,0,4
SAL31929,141,122,54,15,893
SAL31930,26,12,5,3,93
SAL31931,68,38,14,0,278
SAL31932,0,0,0,0,4
SAL31933,13,6,5,3,84
SAL31934,37,23,17,3,147
SAL31935,5,0,6,0,24
SAL31936,20,8,0,0,50
SAL31937,42,31,10,0,170
SAL31938,8,5,3,0,21
SAL31939,23,20,7,0,110
SAL31940,10,10,0,0,50
SAL31941,0,0,0,0,15
SAL31942,7,7,7,0,43
SAL31943,0,0,0,0,3
SAL31944,4,5,0,0,14
SAL31945,12,24,4,0,58
SAL31946,19,14,3,0,74
SAL31947,24,10,3,0,90
SAL31948,16,22,3,0,64
SAL31949,16,0,0,0,111
SAL31950,477,322,123,27,2661
SAL31951,0,0,0,0,0
SAL31952,457,217,73,13,3644
SAL31953,214,96,33,7,1017
SAL31954,0,3,0,0,18
SAL31955,4,4,0,0,13
SAL31956,12,0,0,0,34
SAL31957,3,3,0,0,28
SAL31958,0,0,0,0,0
SAL31959,4,0,0,0,5
SAL31960,3,3,0,0,19
SAL31961,13,16,8,0,124
SAL31962,3,5,5,0,47
SAL31963,14,11,9,0,52
SAL31964,0,0,0,0,10
SAL31965,59,45,12,0,248
SAL31966,0,3,0,0,0
SAL31967,42,49,26,0,248
SAL31968,268,166,87,31,2139
SAL31969,850,434,239,92,7068
SAL31970,58,45,9,0,237
SAL31971,5,0,0,0,4
SAL31972,0,0,0,0,16
SAL31973,0,7,0,0,15
SAL31974,16,0,0,0,85
SAL31975,24,7,0,0,130
SAL31976,48,16,0,0,181
SAL31977,47,34,13,0,247
SAL31978,25,15,0,0,136
SAL31979,20,12,14,0,128
SAL31980,18,6,9,0,145
SAL31981,25,26,4,3,135
SAL31982,0,6,0,0,5
SAL31983,5,0,0,0,5
SAL31984,360,278,130,44,2156
SAL31985,536,310,99,22,4371
SAL31986,250,126,27,6,2512
SAL31987,6,0,0,0,31
SAL31988,3,0,0,0,6
SAL31989,0,0,0,0,0
SAL31990,31,22,10,0,108
SAL31991,9,6,8,0,74
SAL31992,10,4,5,0,71
SAL31993,25,29,14,0,112
SAL31994,23,11,3,0,102
SAL31995,7,4,0,0,12
SAL31996,67,55,25,4,294
SAL31997,85,42,18,4,275
SAL31998,0,0,0,0,3
SAL31999,16,9,8,0,52
SAL32000,35,22,16,3,138
SAL32001,177,152,67,18,823
SAL32002,3,0,0,0,4
SAL32003,10,9,0,0,40
SAL32004,0,0,0,0,6
SAL32005,0,0,0,0,4
SAL32006,8,3,7,0,64
SAL32007,99,76,23,7,672
SAL32008,69,43,11,0,291
SAL32009,297,272,132,69,1479
SAL32010,21,18,6,0,131
SAL32011,14,0,0,0,46
SAL32012,46,52,13,5,215
SAL32013,38,14,4,0,345
SAL32014,316,284,181,44,2260
SAL32015,40,19,10,0,195
SAL32016,0,0,0,0,5
SAL32017,40,29,0,0,198
SAL32018,0,0,0,0,0
SAL32019,107,43,16,3,365
SAL32020,650,374,133,24,4241
SAL32021,7,9,5,0,57
SAL32022,0,0,0,0,4
SAL32023,0,0,0,0,3
SAL32024,0,0,0,0,68
SAL32025,5,3,0,0,6
SAL32026,14,17,9,0,68
SAL32027,23,11,5,0,68
SAL32028,3,0,3,0,29
SAL32029,0,0,0,0,6
SAL32030,30,23,16,0,214
SAL32031,7,5,0,0,24
SAL32032,16,7,0,0,62
SAL32033,24,16,4,0,107
SAL32034,4,9,0,0,17
SAL32035,8,6,4,0,60
SAL32036,3,3,0,0,14
SAL32037,413,297,153,78,2667
SAL32038,13,4,0,0,54
SAL32039,4,0,0,0,12
SAL32040,4,4,0,0,12
SAL32041,866,474,190,42,6054
SAL32042,102,67,30,6,902
SAL32043,42,20,17,7,211
SAL32044,12,12,0,0,56
SAL32045,33,32,6,3,203
SAL32046,6,3,0,0,9
SAL32047,13,15,0,0,55
SAL32048,0,0,0,0,11
SAL32049,0,0,0,0,13
SAL32050,1059,731,349,82,7310
SAL32051,334,179,69,11,1511
SAL32052,0,0,0,0,5
SAL32053,25,19,12,4,92
SAL32054,73,49,4,0,411
SAL32055,8,5,4,0,48
SAL32056,0,0,0,0,0
SAL32057,7,5,7,0,59
SAL32058,18,3,3,0,77
SAL32059,0,0,0,0,11
SAL32060,9,4,0,0,19
SAL32061,7,0,5,0,49
SAL32062,7,4,0,0,42
SAL32063,0,0,0,0,0
SAL32064,303,209,161,139,1867
SAL32065,15,13,8,0,88
SAL32066,147,82,22,4,897
SAL32067,4,4,4,0,48
SAL32068,69,40,31,13,485
SAL32069,3,0,0,0,27
SAL32070,6,0,0,0,35
SAL32071,5,0,0,0,14
SAL32072,11,0,4,0,25
SAL32073,42,24,3,0,154
SAL32074,4,3,0,0,51
SAL32075,4,5,0,0,39
SAL32076,0,0,0,0,3
SAL32077,0,3,0,0,15
SAL32078,0,0,0,0,10
SAL32079,0,0,0,0,21
SAL32080,268,110,51,4,1262
SAL32081,306,165,35,12,2825
SAL32082,147,157,66,18,904
SAL32083,64,39,13,5,325
SAL32084,0,0,0,0,1298
SAL32085,23,15,3,0,65
SAL32086,6,7,5,4,64
SAL32087,13,4,4,0,43
SAL32088,0,0,0,0,3
SAL32089,774,510,262,111,5291
SAL32090,0,0,0,0,0
SAL32091,11,6,0,0,43
SAL32092,39,15,4,6,276
SAL32093,28,13,6,0,135
SAL32094,8,12,0,0,66
SAL32095,7,0,0,0,4
SAL32096,24,17,4,0,92
SAL32097,92,72,23,6,457
SAL32098,25,13,7,3,91
SAL32099,941,621,372,166,5944
SAL32100,301,321,155,38,1545
SAL32101,7,0,0,0,46
SAL32102,0,0,0,0,4
SAL32103,0,0,0,0,0
SAL32104,7,0,0,0,26
SAL32105,16,14,5,0,87
SAL32106,41,14,0,0,453
SAL32107,1178,660,277,78,9724
SAL32108,0,0,0,0,5
SAL32109,74,42,23,8,591
SAL32110,16,6,0,0,53
SAL32111,5,3,0,0,15
SAL32112,4,4,0,0,16
SAL32113,85,32,5,0,486
SAL32114,17,6,4,0,59
SAL32115,185,165,72,19,743
SAL32116,7,8,4,3,41
SAL32117,1178,903,504,235,8454
SAL32118,3,8,4,0,37
SAL32119,41,19,8,3,128
SAL32120,3,0,0,0,10
SAL32121,10,8,9,0,60
SAL32122,0,0,0,0,8
SAL32123,16,15,0,0,74
SAL32124,7,12,0,0,31
SAL32125,5,4,0,0,15
SAL32126,332,132,63,44,2375
SAL32127,320,171,33,6,2564
SAL32128,0,0,0,3,3
SAL32129,1170,824,371,153,8504
SAL32130,23,13,0,0,95
SAL32131,25,11,0,0,180
SAL32132,9,3,0,0,48
SAL32133,55,32,15,3,215
SAL32134,5,0,0,0,71
SAL32135,390,244,101,20,3237
SAL32136,569,485,164,22,3142
SAL32137,422,283,212,87,5742
SAL32138,147,67,17,9,756
SAL32139,633,413,211,50,4493
SAL32140,0,0,0,0,0
SAL32141,0,0,0,0,13
SAL32142,100,101,43,10,604
SAL32143,33,11,9,0,127
SAL32144,159,94,27,3,666
SAL32145,12,8,0,0,32
SAL32146,5,4,0,0,43
SAL32147,0,4,0,0,14
SAL32148,438,361,134,26,2480
SAL32149,54,33,0,0,1091
SAL32150,0,0,0,0,17
SAL32151,3,3,0,0,41
SAL32152,3,0,0,0,4
SAL32153,12,9,3,0,50
SAL32154,0,0,0,0,0
SAL32155,45,42,20,6,290
SAL32156,6,0,0,0,9
SAL32157,107,97,34,4,510
SAL32158,0,0,0,0,7
SAL32159,3,4,3,0,30
SAL32160,614,666,319,119,3142
SAL32161,43,32,12,4,163
SAL32162,975,1089,683,190,5089
SAL32163,697,395,228,75,4860
SAL32164,526,294,89,21,4108
SAL32165,59,44,18,4,465
SAL32166,7,3,3,0,23
SAL32167,72,44,21,3,370
SAL32168,162,98,44,17,1220
SAL32169,5,7,4,4,29
SAL32170,8,6,0,0,28
SAL32171,3,0,0,0,12
SAL32172,59,42,7,0,202
SAL32173,6,8,3,0,93
SAL32174,11,4,8,0,40
SAL32175,302,200,87,46,2142
SAL32176,62,79,15,5,254
SAL32177,0,9,0,0,29
SAL32178,1345,764,399,136,11384
SAL32179,463,265,158,102,2937
SAL32180,0,0,0,0,8
SAL32181,130,90,25,0,681
SAL32182,108,131,63,11,466
SAL32183,22,15,0,0,85
SAL32184,4,3,4,0,45
SAL32185,5,3,0,0,34
SAL32186,270,161,65,33,1648
SAL32187,530,329,153,22,3095
SAL32188,317,182,67,13,2820
SAL32189,0,0,0,0,0
SAL32190,188,126,73,28,1052
SAL32191,10,13,0,0,73
SAL32192,4,10,5,4,54
SAL32193,276,165,91,126,2477
SAL32194,35,27,9,0,171
SAL32195,3,3,0,0,17
SAL32196,18,19,9,0,93
SAL32197,840,498,218,84,8259
SAL32198,7,11,0,0,51
SAL32199,3,0,0,0,7
SAL32200,0,0,0,0,0
SAL32201,3,0,0,0,11
SAL32202,0,0,0,0,5
SAL32203,50,23,7,0,209
SAL32204,0,0,0,0,90
SAL32205,49,21,9,0,129
SAL32206,46,28,13,5,246
SAL32207,3,7,0,5,21
SAL32208,36,15,4,0,164
SAL32209,262,190,98,34,1791
SAL32210,0,3,0,0,7
SAL32211,155,94,35,7,819
SAL32212,10,0,3,0,16
SAL32213,29,44,21,3,168
SAL32214,12,3,6,0,44
SAL32215,5,0,0,0,14
SAL32216,31,27,5,0,115
SAL32217,14,11,4,0,58
SAL32218,172,87,28,9,617
SAL32219,5,8,0,0,32
SAL32220,7,3,3,0,27
SAL32221,0,0,0,0,18
SAL32222,7,4,0,0,11
SAL32223,8,3,0,0,14
SAL32224,131,78,29,14,800
SAL32225,0,0,4,0,18
SAL32226,113,67,25,7,1056
SAL32227,214,127,38,13,1756
SAL32228,10,3,0,0,32
SAL32229,8,0,0,0,25
SAL32230,17,4,10,0,81
SAL32231,20,9,4,0,84
SAL32232,0,0,0,0,4
SAL32233,3,4,0,0,34
SAL32234,820,458,198,47,7086
SAL32235,236,113,37,9,2232
SAL32236,665,500,325,100,3458
SAL32237,17,12,6,5,96
SAL32238,6,6,0,0,26
SAL32239,23,14,6,0,112
SAL32240,9,10,3,0,92
SAL32241,920,493,200,32,6058
SAL32242,0,0,0,0,25
SAL32243,523,330,218,101,5020
SAL32244,7,9,0,0,24
SAL32245,89,87,31,4,366
SAL32246,112,85,36,0,566
SAL32247,195,212,101,30,1341
SAL32248,956,458,205,20,8045
SAL32249,16,4,3,0,69
SAL32250,779,443,164,38,5832
SAL32251,22,15,8,0,169
SAL32252,37,17,4,0,161
SAL32253,26,11,5,0,118
SAL32254,0,3,0,0,16
SAL32255,110,50,8,4,2085
SAL32256,112,59,18,7,489
SAL32257,1344,981,411,135,9350
SAL32258,355,290,105,15,1465
SAL32259,7,8,0,0,48
SAL32260,74,33,7,0,440
SAL32261,9,6,3,0,24
SAL32262,0,0,0,0,5
SAL32263,14,7,4,0,51
SAL32264,220,103,38,9,2774
SAL32265,595,401,216,82,3331
SAL32266,22,6,3,0,95
SAL32267,10,13,4,0,42
SAL32268,8,0,0,0,28
SAL32269,842,762,361,86,3988
SAL32270,294,200,117,59,2262
SAL32271,260,286,184,41,3820
SAL32272,166,81,34,3,714
SAL32273,164,65,20,3,1411
SAL32274,846,396,136,67,5578
SAL32275,20,14,4,5,100
SAL32276,0,0,0,0,25
SAL32277,92,40,21,3,741
SAL32278,794,429,145,53,4665
SAL32279,243,135,55,8,2192
SAL32280,499,417,292,58,2538
SAL32281,3,0,0,0,30
SAL32282,11,0,0,0,25
SAL32283,11,9,4,0,67
SAL32284,7,8,8,0,63
SAL32285,0,0,0,0,9
SAL32286,175,115,45,11,780
SAL32287,5,5,0,0,32
SAL32288,68,59,26,3,474
SAL32289,10,7,5,0,48
SAL32290,0,0,0,0,0
SAL32291,90,91,32,6,422
SAL32292,4,0,0,0,8
SAL32293,0,0,0,0,22
SAL32294,865,858,405,59,3933
SAL32295,23,13,9,5,111
SAL32296,0,0,0,0,0
SAL32297,9,0,3,0,45
SAL32298,580,339,136,37,2835
SAL32299,626,565,278,95,4824
SAL32300,10,8,8,0,42
SAL32301,30,22,5,3,114
SAL32302,4,5,0,0,12
SAL32303,714,382,127,20,4236
SAL32304,74,49,21,0,832
SAL32305,0,0,0,0,17
SAL32306,0,6,0,0,11
SAL32307,344,375,184,48,1982
SAL32308,0,0,0,0,11
SAL32309,72,65,9,3,235
SAL32310,116,83,24,3,566
SAL32311,11,3,3,0,46
SAL32312,4,0,0,0,20
SAL32313,5,0,0,0,12
SAL32314,0,0,0,0,0
SAL32315,3,4,0,0,27
SAL32316,10,10,0,0,30
SAL32317,185,123,50,22,1284
SAL32318,786,612,229,16,11435
SAL32319,6,6,0,0,27
SAL32320,13,18,7,0,95
SAL32321,71,31,23,0,257
SAL32322,6,0,0,0,29
SAL32323,37,12,3,0,134
SAL32324,0,0,0,0,5
SAL32325,154,81,35,8,892
SAL32326,4,10,0,0,28
SAL32327,0,3,0,0,25
SAL32328,60,65,100,186,556
SAL32329,23,13,3,0,83
SAL32330,28,17,3,0,220
SAL32331,10,13,3,0,83
SAL32332,3,3,0,0,38
SAL32333,102,47,13,6,790
SAL32334,16,6,0,0,27
SAL32335,10,10,4,0,97
SAL32336,173,159,116,110,1398
SAL32337,0,0,0,0,14
SAL32338,72,35,13,6,343
SAL32339,4,4,0,0,27
SAL32340,128,76,36,4,819
SAL32341,36,18,10,0,194
SAL32342,38,29,14,4,198
SAL32343,114,114,50,7,508
SAL32344,587,559,325,134,2923
SAL32345,368,270,100,15,1634
SAL32346,0,0,0,0,4
SAL32347,103,135,31,0,323
SAL32348,0,6,0,0,27
SAL32349,28,5,0,0,224
SAL32350,0,0,0,0,0
SAL32351,26,6,5,0,122
SAL32352,412,319,127,29,2394
SAL32353,0,0,0,0,0
SAL32354,21,19,4,0,206
SAL32355,12,9,0,0,87
SAL32356,44,33,7,0,186
SAL32357,14,19,5,4,86
SAL32358,13,3,0,0,41
SAL32359,24,16,4,0,109
SAL32360,0,0,0,0,8
SAL32361,43,22,13,0,196
SAL32362,66,30,17,0,328
SAL32363,37,26,7,0,184
SAL32364,13,21,9,0,92
SAL32365,81,61,31,4,371
SAL32366,3,5,0,0,26
SAL32367,5,0,0,0,19
SAL32368,231,173,113,29,1508
SAL32369,21,9,4,0,113
SAL32370,31,33,16,0,179
SAL32371,446,220,99,29,1973
SAL32372,3,5,0,0,18
SAL32373,3,0,0,0,9
SAL32374,41,28,8,0,254
SAL32375,0,0,0,6,10
SAL32376,78,63,24,0,513
SAL32377,36,25,12,3,233
SAL32378,18,6,3,0,78
SAL32379,88,61,27,9,417
SAL32380,10,3,0,0,72
SAL32381,534,334,209,84,4051
SAL32382,8,3,0,0,16
SAL32383,7,11,4,0,68
SAL32384,240,126,37,13,1510
SAL32385,178,140,62,9,705
SAL32386,20,21,10,0,180
SAL32387,0,0,0,0,0
SAL32388,0,0,0,0,0
SAL32389,10,0,0,6,40
SAL32390,736,623,375,123,4680
SAL32391,152,60,12,0,564
SAL32392,41,22,7,0,202
SAL32393,270,151,58,18,1936
SAL32394,41,26,8,7,149
SAL32395,53,33,8,3,175
SAL32396,153,133,46,14,614
SAL32397,39,21,6,0,156
SAL32398,0,0,0,0,0
SAL32399,0,0,0,0,14
SAL32400,447,244,86,15,3778
SAL32401,7,6,0,0,62
SAL32402,0,0,0,0,0
SAL32403,106,92,40,20,1178
SAL32404,27,13,11,0,76
SAL32405,885,493,130,23,9435
SAL32406,996,967,491,145,5293
SAL32407,0,0,0,0,3
SAL32408,8,3,0,0,39
SAL32409,3,3,5,0,14
SAL32410,1406,985,446,91,8351
SAL32411,814,349,129,40,5344
SAL32412,82,79,25,6,313
SAL32413,15,21,3,0,78
SAL32414,479,319,117,26,3758
SAL32415,106,79,45,4,381
SAL32416,193,124,50,8,1148
SAL32417,753,317,97,15,4746
SAL32418,14,6,0,0,70
SAL32419,4,5,0,0,11
SAL32420,4,4,0,0,23
SAL32421,4,0,0,0,22
SAL32422,0,5,0,0,25
SAL32423,196,64,31,3,2828
SAL32424,59,35,6,0,430
SAL32425,34,30,17,3,261
SAL32426,126,122,98,33,984
SAL32427,22,11,3,0,85
SAL32428,53,34,9,0,184
SAL32429,13,10,0,0,80
SAL32430,37,17,10,0,122
SAL32431,8,6,0,0,26
SAL32432,40,26,3,0,225
SAL32433,193,74,26,0,2176
SAL32434,16,16,0,0,73
SAL32435,294,234,70,10,1080
SAL32436,20,19,5,0,113
SAL32437,54,22,12,0,302
SAL32438,309,226,84,7,2243
SAL32439,9,3,0,0,42
SAL32440,0,0,0,0,4
SAL32441,0,0,0,0,8
SAL32442,157,103,87,35,1237
SAL32443,26,38,8,0,148
SAL32444,315,287,174,59,2760
SAL32445,1929,1433,879,330,13768
SAL32446,5,0,0,0,22
SAL32447,399,208,75,13,4252
SAL32448,983,755,385,71,7740
SAL32449,157,110,41,14,999
SAL32450,14,7,0,0,53
SAL32451,79,46,19,40,914
SAL32452,8,8,4,0,47
SAL32453,23,25,15,0,147
SAL32454,0,5,0,0,16
SAL32455,199,110,72,51,1325
SAL32456,3,0,0,0,15
SAL32457,25,8,8,0,80
SAL32458,128,18,3,3,1150
SAL32459,144,74,28,6,836
SAL32460,21,11,13,0,62
SAL32461,0,0,0,0,6
SAL32462,10,3,6,0,50
SAL32463,12,10,9,0,61
SAL32464,425,218,111,66,3223
SAL32465,0,0,0,0,0
SAL32466,17,6,6,0,94
SAL32467,5,5,0,0,20
SAL32468,54,39,9,0,197
SAL32469,15,10,4,0,54
SAL32470,6,0,0,0,29
SAL32471,187,150,101,33,1007
SAL32472,22,4,7,0,55
SAL32473,196,182,79,7,1245
SAL32474,15,15,6,0,104
SAL32475,236,162,105,59,1471
SAL32476,9,6,0,0,21
SAL32477,0,0,0,0,0
SAL32478,150,102,31,5,1059
SAL32479,71,46,25,0,346
SAL32480,7,0,0,0,26
SAL32481,10,3,4,0,41
SAL32482,33,14,3,0,132
SAL32483,448,373,363,219,3387
SAL32484,21,16,7,0,99
SAL32485,3,0,0,0,23
SAL32486,24,51,51,51,273
SAL32487,33,21,11,5,164
SAL32488,20,8,3,3,107
SAL32489,9,8,5,0,27
SAL32490,950,879,580,181,5079
SAL32491,907,570,205,28,7644
SAL32492,0,0,0,0,6
SAL32493,16,12,3,0,64
SAL32494,16,12,10,0,89
SAL32495,303,137,37,0,2717
SAL32496,10,9,5,0,70
SAL32497,513,499,222,19,1931
SAL32498,6,12,0,0,54
SAL32499,8,0,0,0,23
SAL32500,0,0,0,0,3
SAL32501,0,0,0,0,0
SAL32502,118,60,18,3,681
SAL32503,19,13,5,0,118
SAL32504,409,194,99,60,3728
SAL32505,409,275,77,13,1848
SAL32506,60,74,45,16,426
SAL32507,50,35,8,3,382
SAL32508,471,311,195,123,2666
SAL32509,9,10,0,0,66
SAL32510,12,3,0,0,30
SAL32511,331,526,316,61,1958
SAL32512,6,6,0,0,53
SAL32513,76,50,23,0,315
SAL32514,3,0,0,0,14
SAL32515,15,8,0,0,52
SAL32516,159,138,64,10,570
SAL32517,10,7,3,0,37
SAL32518,393,255,105,38,2370
SAL32519,54,59,16,3,322
SAL32520,26,9,6,3,126
SAL32521,55,21,9,0,182
SAL32522,0,0,0,0,0
SAL32523,0,0,0,0,11
SAL32524,1064,896,492,197,5040
SAL32525,324,316,148,53,1759
SAL32526,7,0,0,0,22
SAL32527,25,11,9,0,99
SAL32528,4,3,0,0,15
SAL32529,3,0,0,0,3
SAL32530,5,4,0,0,29
SAL32531,14,13,10,0,102
SAL32532,103,76,40,10,398
SAL32533,25,16,4,0,150
SAL32534,0,0,0,0,13
SAL32535,0,0,0,0,15
SAL32536,9,0,0,0,49
SAL32537,195,74,47,29,1489
SAL32538,0,5,0,0,12
SAL32539,240,122,37,3,1498
SAL32540,17,9,8,0,69
SAL32541,6,17,0,0,78
SAL32542,32,44,4,0,189
SAL32543,17,16,5,0,102
SAL32544,1029,679,191,34,6287
SAL32545,28,8,3,0,91
SAL32546,109,81,32,7,549
SAL32547,26,10,5,0,361
SAL32548,10,5,0,0,42
SAL32549,13,4,0,0,25
SAL32550,185,142,71,15,967
SAL32551,9,6,0,0,37
SAL32552,128,70,29,12,532
SAL32553,0,0,0,0,0
SAL32554,519,378,194,36,3639
SAL32555,5,3,0,0,20
SAL32556,141,63,16,3,576
SAL32557,0,0,0,0,0
SAL32558,252,162,44,16,1106
SAL32559,15,18,10,0,77
SAL32560,256,166,111,31,1717
SAL32561,36,23,15,0,181
SAL32562,10,10,3,0,66
SAL32563,0,0,0,0,4
SAL32564,19,17,7,0,116
SAL32565,0,4,0,0,34
SAL32566,20,18,0,4,75
SAL32567,0,0,0,0,0
SAL32568,7,9,3,0,50
SAL32569,4,7,0,0,31
SAL32570,7,0,0,0,32
SAL32571,3,6,0,0,25
SAL32572,0,0,0,0,5
SAL32573,670,481,286,143,3779
SAL32574,578,438,407,173,5865
SAL32575,9,0,0,0,16
SAL32576,525,403,178,53,4311
SAL32577,324,162,69,11,1594
SAL32578,25,31,6,7,189
SAL32579,453,266,114,34,3403
SAL32580,0,3,7,0,25
SAL32581,111,34,17,0,819
SAL32582,0,0,0,0,0
SAL32583,8,12,0,3,44
SAL32584,3,0,0,0,13
SAL32585,8,11,0,0,20
SAL32586,77,49,17,0,304
SAL32587,635,412,170,44,9976
SAL32588,34,46,8,0,169
SAL32589,286,158,62,14,1717
SAL32590,53,22,18,6,222
SAL32591,50,41,15,0,202
SAL32592,52,30,10,4,209
SAL32593,111,82,29,6,573
SAL32594,503,302,150,42,3167
SAL32595,178,106,30,9,1012
SAL32596,114,109,44,7,523
SAL32597,89,73,40,4,407
SAL32598,91,46,13,0,1925
SAL32599,25,16,4,0,89
SAL32600,0,5,0,0,37
SAL32601,361,259,97,35,2847
SAL32602,253,144,53,10,1423
SAL32603,0,0,0,0,0
SAL32604,0,0,0,0,0
SAL32605,13,0,0,0,40
SAL32606,59,35,12,0,275
SAL32607,0,0,0,0,10
SAL32608,44,30,15,3,238
SAL32609,0,0,0,0,0
SAL32610,0,0,0,0,0
SAL32611,2509,1949,1241,560,21326
SAL32612,480,433,188,59,2797
SAL32613,6,0,0,0,28
SAL32614,0,0,0,0,14
SAL32615,156,79,34,12,529
SAL32616,0,0,0,0,12
SAL32617,0,5,3,0,17
SAL32618,0,0,0,0,25
SAL32619,0,0,0,0,3
SAL32620,0,0,3,0,10
SAL32621,32,9,6,0,149
SAL32622,14,10,3,0,99
SAL32623,391,238,68,27,4750
SAL32624,86,49,14,0,3025
SAL32625,96,76,36,4,438
SAL32626,0,0,0,0,14
SAL32627,419,179,56,7,3353
SAL32628,0,0,0,0,3
SAL32629,8,3,14,3,129
SAL32630,708,327,112,12,8293
SAL32631,3,0,0,0,16
SAL32632,7,4,0,6,39
SAL32633,62,36,23,8,413
SAL32634,7,3,0,0,20
SAL32635,665,609,262,114,4972
SAL32636,0,0,0,0,0
SAL32637,0,0,0,0,10
SAL32638,0,0,0,0,4
SAL32639,199,107,52,27,1281
SAL32640,16,3,0,0,57
SAL32641,0,5,0,0,17
SAL32642,18,18,8,0,78
SAL32643,11,8,0,0,34
SAL32644,23,11,16,0,99
SAL32645,664,622,375,87,7125
SAL32646,3,5,0,0,19
SAL32647,10,4,0,0,56
SAL32648,0,0,0,0,0
SAL32649,454,252,104,54,3986
SAL32650,515,313,161,51,3704
SAL32651,0,9,0,0,20
SAL32652,6,3,0,0,34
SAL32653,11,3,0,0,33
SAL32654,49,43,7,0,206
SAL32655,403,433,240,74,2397
SAL32656,20,14,7,0,120
SAL32657,45,20,20,0,222
SAL32658,0,0,0,0,3
SAL32659,60,77,11,3,346
SAL32660,0,5,3,0,16
SAL32661,5,6,4,0,27
SAL32662,0,3,0,0,4
SAL32663,84,49,26,3,553
SAL32664,0,0,0,0,17
SAL32665,4,11,0,0,6
SAL32666,8,6,4,0,37
SAL32667,0,0,0,0,43
SAL32668,3,4,0,0,25
SAL32669,4,0,0,0,13
SAL32670,3,0,0,0,14
SAL32671,14,3,0,0,62
SAL32672,148,86,27,4,1645
SAL32673,20,24,8,0,109
SAL32674,11,15,4,0,60
SAL32675,3,7,6,0,42
SAL32676,140,76,28,0,716
SAL32677,101,63,26,6,553
SAL32678,0,0,0,0,3
SAL32679,0,0,0,0,7
SAL32680,656,473,207,39,5051
SAL32681,416,271,91,21,2422
SAL32682,17,8,3,0,57
SAL32683,52,20,5,0,244
SAL32684,0,0,0,0,0
SAL32685,27,23,4,0,86
SAL32686,37,28,3,0,169
SAL32687,0,0,0,0,3
SAL32688,66,50,11,0,302
SAL32689,38,13,7,0,324
SAL32690,97,44,20,3,559
SAL32691,16,10,3,0,66
SAL32692,0,0,0,0,0
SAL32693,5,3,0,0,20
SAL32694,521,457,246,61,4785
SAL32695,1199,910,436,113,9353
SAL32696,12,0,6,0,51
SAL32697,393,243,97,17,2101
SAL32698,117,41,26,0,920
SAL32699,107,50,22,3,501
SAL32700,330,283,105,16,1583
SAL32701,28,16,7,0,143
SAL32702,2368,2022,1005,233,16907
SAL32703,13,6,0,0,55
SAL32704,3,3,0,0,56
SAL32705,191,180,144,63,1473
SAL32706,15,13,9,0,79
SAL32707,0,0,0,0,0
