SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50749,21,3,5,12,18,18,16,11,0,110,176,77,60,87,147,203,205,98,7,1062
SAL50750,0,0,0,0,0,0,0,0,0,0,10,0,4,3,5,5,5,0,0,36
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50752,55,50,53,40,47,32,22,10,6,318,917,653,565,646,735,502,391,154,62,4627
SAL50753,3,0,5,0,0,4,0,0,0,13,23,12,8,18,13,26,10,6,5,118
SAL50754,118,80,81,75,69,42,22,13,9,516,1176,725,856,855,721,622,437,245,52,5684
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,88,73,104,91,75,63,36,21,5,559,1392,826,1302,1177,880,731,572,371,142,7397
SAL50757,0,6,0,7,6,10,0,0,0,27,34,24,11,33,38,48,45,19,3,265
SAL50758,25,15,16,24,12,22,10,3,0,127,289,223,268,195,226,289,177,87,22,1776
SAL50759,0,4,3,3,3,0,3,0,0,20,0,6,15,14,7,8,3,0,0,52
SAL50760,9,30,15,11,4,5,5,0,0,74,40,61,55,41,27,26,9,0,0,265
SAL50761,4,0,0,5,9,3,13,0,0,33,38,30,18,29,44,45,50,15,3,278
SAL50762,0,5,0,0,0,6,0,4,0,13,0,7,0,0,4,12,13,8,4,48
SAL50763,3,8,0,0,7,15,9,0,0,41,25,27,18,20,39,55,52,23,3,261
SAL50764,109,68,73,99,112,95,83,42,63,734,2422,1353,1092,1813,1653,1777,1773,766,559,13204
SAL50765,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,16
SAL50766,87,76,54,81,90,53,21,18,4,478,1387,998,785,890,1180,938,511,213,86,6988
SAL50767,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,18
SAL50768,0,3,0,0,4,4,0,0,0,9,27,16,10,18,32,26,24,9,0,156
SAL50769,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,6,0,0,0,23
SAL50770,0,0,0,0,0,0,4,0,0,3,0,3,0,3,3,4,10,3,0,21
SAL50771,18,6,14,19,12,13,9,16,0,114,222,77,118,146,122,188,129,99,49,1157
SAL50772,0,0,0,4,0,6,3,0,0,15,5,8,11,7,12,27,23,5,0,90
SAL50773,5,10,7,3,0,7,6,4,0,37,51,29,31,33,49,66,50,18,6,332
SAL50774,0,0,4,0,3,5,0,0,0,8,8,8,7,0,10,8,3,0,0,41
SAL50775,0,0,0,0,3,3,0,0,0,12,14,4,5,7,12,12,3,3,0,76
SAL50776,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,7,9,3,0,40
SAL50777,0,4,7,8,4,4,6,0,0,24,3,13,22,22,19,14,11,7,0,99
SAL50778,0,0,0,0,0,0,0,0,0,0,5,0,4,5,6,4,0,0,0,22
SAL50779,0,4,17,3,13,6,4,0,0,52,0,6,32,7,32,14,6,0,0,93
SAL50780,0,0,0,0,0,3,0,0,0,4,5,8,0,8,10,14,8,0,4,54
SAL50781,100,60,43,55,47,28,33,10,0,377,812,610,500,517,477,392,365,190,47,3919
SAL50782,34,20,21,21,15,11,8,4,0,139,179,125,155,139,111,122,97,58,9,985
SAL50783,0,0,5,0,3,0,0,3,0,15,27,13,12,18,39,38,44,16,0,213
SAL50784,0,0,0,0,0,6,4,0,0,9,6,0,8,9,6,13,14,10,6,59
SAL50785,0,0,0,7,5,7,6,0,0,29,15,7,7,9,21,34,38,11,0,141
SAL50786,0,0,0,0,0,0,3,0,0,8,4,0,4,3,7,11,12,8,0,58
SAL50787,3,0,0,0,0,3,6,0,0,20,44,23,12,30,37,61,29,15,3,262
SAL50788,6,0,0,3,3,3,0,0,0,12,19,3,9,15,14,28,19,5,0,110
SAL50789,0,0,0,0,0,0,4,0,0,4,6,7,3,3,11,5,0,0,0,41
SAL50790,3,0,0,4,0,0,0,0,0,16,19,8,6,11,6,3,11,0,0,55
SAL50791,5,3,0,0,0,3,6,4,0,30,25,10,13,14,17,27,21,8,0,143
SAL50792,7,3,9,10,5,7,7,0,0,43,72,17,39,40,40,49,52,28,9,352
SAL50793,0,0,0,3,0,0,0,0,0,3,22,0,10,15,20,15,0,7,0,88
SAL50794,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,20
SAL50795,0,8,6,8,10,4,0,0,0,30,0,12,26,19,16,9,10,0,0,91
SAL50796,3,7,5,0,0,0,0,0,0,14,43,36,29,23,7,10,5,0,0,141
SAL50797,0,0,0,0,0,0,0,0,0,0,14,5,5,5,3,10,9,0,0,48
SAL50798,0,0,0,0,3,0,3,0,0,7,0,7,0,3,11,10,14,6,0,49
SAL50799,256,117,206,160,162,102,64,28,14,1102,1266,588,1010,795,778,661,291,92,21,5494
SAL50800,0,8,0,3,3,3,3,0,0,19,3,16,9,6,13,10,9,0,0,56
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SAL50802,0,0,0,0,0,0,0,0,0,0,12,4,4,3,4,3,5,6,0,33
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10
SAL50805,0,0,0,0,0,0,0,0,0,6,0,3,6,0,6,12,9,0,0,42
SAL50806,3,3,5,3,8,3,0,0,0,24,148,79,82,112,68,37,28,11,0,567
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,20
SAL50808,6,0,5,0,10,3,0,0,0,36,173,112,118,76,87,46,24,6,0,634
SAL50809,21,4,9,7,0,6,0,0,0,37,38,24,47,33,17,23,13,3,0,205
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,4,0,0,3,0,6,0,0,10,13,8,3,7,6,17,9,4,0,59
SAL50812,4,0,0,0,4,0,0,0,0,11,4,0,0,0,4,0,3,0,0,13
SAL50813,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,3,0,0,0,23
SAL50814,3,0,0,0,0,0,0,0,0,4,7,0,4,0,0,5,0,0,0,12
SAL50815,16,12,4,17,13,9,9,3,0,82,134,91,55,116,119,119,85,30,4,759
SAL50816,72,38,45,49,49,48,23,14,0,328,989,498,674,755,647,588,379,186,56,4768
SAL50817,5,18,53,33,17,13,3,0,0,133,4,24,68,39,27,18,5,0,0,178
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,0,4,3,0,0,9,6,26,106,63,67,68,53,70,48,36,9,523
SAL50820,0,0,0,0,0,0,0,0,0,7,6,0,4,5,5,9,0,0,0,29
SAL50821,3,0,0,7,0,0,0,0,0,11,7,0,0,6,0,5,3,0,0,27
SAL50822,0,0,0,4,3,0,0,0,0,11,17,12,4,15,18,16,6,0,0,84
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,16
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,17
SAL50826,0,0,0,0,0,0,0,0,0,7,21,3,11,10,5,11,0,0,0,76
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,129,50,75,73,56,42,27,15,3,478,1609,742,973,926,694,430,441,311,42,6171
SAL50829,48,18,37,25,28,27,4,10,0,191,478,236,339,299,273,251,89,49,17,2036
SAL50830,18,10,13,9,16,19,10,5,0,99,81,56,117,68,93,132,134,76,25,786
SAL50831,173,109,135,129,115,87,34,12,8,794,3865,1995,2261,2731,2014,1467,718,269,75,15401
SAL50832,0,3,0,0,3,10,9,6,0,34,53,46,34,36,28,45,69,63,22,394
SAL50833,120,75,64,80,74,42,33,10,4,504,1093,742,810,843,684,546,497,230,58,5505
SAL50834,8,0,0,3,0,7,7,0,0,26,12,3,0,12,8,10,13,0,0,61
SAL50835,32,44,47,26,36,37,16,3,3,249,624,474,696,559,453,457,268,111,57,3699
SAL50836,27,27,94,50,59,49,7,0,0,319,110,94,208,133,145,154,43,9,5,907
SAL50837,0,0,0,5,0,8,0,0,0,15,3,0,4,6,0,10,0,0,0,25
SAL50838,99,44,53,47,35,33,17,3,3,330,812,431,461,458,406,353,193,71,19,3202
SAL50839,0,3,0,0,11,3,5,4,0,28,8,12,17,5,49,53,62,26,3,231
SAL50840,22,40,104,35,38,22,19,4,9,298,421,393,975,592,462,311,266,133,133,3686
SAL50841,3,8,0,0,14,16,17,7,4,59,45,19,26,25,38,85,86,17,8,351
SAL50842,78,59,59,65,54,86,66,20,10,496,1958,1287,1055,1417,1389,1583,1549,500,139,10883
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50844,37,38,40,46,25,24,4,0,0,217,159,105,137,133,87,65,18,0,0,716
SAL50845,0,3,3,0,4,3,0,0,0,11,32,24,23,22,26,40,14,17,0,209
SAL50846,16,23,43,28,24,21,11,8,0,177,97,62,127,86,100,105,61,26,3,657
SAL50847,28,27,16,19,37,52,22,8,0,218,565,329,188,360,498,549,422,135,15,3058
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,60,53,42,64,73,66,46,37,34,470,1606,1109,576,945,1237,1063,1006,640,226,8413
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,0,30
SAL50851,0,0,0,0,0,0,0,0,0,4,4,0,0,3,4,0,5,0,0,16
SAL50852,0,0,0,0,0,0,0,0,0,0,5,3,3,8,12,10,10,3,3,64
SAL50853,17,17,7,14,21,20,14,6,0,115,258,155,123,161,191,242,221,123,30,1508
SAL50854,3,0,0,4,5,0,0,0,0,11,13,0,0,4,9,3,5,0,0,34
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50857,72,48,46,46,50,34,28,13,0,337,647,410,448,458,472,387,316,167,28,3322
SAL50858,27,11,13,20,14,8,10,6,5,121,249,171,147,157,152,152,131,89,53,1298
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,19
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,13,3,16,9,4,10,6,0,0,60
SAL50862,0,0,0,0,0,0,0,10,0,11,17,11,6,23,22,34,30,21,0,165
SAL50863,22,26,17,10,43,51,16,13,0,209,503,317,197,311,406,387,185,88,22,2408
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,6,13
SAL50865,26,13,13,18,30,24,16,10,3,161,315,183,153,210,285,308,273,124,49,1890
SAL50866,0,5,0,0,7,3,0,0,0,13,18,6,8,9,33,40,35,3,0,149
SAL50867,0,4,0,0,4,0,0,0,0,7,34,10,11,18,17,8,21,5,0,132
SAL50868,3,0,0,0,0,0,4,0,0,8,13,14,13,9,12,14,6,4,0,86
SAL50869,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,17
SAL50870,0,0,0,0,0,0,3,0,0,3,3,0,4,0,7,9,3,3,0,31
SAL50871,40,29,26,36,29,21,9,6,6,195,699,384,594,586,387,379,263,186,63,3541
SAL50872,3,0,0,0,0,0,0,0,0,9,5,3,0,6,5,0,0,0,0,19
SAL50873,245,123,177,195,158,127,75,47,41,1182,2638,1569,1868,1986,1477,1155,967,544,210,12419
SAL50874,68,44,62,43,66,31,29,21,11,373,1451,768,767,1084,1028,598,554,361,198,6805
SAL50875,62,44,34,42,45,47,22,3,0,298,851,508,451,539,545,486,310,105,31,3830
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,7,0,4,4,3,0,0,0,0,22
SAL50878,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,0,0,0,20
SAL50879,12,11,17,3,11,14,7,0,0,65,129,96,80,95,125,144,104,42,10,829
SAL50880,12,5,16,11,13,14,9,0,0,80,148,89,106,118,122,109,73,30,16,806
SAL50881,42,46,36,43,57,37,31,13,5,309,810,523,525,525,636,652,525,230,79,4499
SAL50882,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,12
SAL50883,0,0,0,0,0,7,0,3,0,12,8,0,4,6,4,11,7,7,0,51
SAL50884,0,0,3,0,0,0,0,0,0,9,0,0,10,11,0,0,0,0,0,25
SAL50885,0,0,0,0,0,0,0,0,0,6,9,0,0,10,6,7,9,0,0,39
SAL50886,0,0,0,0,0,0,0,0,0,0,11,0,5,6,0,3,3,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,5,0,3,0,0,0,3,12,0,0,4,0,6,4,0,0,20
SAL50889,0,3,0,3,0,0,0,0,0,9,19,15,49,11,8,15,12,6,0,128
SAL50890,147,144,150,146,157,150,114,128,100,1239,1022,938,1023,890,1074,1289,1376,823,362,8804
SAL50891,75,58,33,43,62,42,30,26,7,377,794,508,502,456,504,588,504,304,115,4279
SAL50892,0,6,0,0,0,0,0,0,0,6,0,6,0,4,12,5,13,3,0,42
SAL50893,51,32,39,28,31,34,26,9,0,253,813,579,487,602,582,475,425,182,81,4219
SAL50894,3,0,5,0,0,0,0,0,0,9,40,22,25,13,8,0,9,0,0,124
SAL50895,4,0,0,0,3,0,0,0,0,8,31,18,25,18,17,23,18,6,0,149
SAL50896,160,98,105,102,104,104,68,29,8,775,1910,1333,1339,1353,1354,1343,1032,565,258,10483
SAL50897,0,0,0,0,5,0,0,0,0,10,7,4,3,4,13,11,11,5,0,60
SAL50898,7,8,3,0,7,10,6,0,0,43,118,42,51,64,83,65,50,11,3,487
SAL50899,3,17,84,72,65,42,9,0,0,294,75,100,218,195,169,129,32,12,3,927
SAL50900,0,0,0,0,3,0,0,0,0,11,3,0,0,5,3,10,10,4,0,45
SAL50901,0,0,0,0,11,5,3,0,0,18,77,63,30,45,106,58,44,18,7,446
SAL50902,11,28,98,104,71,53,8,0,0,368,8,38,165,171,125,82,15,0,0,609
SAL50903,208,80,117,150,154,87,61,12,11,876,1927,766,1097,1519,1352,1019,828,291,125,8918
SAL50904,14,12,9,10,11,17,12,0,0,84,147,122,76,101,103,150,124,44,5,876
SAL50905,27,15,5,20,26,22,18,4,0,146,478,255,141,313,340,345,344,141,35,2390
SAL50906,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,0,0,10
SAL50907,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,4,0,0,17
SAL50908,0,0,0,0,0,0,0,0,0,0,18,3,6,8,13,7,9,6,4,58
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL50911,18,10,20,15,21,13,20,25,53,195,358,189,253,241,204,223,183,114,92,1854
SAL50912,0,0,3,12,7,5,3,0,0,37,0,7,14,24,32,24,12,5,0,120
SAL50913,12,0,0,3,8,0,6,0,0,27,36,14,18,22,31,32,33,23,5,229
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,5,4,0,0,20
SAL50916,0,0,3,5,0,7,0,0,0,12,32,13,10,23,27,32,20,16,0,174
SAL50917,137,106,261,193,134,94,76,27,7,1036,1728,1323,3215,2464,1572,1256,1073,449,114,13199
SAL50918,5,0,0,3,0,0,0,0,0,3,19,6,4,10,14,11,12,5,0,70
SAL50919,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,4,3,0,32
SAL50920,67,43,34,41,42,38,19,7,9,292,963,511,548,555,492,392,312,165,32,3970
SAL50921,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL50922,161,85,94,115,97,77,48,33,19,730,2014,993,1159,1228,1037,937,807,610,369,9160
SAL50923,3,4,3,11,0,0,6,0,0,31,43,25,15,33,22,38,44,12,5,232
SAL50924,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,0,17
SAL50925,53,23,30,34,48,29,16,12,4,247,351,263,307,317,332,326,218,106,38,2260
SAL50926,25,31,43,22,24,23,10,4,0,182,148,121,172,108,100,121,58,24,0,849
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SAL50928,0,3,0,0,0,0,0,3,0,14,33,13,13,11,27,26,28,12,3,174
SAL50929,0,0,0,0,0,0,4,0,0,7,0,3,0,0,10,3,3,0,0,29
SAL50930,0,0,0,0,4,0,0,0,0,12,27,12,8,15,29,24,26,8,7,159
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,72,42,45,45,63,67,25,14,12,379,1194,777,607,784,964,788,520,323,248,6204
SAL50933,16,11,20,17,12,16,21,43,19,176,339,278,151,209,290,321,313,436,365,2691
SAL50934,0,0,0,7,0,0,8,0,0,14,16,15,10,15,16,18,19,3,0,103
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,13
SAL50936,0,6,0,0,0,6,0,0,0,18,14,9,5,10,10,20,7,9,0,87
SAL50937,0,0,0,0,0,0,0,0,0,3,9,11,4,3,13,4,4,3,0,57
SAL50938,64,39,49,51,29,46,36,18,5,331,501,308,328,313,312,361,286,129,61,2604
SAL50939,129,62,59,69,67,33,36,36,46,544,1096,663,654,687,635,468,454,519,401,5587
SAL50940,0,30,73,52,26,12,0,0,0,193,4,29,75,61,28,17,0,5,0,219
SAL50941,13,9,3,3,7,4,9,0,0,39,60,24,16,39,41,34,32,11,3,263
SAL50942,6,0,0,0,0,0,0,0,0,0,13,0,4,0,4,8,0,3,0,35
SAL50943,3,0,3,0,0,0,0,0,0,4,10,0,5,4,3,0,0,0,0,17
SAL50944,56,28,33,44,25,33,18,11,3,259,518,343,394,368,364,382,269,153,50,2852
SAL50945,0,0,0,4,6,0,10,0,0,27,31,16,19,23,29,58,44,9,9,232
SAL50946,7,3,4,8,6,7,9,7,6,58,98,66,57,65,87,126,134,69,58,759
SAL50947,99,101,134,117,110,84,64,59,87,864,789,805,1166,882,802,682,553,365,275,6335
SAL50948,43,26,40,28,35,19,17,14,3,225,449,325,371,328,300,207,182,92,39,2283
SAL50949,3,0,0,0,3,0,4,4,0,16,19,4,5,11,26,15,15,14,0,101
SAL50950,78,35,72,64,35,33,13,0,0,339,570,209,430,416,233,172,61,11,0,2104
SAL50951,32,9,31,29,12,22,5,6,4,161,740,260,499,476,281,253,164,56,13,2736
SAL50952,7,0,5,4,9,6,0,5,0,29,62,21,27,21,41,43,37,16,4,284
SAL50953,0,5,3,4,16,5,3,5,0,42,73,56,37,43,89,75,77,35,3,490
SAL50954,4,0,0,3,0,0,0,0,0,12,7,3,5,8,9,7,0,0,0,39
SAL50955,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,16
SAL50957,23,11,9,9,3,11,13,7,0,87,186,93,78,92,103,149,153,78,23,953
SAL50958,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,0,11
SAL50959,0,0,0,0,0,0,0,0,0,5,9,3,4,4,10,10,4,0,0,49
SAL50960,62,81,49,46,78,95,33,21,18,490,1244,1260,559,770,1489,1264,654,453,167,7867
SAL50961,0,0,0,0,0,0,0,0,0,6,5,3,3,4,3,10,0,4,0,33
SAL50962,0,0,0,0,0,0,0,0,0,0,6,3,5,8,3,4,3,0,0,32
SAL50963,3,0,3,6,6,21,6,4,3,57,42,11,18,25,28,56,41,26,9,258
SAL50964,0,0,0,0,0,0,0,0,0,3,17,10,4,9,13,7,13,7,0,78
SAL50965,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,0,0,0,20
SAL50966,0,0,0,0,0,0,0,4,0,0,11,6,3,6,9,5,4,3,0,40
SAL50967,0,0,0,0,0,0,0,0,0,0,12,0,13,0,5,9,3,0,0,40
SAL50968,0,0,0,0,0,0,0,0,0,11,8,8,14,15,12,13,8,10,0,76
SAL50969,26,25,17,15,29,21,18,14,0,177,292,201,211,205,234,278,233,179,53,1890
SAL50970,182,80,92,103,86,65,40,20,4,667,1692,1172,1012,1004,951,1034,724,302,119,8000
SAL50971,0,4,3,5,3,0,0,0,0,16,9,11,16,18,20,0,0,0,0,87
SAL50972,3,0,0,0,4,0,0,0,0,12,4,4,9,0,3,14,0,5,4,40
SAL50973,3,0,0,0,0,4,0,0,0,11,22,5,13,13,14,14,4,4,0,89
SAL50974,0,0,0,3,0,0,3,0,0,11,9,4,3,10,14,10,9,6,0,58
SAL50975,0,4,0,0,6,0,0,0,0,18,23,25,13,19,43,36,39,16,4,216
SAL50976,0,0,0,0,4,0,0,0,0,17,6,5,3,5,14,7,18,0,6,62
SAL50977,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,3,0,0,0,25
SAL50978,0,0,0,0,0,9,3,0,0,16,3,3,3,9,11,68,49,17,3,163
SAL50979,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,0,0,0,21
SAL50980,16,6,3,8,8,9,7,0,0,60,83,34,34,40,64,71,46,13,0,394
SAL50981,3,0,0,0,0,0,0,0,0,7,18,4,3,9,11,12,6,7,0,63
SAL50982,3,0,0,0,0,0,0,0,0,8,21,12,11,12,9,7,6,0,0,63
SAL50983,0,6,4,4,4,9,6,3,0,45,29,18,24,12,31,39,30,21,3,213
SAL50984,0,0,0,0,0,0,3,0,0,9,0,0,4,4,0,0,11,5,0,34
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,7,0,0,0,25
SAL50987,14,9,10,8,8,8,9,5,0,73,60,36,22,36,47,37,36,6,4,286
SAL50988,46,27,39,24,28,35,30,15,7,251,341,195,202,173,218,249,212,115,51,1755
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,3,0,0,0,5,7,6,0,0,0,7,0,0,0,18
SAL50991,0,0,0,0,0,0,0,0,0,0,11,3,4,9,3,13,8,0,0,61
SAL50992,9,9,7,6,9,18,5,3,0,52,109,69,53,67,129,159,114,40,3,751
SAL50993,42,24,6,12,6,11,28,5,3,140,99,48,38,42,41,60,80,28,18,459
SAL50994,0,0,0,0,4,0,0,0,0,4,7,0,6,0,8,8,0,0,0,36
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14
SAL50996,24,10,13,10,12,10,3,3,0,86,199,94,97,97,155,145,101,41,7,944
SAL50997,41,22,25,22,17,10,11,11,0,165,151,81,122,95,110,99,58,31,17,774
SAL50998,242,180,250,236,196,184,109,89,41,1529,3626,2527,3639,3212,2736,2564,2247,1462,523,22539
SAL50999,0,0,3,0,0,0,0,0,0,7,0,10,6,5,8,4,11,4,0,42
SAL51000,90,92,91,86,96,92,73,58,40,712,1549,1185,1009,1139,1334,1141,995,594,211,9169
SAL51001,0,0,0,0,0,0,0,0,0,0,8,5,4,6,0,6,5,0,0,34
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,76,40,28,43,43,58,50,20,9,371,495,292,249,289,367,455,413,192,98,2855
SAL51005,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,9
SAL51006,0,0,3,9,12,5,0,0,0,33,28,17,26,12,17,11,0,4,0,116
SAL51007,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,0,0,0,12
SAL51008,43,30,38,29,30,23,44,40,46,333,920,678,354,511,761,657,572,365,181,4999
SAL51009,9,0,5,3,11,7,9,7,0,56,144,87,58,69,91,115,87,57,16,728
SAL51010,0,4,0,0,0,0,0,0,0,12,7,6,13,3,14,15,15,11,0,82
SAL51011,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,8
SAL51012,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,4,0,0,24
SAL51013,0,0,0,0,0,5,0,0,0,10,19,14,8,25,15,42,26,6,6,154
SAL51014,29,13,5,4,0,8,3,0,0,53,150,100,89,61,52,25,15,8,0,502
SAL51015,95,59,64,67,68,56,24,14,9,447,1865,838,1007,1384,1313,940,496,233,102,8183
SAL51016,45,33,41,38,39,43,40,15,3,291,668,375,362,425,470,520,361,152,35,3373
SAL51017,0,0,0,0,0,0,0,0,0,6,0,3,0,3,8,6,7,0,0,41
SAL51018,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,4,0,9
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,13
SAL51020,0,0,11,14,4,11,4,0,0,45,0,4,36,41,15,18,3,0,0,124
SAL51021,95,78,142,96,100,91,67,78,88,837,1520,1448,2064,1676,1420,1327,1058,498,316,11328
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,3,0,0,0,0,4,6,5,0,9,4,0,3,0,0,30
SAL51024,71,29,31,46,52,35,23,10,0,298,117,46,56,82,93,96,61,23,9,583
SAL51025,6,4,17,7,7,22,16,7,0,87,145,73,129,112,147,166,160,58,18,1007
SAL51026,38,20,31,42,39,26,22,9,4,227,477,338,319,379,379,463,384,213,54,2997
SAL51027,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,55,53,30,55,64,58,60,19,4,392,1240,851,718,1055,990,1024,937,467,187,7456
SAL51031,23,16,15,11,20,30,28,15,3,155,300,202,213,203,266,334,298,201,58,2067
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,4,32,87,64,50,33,5,0,0,271,15,83,257,183,146,91,19,0,0,794
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,0,23
SAL51035,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,16
SAL51036,67,43,39,43,57,40,18,12,0,319,669,399,390,396,450,401,336,167,52,3257
SAL51037,3,0,4,0,0,4,0,0,0,17,21,0,21,9,11,16,5,0,0,76
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,11,7,10,6,21,14,14,0,0,86,149,99,97,99,164,157,101,47,13,921
SAL51041,6,0,5,3,0,0,0,0,5,22,35,27,38,28,28,37,18,11,0,219
SAL51042,29,19,10,10,7,12,0,0,0,77,92,74,55,55,33,34,13,7,0,366
SAL51043,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,6,0,0,0,18
