SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL31301,9,0,3,4,7,3,8,4,0,42,133,88,76,84,76,90,74,42,3,667
SAL31302,29,16,13,20,17,6,7,3,0,120,328,176,146,227,245,199,164,60,12,1555
SAL31303,3,0,4,0,0,0,0,4,0,22,49,18,20,19,30,45,32,18,10,236
SAL31304,0,0,0,0,0,0,0,0,0,3,10,5,0,0,4,6,3,5,0,34
SAL31305,29,35,46,42,46,36,9,3,3,244,1010,689,652,827,879,598,289,106,31,5090
SAL31306,23,24,23,29,25,29,13,6,0,180,230,137,151,176,190,212,155,56,11,1306
SAL31307,8,0,0,4,10,5,4,0,0,28,45,28,25,28,51,63,72,11,0,326
SAL31308,0,0,0,0,0,6,3,0,0,6,7,0,4,6,0,8,0,0,0,27
SAL31309,0,0,4,0,0,3,0,0,0,7,15,8,17,4,7,19,14,10,0,87
SAL31310,33,18,20,21,18,16,10,6,0,136,475,210,259,305,247,205,86,30,4,1824
SAL31311,75,33,48,49,31,13,9,0,0,264,1320,580,873,1034,572,336,172,53,6,4944
SAL31312,112,62,56,66,64,37,32,15,10,451,687,554,476,481,494,413,375,319,106,3907
SAL31313,0,0,4,0,0,0,0,0,0,7,3,7,3,4,7,13,12,4,0,62
SAL31314,0,0,4,0,0,0,0,0,0,10,26,18,15,19,14,16,8,4,0,118
SAL31315,229,209,152,183,250,151,93,43,29,1335,3457,2515,2005,2462,2914,2349,1778,1035,433,18949
SAL31316,25,30,20,8,17,19,17,10,5,150,240,128,157,107,145,155,124,60,17,1130
SAL31317,5,10,12,7,9,14,5,0,0,60,83,74,68,56,86,76,38,14,0,504
SAL31318,27,28,22,34,28,21,8,7,0,188,556,323,484,489,419,305,209,75,32,2886
SAL31319,3,0,0,6,3,0,12,0,0,26,41,17,11,24,31,29,61,13,0,227
SAL31320,62,33,26,43,49,44,24,15,6,295,1003,574,504,783,748,609,417,213,65,4914
SAL31321,38,34,5,3,20,17,11,10,4,143,166,128,47,60,94,151,135,86,31,895
SAL31322,88,51,33,41,43,33,21,11,0,321,1043,676,592,640,740,666,375,161,31,4930
SAL31323,70,54,91,48,52,46,28,15,0,411,605,486,595,442,474,411,306,147,41,3512
SAL31324,28,46,53,35,27,20,17,5,0,237,311,466,568,343,290,175,100,48,21,2311
SAL31325,7,10,0,5,3,3,3,0,0,34,61,34,26,34,37,42,46,11,8,295
SAL31326,0,0,0,0,5,0,4,0,0,7,14,6,9,13,9,12,12,5,0,82
SAL31327,47,28,29,30,29,4,5,3,0,176,223,115,140,129,124,69,53,28,3,879
SAL31328,0,0,0,4,0,0,12,0,0,11,23,10,9,19,22,54,66,25,7,232
SAL31329,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SAL31330,80,56,29,52,78,62,64,36,17,459,1646,1014,607,947,1239,1166,1156,632,169,8568
SAL31331,44,53,110,63,55,60,43,36,48,510,758,989,1146,907,929,711,436,231,115,6229
SAL31332,0,0,0,0,5,0,0,0,0,5,5,5,3,0,4,5,5,0,0,28
SAL31333,100,49,66,67,77,50,44,25,13,484,1187,697,753,856,871,863,700,480,165,6576
SAL31334,0,0,0,0,0,0,3,0,0,10,3,5,0,0,6,4,3,0,0,16
SAL31335,0,0,3,0,3,0,0,0,0,7,7,8,5,12,9,5,3,0,4,60
SAL31336,16,15,5,8,13,17,7,4,0,93,403,257,106,233,397,290,178,90,17,1979
SAL31337,8,8,6,4,4,0,4,0,0,39,64,32,51,40,35,47,49,22,9,348
SAL31338,127,69,113,77,51,37,23,12,3,517,1393,843,1027,907,720,714,405,186,70,6268
SAL31339,4,4,0,0,0,0,0,0,0,9,12,12,3,8,6,17,14,0,0,76
SAL31340,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL31341,0,5,0,0,0,0,0,0,0,10,10,9,6,9,7,16,17,3,3,77
SAL31342,0,0,0,7,0,6,7,3,0,25,28,8,11,18,13,23,46,18,5,173
SAL31343,0,0,0,0,0,0,3,3,0,19,30,16,8,17,11,16,22,11,4,134
SAL31344,11,0,6,5,4,0,0,0,0,27,33,7,10,16,20,11,4,0,0,95
SAL31345,19,11,3,18,22,12,12,0,0,95,328,201,101,202,236,203,123,54,5,1444
SAL31346,140,62,66,90,78,54,40,14,16,568,1839,1108,1120,1351,1325,822,563,326,219,8671
SAL31347,53,57,57,55,43,42,32,38,44,426,1185,778,1042,1070,855,630,491,276,147,6468
SAL31348,38,23,42,48,55,51,31,7,6,307,345,215,263,304,413,439,296,98,25,2398
SAL31349,40,22,18,17,26,35,23,9,7,200,405,299,197,312,410,460,497,283,65,2930
SAL31350,123,75,90,66,42,26,11,6,0,442,1114,679,1060,643,409,278,191,68,17,4455
SAL31351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31352,51,48,32,24,48,39,26,38,8,311,454,304,264,267,359,418,424,254,130,2876
SAL31353,3,4,3,3,4,5,3,0,0,28,60,31,23,43,34,38,26,10,5,262
SAL31354,3,0,0,0,0,0,5,0,0,7,4,0,9,3,6,8,6,0,0,38
SAL31355,4,0,5,0,3,0,0,3,0,13,3,8,4,0,8,9,5,10,0,58
SAL31356,174,102,119,152,187,149,184,113,31,1208,1883,1407,1233,1579,2103,2261,2335,1346,376,14522
SAL31357,48,8,15,7,10,8,5,4,0,112,295,149,170,117,122,84,46,14,6,1004
SAL31358,3,0,3,0,3,6,4,3,4,22,23,19,16,13,26,13,18,4,3,128
SAL31359,42,13,7,4,5,0,7,0,0,83,136,97,90,65,62,53,25,5,0,533
SAL31360,8,7,0,3,9,14,15,8,0,74,61,26,17,43,82,107,93,52,7,486
SAL31361,0,0,6,0,0,0,0,0,0,10,10,9,14,11,5,19,14,0,0,83
SAL31362,3,6,11,6,5,17,10,0,0,64,62,34,49,49,74,162,131,37,8,611
SAL31363,10,0,4,4,3,5,4,5,0,35,50,21,18,31,22,25,26,11,0,213
SAL31364,9,4,6,5,6,0,6,0,0,37,42,15,20,21,24,29,37,17,0,205
SAL31365,22,6,15,3,18,18,10,12,4,105,181,121,84,99,170,243,289,145,52,1394
SAL31366,0,0,0,0,0,0,0,0,0,0,11,18,9,4,0,5,0,0,0,48
SAL31367,0,0,0,0,0,0,3,0,0,5,39,20,27,19,26,54,50,17,3,251
SAL31368,23,6,10,6,3,3,5,0,0,52,65,29,27,28,29,26,21,9,0,238
SAL31369,25,19,35,10,22,23,16,7,6,170,216,111,152,98,137,148,138,83,30,1113
SAL31370,0,0,0,0,0,0,3,0,4,6,10,3,10,11,5,34,37,26,4,127
SAL31371,0,0,0,0,0,0,0,0,0,0,10,7,8,5,13,3,0,0,0,49
SAL31372,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9
SAL31373,0,0,0,0,0,5,0,0,0,5,4,0,0,10,0,4,0,0,0,24
SAL31374,9,4,10,8,3,4,6,0,6,49,99,58,40,67,102,110,78,27,7,592
SAL31375,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,3,0,19
SAL31376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31377,0,0,0,0,0,0,4,0,0,9,6,0,0,0,7,10,8,0,6,32
SAL31378,24,20,15,15,25,7,4,5,0,122,228,222,194,176,174,190,115,56,22,1374
SAL31379,0,0,0,5,11,3,0,0,0,18,79,39,54,27,38,24,10,0,0,275
SAL31380,46,61,62,39,32,26,12,0,0,286,943,740,760,708,633,358,235,129,54,4563
SAL31381,0,0,0,0,0,0,0,0,0,0,3,5,4,0,6,7,0,7,0,31
SAL31382,4,7,3,9,0,5,9,0,0,44,45,30,31,47,46,79,71,35,4,385
SAL31383,9,9,9,15,13,13,4,4,0,71,58,23,27,58,45,52,30,10,0,310
SAL31384,12,6,7,11,10,11,3,4,0,71,151,99,63,78,148,145,96,29,0,812
SAL31385,0,0,0,3,3,0,0,3,0,9,25,10,10,23,17,19,13,6,0,128
SAL31386,5,0,0,3,5,4,0,0,0,24,78,52,37,51,69,70,66,19,6,457
SAL31387,28,15,5,19,12,18,14,7,0,120,177,96,72,125,139,217,175,67,8,1071
SAL31388,533,253,233,209,191,177,102,58,18,1772,3648,2179,2044,1728,1808,1801,1185,658,231,15273
SAL31389,90,110,103,101,78,51,53,30,14,631,2432,2570,2023,2090,1696,1142,980,516,162,13622
SAL31390,101,65,58,50,70,72,53,38,18,515,700,458,452,398,521,647,562,466,254,4455
SAL31391,0,0,3,0,0,0,0,0,0,4,10,6,9,6,12,9,3,0,0,63
SAL31392,14,8,12,13,17,7,9,14,4,93,172,70,91,83,124,153,114,92,31,936
SAL31393,0,0,0,0,0,0,0,0,0,8,12,4,3,4,13,3,14,3,0,64
SAL31394,36,12,7,5,3,0,4,3,0,76,218,93,74,45,15,31,22,4,0,498
SAL31395,17,0,7,3,11,15,11,5,4,72,77,42,61,33,58,66,54,25,13,429
SAL31396,0,0,0,0,0,4,0,0,0,10,19,12,16,9,17,17,13,12,5,119
SAL31397,44,28,15,31,21,22,20,0,0,193,567,262,230,353,358,353,364,146,27,2653
SAL31398,22,7,14,8,6,18,5,13,6,111,173,131,172,108,130,129,85,108,64,1091
SAL31399,45,22,29,19,18,25,19,10,3,192,302,128,202,162,148,190,183,91,40,1454
SAL31400,0,4,0,0,9,6,0,0,0,13,14,7,8,10,12,13,10,4,0,79
SAL31401,6,3,4,0,4,8,13,0,5,44,20,19,12,11,25,45,37,15,3,189
SAL31402,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,5,0,0,22
SAL31403,8,0,0,0,7,0,3,0,0,16,45,12,20,26,31,22,17,17,0,190
SAL31404,6,0,3,4,3,0,0,0,0,29,113,41,43,58,77,54,42,26,7,460
SAL31405,34,39,36,40,37,36,30,40,54,341,313,308,301,304,342,340,254,199,122,2468
SAL31406,0,4,0,0,4,0,5,0,0,18,35,16,19,20,25,25,19,19,0,177
SAL31407,0,0,5,0,0,3,3,0,0,13,0,0,4,6,5,12,9,3,0,30
SAL31408,3,126,361,219,92,22,14,7,0,837,53,169,390,251,144,90,44,21,4,1173
SAL31409,0,5,0,0,3,4,0,0,0,13,28,24,9,15,17,19,8,0,6,135
SAL31410,6,3,4,0,11,4,0,0,0,24,31,23,17,22,27,28,36,6,0,184
SAL31411,0,0,0,0,0,0,0,0,0,0,8,0,0,4,7,14,7,6,3,44
SAL31412,10,4,0,3,0,9,0,0,0,33,21,11,10,11,13,25,23,8,0,113
SAL31413,3,0,0,4,5,6,0,0,0,23,32,14,13,21,21,26,13,9,4,163
SAL31414,3,4,0,0,0,0,5,0,0,15,33,26,10,24,35,47,27,7,0,205
SAL31415,0,0,0,3,0,0,0,0,0,9,4,10,4,9,11,27,24,11,0,100
SAL31416,0,0,0,0,4,5,3,0,0,15,31,16,28,13,25,42,46,12,0,218
SAL31417,4,4,4,0,4,6,8,0,0,37,44,13,21,24,35,28,36,13,5,213
SAL31418,0,0,0,4,0,4,0,3,0,12,28,8,15,13,29,31,14,18,4,155
SAL31419,0,4,0,0,4,4,0,0,0,10,21,14,8,9,34,22,16,6,0,122
SAL31420,0,0,0,0,0,0,3,0,0,3,3,9,0,6,8,8,4,7,3,49
SAL31421,0,9,9,0,0,4,0,3,0,18,9,7,8,9,4,8,6,3,0,55
SAL31422,0,3,0,0,0,0,0,0,0,6,5,11,0,3,9,8,3,0,0,45
SAL31423,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,17
SAL31424,37,22,33,34,31,30,18,0,4,209,533,278,335,389,467,438,307,122,17,2882
SAL31425,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,10,3,0,0,35
SAL31426,0,3,0,0,6,0,3,0,0,13,38,26,7,22,38,24,32,16,3,217
SAL31427,0,0,0,0,5,0,0,0,0,10,43,22,15,24,28,40,11,13,7,207
SAL31428,35,23,21,36,33,24,10,3,3,189,652,319,457,512,418,310,307,126,41,3141
SAL31429,23,7,11,12,22,14,10,18,11,123,170,66,79,82,129,158,160,106,47,1004
SAL31430,0,4,0,5,0,3,0,0,0,16,10,10,7,7,11,27,24,4,0,107
SAL31431,0,4,0,0,5,7,0,0,0,15,6,17,4,8,9,19,3,0,0,72
SAL31432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31433,3,0,0,4,0,3,0,0,0,12,16,14,3,10,24,15,15,5,0,105
SAL31434,6,3,6,6,5,6,5,0,0,38,72,37,30,57,51,37,22,22,6,343
SAL31435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31436,0,0,0,0,0,0,0,0,0,0,16,3,12,4,6,7,0,3,0,49
SAL31437,31,19,12,23,26,10,11,6,0,131,431,209,222,244,243,234,142,66,7,1797
SAL31438,7,0,3,4,6,4,8,0,0,29,57,10,29,29,27,28,27,18,4,229
SAL31439,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,10,22,6,0,41
SAL31440,205,111,84,101,106,79,25,16,0,730,1659,945,861,1101,1067,869,582,264,75,7423
SAL31441,0,3,0,0,0,8,0,0,0,12,50,22,28,17,23,31,22,3,6,197
SAL31442,8,3,0,3,0,4,0,5,0,26,24,8,10,18,14,9,10,4,0,97
SAL31443,6,0,0,3,0,6,0,0,0,18,12,6,6,10,13,10,8,0,0,70
SAL31444,46,32,37,37,36,48,26,14,3,277,1014,654,584,825,754,575,499,327,95,5320
SAL31445,0,0,0,0,5,0,0,0,0,6,13,12,3,5,14,9,8,5,0,70
SAL31446,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL31447,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,7
SAL31448,0,0,0,0,0,3,3,0,0,10,11,0,0,3,6,8,6,5,0,46
SAL31449,0,0,0,0,0,0,0,0,0,0,17,5,5,7,13,11,12,8,0,73
SAL31450,13,5,11,9,4,9,0,0,0,53,103,39,51,47,37,78,39,21,0,414
SAL31451,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,4,0,0,0,15
SAL31452,19,3,14,3,9,12,0,0,0,64,233,115,175,122,129,147,122,70,13,1135
SAL31453,0,4,3,4,6,3,0,0,0,24,20,24,15,17,34,28,19,7,0,172
SAL31454,0,0,0,4,4,7,0,0,0,14,14,8,0,9,7,8,9,4,0,60
SAL31455,52,14,28,25,29,18,15,5,4,202,800,480,475,509,490,417,273,128,23,3600
SAL31456,4,0,4,0,0,0,7,3,0,22,30,14,15,21,35,26,23,8,0,164
SAL31457,40,25,58,40,46,26,18,0,0,249,393,189,358,339,310,234,172,55,9,2047
SAL31458,0,5,4,8,0,0,0,0,0,11,89,46,121,50,26,29,11,0,0,384
SAL31459,27,8,15,17,23,33,12,12,0,156,139,70,62,89,154,240,157,87,15,1020
SAL31460,5,13,15,21,11,20,10,3,0,95,112,61,82,71,59,92,46,15,5,549
SAL31461,0,0,4,0,0,3,5,0,0,13,33,13,14,20,25,39,34,9,4,195
SAL31462,6,0,0,3,0,0,0,0,0,7,14,6,3,17,0,10,3,0,0,60
SAL31463,4,0,5,3,3,4,0,0,0,20,24,20,11,20,16,23,12,6,0,131
SAL31464,0,0,0,0,0,0,0,0,0,7,21,13,7,16,17,10,3,14,0,94
SAL31465,8,4,3,4,7,3,10,0,0,37,86,48,36,49,57,69,54,30,4,430
SAL31466,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,0,3,19
SAL31467,8,0,0,0,0,4,5,0,0,16,49,31,24,35,32,36,25,8,3,248
SAL31468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31469,3,3,3,0,8,4,0,5,0,27,97,54,45,53,72,64,55,41,7,490
SAL31470,4,3,3,5,5,4,0,0,0,21,12,4,6,16,14,13,9,14,0,97
SAL31471,27,15,11,17,19,12,8,7,0,120,249,133,136,164,144,157,160,80,24,1246
SAL31472,44,21,17,18,31,9,5,0,5,146,493,292,182,298,366,249,139,74,56,2144
SAL31473,0,0,0,0,0,0,0,0,0,0,8,5,3,3,4,0,3,0,0,27
SAL31474,43,20,17,16,42,20,23,16,0,194,593,368,350,341,383,289,346,215,84,2968
SAL31475,420,254,265,244,206,148,109,72,104,1824,4407,2782,3463,3017,2671,2290,1822,958,349,21761
SAL31476,0,4,0,0,0,0,6,0,0,12,3,3,3,0,12,15,14,4,0,53
SAL31477,0,5,4,0,0,0,0,0,0,9,20,11,9,7,13,15,17,6,0,103
SAL31478,18,10,12,14,23,13,7,0,0,99,197,111,119,131,182,126,78,22,3,962
SAL31479,23,10,5,10,24,9,6,4,0,102,142,59,59,69,96,113,79,35,9,659
SAL31480,0,0,0,0,4,5,3,0,0,15,22,14,0,16,22,29,17,8,0,129
SAL31481,62,108,221,142,96,93,73,38,0,837,588,1343,2617,1475,1128,1083,838,434,180,9689
SAL31482,0,3,3,0,0,3,4,0,0,13,28,11,21,12,12,23,23,11,0,143
SAL31483,33,20,15,27,33,9,12,3,0,162,591,338,297,424,471,381,227,77,28,2827
SAL31484,0,4,0,0,0,0,0,0,0,3,4,4,3,3,6,6,9,4,0,41
SAL31485,75,35,40,53,56,47,13,6,3,325,1319,687,599,846,821,664,409,156,31,5521
SAL31486,39,19,21,30,24,29,20,7,0,182,740,440,379,553,600,522,369,161,23,3800
SAL31487,4,0,7,5,6,10,4,7,0,33,16,3,10,12,21,29,23,19,0,128
SAL31488,15,5,5,9,9,0,6,0,0,50,107,37,46,86,31,10,16,11,0,337
SAL31489,0,4,0,7,6,0,0,0,0,21,75,51,52,49,63,73,38,14,4,416
SAL31490,0,0,0,3,0,5,13,6,0,28,10,10,9,14,22,68,74,26,0,240
SAL31491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31492,6,8,8,7,10,10,3,10,0,64,41,28,41,46,78,125,84,44,6,487
SAL31493,124,55,67,85,47,63,42,12,18,520,854,567,587,587,471,495,430,256,188,4434
SAL31494,0,0,0,0,0,0,0,0,0,4,5,4,0,0,3,0,4,0,0,24
SAL31495,83,47,30,52,44,48,62,47,42,453,858,509,462,551,591,727,869,577,326,5460
SAL31496,137,83,107,76,58,57,72,66,66,711,1862,1113,1597,1263,865,778,897,659,392,9419
SAL31497,96,96,112,95,74,57,40,9,5,589,1801,1344,1792,1635,1425,915,569,262,159,9907
SAL31498,5,0,0,3,6,0,0,0,0,10,38,7,12,28,16,21,29,4,0,157
SAL31499,341,183,167,182,169,134,69,18,0,1255,2500,1512,1337,1360,1420,1202,858,342,63,10599
SAL31500,41,122,92,46,50,36,14,8,5,410,1059,2151,1800,1113,826,457,287,147,76,7909
SAL31501,3,0,0,0,0,0,0,0,0,3,12,3,4,7,0,0,12,0,5,49
SAL31502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL31503,6,5,4,0,0,5,6,0,0,32,88,53,65,64,64,116,100,58,14,604
SAL31504,90,48,26,57,55,47,33,25,11,399,2134,1196,772,1462,1478,1008,731,664,226,9675
SAL31505,20,21,3,20,21,18,11,9,4,125,466,293,99,272,402,288,307,212,112,2448
SAL31506,0,0,0,3,0,0,3,0,0,12,17,9,5,17,17,27,31,9,0,136
SAL31507,3,17,6,0,16,9,12,11,0,80,115,91,61,72,105,102,121,43,7,722
SAL31508,36,20,19,15,22,8,3,3,0,131,467,233,255,306,283,241,178,66,10,2050
SAL31509,0,0,0,0,0,0,0,0,0,3,8,10,5,10,5,10,7,3,0,60
SAL31510,3,0,0,0,0,0,0,0,0,7,5,0,6,3,3,4,10,0,0,21
SAL31511,0,0,0,0,0,0,0,0,0,8,15,16,10,9,29,15,9,5,0,108
SAL31512,76,47,44,59,35,30,30,27,15,370,1326,779,966,1012,905,639,618,499,267,7014
SAL31513,82,45,35,41,51,40,38,61,39,425,842,518,472,469,503,531,483,460,215,4501
SAL31514,6,0,0,3,9,6,5,3,0,39,34,27,20,26,54,73,78,54,8,374
SAL31515,0,0,0,0,0,0,0,0,0,3,89,50,31,26,40,12,8,9,0,261
SAL31516,0,0,0,5,4,0,8,0,0,23,52,33,28,31,49,59,49,8,4,306
SAL31517,101,52,66,67,94,82,44,26,5,546,1113,547,657,857,930,920,692,322,99,6133
SAL31518,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,0,19
SAL31519,3,4,4,4,0,8,0,0,0,22,60,27,33,47,58,59,49,27,4,374
SAL31520,3,0,0,0,3,4,0,0,0,13,10,9,0,10,11,11,9,3,0,60
SAL31521,9,0,0,0,5,12,7,8,0,39,44,13,19,20,24,33,52,19,3,218
SAL31522,7,6,3,6,4,0,5,3,0,36,25,30,13,20,28,29,33,9,0,191
SAL31523,7,3,0,3,0,9,12,0,0,39,50,21,24,26,27,36,22,5,0,219
SAL31524,0,3,0,4,5,0,6,0,0,23,13,14,9,14,20,21,23,8,0,125
SAL31525,11,0,3,5,0,0,0,0,0,28,145,59,61,100,104,87,107,41,7,714
SAL31526,0,0,3,0,0,0,0,0,0,6,9,9,9,4,16,3,11,0,0,68
SAL31527,52,38,42,53,32,32,18,18,6,287,375,185,308,320,195,227,206,114,57,1996
SAL31528,7,4,3,3,4,6,4,4,0,26,62,23,38,45,21,23,11,7,0,228
SAL31529,18,6,11,8,12,10,8,6,4,72,104,44,38,69,96,124,133,65,20,689
SAL31530,3,3,0,0,0,3,0,0,0,13,16,9,6,8,26,31,14,5,5,124
SAL31531,9,9,15,8,10,17,20,7,5,102,109,86,54,63,110,153,187,101,49,918
SAL31532,0,0,0,0,0,0,0,0,0,7,9,0,0,4,0,0,3,0,0,23
SAL31533,0,0,0,4,3,0,5,0,0,7,0,0,4,4,10,7,5,0,0,28
SAL31534,24,8,10,10,13,21,15,0,0,105,144,57,73,87,145,173,118,41,8,844
SAL31535,60,29,30,21,39,26,14,6,0,230,523,282,338,287,375,305,199,73,17,2396
SAL31536,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,8,10,3,0,34
SAL31537,11,3,4,7,3,12,3,0,0,53,48,15,18,21,23,36,19,5,0,183
SAL31538,5,0,5,0,5,0,0,0,0,13,16,7,9,4,17,11,9,0,0,71
SAL31539,0,0,0,0,0,0,0,0,0,0,10,4,4,5,0,3,3,0,0,20
SAL31540,14,5,0,0,9,4,4,0,0,31,88,45,23,44,69,49,30,6,0,363
SAL31541,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,0,0,0,21
SAL31542,232,136,124,109,96,95,92,49,28,959,2051,1294,1392,1114,1093,1158,1165,675,317,10266
SAL31543,16,35,43,24,42,54,46,22,7,285,221,247,373,302,431,559,589,262,52,3042
SAL31544,0,0,0,0,0,0,0,0,0,5,14,4,0,11,3,6,3,12,0,55
SAL31545,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,0,15
SAL31546,8,3,3,4,0,3,0,0,0,30,223,79,70,147,110,83,54,17,8,782
SAL31547,51,20,20,17,40,17,17,4,0,187,529,234,291,271,306,244,171,96,22,2159
SAL31548,402,227,256,218,180,123,69,28,4,1522,2372,1607,1656,1260,1278,1059,838,367,66,10506
SAL31549,21,3,9,7,9,13,20,7,0,94,92,44,44,60,84,117,132,81,13,674
SAL31550,0,3,0,0,0,0,0,0,0,6,13,16,5,12,20,31,6,4,3,105
SAL31551,4,0,0,3,0,0,0,0,0,8,17,3,6,7,9,13,11,0,0,69
SAL31552,0,3,0,0,3,3,0,0,0,10,12,11,6,9,6,19,8,7,0,80
SAL31553,0,0,0,0,0,0,0,0,0,0,9,4,10,6,3,3,0,0,0,32
SAL31554,165,107,93,106,105,101,78,62,38,863,1722,1123,981,1199,1283,1158,1183,745,354,9745
SAL31555,0,0,0,0,0,0,0,0,0,9,19,6,9,7,14,7,7,0,0,70
SAL31556,65,28,31,27,14,11,6,0,0,182,765,329,488,418,254,167,69,17,4,2513
SAL31557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL31558,415,295,249,274,270,178,102,54,19,1852,4187,2912,2487,2692,2859,2529,1900,923,287,20780
SAL31559,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,5,0,17
SAL31560,34,19,30,31,25,18,9,0,0,164,616,204,334,372,241,187,181,63,18,2205
SAL31561,0,0,0,0,0,0,0,0,0,3,10,0,0,7,15,12,5,5,0,59
SAL31562,16,11,7,17,21,7,7,5,0,102,114,66,41,90,112,109,94,35,3,676
SAL31563,9,8,10,12,11,13,7,7,0,74,116,81,53,76,139,96,60,31,3,654
SAL31564,9,7,3,6,10,4,10,0,0,44,29,18,18,27,39,27,35,21,6,211
SAL31565,0,0,0,0,0,5,4,0,0,9,13,9,3,5,15,15,19,9,0,89
SAL31566,0,0,0,0,4,3,0,0,0,3,0,0,3,0,7,9,5,0,0,33
SAL31567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31568,88,62,77,63,51,36,26,13,3,416,880,555,664,576,488,475,348,192,71,4252
SAL31569,23,14,13,18,34,19,24,9,4,163,251,131,101,158,265,306,331,141,28,1697
SAL31570,5,0,0,0,0,3,0,0,0,14,5,3,7,0,7,12,8,6,4,47
SAL31571,0,0,5,0,9,0,8,0,0,11,0,8,3,0,7,6,14,6,0,43
SAL31572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31573,0,4,0,0,0,0,0,0,0,8,0,5,3,0,11,11,10,5,0,45
SAL31574,19,7,9,19,15,18,26,5,0,104,154,52,62,112,108,122,129,22,4,772
SAL31575,88,32,49,14,35,26,7,7,0,256,282,190,184,103,169,85,49,12,0,1079
SAL31576,0,0,0,0,0,6,4,0,0,13,8,0,3,0,13,17,5,9,0,62
SAL31577,0,0,0,0,0,0,0,0,0,5,0,6,0,4,7,5,0,4,0,26
SAL31578,10,9,10,5,13,4,8,0,0,56,93,45,44,57,75,63,46,22,3,455
SAL31579,0,0,0,0,0,4,0,0,0,5,17,14,3,26,18,14,11,5,0,104
SAL31580,4,0,5,4,0,0,5,0,0,18,14,17,6,23,18,24,14,5,0,120
SAL31581,0,0,0,0,0,0,3,0,0,5,8,3,6,4,11,19,16,11,6,77
SAL31582,36,21,23,28,24,15,21,6,0,182,506,284,329,343,352,287,347,169,85,2700
SAL31583,3,9,3,0,6,5,0,0,0,27,36,26,20,26,37,42,28,14,4,223
SAL31584,3,8,3,4,6,3,3,0,0,41,47,31,35,22,34,51,55,27,3,301
SAL31585,0,0,0,0,0,0,0,0,0,5,0,8,4,5,6,0,0,0,4,22
SAL31586,0,0,0,0,0,0,0,0,0,8,3,6,4,0,6,3,5,0,0,28
SAL31587,4,0,0,0,0,0,0,0,0,5,12,0,3,11,11,14,12,3,0,69
SAL31588,127,58,58,74,58,38,19,17,5,465,2065,1242,1170,1284,1112,895,606,293,67,8737
SAL31589,121,36,52,74,48,92,59,30,0,516,606,282,271,413,470,568,424,198,39,3273
SAL31590,11,6,12,8,21,22,9,0,3,81,156,101,68,97,156,169,133,70,11,968
SAL31591,6,3,0,5,3,3,0,4,0,24,33,6,10,10,18,36,21,13,0,158
SAL31592,0,0,0,0,0,0,0,0,0,0,4,18,0,3,5,6,4,4,0,38
SAL31593,14,15,3,9,31,25,19,7,3,127,69,73,46,50,122,152,145,79,15,742
SAL31594,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,5,0,4,0,10
SAL31595,0,0,0,0,0,0,0,0,0,0,8,4,4,8,10,5,0,0,0,36
