SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL10791,8,0,21,19,12,3,5,12,4,96,0,0,0,0,0,0,0,0,0,3,0,6,3,3,3,0,0,4,0,28,4,7,6,8,12,5,9,16,16,78,144,546,189,219,263,117,141,120,42,1787
SAL10792,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,73,60,9,7,20,0,6,8,0,189
SAL10793,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,19,3,9,3,0,4,0,74
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
SAL10795,0,4,3,4,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,5,9,0,0,0,8,3,26,146,140,91,83,66,33,31,57,8,651
SAL10796,21,3,49,27,12,15,5,17,0,162,0,0,0,4,0,0,0,0,0,9,11,11,7,3,7,0,4,3,6,62,3,17,4,6,14,5,7,7,17,82,463,1248,371,365,518,230,118,204,65,3575
SAL10797,0,0,4,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,14,33,50,31,17,11,10,27,0,184
SAL10798,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,44,32,26,13,22,6,20,16,0,170
SAL10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,17
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9
SAL10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,4,3,0,3,0,31
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,12,31,42,38,14,22,10,10,8,3,181
SAL10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,4,0,25
SAL10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,9,6,0,4,0,3,0,4,46
SAL10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,17
SAL10807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,13,10,8,0,9,5,0,83
SAL10808,10,8,32,25,12,10,6,7,0,119,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,3,4,0,0,19,5,0,9,11,7,6,3,9,9,45,196,579,386,334,246,115,88,96,22,2059
SAL10809,3,0,3,5,9,7,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,66,194,65,49,69,13,13,29,6,507
SAL10810,3,4,26,12,3,3,4,8,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,4,4,15,113,247,189,184,132,47,53,53,9,1029
SAL10811,3,0,3,4,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,47,75,40,28,33,7,9,7,3,253
SAL10812,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,43,39,38,18,24,5,16,9,5,191
SAL10813,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,0,0,0,4,3,0,36
SAL10814,26,6,58,32,35,22,11,8,0,201,0,0,0,0,0,0,0,0,0,3,17,10,9,7,0,4,7,6,3,63,10,14,17,8,20,9,3,6,21,108,815,1438,776,531,645,270,144,171,70,4866
SAL10815,28,12,42,25,36,17,0,10,5,174,0,0,0,0,0,0,0,0,0,0,15,16,10,5,9,0,0,0,0,58,22,13,8,11,27,6,4,5,7,113,1181,1534,593,392,694,268,75,127,67,4922
SAL10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8
SAL10817,36,14,79,24,35,25,16,22,0,253,0,0,4,0,0,0,0,0,0,8,22,41,10,10,25,12,6,3,6,133,21,34,19,15,25,7,4,10,48,186,1520,4104,901,747,1441,547,262,309,193,10025
SAL10818,17,4,38,22,20,11,8,30,0,149,0,0,0,0,0,0,0,0,0,3,12,6,3,8,6,10,3,5,4,59,5,8,14,13,11,9,0,11,16,83,469,1221,388,391,557,264,148,245,76,3774
SAL10819,0,0,10,4,5,5,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,16,3,4,5,0,4,0,0,6,5,27,148,335,116,69,171,47,70,37,26,1012
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,7,8,8,3,0,3,0,56
SAL10822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,3,4,0,0,9,0,37
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,0,0,0,8,4,4,3,0,0,22,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,3,4,6,19,39,149,71,103,81,33,61,44,24,604
SAL10826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,3,4,3,7,0,12,13,0,64
SAL10827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,5,3,4,5,9,0,49
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL10829,5,4,18,4,4,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,7,19,125,343,111,94,78,37,23,38,10,856
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9
SAL10831,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,14,16,3,8,5,9,4,0,84
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,14
SAL10833,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,13,8,0,0,6,0,44
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8
SAL10836,4,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,106,159,31,25,59,21,9,9,3,427
SAL10837,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,0,6,21,13,42,35,53,37,19,22,18,10,249
SAL10838,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,7,6,5,3,0,7,6,3,50
SAL10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8
SAL10840,0,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,23,0,4,11,0,5,3,0,6,6,29,151,163,99,41,86,14,13,18,18,615
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,13,6,61,42,14,16,8,35,0,195,0,0,0,0,0,0,0,4,0,4,0,0,4,3,4,3,3,9,0,27,8,7,14,15,6,13,10,37,10,107,218,337,360,428,265,151,119,315,27,2223
SAL10843,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,25,13,3,8,4,0,6,10,0,72
SAL10844,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,17,3,5,0,0,0,0,0,0,3,9,280,421,48,30,101,58,3,15,18,980
SAL10845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,8,12,15,0,0,5,0,77
SAL10846,67,18,84,46,58,59,13,27,7,383,0,0,0,0,6,0,0,0,0,14,51,58,8,17,41,23,4,3,3,204,38,40,18,10,33,18,9,11,52,236,3280,6273,1214,978,2115,857,239,355,220,15539
SAL10847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,0,8,3,0,45
SAL10848,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,15,7,6,0,0,0,0,0,0,7,18,346,591,30,30,110,53,5,10,21,1194
SAL10849,5,0,6,7,12,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,62,69,79,33,65,19,33,23,9,395
SAL10850,7,3,21,22,7,8,0,6,0,68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,7,13,3,9,4,0,0,0,3,3,34,244,407,167,117,148,57,24,48,18,1238
SAL10851,22,6,40,21,30,10,19,20,5,186,0,0,0,0,0,0,0,0,0,3,5,11,9,12,0,5,8,7,3,63,13,18,17,17,14,3,10,16,31,132,556,1243,551,488,622,251,275,217,82,4289
SAL10852,0,0,14,13,4,3,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,0,6,0,22,53,82,95,87,67,43,26,53,9,506
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,5,0,3,0,0,8,0,29
SAL10855,5,0,8,5,11,6,6,5,0,47,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,9,0,0,5,4,0,0,0,5,23,108,215,148,91,113,39,53,51,16,842
SAL10856,0,0,5,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,64,108,57,48,44,17,13,15,6,369
SAL10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,10
SAL10858,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,103,61,79,34,69,20,29,14,6,421
SAL10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,4,0,16
SAL10861,7,0,14,14,3,6,0,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,6,3,5,0,0,0,7,27,180,379,210,161,143,43,35,48,18,1216
SAL10862,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,27,30,34,9,21,13,3,9,0,145
SAL10863,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,8,3,7,0,0,5,0,50
SAL10864,12,0,19,12,12,3,10,8,0,75,0,0,0,0,0,0,0,0,0,0,5,7,0,0,10,0,4,0,0,30,0,0,9,6,14,4,3,4,6,55,304,547,258,182,324,107,108,75,29,1931
SAL10865,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,53,41,18,39,5,11,13,3,239
SAL10866,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,5,3,5,3,5,0,43
SAL10867,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8
SAL10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,8,11,8,8,10,8,4,87
SAL10870,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,13,5,12,7,0,0,6,55
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,4,0,16,6,4,3,0,3,0,45,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9,5,0,0,0,24,6,4,0,0,6,0,0,0,5,24,244,497,65,85,122,73,8,25,19,1144
SAL10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,12
SAL10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,21
SAL10875,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,8,10,10,3,5,6,0,89
SAL10876,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,30,11,12,8,8,5,10,0,109
SAL10877,37,13,112,67,25,33,24,41,3,357,0,0,0,0,0,5,0,0,0,10,3,0,6,11,4,0,5,9,3,51,5,11,21,20,10,6,15,18,22,128,316,520,695,616,335,215,311,292,57,3356
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,0,0,10,4,6,8,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,3,0,0,14,58,77,115,87,48,41,41,30,7,506
SAL10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,23
SAL10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12
SAL10882,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10
SAL10883,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,18,6,9,0,8,0,69
SAL10884,18,7,93,48,31,23,12,13,0,243,0,0,0,0,0,0,0,0,0,0,0,15,4,10,10,4,0,0,3,48,6,14,14,9,12,5,6,16,15,84,599,1780,844,624,660,212,164,211,72,5168
SAL10885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,3,0,5,0,0,22
SAL10886,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,9,11,4,12,7,3,4,3,55
SAL10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10888,4,0,23,10,9,0,3,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,3,6,0,0,4,5,16,68,96,143,144,67,38,47,59,12,676
SAL10889,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,4,0,0,0,3,0,19
SAL10890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,6,6,0,4,3,0,36
SAL10891,45,13,120,43,27,32,7,27,3,315,0,0,0,0,3,0,0,0,0,6,35,43,9,7,15,13,0,4,4,134,22,29,22,19,27,17,5,7,41,191,1914,4549,668,684,1259,662,160,297,193,10383
SAL10892,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,4,11,150,272,38,28,80,29,0,9,14,624
SAL10893,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,7,6,3,3,6,3,0,51
SAL10894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,11,0,4,0,0,6,3,50
SAL10895,0,0,3,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,11,4,0,0,0,0,0,0,0,0,8,178,459,56,44,113,32,11,13,3,910
SAL10896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,4,0,0,0,17
SAL10897,29,6,29,14,24,10,6,11,4,133,0,4,0,0,0,4,0,0,0,9,15,31,3,9,28,10,3,4,4,112,15,22,8,4,21,9,0,5,17,95,1541,3350,504,437,1101,330,117,135,127,7643
SAL10898,12,6,21,15,18,8,6,5,4,96,0,0,0,0,0,0,0,0,0,5,5,5,3,5,8,0,3,0,0,31,14,3,13,10,15,9,15,12,14,100,275,676,333,278,369,151,153,156,62,2439
SAL10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL10900,8,0,8,4,10,7,4,4,0,46,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,3,17,6,4,0,0,5,0,0,7,3,28,228,352,159,85,181,58,32,38,18,1152
SAL10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL10902,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,9,5,17,3,3,10,3,88
SAL10903,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,13,4,6,5,0,0,12,0,52
SAL10904,3,0,7,0,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,16,31,57,53,42,31,11,15,30,11,279
SAL10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SAL10906,26,7,54,23,12,5,3,12,0,141,0,0,0,0,0,0,0,0,0,4,6,31,4,5,9,3,0,3,0,62,3,10,8,5,9,5,0,3,14,52,547,1710,251,289,377,224,56,128,55,3632
SAL10907,20,6,20,14,21,6,9,4,0,113,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,5,4,42,7,10,5,4,8,6,7,4,13,65,424,868,361,255,427,138,127,111,49,2758
SAL10908,11,0,25,20,13,11,8,9,0,91,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,26,3,0,7,0,3,0,4,0,4,29,250,555,306,198,252,90,107,53,29,1839
SAL10909,13,0,16,5,11,3,3,0,0,50,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,4,0,0,0,12,6,0,4,0,0,0,0,0,4,16,336,520,82,72,169,62,20,22,25,1311
SAL10910,5,4,9,8,10,3,3,3,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,4,15,71,138,115,107,84,44,21,43,7,633
SAL10911,0,0,5,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,34,82,59,55,34,15,11,17,5,317
SAL10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
