ASGS_Structure,Census_Code_2016,AGSS_Code_2016,Census_Name_2016,Area sqkm
SA1,3110406,30404110406,30404110406,0.4031
SA1,3110407,30404110407,30404110407,0.2499
SA1,3110408,30404110408,30404110408,0.5551
SA1,3110409,30404110409,30404110409,0.1541
SA1,3110410,30404110410,30404110410,0.2114
SA1,3110411,30404110411,30404110411,1.0427
SA1,3110412,30404110412,30404110412,0.1354
SA1,3110413,30404110413,30404110413,7.8456
SA1,3110414,30404110414,30404110414,0.3136
SA1,3110415,30404110415,30404110415,0.1665
SA1,3110416,30404110416,30404110416,0.0939
SA1,3110417,30404110417,30404110417,0.2856
SA1,3110418,30404110418,30404110418,0.1305
SA1,3110419,30404110419,30404110419,0.1706
SA1,3110420,30404110420,30404110420,0.1272
SA1,3110421,30404110421,30404110421,0.1233
SA1,3110501,30501110501,30501110501,0.0108
SA1,3110502,30501110502,30501110502,0.1931
SA1,3110503,30501110503,30501110503,0.0452
SA1,3110504,30501110504,30501110504,0.0246
SA1,3110505,30501110505,30501110505,0.0245
SA1,3110506,30501110506,30501110506,0.0087
SA1,3110508,30501110508,30501110508,0.04
SA1,3110509,30501110509,30501110509,0.2603
SA1,3110512,30501110512,30501110512,0.2464
SA1,3110513,30501110513,30501110513,0.4655
SA1,3110515,30501110515,30501110515,0.1076
SA1,3110516,30501110516,30501110516,0.0592
SA1,3110517,30501110517,30501110517,0.1288
SA1,3110518,30501110518,30501110518,0.1331
SA1,3110519,30501110519,30501110519,0.1053
SA1,3110520,30501110520,30501110520,0.0339
SA1,3110521,30501110521,30501110521,0.1772
SA1,3110522,30501110522,30501110522,0.0247
SA1,3110523,30501110523,30501110523,0.005
SA1,3110524,30501110524,30501110524,0.0241
SA1,3110525,30501110525,30501110525,0.0444
SA1,3110526,30501110526,30501110526,0.0244
SA1,3110527,30501110527,30501110527,0.1795
SA1,3110601,30501110601,30501110601,0.1029
SA1,3110603,30501110603,30501110603,0.106
SA1,3110604,30501110604,30501110604,0.0848
SA1,3110605,30501110605,30501110605,0.1189
SA1,3110606,30501110606,30501110606,0.0403
SA1,3110607,30501110607,30501110607,0.0831
SA1,3110608,30501110608,30501110608,0.1959
SA1,3110609,30501110609,30501110609,0.1342
SA1,3110610,30501110610,30501110610,0.0665
SA1,3110611,30501110611,30501110611,0.0506
SA1,3110612,30501110612,30501110612,0.1344
SA1,3110613,30501110613,30501110613,0.1569
SA1,3110701,30501110701,30501110701,0.1046
SA1,3110702,30501110702,30501110702,0.0864
SA1,3110703,30501110703,30501110703,0.0774
SA1,3110704,30501110704,30501110704,0.0703
SA1,3110705,30501110705,30501110705,0.063
SA1,3110706,30501110706,30501110706,0.0824
SA1,3110707,30501110707,30501110707,0.1103
SA1,3110708,30501110708,30501110708,0.1361
SA1,3110709,30501110709,30501110709,0.0895
SA1,3110710,30501110710,30501110710,0.1078
SA1,3110711,30501110711,30501110711,0.0768
SA1,3110712,30501110712,30501110712,0.049
SA1,3110713,30501110713,30501110713,0.0603
SA1,3110714,30501110714,30501110714,0.0446
SA1,3110715,30501110715,30501110715,0.0515
SA1,3110801,30501110801,30501110801,0.0645
SA1,3110802,30501110802,30501110802,0.0334
SA1,3110803,30501110803,30501110803,0.032
SA1,3110804,30501110804,30501110804,0.0602
SA1,3110805,30501110805,30501110805,0.1473
SA1,3110806,30501110806,30501110806,0.0821
SA1,3110807,30501110807,30501110807,0.033
SA1,3110808,30501110808,30501110808,0.0438
SA1,3110809,30501110809,30501110809,0.0825
SA1,3110810,30501110810,30501110810,0.0483
SA1,3110811,30501110811,30501110811,0.1076
SA1,3110812,30501110812,30501110812,0.0682
SA1,3110813,30501110813,30501110813,0.1135
SA1,3110814,30501110814,30501110814,0.1473
SA1,3110815,30501110815,30501110815,0.1041
SA1,3110816,30501110816,30501110816,0.076
SA1,3110817,30501110817,30501110817,0.0951
SA1,3110901,30501110901,30501110901,0.0386
SA1,3110902,30501110902,30501110902,0.049
SA1,3110903,30501110903,30501110903,0.093
SA1,3110904,30501110904,30501110904,0.0774
SA1,3110905,30501110905,30501110905,0.0771
SA1,3110906,30501110906,30501110906,0.0269
SA1,3110907,30501110907,30501110907,0.0584
SA1,3110908,30501110908,30501110908,0.0617
SA1,3110909,30501110909,30501110909,0.0398
SA1,3110910,30501110910,30501110910,0.0739
SA1,3110911,30501110911,30501110911,0.0433
SA1,3110912,30501110912,30501110912,0.0512
SA1,3110913,30501110913,30501110913,0.0829
SA1,3110914,30501110914,30501110914,0.0768
SA1,3110915,30501110915,30501110915,0.0532
SA1,3110916,30501110916,30501110916,0.0218
SA1,3110917,30501110917,30501110917,0.1166
SA1,3110918,30501110918,30501110918,0.0846
SA1,3110919,30501110919,30501110919,0.0836
SA1,3110920,30501110920,30501110920,0.0324
SA1,3110921,30501110921,30501110921,0.0799
SA1,3110922,30501110922,30501110922,0.0529
SA1,3110923,30501110923,30501110923,0.0868
SA1,3110924,30501110924,30501110924,0.093
SA1,3110925,30501110925,30501110925,0.0309
SA1,3110926,30501110926,30501110926,0.0701
SA1,3110927,30501110927,30501110927,0.0722
SA1,3110928,30501110928,30501110928,0.0751
SA1,3110929,30501110929,30501110929,0.0681
SA1,3110930,30501110930,30501110930,0.2415
SA1,3110931,30501110931,30501110931,0.0311
SA1,3111001,30501111001,30501111001,0.3153
SA1,3111002,30501111002,30501111002,0.1106
SA1,3111004,30501111004,30501111004,0.2567
SA1,3111006,30501111006,30501111006,0.1715
SA1,3111008,30501111008,30501111008,0.2974
SA1,3111009,30501111009,30501111009,0.0271
SA1,3111010,30501111010,30501111010,0.0323
SA1,3111011,30501111011,30501111011,0.108
SA1,3111012,30501111012,30501111012,0.0421
SA1,3111013,30501111013,30501111013,0.1077
SA1,3111014,30501111014,30501111014,0.1227
SA1,3111015,30501111015,30501111015,0.0476
SA1,3111016,30501111016,30501111016,0.091
SA1,3111017,30501111017,30501111017,0.057
SA1,3111018,30501111018,30501111018,0.2298
SA1,3111101,30501111101,30501111101,0.0649
SA1,3111102,30501111102,30501111102,0.0359
SA1,3111103,30501111103,30501111103,0.0599
SA1,3111104,30501111104,30501111104,0.0253
SA1,3111105,30501111105,30501111105,0.0827
SA1,3111106,30501111106,30501111106,0.0531
SA1,3111107,30501111107,30501111107,0.071
SA1,3111108,30501111108,30501111108,0.0573
SA1,3111109,30501111109,30501111109,0.3488
SA1,3111110,30501111110,30501111110,0.0874
SA1,3111111,30501111111,30501111111,0.0583
SA1,3111112,30501111112,30501111112,0.1227
SA1,3111113,30501111113,30501111113,0.1759
SA1,3111202,30501111202,30501111202,0.0759
SA1,3111203,30501111203,30501111203,0.128
SA1,3111204,30501111204,30501111204,0.1326
SA1,3111205,30501111205,30501111205,0.0501
SA1,3111206,30501111206,30501111206,0.0753
SA1,3111207,30501111207,30501111207,0.053
SA1,3111208,30501111208,30501111208,0.0778
SA1,3111209,30501111209,30501111209,0.0727
SA1,3111210,30501111210,30501111210,0.0853
SA1,3111211,30501111211,30501111211,0.0947
SA1,3111212,30501111212,30501111212,0.1072
SA1,3111213,30501111213,30501111213,0.0665
SA1,3111215,30501111215,30501111215,0.0996
SA1,3111216,30501111216,30501111216,0.0781
SA1,3111217,30501111217,30501111217,0.0915
SA1,3111218,30501111218,30501111218,0.053
SA1,3111219,30501111219,30501111219,0.1067
SA1,3111220,30501111220,30501111220,0.1553
SA1,3111221,30501111221,30501111221,0.0404
SA1,3111222,30501111222,30501111222,0.108
SA1,3111223,30501111223,30501111223,0.2137
SA1,3111301,30502111301,30502111301,0.271
SA1,3111302,30502111302,30502111302,0.1359
SA1,3111303,30502111303,30502111303,0.1433
SA1,3111304,30502111304,30502111304,0.0679
SA1,3111305,30502111305,30502111305,0.0723
SA1,3111306,30502111306,30502111306,0.1694
SA1,3111307,30502111307,30502111307,0.1628
SA1,3111308,30502111308,30502111308,0.095
SA1,3111309,30502111309,30502111309,0.1251
SA1,3111310,30502111310,30502111310,0.1404
SA1,3111401,30502111401,30502111401,0.1586
SA1,3111402,30502111402,30502111402,0.1349
SA1,3111403,30502111403,30502111403,0.1869
SA1,3111404,30502111404,30502111404,0.2116
SA1,3111405,30502111405,30502111405,0.0936
SA1,3111406,30502111406,30502111406,0.4073
SA1,3111407,30502111407,30502111407,0.1255
SA1,3111408,30502111408,30502111408,0.0906
SA1,3111409,30502111409,30502111409,0.2175
SA1,3111410,30502111410,30502111410,0.092
SA1,3111411,30502111411,30502111411,0.1046
SA1,3111412,30502111412,30502111412,0.1191
SA1,3111413,30502111413,30502111413,0.1185
SA1,3111501,30502111501,30502111501,0.0823
SA1,3111502,30502111502,30502111502,0.1074
SA1,3111503,30502111503,30502111503,0.428
SA1,3111504,30502111504,30502111504,0.0843
SA1,3111505,30502111505,30502111505,0.156
SA1,3111506,30502111506,30502111506,0.1279
SA1,3111507,30502111507,30502111507,0.1204
SA1,3111508,30502111508,30502111508,0.0808
SA1,3111509,30502111509,30502111509,0.165
SA1,3111510,30502111510,30502111510,0.1391
SA1,3111511,30502111511,30502111511,0.0611
SA1,3111512,30502111512,30502111512,0.1256
SA1,3111513,30502111513,30502111513,0.1933
SA1,3111601,30502111601,30502111601,0.0977
SA1,3111602,30502111602,30502111602,0.1165
SA1,3111603,30502111603,30502111603,0.0774
SA1,3111604,30502111604,30502111604,0.1573
SA1,3111605,30502111605,30502111605,0.0741
SA1,3111606,30502111606,30502111606,0.0983
SA1,3111607,30502111607,30502111607,0.1629
SA1,3111608,30502111608,30502111608,0.1922
SA1,3111609,30502111609,30502111609,0.1218
SA1,3111610,30502111610,30502111610,0.1532
SA1,3111611,30502111611,30502111611,0.135
SA1,3111701,30502111701,30502111701,0.3422
SA1,3111702,30502111702,30502111702,0.0896
SA1,3111703,30502111703,30502111703,0.0824
SA1,3111704,30502111704,30502111704,0.1201
SA1,3111705,30502111705,30502111705,0.1721
SA1,3111706,30502111706,30502111706,0.1183
SA1,3111707,30502111707,30502111707,0.1192
SA1,3111708,30502111708,30502111708,1.8601
SA1,3111709,30502111709,30502111709,0.1305
SA1,3111710,30502111710,30502111710,0.0761
SA1,3111711,30502111711,30502111711,0.0698
SA1,3111712,30502111712,30502111712,0.1116
SA1,3111713,30502111713,30502111713,0.1182
SA1,3111714,30502111714,30502111714,0.1689
SA1,3111715,30502111715,30502111715,0.2814
SA1,3111716,30502111716,30502111716,0.3526
SA1,3111717,30502111717,30502111717,0.1744
SA1,3111718,30502111718,30502111718,0.1485
SA1,3111719,30502111719,30502111719,0.0975
SA1,3111720,30502111720,30502111720,0.2033
SA1,3111721,30502111721,30502111721,0.1416
SA1,3111722,30502111722,30502111722,0.5818
SA1,3111723,30502111723,30502111723,0.096
SA1,3111724,30502111724,30502111724,0.0769
SA1,3111725,30502111725,30502111725,0.0868
SA1,3111726,30502111726,30502111726,0.0832
SA1,3111727,30502111727,30502111727,0.0801
SA1,3111728,30502111728,30502111728,0.0924
SA1,3111729,30502111729,30502111729,0.2441
SA1,3111730,30502111730,30502111730,0.1033
SA1,3111731,30502111731,30502111731,0.0776
SA1,3111732,30502111732,30502111732,0.0903
SA1,3111733,30502111733,30502111733,0.0543
SA1,3111801,30502111801,30502111801,0.0687
SA1,3111802,30502111802,30502111802,0.1981
SA1,3111803,30502111803,30502111803,0.2189
SA1,3111804,30502111804,30502111804,0.1532
SA1,3111805,30502111805,30502111805,0.1127
SA1,3111806,30502111806,30502111806,0.1749
SA1,3111807,30502111807,30502111807,0.1358
SA1,3111808,30502111808,30502111808,0.1725
SA1,3111809,30502111809,30502111809,0.1652
SA1,3111810,30502111810,30502111810,0.1511
SA1,3111811,30502111811,30502111811,0.1258
SA1,3111812,30502111812,30502111812,0.2561
SA1,3111813,30502111813,30502111813,0.0971
SA1,3111814,30502111814,30502111814,0.1056
SA1,3111815,30502111815,30502111815,0.1166
SA1,3111901,30503111901,30503111901,0.2907
SA1,3111904,30503111904,30503111904,0.1279
SA1,3111905,30503111905,30503111905,0.1059
SA1,3111906,30503111906,30503111906,0.0903
SA1,3111907,30503111907,30503111907,0.1649
SA1,3111909,30503111909,30503111909,0.1175
SA1,3111910,30503111910,30503111910,0.0445
SA1,3111911,30503111911,30503111911,0.0615
SA1,3111912,30503111912,30503111912,0.0815
SA1,3111913,30503111913,30503111913,0.4208
SA1,3112001,30503112001,30503112001,0.1727
SA1,3112002,30503112002,30503112002,0.1905
SA1,3112003,30503112003,30503112003,0.106
SA1,3112004,30503112004,30503112004,0.1108
SA1,3112005,30503112005,30503112005,0.2174
SA1,3112006,30503112006,30503112006,0.1447
SA1,3112007,30503112007,30503112007,0.1699
SA1,3112008,30503112008,30503112008,0.1357
SA1,3112009,30503112009,30503112009,0.0737
SA1,3112010,30503112010,30503112010,0.1326
SA1,3112011,30503112011,30503112011,0.1786
SA1,3112012,30503112012,30503112012,0.1426
SA1,3112013,30503112013,30503112013,0.0953
SA1,3112014,30503112014,30503112014,0.3536
SA1,3112015,30503112015,30503112015,0.0911
SA1,3112016,30503112016,30503112016,0.1415
SA1,3112101,30503112101,30503112101,0.1183
SA1,3112102,30503112102,30503112102,0.1874
SA1,3112103,30503112103,30503112103,0.1741
SA1,3112104,30503112104,30503112104,0.1811
SA1,3112105,30503112105,30503112105,0.0867
SA1,3112106,30503112106,30503112106,0.0968
SA1,3112107,30503112107,30503112107,0.1468
SA1,3112108,30503112108,30503112108,0.1137
SA1,3112109,30503112109,30503112109,0.0889
SA1,3112110,30503112110,30503112110,0.0876
SA1,3112111,30503112111,30503112111,0.2027
SA1,3112112,30503112112,30503112112,0.984
SA1,3112201,30503112201,30503112201,0.0993
SA1,3112202,30503112202,30503112202,0.1057
SA1,3112203,30503112203,30503112203,0.1359
SA1,3112204,30503112204,30503112204,0.1075
SA1,3112205,30503112205,30503112205,0.1446
SA1,3112206,30503112206,30503112206,0.1079
SA1,3112207,30503112207,30503112207,0.1209
SA1,3112208,30503112208,30503112208,0.1097
SA1,3112209,30503112209,30503112209,0.0651
SA1,3112210,30503112210,30503112210,0.1829
SA1,3112211,30503112211,30503112211,0.1776
SA1,3112212,30503112212,30503112212,0.1474
SA1,3112213,30503112213,30503112213,0.1006
SA1,3112214,30503112214,30503112214,0.0988
SA1,3112215,30503112215,30503112215,0.1612
SA1,3112216,30503112216,30503112216,0.125
SA1,3112217,30503112217,30503112217,0.1804
SA1,3112218,30503112218,30503112218,0.0787
SA1,3112219,30503112219,30503112219,0.1288
SA1,3112220,30503112220,30503112220,0.0855
SA1,3112221,30503112221,30503112221,0.0887
SA1,3112222,30503112222,30503112222,0.1334
SA1,3112223,30503112223,30503112223,0.1345
SA1,3112224,30503112224,30503112224,0.1061
SA1,3112301,30503112301,30503112301,0.4102
SA1,3112302,30503112302,30503112302,0.1651
SA1,3112303,30503112303,30503112303,0.1106
SA1,3112304,30503112304,30503112304,0.0575
SA1,3112305,30503112305,30503112305,0.1923
SA1,3112306,30503112306,30503112306,0.1243
SA1,3112307,30503112307,30503112307,0.2851
SA1,3112308,30503112308,30503112308,0.1335
SA1,3112309,30503112309,30503112309,0.225
SA1,3112310,30503112310,30503112310,0.0845
SA1,3112401,30503112401,30503112401,0.0802
SA1,3112402,30503112402,30503112402,0.1829
SA1,3112403,30503112403,30503112403,0.116
SA1,3112404,30503112404,30503112404,0.1825
SA1,3112405,30503112405,30503112405,0.1573
SA1,3112406,30503112406,30503112406,0.1531
SA1,3112407,30503112407,30503112407,0.1873
SA1,3112408,30503112408,30503112408,0.137
SA1,3112409,30503112409,30503112409,0.1352
SA1,3112410,30503112410,30503112410,0.0802
SA1,3112411,30503112411,30503112411,0.145
SA1,3112412,30503112412,30503112412,0.082
SA1,3112501,30503112501,30503112501,0.213
SA1,3112502,30503112502,30503112502,0.2954
SA1,3112503,30503112503,30503112503,0.1332
SA1,3112504,30503112504,30503112504,0.1282
SA1,3112505,30503112505,30503112505,0.8677
SA1,3112506,30503112506,30503112506,0.1029
SA1,3112507,30503112507,30503112507,0.0958
SA1,3112508,30503112508,30503112508,0.1486
SA1,3112509,30503112509,30503112509,0.0937
SA1,3112510,30503112510,30503112510,0.1135
SA1,3112511,30503112511,30503112511,0.155
SA1,3112512,30503112512,30503112512,0.1629
SA1,3112513,30503112513,30503112513,0.182
SA1,3112601,30503112601,30503112601,0.084
SA1,3112602,30503112602,30503112602,0.1171
SA1,3112603,30503112603,30503112603,0.0646
SA1,3112604,30503112604,30503112604,0.106
SA1,3112605,30503112605,30503112605,0.204
SA1,3112606,30503112606,30503112606,0.2354
SA1,3112607,30503112607,30503112607,0.052
SA1,3112608,30503112608,30503112608,0.1065
SA1,3112609,30503112609,30503112609,0.0417
SA1,3112610,30503112610,30503112610,0.0781
SA1,3112611,30503112611,30503112611,0.1088
SA1,3112612,30503112612,30503112612,0.3015
SA1,3112613,30503112613,30503112613,0.0966
SA1,3112614,30503112614,30503112614,0.4408
SA1,3112616,30503112616,30503112616,0.7216
SA1,3112617,30503112617,30503112617,0.0993
SA1,3112618,30503112618,30503112618,0.0972
SA1,3112619,30503112619,30503112619,0.0222
SA1,3112620,30503112620,30503112620,0.2745
SA1,3112621,30503112621,30503112621,0.0382
SA1,3112622,30503112622,30503112622,0.0128
SA1,3112623,30503112623,30503112623,0.0108
SA1,3112624,30503112624,30503112624,0.0557
SA1,3112701,30503112701,30503112701,0.1848
SA1,3112702,30503112702,30503112702,0.1683
SA1,3112703,30503112703,30503112703,0.2724
SA1,3112704,30503112704,30503112704,0.1428
SA1,3112705,30503112705,30503112705,0.0592
SA1,3112706,30503112706,30503112706,0.2028
SA1,3112707,30503112707,30503112707,0.1279
SA1,3112708,30503112708,30503112708,0.1385
SA1,3112709,30503112709,30503112709,0.1161
SA1,3112710,30503112710,30503112710,0.2456
SA1,3112801,30503112801,30503112801,0.0387
SA1,3112802,30503112802,30503112802,0.0334
SA1,3112803,30503112803,30503112803,0.1142
SA1,3112804,30503112804,30503112804,0.0752
SA1,3112805,30503112805,30503112805,0.5269
SA1,3112806,30503112806,30503112806,0.1538
SA1,3112807,30503112807,30503112807,0.0884
SA1,3112808,30503112808,30503112808,0.1624
SA1,3112809,30503112809,30503112809,0.1638
SA1,3112810,30503112810,30503112810,0.8041
SA1,3112811,30503112811,30503112811,0.341
SA1,3112812,30503112812,30503112812,0.1018
SA1,3112813,30503112813,30503112813,0.0638
SA1,3112814,30503112814,30503112814,0.0936
SA1,3112815,30503112815,30503112815,0.08
SA1,3112816,30503112816,30503112816,0.0735
SA1,3112817,30503112817,30503112817,0.0311
SA1,3112818,30503112818,30503112818,0.042
SA1,3112819,30503112819,30503112819,0.0678
SA1,3112901,30503112901,30503112901,0.2017
SA1,3112902,30503112902,30503112902,0.1
SA1,3112903,30503112903,30503112903,0.0718
SA1,3112904,30503112904,30503112904,0.0931
SA1,3112905,30503112905,30503112905,0.1108
SA1,3112906,30503112906,30503112906,0.169
SA1,3112907,30503112907,30503112907,0.0829
SA1,3112908,30503112908,30503112908,0.1866
SA1,3112909,30503112909,30503112909,0.1413
SA1,3112910,30503112910,30503112910,0.2306
SA1,3113001,30503113001,30503113001,0.3654
SA1,3113002,30503113002,30503113002,0.0601
SA1,3113003,30503113003,30503113003,0.1699
SA1,3113004,30503113004,30503113004,0.5614
SA1,3113005,30503113005,30503113005,0.1681
SA1,3113006,30503113006,30503113006,0.121
SA1,3113007,30503113007,30503113007,0.2694
SA1,3113008,30503113008,30503113008,0.0695
SA1,3113009,30503113009,30503113009,0.1007
SA1,3113010,30503113010,30503113010,0.1511
SA1,3113011,30503113011,30503113011,0.1158
SA1,3113012,30503113012,30503113012,0.143
SA1,3113013,30503113013,30503113013,0.1373
SA1,3113014,30503113014,30503113014,0.1697
SA1,3113015,30503113015,30503113015,0.1705
SA1,3113016,30503113016,30503113016,0.1423
SA1,3113101,30503113101,30503113101,0.1728
SA1,3113102,30503113102,30503113102,0.1768
SA1,3113103,30503113103,30503113103,0.1462
SA1,3113104,30503113104,30503113104,0.1164
SA1,3113105,30503113105,30503113105,0.0981
SA1,3113106,30503113106,30503113106,0.073
SA1,3113107,30503113107,30503113107,0.0857
SA1,3113108,30503113108,30503113108,0.0979
SA1,3113109,30503113109,30503113109,0.0995
SA1,3113110,30503113110,30503113110,0.1774
SA1,3113111,30503113111,30503113111,0.067
SA1,3113112,30503113112,30503113112,0.0848
SA1,3113113,30503113113,30503113113,0.2007
SA1,3113114,30503113114,30503113114,0.1082
SA1,3113115,30503113115,30503113115,0.0909
SA1,3113116,30503113116,30503113116,0.1024
SA1,3113117,30503113117,30503113117,0.115
SA1,3113118,30503113118,30503113118,0.1575
SA1,3113119,30503113119,30503113119,0.099
SA1,3113120,30503113120,30503113120,0.2625
SA1,3113121,30503113121,30503113121,0.1908
SA1,3113122,30503113122,30503113122,0.362
SA1,3113201,30504113201,30504113201,0.1808
SA1,3113202,30504113202,30504113202,0.0859
SA1,3113203,30504113203,30504113203,0.0911
SA1,3113204,30504113204,30504113204,0.2024
SA1,3113205,30504113205,30504113205,0.1333
SA1,3113206,30504113206,30504113206,0.2781
SA1,3113207,30504113207,30504113207,0.935
SA1,3113208,30504113208,30504113208,0.5283
SA1,3113209,30504113209,30504113209,0.1622
SA1,3113210,30504113210,30504113210,0.1642
SA1,3113211,30504113211,30504113211,0.1698
SA1,3113212,30504113212,30504113212,0.1297
SA1,3113213,30504113213,30504113213,0.158
SA1,3113214,30504113214,30504113214,0.3682
SA1,3113215,30504113215,30504113215,0.4192
SA1,3113216,30504113216,30504113216,0.1904
SA1,3113217,30504113217,30504113217,0.0884
SA1,3113218,30504113218,30504113218,0.1179
SA1,3113219,30504113219,30504113219,0.1073
SA1,3113220,30504113220,30504113220,0.1492
SA1,3113221,30504113221,30504113221,0.1607
SA1,3113222,30504113222,30504113222,0.1542
SA1,3113223,30504113223,30504113223,0.1288
SA1,3113224,30504113224,30504113224,0.1722
SA1,3113225,30504113225,30504113225,0.2436
SA1,3113226,30504113226,30504113226,0.2061
SA1,3113227,30504113227,30504113227,0.2526
SA1,3113228,30504113228,30504113228,0.1654
SA1,3113229,30504113229,30504113229,0.0838
SA1,3113230,30504113230,30504113230,0.1556
SA1,3113231,30504113231,30504113231,0.1392
SA1,3113301,30504113301,30504113301,0.1189
SA1,3113302,30504113302,30504113302,0.0772
SA1,3113303,30504113303,30504113303,0.1197
SA1,3113304,30504113304,30504113304,0.1418
SA1,3113305,30504113305,30504113305,0.1134
SA1,3113306,30504113306,30504113306,0.0241
SA1,3113307,30504113307,30504113307,0.0398
SA1,3113308,30504113308,30504113308,0.0794
SA1,3113309,30504113309,30504113309,0.169
SA1,3113310,30504113310,30504113310,0.0857
SA1,3113311,30504113311,30504113311,0.0874
SA1,3113312,30504113312,30504113312,0.0905
SA1,3113313,30504113313,30504113313,0.1253
SA1,3113401,30504113401,30504113401,0.1388
SA1,3113402,30504113402,30504113402,0.1277
SA1,3113403,30504113403,30504113403,0.0857
SA1,3113404,30504113404,30504113404,0.1583
SA1,3113405,30504113405,30504113405,0.1436
SA1,3113406,30504113406,30504113406,0.1771
SA1,3113407,30504113407,30504113407,0.1529
SA1,3113408,30504113408,30504113408,0.6708
SA1,3113409,30504113409,30504113409,0.1851
SA1,3113410,30504113410,30504113410,0.2305
SA1,3113411,30504113411,30504113411,0.1791
SA1,3113412,30504113412,30504113412,0.1324
SA1,3113413,30504113413,30504113413,0.2317
SA1,3113414,30504113414,30504113414,0.3457
SA1,3113415,30504113415,30504113415,0.2804
SA1,3113416,30504113416,30504113416,0.1248
SA1,3113417,30504113417,30504113417,0.1666
SA1,3113418,30504113418,30504113418,0.1616
SA1,3113419,30504113419,30504113419,0.2516
SA1,3113420,30504113420,30504113420,0.4798
SA1,3113421,30504113421,30504113421,0.1693
SA1,3113422,30504113422,30504113422,0.0918
SA1,3113501,30504113501,30504113501,0.0491
SA1,3113502,30504113502,30504113502,0.1141
SA1,3113503,30504113503,30504113503,0.1138
SA1,3113504,30504113504,30504113504,0.0769
SA1,3113505,30504113505,30504113505,0.3793
SA1,3113506,30504113506,30504113506,0.0735
SA1,3113507,30504113507,30504113507,0.098
SA1,3113508,30504113508,30504113508,0.0835
SA1,3113509,30504113509,30504113509,0.0856
SA1,3113510,30504113510,30504113510,0.2564
SA1,3113511,30504113511,30504113511,0.1109
SA1,3113512,30504113512,30504113512,0.1
SA1,3113513,30504113513,30504113513,0.0866
SA1,3113514,30504113514,30504113514,0.1189
SA1,3113515,30504113515,30504113515,0.4655
SA1,3113516,30504113516,30504113516,0.1457
SA1,3113517,30504113517,30504113517,0.1522
SA1,3113518,30504113518,30504113518,0.1678
SA1,3113519,30504113519,30504113519,0.0958
SA1,3113520,30504113520,30504113520,0.1381
SA1,3113521,30504113521,30504113521,0.1614
SA1,3113522,30504113522,30504113522,0.1068
SA1,3113523,30504113523,30504113523,0.1966
SA1,3113524,30504113524,30504113524,0.1098
SA1,3113525,30504113525,30504113525,0.0973
SA1,3113601,30504113601,30504113601,0.0749
SA1,3113602,30504113602,30504113602,0.1196
SA1,3113603,30504113603,30504113603,0.1372
SA1,3113604,30504113604,30504113604,0.1167
SA1,3113605,30504113605,30504113605,0.1133
SA1,3113606,30504113606,30504113606,0.1072
SA1,3113607,30504113607,30504113607,0.1339
SA1,3113608,30504113608,30504113608,0.1855
SA1,3113609,30504113609,30504113609,0.1042
SA1,3113610,30504113610,30504113610,0.0722
SA1,3113611,30504113611,30504113611,0.0919
SA1,3113612,30504113612,30504113612,0.0829
SA1,3113613,30504113613,30504113613,0.1291
SA1,3113614,30504113614,30504113614,0.1168
SA1,3113615,30504113615,30504113615,0.1046
SA1,3113701,30504113701,30504113701,0.0547
SA1,3113702,30504113702,30504113702,0.0609
SA1,3113703,30504113703,30504113703,0.1447
SA1,3113704,30504113704,30504113704,0.6822
SA1,3113705,30504113705,30504113705,0.1382
SA1,3113706,30504113706,30504113706,0.1606
SA1,3113707,30504113707,30504113707,0.4
SA1,3113708,30504113708,30504113708,0.0889
SA1,3113709,30504113709,30504113709,0.2431
SA1,3113710,30504113710,30504113710,0.0554
SA1,3113711,30504113711,30504113711,0.1402
SA1,3113712,30504113712,30504113712,0.0826
SA1,3113713,30504113713,30504113713,0.0614
SA1,3113714,30504113714,30504113714,0.089
SA1,3113715,30504113715,30504113715,0.2621
SA1,3113716,30504113716,30504113716,0.0424
SA1,3113717,30504113717,30504113717,0.1298
SA1,3113718,30504113718,30504113718,0.1573
SA1,3113719,30504113719,30504113719,0.1782
SA1,3113720,30504113720,30504113720,0.2153
SA1,3113721,30504113721,30504113721,0.1244
SA1,3113722,30504113722,30504113722,0.0655
SA1,3113723,30504113723,30504113723,0.0794
SA1,3113724,30504113724,30504113724,0.1065
SA1,3113725,30504113725,30504113725,0.12
SA1,3113801,30601113801,30601113801,0.3019
SA1,3113802,30601113802,30601113802,0.1663
SA1,3113803,30601113803,30601113803,0.2843
SA1,3113804,30601113804,30601113804,0.1424
SA1,3113805,30601113805,30601113805,0.1973
SA1,3113806,30601113806,30601113806,0.1501
SA1,3113807,30601113807,30601113807,0.1908
SA1,3113808,30601113808,30601113808,0.4492
SA1,3113809,30601113809,30601113809,0.1607
SA1,3113810,30601113810,30601113810,1.0062
SA1,3113811,30601113811,30601113811,0.1249
SA1,3113812,30601113812,30601113812,0.7833
SA1,3113813,30601113813,30601113813,0.5972
SA1,3113814,30601113814,30601113814,0.5639
SA1,3113901,30601113901,30601113901,1.1259
SA1,3113902,30601113902,30601113902,0.8263
SA1,3113903,30601113903,30601113903,1.2005
SA1,3113904,30601113904,30601113904,0.3137
SA1,3113905,30601113905,30601113905,0.2314
SA1,3113906,30601113906,30601113906,1.0046
SA1,3113907,30601113907,30601113907,0.2177
SA1,3113909,30601113909,30601113909,0.1802
SA1,3113910,30601113910,30601113910,0.7384
