ASGS_Structure,Census_Code_2016,AGSS_Code_2016,Census_Name_2016,Area sqkm
SA1,1143210,12203143210,12203143210,2.4964
SA1,1143211,12203143211,12203143211,2.8748
SA1,1143212,12203143212,12203143212,0.1841
SA1,1143213,12203143213,12203143213,0.0771
SA1,1143214,12203143214,12203143214,0.0867
SA1,1143301,12301143301,12301143301,0.6537
SA1,1143302,12301143302,12301143302,0.8125
SA1,1143303,12301143303,12301143303,1.7335
SA1,1143304,12301143304,12301143304,0.6349
SA1,1143305,12301143305,12301143305,0.184
SA1,1143306,12301143306,12301143306,0.3735
SA1,1143307,12301143307,12301143307,2.9224
SA1,1143308,12301143308,12301143308,0.3295
SA1,1143309,12301143309,12301143309,0.2464
SA1,1143310,12301143310,12301143310,0.2395
SA1,1143311,12301143311,12301143311,0.1981
SA1,1143312,12301143312,12301143312,0.2466
SA1,1143313,12301143313,12301143313,0.4211
SA1,1143314,12301143314,12301143314,0.4009
SA1,1143315,12301143315,12301143315,11.3131
SA1,1143316,12301143316,12301143316,0.3356
SA1,1143317,12301143317,12301143317,0.2458
SA1,1143318,12301143318,12301143318,0.1902
SA1,1143319,12301143319,12301143319,0.1687
SA1,1143320,12301143320,12301143320,0.3396
SA1,1143321,12301143321,12301143321,0.1408
SA1,1143322,12301143322,12301143322,0.2891
SA1,1143323,12301143323,12301143323,0.1997
SA1,1143324,12301143324,12301143324,2.0842
SA1,1143325,12301143325,12301143325,0.2671
SA1,1143326,12301143326,12301143326,0.3111
SA1,1143327,12301143327,12301143327,0.9118
SA1,1143401,12301143401,12301143401,0.0838
SA1,1143402,12301143402,12301143402,0.1432
SA1,1143403,12301143403,12301143403,0.1157
SA1,1143404,12301143404,12301143404,0.1004
SA1,1143405,12301143405,12301143405,0.1331
SA1,1143406,12301143406,12301143406,0.1279
SA1,1143407,12301143407,12301143407,0.1081
SA1,1143408,12301143408,12301143408,0.1317
SA1,1143409,12301143409,12301143409,0.1205
SA1,1143410,12301143410,12301143410,0.2785
SA1,1143411,12301143411,12301143411,0.1104
SA1,1143412,12301143412,12301143412,0.1307
SA1,1143413,12301143413,12301143413,0.1833
SA1,1143414,12301143414,12301143414,0.2131
SA1,1143415,12301143415,12301143415,0.2935
SA1,1143416,12301143416,12301143416,0.1061
SA1,1143417,12301143417,12301143417,0.1003
SA1,1143418,12301143418,12301143418,0.1435
SA1,1143419,12301143419,12301143419,0.1038
SA1,1143420,12301143420,12301143420,0.102
SA1,1143421,12301143421,12301143421,0.293
SA1,1143422,12301143422,12301143422,1.3058
SA1,1143423,12301143423,12301143423,0.8394
SA1,1143424,12301143424,12301143424,0.1228
SA1,1143425,12301143425,12301143425,0.0728
SA1,1143426,12301143426,12301143426,0.111
SA1,1143428,12301143428,12301143428,4.8824
SA1,1143429,12301143429,12301143429,1.0943
SA1,1143430,12301143430,12301143430,0.3384
SA1,1143431,12301143431,12301143431,0.3104
SA1,1143432,12301143432,12301143432,0.0721
SA1,1143433,12301143433,12301143433,0.1793
SA1,1143434,12301143434,12301143434,0.2062
SA1,1143435,12301143435,12301143435,0.3684
SA1,1143436,12301143436,12301143436,0.2504
SA1,1143437,12301143437,12301143437,0.1996
SA1,1143438,12301143438,12301143438,0.4631
SA1,1143440,12301143440,12301143440,0.0995
SA1,1143441,12301143441,12301143441,0.6694
SA1,1143442,12301143442,12301143442,0.0496
SA1,1143443,12301143443,12301143443,3.8394
SA1,1143444,12301143444,12301143444,1.108
SA1,1143445,12301143445,12301143445,0.2654
SA1,1143446,12301143446,12301143446,0.2223
SA1,1143447,12301143447,12301143447,0.9017
SA1,1143448,12301143448,12301143448,0.1574
SA1,1143449,12301143449,12301143449,0.2897
SA1,1143501,12301143501,12301143501,0.1817
SA1,1143502,12301143502,12301143502,0.1415
SA1,1143503,12301143503,12301143503,0.0902
SA1,1143504,12301143504,12301143504,0.0824
SA1,1143505,12301143505,12301143505,0.0923
SA1,1143506,12301143506,12301143506,0.1802
SA1,1143507,12301143507,12301143507,0.1418
SA1,1143508,12301143508,12301143508,0.1792
SA1,1143510,12301143510,12301143510,0.118
SA1,1143511,12301143511,12301143511,3.4628
SA1,1143512,12301143512,12301143512,0.1209
SA1,1143513,12301143513,12301143513,0.0901
SA1,1143515,12301143515,12301143515,0.1732
SA1,1143516,12301143516,12301143516,0.1178
SA1,1143517,12301143517,12301143517,0.0936
SA1,1143518,12301143518,12301143518,0.1596
SA1,1143519,12301143519,12301143519,0.095
SA1,1143520,12301143520,12301143520,0.2052
SA1,1143521,12301143521,12301143521,0.1139
SA1,1143522,12301143522,12301143522,0.1412
SA1,1143523,12301143523,12301143523,0.1801
SA1,1143524,12301143524,12301143524,0.0901
SA1,1143525,12301143525,12301143525,0.3079
SA1,1143527,12301143527,12301143527,0.1804
SA1,1143528,12301143528,12301143528,0.1643
SA1,1143529,12301143529,12301143529,0.1495
SA1,1143530,12301143530,12301143530,0.1722
SA1,1143531,12301143531,12301143531,0.1534
SA1,1143532,12301143532,12301143532,0.0641
SA1,1143533,12301143533,12301143533,0.1508
SA1,1143534,12301143534,12301143534,0.1504
SA1,1143535,12301143535,12301143535,0.1866
SA1,1143536,12301143536,12301143536,0.0967
SA1,1143537,12301143537,12301143537,0.1149
SA1,1143538,12301143538,12301143538,0.1337
SA1,1143539,12301143539,12301143539,0.1276
SA1,1143540,12301143540,12301143540,0.0876
SA1,1143541,12301143541,12301143541,0.352
SA1,1143542,12301143542,12301143542,0.1202
SA1,1143544,12301143544,12301143544,0.1188
SA1,1143545,12301143545,12301143545,0.2814
SA1,1143546,12301143546,12301143546,0.2094
SA1,1143547,12301143547,12301143547,0.2418
SA1,1143548,12301143548,12301143548,0.0934
SA1,1143549,12301143549,12301143549,0.0734
SA1,1143550,12301143550,12301143550,0.2255
SA1,1143551,12301143551,12301143551,0.2069
SA1,1143552,12301143552,12301143552,0.1764
SA1,1143553,12301143553,12301143553,0.1065
SA1,1143555,12301143555,12301143555,0.1119
SA1,1143557,12301143557,12301143557,0.0669
SA1,1143558,12301143558,12301143558,5.8836
SA1,1143559,12301143559,12301143559,1.3363
SA1,1143560,12301143560,12301143560,0.698
SA1,1143561,12301143561,12301143561,1.3893
SA1,1143562,12301143562,12301143562,1.5873
SA1,1143563,12301143563,12301143563,0.318
SA1,1143564,12301143564,12301143564,0.0876
SA1,1143565,12301143565,12301143565,0.1522
SA1,1143566,12301143566,12301143566,0.2077
SA1,1143567,12301143567,12301143567,0.8686
SA1,1143568,12301143568,12301143568,0.0877
SA1,1143569,12301143569,12301143569,0.7659
SA1,1143570,12301143570,12301143570,0.1017
SA1,1143571,12301143571,12301143571,1.2275
SA1,1143572,12301143572,12301143572,0.2234
SA1,1143573,12301143573,12301143573,0.0518
SA1,1143574,12301143574,12301143574,0.1207
SA1,1143575,12301143575,12301143575,0.0715
SA1,1143576,12301143576,12301143576,0.0798
SA1,1143601,12302143601,12302143601,0.2384
SA1,1143602,12302143602,12302143602,0.8635
SA1,1143603,12302143603,12302143603,0.2883
SA1,1143604,12302143604,12302143604,0.2345
SA1,1143605,12302143605,12302143605,0.2778
SA1,1143606,12302143606,12302143606,0.1503
SA1,1143607,12302143607,12302143607,0.2977
SA1,1143608,12302143608,12302143608,0.2398
SA1,1143609,12302143609,12302143609,0.1903
SA1,1143610,12302143610,12302143610,0.1174
SA1,1143611,12302143611,12302143611,0.167
SA1,1143612,12302143612,12302143612,0.0998
SA1,1143613,12302143613,12302143613,0.1864
SA1,1143614,12302143614,12302143614,0.5948
SA1,1143615,12302143615,12302143615,0.2558
SA1,1143616,12302143616,12302143616,0.1538
SA1,1143617,12302143617,12302143617,0.2248
SA1,1143618,12302143618,12302143618,0.0915
SA1,1143619,12302143619,12302143619,0.2075
SA1,1143620,12302143620,12302143620,0.2479
SA1,1143621,12302143621,12302143621,0.0768
SA1,1143622,12302143622,12302143622,0.1277
SA1,1143623,12302143623,12302143623,10.745
SA1,1143624,12302143624,12302143624,14.6311
SA1,1143625,12302143625,12302143625,0.1363
SA1,1143626,12302143626,12302143626,0.1511
SA1,1143627,12302143627,12302143627,0.1204
SA1,1143628,12302143628,12302143628,0.5667
SA1,1143629,12302143629,12302143629,2.2074
SA1,1143630,12302143630,12302143630,0.1672
SA1,1143631,12302143631,12302143631,0.1654
SA1,1143632,12302143632,12302143632,0.063
SA1,1143633,12302143633,12302143633,0.1206
SA1,1143634,12302143634,12302143634,0.1369
SA1,1143635,12302143635,12302143635,0.1331
SA1,1143636,12302143636,12302143636,0.1165
SA1,1143637,12302143637,12302143637,0.0986
SA1,1143638,12302143638,12302143638,0.1351
SA1,1143639,12302143639,12302143639,0.2229
SA1,1143640,12302143640,12302143640,0.2014
SA1,1143641,12302143641,12302143641,0.1895
SA1,1143642,12302143642,12302143642,0.3761
SA1,1143643,12302143643,12302143643,0.2059
SA1,1143644,12302143644,12302143644,0.1451
SA1,1143645,12302143645,12302143645,0.1104
SA1,1143646,12302143646,12302143646,0.178
SA1,1143701,12302143701,12302143701,0.1134
SA1,1143702,12302143702,12302143702,0.0624
SA1,1143703,12302143703,12302143703,0.1189
SA1,1143705,12302143705,12302143705,0.4205
SA1,1143706,12302143706,12302143706,0.3122
SA1,1143707,12302143707,12302143707,0.1159
SA1,1143708,12302143708,12302143708,0.116
SA1,1143709,12302143709,12302143709,0.6747
SA1,1143710,12302143710,12302143710,0.1617
SA1,1143711,12302143711,12302143711,0.0827
SA1,1143712,12302143712,12302143712,0.1292
SA1,1143713,12302143713,12302143713,0.198
SA1,1143714,12302143714,12302143714,0.1718
SA1,1143715,12302143715,12302143715,0.1805
SA1,1143716,12302143716,12302143716,0.1209
SA1,1143717,12302143717,12302143717,0.2031
SA1,1143718,12302143718,12302143718,0.1756
SA1,1143719,12302143719,12302143719,0.0725
SA1,1143720,12302143720,12302143720,0.1597
SA1,1143721,12302143721,12302143721,0.1719
SA1,1143722,12302143722,12302143722,1.3032
SA1,1143723,12302143723,12302143723,1.1596
SA1,1143724,12302143724,12302143724,0.2136
SA1,1143725,12302143725,12302143725,0.0914
SA1,1143726,12302143726,12302143726,0.1755
SA1,1143727,12302143727,12302143727,0.0803
SA1,1143728,12302143728,12302143728,0.2779
SA1,1143729,12302143729,12302143729,0.1892
SA1,1143730,12302143730,12302143730,0.2014
SA1,1143731,12302143731,12302143731,0.2008
SA1,1143732,12302143732,12302143732,0.118
SA1,1143733,12302143733,12302143733,0.1144
SA1,1143735,12302143735,12302143735,3.4054
SA1,1143736,12302143736,12302143736,0.5271
SA1,1143737,12302143737,12302143737,0.2065
SA1,1143738,12302143738,12302143738,0.1024
SA1,1143739,12302143739,12302143739,0.1877
SA1,1143740,12302143740,12302143740,0.5546
SA1,1143741,12302143741,12302143741,0.2293
SA1,1143742,12302143742,12302143742,0.2299
SA1,1143743,12302143743,12302143743,0.1821
SA1,1143744,12302143744,12302143744,0.1002
SA1,1143745,12302143745,12302143745,0.1355
SA1,1143801,12302143801,12302143801,0.0642
SA1,1143802,12302143802,12302143802,0.1434
SA1,1143803,12302143803,12302143803,0.142
SA1,1143804,12302143804,12302143804,0.1218
SA1,1143805,12302143805,12302143805,0.1225
SA1,1143806,12302143806,12302143806,0.1497
SA1,1143807,12302143807,12302143807,0.1212
SA1,1143808,12302143808,12302143808,0.0772
SA1,1143809,12302143809,12302143809,0.3877
SA1,1143810,12302143810,12302143810,0.1357
SA1,1143811,12302143811,12302143811,0.2566
SA1,1143812,12302143812,12302143812,0.1248
SA1,1143813,12302143813,12302143813,0.1586
SA1,1143814,12302143814,12302143814,0.1543
SA1,1143815,12302143815,12302143815,0.1597
SA1,1143816,12302143816,12302143816,0.1603
SA1,1143817,12302143817,12302143817,0.124
SA1,1143818,12302143818,12302143818,0.2282
SA1,1143819,12302143819,12302143819,0.1033
SA1,1143820,12302143820,12302143820,0.304
SA1,1143821,12302143821,12302143821,0.1014
SA1,1143822,12302143822,12302143822,0.2491
SA1,1143823,12302143823,12302143823,0.1454
SA1,1143824,12302143824,12302143824,0.1058
SA1,1143825,12302143825,12302143825,0.1333
SA1,1143826,12302143826,12302143826,0.3744
SA1,1143827,12302143827,12302143827,0.1459
SA1,1143828,12302143828,12302143828,0.1657
SA1,1143829,12302143829,12302143829,7.2602
SA1,1143830,12302143830,12302143830,0.1506
SA1,1143831,12302143831,12302143831,0.1245
SA1,1143833,12302143833,12302143833,0.125
SA1,1143834,12302143834,12302143834,0.1791
SA1,1143835,12302143835,12302143835,0.1175
SA1,1143836,12302143836,12302143836,0.2358
SA1,1143837,12302143837,12302143837,0.1278
SA1,1143838,12302143838,12302143838,1.3087
SA1,1143839,12302143839,12302143839,0.2517
SA1,1143840,12302143840,12302143840,0.0959
SA1,1143841,12302143841,12302143841,0.236
SA1,1143842,12302143842,12302143842,0.4025
SA1,1143843,12302143843,12302143843,0.2165
SA1,1143844,12302143844,12302143844,0.0834
SA1,1143845,12302143845,12302143845,0.172
SA1,1143846,12302143846,12302143846,0.0674
SA1,1143847,12302143847,12302143847,0.0778
SA1,1143848,12302143848,12302143848,0.1049
SA1,1143849,12302143849,12302143849,0.223
SA1,1143850,12302143850,12302143850,0.1144
SA1,1143851,12302143851,12302143851,0.248
SA1,1143852,12302143852,12302143852,0.1416
SA1,1143853,12302143853,12302143853,0.0747
SA1,1143855,12302143855,12302143855,0.1161
SA1,1143856,12302143856,12302143856,0.1545
SA1,1143857,12302143857,12302143857,0.0963
SA1,1143858,12302143858,12302143858,0.0483
SA1,1143859,12302143859,12302143859,5.7024
SA1,1143901,12302143901,12302143901,129.823
SA1,1144001,12302144001,12302144001,0.0626
SA1,1144002,12302144002,12302144002,0.1458
SA1,1144003,12302144003,12302144003,5.0396
SA1,1144005,12302144005,12302144005,0.1175
SA1,1144006,12302144006,12302144006,0.812
SA1,1144007,12302144007,12302144007,0.0695
SA1,1144008,12302144008,12302144008,0.228
SA1,1144009,12302144009,12302144009,0.4309
SA1,1144010,12302144010,12302144010,0.1418
SA1,1144011,12302144011,12302144011,0.1508
SA1,1144012,12302144012,12302144012,0.1608
SA1,1144013,12302144013,12302144013,0.1639
SA1,1144014,12302144014,12302144014,0.2
SA1,1144015,12302144015,12302144015,0.3194
SA1,1144016,12302144016,12302144016,0.1584
SA1,1144017,12302144017,12302144017,0.1508
SA1,1144018,12302144018,12302144018,0.2856
SA1,1144019,12302144019,12302144019,0.5863
SA1,1144020,12302144020,12302144020,0.185
SA1,1144021,12302144021,12302144021,0.1231
SA1,1144022,12302144022,12302144022,0.1015
SA1,1144023,12302144023,12302144023,0.1208
SA1,1144024,12302144024,12302144024,7.5324
SA1,1144025,12302144025,12302144025,0.1372
SA1,1144026,12302144026,12302144026,0.2813
SA1,1144027,12302144027,12302144027,0.1376
SA1,1144028,12302144028,12302144028,0.1475
SA1,1144029,12302144029,12302144029,0.1803
SA1,1144030,12302144030,12302144030,0.1027
SA1,1144031,12302144031,12302144031,4.5759
SA1,1144032,12302144032,12302144032,2.2124
SA1,1144033,12302144033,12302144033,0.1118
SA1,1144034,12302144034,12302144034,0.124
SA1,1144035,12302144035,12302144035,0.2353
SA1,1144036,12302144036,12302144036,0.195
SA1,1144037,12302144037,12302144037,0.1755
SA1,1144038,12302144038,12302144038,0.0769
SA1,1144039,12302144039,12302144039,0.0947
SA1,1144040,12302144040,12302144040,0.1139
SA1,1144041,12302144041,12302144041,0.6261
SA1,1144042,12302144042,12302144042,1.8565
SA1,1144043,12302144043,12302144043,0.0919
SA1,1144044,12302144044,12302144044,1.3915
SA1,1144045,12302144045,12302144045,0.1476
SA1,1144046,12302144046,12302144046,0.6168
SA1,1144101,12302144101,12302144101,0.2279
SA1,1144102,12302144102,12302144102,0.1244
SA1,1144103,12302144103,12302144103,0.348
SA1,1144104,12302144104,12302144104,6.5611
SA1,1144105,12302144105,12302144105,4.7003
SA1,1144106,12302144106,12302144106,5.9613
SA1,1144107,12302144107,12302144107,0.1709
SA1,1144108,12302144108,12302144108,0.5503
SA1,1144109,12302144109,12302144109,0.1038
SA1,1144110,12302144110,12302144110,0.1137
SA1,1144111,12302144111,12302144111,0.1902
SA1,1144112,12302144112,12302144112,0.15
SA1,1144113,12302144113,12302144113,0.1663
SA1,1144114,12302144114,12302144114,0.1753
SA1,1144115,12302144115,12302144115,0.1376
SA1,1144116,12302144116,12302144116,0.1111
SA1,1144117,12302144117,12302144117,0.1648
SA1,1144118,12302144118,12302144118,0.1482
SA1,1144119,12302144119,12302144119,0.1692
SA1,1144120,12302144120,12302144120,0.1936
SA1,1144122,12302144122,12302144122,0.1308
SA1,1144123,12302144123,12302144123,0.1307
SA1,1144124,12302144124,12302144124,0.0959
SA1,1144125,12302144125,12302144125,0.1531
SA1,1144126,12302144126,12302144126,0.0976
SA1,1144127,12302144127,12302144127,0.2279
SA1,1144128,12302144128,12302144128,0.2403
SA1,1144129,12302144129,12302144129,0.1897
SA1,1144130,12302144130,12302144130,0.0783
SA1,1144131,12302144131,12302144131,0.1345
SA1,1144132,12302144132,12302144132,0.1237
SA1,1144133,12302144133,12302144133,0.8052
SA1,1144134,12302144134,12302144134,0.0962
SA1,1144135,12302144135,12302144135,0.1983
SA1,1144136,12302144136,12302144136,0.2176
SA1,1144137,12302144137,12302144137,0.1183
SA1,1144138,12302144138,12302144138,0.14
SA1,1144201,12302144201,12302144201,0.1554
SA1,1144203,12302144203,12302144203,0.5748
SA1,1144204,12302144204,12302144204,0.0978
SA1,1144205,12302144205,12302144205,0.2138
SA1,1144206,12302144206,12302144206,0.234
SA1,1144207,12302144207,12302144207,0.1212
SA1,1144208,12302144208,12302144208,0.1125
SA1,1144209,12302144209,12302144209,0.0881
SA1,1144210,12302144210,12302144210,0.6051
SA1,1144211,12302144211,12302144211,0.1036
SA1,1144212,12302144212,12302144212,0.1079
SA1,1144213,12302144213,12302144213,0.1444
SA1,1144214,12302144214,12302144214,0.1104
SA1,1144215,12302144215,12302144215,0.0967
SA1,1144216,12302144216,12302144216,0.182
SA1,1144217,12302144217,12302144217,0.0756
SA1,1144218,12302144218,12302144218,0.0814
SA1,1144219,12302144219,12302144219,0.1236
SA1,1144220,12302144220,12302144220,0.514
SA1,1144221,12302144221,12302144221,0.0969
SA1,1144222,12302144222,12302144222,0.1178
SA1,1144223,12302144223,12302144223,0.1723
SA1,1144224,12302144224,12302144224,0.1376
SA1,1144225,12302144225,12302144225,0.2022
SA1,1144226,12302144226,12302144226,0.1021
SA1,1144227,12302144227,12302144227,0.096
SA1,1144228,12302144228,12302144228,0.1009
SA1,1144229,12302144229,12302144229,0.1411
SA1,1144230,12302144230,12302144230,0.1289
SA1,1144231,12302144231,12302144231,0.2379
SA1,1144232,12302144232,12302144232,0.1317
SA1,1144233,12302144233,12302144233,0.9216
SA1,1144234,12302144234,12302144234,0.1093
SA1,1144235,12302144235,12302144235,0.3296
SA1,1144236,12302144236,12302144236,0.1447
SA1,1144237,12302144237,12302144237,0.1115
SA1,1144238,12302144238,12302144238,0.0764
SA1,1144239,12302144239,12302144239,0.2376
SA1,1144240,12302144240,12302144240,0.2452
