SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL21993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,157,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,104,73,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,4,9,12,0,3,6,120,90,217
SAL21994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,3,5,7
SAL21995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,221,514,11,16,24,17,0,18,0,0,0,0,0,0,0,4,5,11,11,23,335,252,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,83,125,25,60,81,3,5,9,413,394,809
SAL21997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,7
SAL21998,103,101,198,4,0,6,0,0,0,0,0,0,4,7,13,890,583,1470,41,50,91,13,0,16,8,0,7,12,5,18,10,6,22,11,13,30,1105,764,1870,10,13,24,0,0,0,11,10,29,12,3,16,0,3,3,4,0,4,41,37,74,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,8,10,4,12,49,40,93,13,9,21,0,0,0,0,0,0,13,11,23,628,692,1321,141,267,410,7,3,11,1940,1779,3724
SAL21999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,50,133,3,3,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,89,60,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,48,13,20,29,0,0,0,114,118,228
SAL22000,81,69,152,27,29,54,0,0,0,0,0,4,4,5,13,1043,763,1802,44,94,137,10,0,10,9,0,13,26,6,31,13,5,27,27,60,89,1288,1032,2319,15,8,28,0,0,0,6,7,14,0,3,7,0,0,6,6,5,3,27,26,58,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,3,6,7,10,8,20,41,42,83,4,8,16,0,0,0,3,0,3,4,13,21,760,785,1545,209,316,527,8,5,19,2312,2201,4517
SAL22001,35,35,73,25,23,45,0,0,0,0,0,0,0,10,12,976,687,1658,31,66,103,9,0,9,10,0,12,13,0,17,16,5,24,21,20,38,1143,854,1997,10,18,29,0,0,0,0,0,0,5,6,13,0,5,5,8,0,6,23,26,51,0,0,0,0,0,0,0,0,0,3,4,3,4,0,4,9,9,10,12,10,23,46,41,86,15,11,24,0,0,3,0,5,5,16,13,28,486,534,1019,167,246,413,6,8,14,1859,1693,3555
SAL22002,72,49,125,17,42,59,0,0,0,0,0,0,11,4,16,1382,948,2328,53,105,156,16,0,16,6,0,6,19,0,24,15,7,20,31,31,62,1622,1191,2813,16,19,32,0,0,0,5,8,12,15,6,21,3,3,8,0,0,0,40,41,79,0,0,0,0,0,0,7,3,9,0,3,5,0,4,4,6,9,20,13,7,20,57,60,115,9,14,24,0,0,6,0,0,0,11,21,32,665,752,1419,229,332,563,5,7,20,2599,2362,4961
SAL22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,13
SAL22004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL22005,9,3,16,9,18,23,0,0,0,0,0,0,5,3,6,2459,2155,4610,117,150,262,38,0,38,10,4,10,34,12,48,7,7,15,68,98,162,2748,2451,5200,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,27,20,43,6,0,6,0,0,0,0,0,0,6,0,6,937,1135,2078,349,732,1079,37,30,72,4109,4379,8481
SAL22006,102,90,196,3,11,7,0,0,0,0,0,0,9,14,20,3266,2453,5724,121,174,301,56,0,55,22,0,21,8,0,9,30,4,35,26,35,56,3638,2790,6430,17,26,42,0,0,0,4,5,11,24,7,28,4,4,9,4,3,10,51,53,103,0,0,0,0,0,0,0,3,6,0,3,3,0,0,0,3,6,11,33,14,49,88,76,163,20,24,47,0,0,0,0,0,0,20,24,47,980,1191,2167,342,750,1092,15,11,26,5090,4839,9922
SAL22007,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,210,127,343,6,5,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,229,142,372,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,63,85,147,23,49,74,0,0,0,317,283,600
SAL22008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,13,23
SAL22009,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,230,156,382,12,16,24,8,0,8,6,0,6,3,0,3,0,3,3,12,14,24,266,185,453,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,4,5,7,10,0,0,5,0,0,0,0,0,0,4,5,6,130,147,276,60,82,139,3,3,0,473,422,892
SAL22010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,29,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,0,3,4,0,0,0,28,33,59
SAL22011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,95,4,0,9,3,0,3,0,0,0,0,0,0,4,0,4,10,10,21,80,54,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,8,21,25,0,0,3,93,85,182
SAL22012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL22013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,8,10,0,0,0,22,23,45
SAL22014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,206,441,20,21,45,9,0,9,3,0,3,0,0,0,0,5,5,29,21,50,294,256,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,39,76,23,56,83,3,7,8,361,362,722
SAL22015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,27,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,6,20,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,0,0,6,0,0,0,33,30,65
SAL22016,109,100,211,14,19,33,0,0,0,6,3,4,0,5,6,911,752,1663,42,84,129,17,0,17,11,0,11,29,4,34,9,6,19,39,37,79,1189,1015,2208,25,6,29,0,0,0,11,12,23,12,5,17,0,10,12,3,5,10,51,36,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,19,60,45,107,10,12,24,0,4,4,0,0,0,10,16,25,926,905,1828,208,292,505,10,0,11,2399,2275,4678
SAL22017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,148,4,3,5,9,0,9,0,0,0,0,0,4,0,0,0,13,3,17,108,69,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,23,11,8,18,0,0,0,125,97,228
SAL22018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,88,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,40,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,26,7,10,20,0,0,4,76,71,143
SAL22019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,68,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,46,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,13,28,0,16,19,0,0,0,65,60,130
SAL22020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,134,322,25,7,30,3,0,3,0,0,0,0,3,6,6,0,11,20,16,40,239,169,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,42,13,20,37,3,0,3,278,214,492
SAL22021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,65,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,40,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,9,6,18,0,0,0,54,53,108
SAL22022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,105,227,8,7,11,3,0,3,0,0,0,0,0,0,0,0,0,4,5,7,138,115,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,67,18,33,48,0,4,5,189,181,367
SAL22023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,0,6,0,0,0,18,13,27
SAL22024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,16,6,22
SAL22025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,14,7,23
SAL22026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL22027,241,240,479,26,34,59,8,0,6,0,0,0,21,29,48,9252,6405,15654,532,551,1082,189,6,190,56,3,59,36,11,49,66,40,106,111,114,221,10532,7427,17957,60,72,129,0,0,0,15,11,22,55,24,82,8,10,22,25,8,27,159,127,285,4,0,4,0,0,0,0,4,4,4,4,11,0,0,5,9,10,23,108,59,167,271,197,473,23,48,75,0,0,0,5,0,3,30,53,81,1634,2401,4034,933,1797,2722,52,39,95,13456,11911,25361
SAL22028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,65,5,5,9,7,0,7,0,0,0,0,0,0,0,0,0,4,6,6,46,46,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,0,0,4,0,0,0,56,60,117
SAL22029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,143,388,7,17,24,13,0,13,0,0,0,0,0,0,0,3,5,4,0,6,273,167,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,66,100,173,20,40,55,0,0,0,360,315,679
SAL22030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,7,0,0,0,20,16,30
SAL22031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,62,144,8,6,9,5,0,5,0,0,0,0,0,0,0,0,0,3,3,8,102,71,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,44,7,11,19,0,0,0,125,108,234
SAL22032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,127,293,6,7,11,8,0,8,0,0,0,0,0,0,0,0,4,6,3,13,182,143,328,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,79,99,168,29,35,62,4,5,6,294,284,578
SAL22033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,10,9,14
SAL22034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,3,3,0,0,0,21,30,48
SAL22035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,29,7,5,10,0,0,0,53,40,92
SAL22036,5,3,11,3,3,9,0,0,0,0,0,0,4,0,4,520,396,918,29,30,65,16,0,16,0,0,0,0,0,0,4,0,7,0,4,3,595,446,1039,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,8,5,17,0,0,4,0,0,0,0,0,0,0,0,4,353,339,687,109,167,272,0,0,0,1064,949,2016
SAL22037,69,44,116,7,14,23,0,0,0,0,0,0,5,3,6,1557,1304,2862,73,112,182,27,0,27,4,0,4,38,10,43,5,10,13,51,69,125,1832,1558,3393,5,5,12,0,0,0,4,0,3,3,8,10,0,3,4,5,0,3,18,18,34,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,17,9,23,30,34,61,0,3,8,0,0,0,0,0,0,3,3,9,1083,1239,2320,293,508,799,15,16,27,3253,3355,6610
SAL22038,26,19,43,8,14,21,0,0,0,113,128,243,8,7,16,483,347,826,11,38,54,0,0,0,12,4,15,106,71,176,15,11,22,160,207,366,943,847,1786,4,0,10,0,0,0,18,21,40,0,3,4,0,0,0,4,0,4,25,31,52,0,0,0,12,13,23,0,0,0,0,0,0,0,0,0,13,12,24,25,16,40,57,61,118,12,13,22,0,0,0,0,0,3,13,18,28,680,670,1355,210,414,625,7,6,17,1917,2015,3928
SAL22039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,32,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,4,26,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,4,7,7,0,3,8,44,30,77
SAL22040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,16,7,26
SAL22041,172,183,351,16,21,38,3,0,3,5,18,28,3,13,18,2499,1656,4156,99,147,247,20,0,27,24,6,31,46,22,70,24,9,36,29,40,71,2947,2121,5071,16,27,48,0,0,0,14,23,40,18,12,26,0,9,15,9,10,12,60,81,139,0,0,0,8,10,22,3,3,6,0,4,4,0,0,0,19,16,32,23,13,34,91,114,204,12,17,26,0,0,0,3,0,8,17,20,36,1442,1791,3236,429,686,1116,22,26,40,4952,4752,9707
SAL22042,42,37,76,5,9,11,0,0,6,39,53,93,4,0,11,1306,973,2275,90,97,185,16,0,16,16,0,21,42,20,65,4,8,15,17,32,53,1592,1230,2825,6,10,18,0,0,0,8,10,17,6,0,6,0,0,0,0,0,5,24,26,47,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,13,7,16,14,19,41,48,47,97,7,5,12,0,0,0,0,0,0,15,5,13,916,1126,2046,279,410,684,12,4,23,2854,2834,5692
SAL22043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,7,0,5,0,0,0,25,15,40
SAL22044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,10,18
SAL22045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,34,25,57
SAL22046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,32,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,4,0,4,0,0,0,41,30,70
