SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50501,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,10,10,28,41,6,5,0,117
SAL50502,0,0,21,23,21,13,3,0,0,79,3,14,21,16,15,15,11,0,0,94,98,195,473,503,382,330,108,6,0,2100
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50508,0,0,4,3,9,0,0,0,0,15,0,0,5,0,0,5,0,0,0,14,12,32,133,82,71,60,22,0,0,418
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,8,21,13,12,29,20,5,0,0,112,13,14,18,25,34,26,9,3,0,146,338,337,460,875,1254,894,215,29,6,4409
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,25,21,26,36,21,3,0,131
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,8,8,5,3,0,42
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,3,0,0,0,20
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,8,0,0,0,28
SAL50517,0,0,10,5,0,0,0,0,0,22,0,0,10,9,8,12,0,0,0,41,31,39,94,83,111,113,24,0,0,491
SAL50518,16,30,81,63,51,40,10,0,0,294,13,38,78,62,57,47,13,0,3,316,304,588,1456,1492,1259,1017,292,12,3,6420
SAL50519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,22,49,34,42,17,0,0,0,163
SAL50520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,29,43,51,38,22,3,0,205
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,7,0,0,0,0,22
SAL50522,4,20,38,27,26,25,4,0,0,154,9,9,59,40,46,34,7,5,0,214,161,447,1307,1023,925,847,281,43,6,5050
SAL50523,4,0,0,3,4,3,0,0,0,19,0,5,0,0,0,4,0,0,0,12,23,34,47,46,70,74,29,0,0,326
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7
SAL50525,0,0,6,0,4,0,0,0,0,13,0,3,0,3,8,0,3,0,0,22,17,21,33,50,90,72,17,3,0,300
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,5,0,0,25
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,17,16,4,0,0,68
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,19,15,16,9,0,0,0,64
SAL50529,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,33,167,112,35,11,0,0,0,0,356
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,26
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,0,0,0,24
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9
SAL50533,6,9,8,9,24,18,0,0,0,68,0,3,5,0,6,8,3,0,0,34,109,78,111,194,331,267,72,4,0,1155
SAL50534,4,9,4,7,19,12,8,0,0,63,0,4,14,6,10,12,8,0,0,65,97,105,213,268,392,381,115,5,0,1579
SAL50535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,11,0,0,0,35
SAL50536,3,11,4,12,3,11,9,0,0,66,6,6,8,6,9,6,4,0,0,41,97,130,251,221,247,257,83,14,0,1309
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10
SAL50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,17
SAL50539,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,10,16,15,34,30,38,37,17,0,0,185
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,6,3,4,0,0,44
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,11,3,6,15,17,21,3,0,0,80,0,9,3,12,16,19,4,0,0,72,109,118,134,234,446,334,94,28,3,1490
SAL50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,11,4,0,0,38
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14
SAL50545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,12,7,0,0,33
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,4,0,4,0,0,0,5,0,3,0,4,0,8,0,0,0,19,16,23,68,102,77,78,20,9,0,399
SAL50549,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,19
SAL50550,9,26,52,38,34,14,5,0,0,180,11,34,59,75,69,29,12,3,0,284,157,406,909,856,730,473,127,13,0,3666
SAL50551,0,3,0,3,4,4,3,0,0,25,4,0,0,5,9,0,0,0,0,19,43,47,85,94,134,101,29,5,0,526
SAL50552,0,4,10,9,15,10,0,0,0,67,4,14,6,11,16,10,6,0,0,63,103,99,169,268,370,299,82,11,0,1409
SAL50553,0,13,19,13,6,8,0,0,0,59,4,6,22,16,23,7,0,0,0,68,81,122,392,313,291,252,43,5,0,1506
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,15
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,14
SAL50556,0,0,10,10,5,0,0,0,0,38,0,3,34,23,10,5,4,0,0,83,28,158,640,476,146,69,33,0,0,1557
SAL50557,5,3,5,5,8,7,0,0,0,21,0,0,6,5,0,0,3,0,0,19,42,34,122,101,107,85,29,0,0,527
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,11,18,20,4,0,0,69
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,9,10,7,3,4,0,49
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,3,3,0,0,0,25
SAL50561,6,10,3,4,8,4,3,0,0,35,0,3,0,4,5,7,7,0,0,31,50,87,59,82,114,178,56,9,0,631
SAL50562,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,20,24,14,45,63,92,56,14,0,0,301
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50564,0,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,0,0,0,13,3,16,50,53,39,43,36,3,0,236
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,0,0,0,15
SAL50566,4,10,45,26,24,12,0,0,0,110,16,14,33,28,34,14,4,0,0,142,226,322,699,681,565,316,55,5,0,2869
SAL50567,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,9,9,0,11,12,18,36,18,3,0,106
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,3,0,23
SAL50569,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,10,6,14,24,42,26,51,22,8,0,197
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15
SAL50571,5,7,5,14,19,10,6,0,0,67,4,3,12,7,19,11,8,0,0,60,93,105,159,311,434,363,132,25,0,1617
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,17
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,12,39,92,105,81,51,23,0,0,407,31,63,136,135,111,81,18,4,0,574,435,868,1816,2041,1729,1314,360,31,0,8597
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,6,15,23,35,29,11,0,0,124
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,0,6,0,0,22
SAL50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,11,21,15,6,7,0,72
SAL50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,8,16,11,26,4,0,0,73
SAL50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,14,5,22,37,19,5,0,101
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,7,3,0,0,37
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,7,3,4,0,37
SAL50582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,4,12,20,28,26,35,4,0,0,128
SAL50583,14,14,33,22,23,27,5,0,0,147,10,21,34,35,26,26,5,0,0,151,215,342,634,625,760,708,157,14,0,3453
SAL50584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,7,0,0,0,24
SAL50585,0,3,7,14,13,6,0,0,0,56,6,10,8,14,13,18,6,4,0,78,85,98,202,259,266,258,65,17,0,1246
SAL50586,0,0,4,6,0,0,0,0,0,5,0,0,0,3,4,4,0,0,0,9,8,9,16,28,46,45,5,0,0,164
SAL50587,6,17,47,51,45,23,22,4,0,225,17,4,44,48,41,37,13,3,0,195,310,327,918,1252,1148,714,283,32,0,4988
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,8
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,5,0,0,25
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,20
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,6,3,18,3,0,0,52
SAL50594,4,0,5,5,5,5,7,0,0,33,3,0,4,8,9,0,0,0,0,24,60,69,146,193,248,194,59,10,0,972
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,0,0,20
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,18
SAL50598,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,7,15,9,0,0,0,35
SAL50599,9,4,15,18,23,11,3,0,0,84,3,8,5,31,31,21,0,8,0,104,181,181,335,695,714,398,111,19,0,2624
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,7,3,0,0,18
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,5,3,6,3,0,0,32
SAL50602,0,0,3,0,0,4,0,0,0,10,0,0,5,8,6,4,3,0,0,28,9,32,102,81,64,59,14,0,0,362
SAL50603,18,20,45,37,58,44,14,0,0,236,16,22,40,59,54,42,21,7,0,259,491,527,925,1258,1568,1340,342,42,0,6489
SAL50604,0,0,5,0,0,7,0,0,0,8,3,0,0,0,0,3,0,0,0,5,16,16,24,22,32,36,12,0,0,152
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,9,0,0,0,29
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,13
SAL50607,3,14,22,35,25,18,3,0,0,126,5,13,31,39,29,20,8,0,0,136,125,189,576,655,537,369,140,11,0,2598
SAL50608,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,4,8,15,16,8,4,0,0,0,51
SAL50609,9,30,49,51,34,38,12,0,0,218,14,25,68,90,57,37,22,0,0,312,227,527,1386,1299,1065,781,231,16,0,5525
SAL50610,3,18,53,46,26,10,4,0,0,160,3,13,71,67,32,10,3,0,0,198,133,356,1214,1326,629,297,56,0,0,4017
SAL50611,3,11,9,13,10,7,4,0,0,63,4,3,9,7,8,10,0,0,0,45,58,112,350,319,255,191,52,9,0,1342
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,13,12,0,0,0,48
SAL50613,7,18,53,77,38,12,0,0,0,206,11,18,79,110,44,23,3,0,0,288,310,377,1461,2296,1092,550,102,8,0,6211
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,4,4,0,30
SAL50615,5,0,6,7,14,10,0,0,0,42,4,4,9,14,22,9,4,0,0,64,89,102,344,315,336,251,82,17,0,1539
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,19
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,14,3,30,39,49,73,15,3,0,224
SAL50619,0,7,26,12,8,0,0,0,0,54,6,8,21,22,14,3,0,0,0,78,63,126,482,371,188,67,12,0,0,1307
SAL50620,0,6,11,4,5,7,0,0,0,25,0,0,6,3,7,3,3,0,0,29,27,30,80,61,86,82,36,6,0,414
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,6,3,5,0,38
SAL50622,7,14,56,40,32,22,9,0,0,180,4,19,49,36,15,21,3,0,0,162,145,298,934,931,638,478,137,10,0,3572
SAL50623,8,11,18,11,14,14,0,0,0,80,8,4,23,16,26,13,5,0,0,85,143,217,405,378,445,409,112,12,4,2116
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13
SAL50625,0,5,4,17,18,8,3,0,0,62,0,0,10,10,10,16,9,0,0,60,105,131,162,218,310,261,65,14,0,1264
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,11,15,20,10,0,0,75
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,0,10,12,9,6,0,0,0,41,0,3,9,12,10,9,8,0,0,42,43,64,117,129,167,158,72,7,0,753
SAL50629,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,14,5,14,19,34,56,50,12,0,0,202
SAL50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,4,12,6,9,3,0,0,44
SAL50631,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,16,16,9,14,0,0,55
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,14
SAL50633,24,40,83,58,54,52,16,0,0,325,17,24,71,69,54,45,17,0,0,308,392,572,1359,1347,1256,1050,244,17,0,6237
SAL50634,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,8,3,3,15,19,38,32,7,0,0,119
SAL50635,0,0,15,17,6,9,5,0,0,43,0,5,37,15,6,8,4,0,0,68,23,143,619,325,195,132,41,5,0,1484
SAL50636,3,16,47,23,10,3,0,0,0,103,4,8,36,23,17,6,0,0,0,93,90,243,809,556,334,181,26,0,0,2241
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,8,9,16,11,3,0,61
SAL50638,5,23,26,32,43,44,6,0,0,183,20,16,30,58,48,51,19,4,0,239,405,506,706,1133,1411,1268,380,31,3,5844
SAL50639,0,0,9,6,8,3,0,0,0,28,3,0,3,10,6,3,0,0,0,27,50,53,124,165,147,129,41,5,0,706
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,8,4,0,0,32
SAL50641,4,3,20,22,8,11,5,0,0,68,3,3,28,26,14,8,5,0,0,83,95,155,466,549,419,298,79,8,0,2067
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,4,0,0,34
SAL50643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,7,9,4,0,0,23
SAL50644,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,10,12,9,3,0,4,47
SAL50645,10,18,46,43,30,21,0,0,0,172,8,17,44,49,35,19,0,0,0,169,229,314,797,1052,802,467,88,5,0,3746
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,13,19,22,5,0,0,73
SAL50647,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,21
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,3,0,0,0,23
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
SAL50652,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,6,0,0,0,24
SAL50653,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,6,0,0,0,16,15,13,15,27,30,37,17,4,0,166
SAL50654,0,5,5,0,0,10,0,0,0,12,0,0,3,0,0,4,0,0,0,17,8,22,100,106,90,103,21,7,0,459
SAL50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,12,16,4,3,0,65
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,5,0,0,8,4,4,3,0,0,20,0,0,0,0,5,0,3,0,0,14,31,28,45,44,100,102,37,14,0,395
SAL50658,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,11,21,14,5,6,0,63
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,3,0,0,0,26
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,15
SAL50661,13,24,51,48,39,26,7,0,0,202,11,21,50,60,36,33,3,0,0,222,248,427,900,1078,935,629,153,6,0,4379
SAL50662,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,4,7,8,13,25,48,46,26,21,11,5,203
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,8
SAL50664,4,13,9,21,19,29,8,0,0,111,4,13,13,22,33,32,14,3,0,133,281,318,254,464,980,808,123,10,0,3241
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,7
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,4,0,0,0,4
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9
SAL50668,9,10,16,30,25,27,4,0,0,119,4,11,14,18,19,9,4,0,0,89,143,287,737,801,692,519,139,8,0,3313
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL50670,6,17,76,38,29,21,0,5,0,200,7,7,74,52,26,21,8,3,0,203,134,456,1980,1341,700,569,164,23,0,5366
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3
SAL50672,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,14,11,15,10,0,0,53
SAL50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,4,0,0,0,23
SAL50674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,3,0,0,33
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,8,9,4,6,0,0,29
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,11,4,3,0,0,33
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,5,4,0,0,0,35
SAL50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,12,19,8,0,0,52
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,0,21
SAL50681,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,11,10,11,13,20,35,31,24,0,0,155
SAL50682,5,9,10,6,11,20,0,0,0,66,10,12,16,9,9,9,12,3,0,83,109,120,212,254,310,281,115,15,0,1411
SAL50683,12,11,18,21,26,20,6,0,0,104,0,11,17,15,19,12,3,0,0,76,156,182,366,395,517,434,59,9,0,2115
SAL50684,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,7,3,8,27,15,23,19,0,0,94
SAL50685,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,14
SAL50686,3,0,0,0,4,5,0,0,0,25,0,5,7,3,9,10,0,0,0,34,40,33,79,106,154,137,32,8,0,589
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAL50688,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,12,27,9,11,3,0,75
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,4,4,0,0,33
SAL50690,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,6,3,0,0,29
SAL50691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,40,24,29,13,4,0,4,122
SAL50692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,19,24,32,23,42,11,0,0,158
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,16
SAL50694,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,13,11,11,10,0,0,0,48
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,3,3,0,27
SAL50696,10,6,30,20,26,16,0,0,0,108,3,9,17,21,20,11,0,4,0,84,192,223,435,508,607,376,49,3,0,2384
SAL50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,14,5,16,0,0,0,45
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,7,6,17,20,14,5,4,0,74
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,7,8,0,0,37
SAL50700,0,8,3,8,0,7,0,0,0,20,0,4,5,8,0,0,0,0,0,15,26,79,171,128,119,87,37,12,3,659
SAL50701,6,28,57,34,40,42,11,0,0,213,10,28,50,41,55,40,8,0,0,238,228,655,1119,868,912,884,205,10,4,4885
SAL50702,7,3,39,29,20,18,5,0,0,125,3,9,41,24,11,12,6,0,0,102,78,205,969,819,536,347,102,7,4,3064
SAL50703,0,0,0,0,3,3,0,0,0,4,0,0,0,0,5,4,0,0,0,13,8,13,14,20,43,43,17,5,0,156
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50705,0,7,9,5,9,3,0,0,0,31,0,3,10,4,9,7,4,0,0,41,43,39,142,157,205,205,72,13,0,874
