SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
702011050,1100,1023,2123,496,403,900,66,66,136,51,49,94,38,28,71,651,549,1195,210,256,458,5.8,5.1,5.9,59.2,53.7,56.3,55.7,50.6,53.2,29,22,51,8,11,17,63,121,184,69,72,140,194,108,299,26,31,52,24,13,43,244,151,395,679,661,1341,318,299,615,421,414,836,532,505,1033
702011051,1001,1032,2035,431,336,768,85,152,238,29,35,66,26,15,41,572,535,1106,272,362,635,4.5,2.8,3.7,57.1,51.8,54.3,54.4,50.7,52.7,18,42,58,11,29,45,73,115,187,61,75,139,262,92,353,13,11,23,10,26,36,281,131,411,785,807,1593,215,241,457,540,540,1086,415,443,860
702011052,1736,1352,3087,220,175,398,92,129,217,22,24,47,244,249,491,580,567,1147,937,612,1550,42.1,43.9,42.8,33.4,41.9,37.2,19.2,24.3,21.4,10,11,23,3,15,17,22,59,81,7,35,50,107,66,179,32,39,76,43,36,83,187,145,329,1308,1400,2713,133,149,281,1060,1178,2238,264,254,517
702011053,956,1124,2084,181,155,338,57,110,169,37,29,60,124,92,217,396,379,779,365,525,891,31.3,24.3,27.9,41.4,33.7,37.4,28.8,26.2,27.2,9,9,20,7,9,17,29,47,80,23,17,40,65,43,102,25,29,52,3,7,12,90,83,174,1001,1124,2121,122,119,245,811,947,1756,201,207,408
702011054,671,830,1497,137,128,259,46,66,114,5,3,9,218,211,429,406,412,820,210,331,548,53.7,51.2,52.3,60.5,49.6,54.8,28,23.7,25.5,3,11,14,7,4,9,15,36,49,16,15,32,43,17,61,10,9,12,4,0,9,55,31,85,843,950,1795,74,76,152,717,825,1545,116,124,239
702021055,937,867,1806,248,162,409,73,74,146,25,22,47,118,80,193,461,340,796,363,448,812,25.6,23.5,24.2,49.2,39.2,44.1,36.9,29.8,33.3,7,8,12,3,9,12,22,52,70,26,25,46,148,78,227,17,32,49,12,15,24,171,126,297,1010,998,2005,169,139,311,775,759,1530,301,279,575
702021056,1206,1144,2351,461,407,873,92,102,194,41,46,89,50,37,89,654,601,1248,410,418,828,7.6,6.2,7.1,54.2,52.5,53.1,49.3,48.5,49.2,28,31,57,17,24,39,73,123,192,63,74,136,211,95,305,13,21,40,17,12,26,245,132,377,1047,992,2037,267,263,530,692,666,1356,504,490,994
702031057,2028,1667,3694,733,468,1200,158,254,410,92,76,172,111,54,166,1097,861,1955,585,544,1130,10.1,6.3,8.5,54.1,51.6,52.9,48.5,47.9,48.2,32,54,85,13,27,40,112,181,296,97,120,222,481,151,636,35,41,77,33,42,71,542,235,784,1665,1392,3060,347,348,700,1146,862,2014,762,753,1517
702031058,683,632,1308,217,127,342,50,69,123,29,25,48,80,43,125,377,265,644,209,291,502,21.2,16.2,19.4,55.2,41.9,49.2,43.3,35,39.2,9,4,14,3,6,8,38,31,70,24,17,41,102,38,146,22,33,58,4,9,15,134,79,214,686,688,1374,111,70,182,527,560,1088,205,142,344
702031059,788,896,1688,106,137,239,34,29,61,3,18,20,149,122,269,292,303,597,381,464,846,51,40.3,45.1,37.1,33.8,35.4,18.1,20.5,19,5,11,15,6,9,20,21,23,46,6,13,15,39,26,60,31,28,55,8,0,4,68,54,124,1027,1062,2088,77,85,161,868,916,1778,132,127,261
702031060,914,926,1837,142,126,263,103,109,208,20,30,52,94,72,163,354,336,685,511,547,1055,26.6,21.4,23.8,38.7,36.3,37.3,29,28.6,28.5,3,10,13,4,7,13,28,37,64,10,13,19,68,41,115,12,12,23,7,10,16,85,68,155,1115,1104,2220,53,61,114,949,959,1905,154,151,304
702031061,1713,1754,3467,293,250,547,73,83,154,49,57,105,181,158,338,598,546,1147,843,944,1793,30.3,28.9,29.5,34.9,31.1,33.1,24.2,22.2,23.2,6,16,22,10,10,13,41,52,88,26,45,67,128,57,185,28,27,49,69,51,123,226,134,357,2030,2042,4066,129,129,260,1752,1752,3497,211,236,446
702041062,933,898,1827,317,190,509,53,87,143,40,30,74,71,52,128,483,367,847,284,391,671,14.7,14.2,15.1,51.8,40.9,46.4,43.9,34.2,39.7,15,19,37,3,8,16,66,73,138,35,35,64,114,46,164,4,11,13,37,38,82,159,94,257,986,987,1975,185,159,349,744,753,1499,332,320,652
702041063,2557,2690,5252,361,317,673,198,258,455,64,59,123,214,192,400,834,824,1661,1520,1662,3185,25.7,23.3,24.1,32.6,30.6,31.6,24.4,23.6,23.8,18,31,48,11,26,42,42,75,117,29,56,87,132,131,267,92,104,196,20,26,47,241,259,506,3302,3336,6646,194,197,384,2948,2998,5944,293,309,603
702041064,1152,1069,2217,663,491,1157,95,196,294,62,62,121,19,16,40,843,756,1600,116,139,259,2.3,2.1,2.5,73.2,70.7,72.2,71.2,70.1,70.9,29,55,80,20,53,68,105,169,277,82,111,188,369,120,484,9,16,23,20,24,46,395,163,554,969,923,1896,288,323,605,428,353,778,728,789,1517
702051065,872,818,1685,207,160,364,52,66,116,21,27,46,65,40,102,350,288,635,400,427,826,18.6,13.9,16.1,40.1,35.2,37.7,32.1,30.9,31.2,3,5,4,3,6,8,25,38,60,17,33,52,96,49,146,43,30,75,14,10,31,159,89,250,924,915,1831,95,92,185,725,744,1472,204,178,378
702051066,1490,1404,2898,272,220,496,102,106,211,85,79,167,122,74,194,588,481,1064,755,771,1526,20.7,15.4,18.2,39.5,34.3,36.7,30.8,28.8,30.2,9,13,26,12,9,18,47,63,107,16,43,63,146,70,215,22,21,43,19,10,31,184,104,285,1760,1688,3449,193,176,363,1503,1476,2978,294,259,549
702051067,3908,3669,7575,1812,1316,3129,267,480,742,143,135,279,96,70,161,2312,1999,4311,736,910,1652,4.2,3.5,3.7,59.2,54.5,56.9,56.9,52.6,54.8,64,83,147,38,95,128,255,481,739,274,321,598,901,370,1271,47,80,124,57,73,123,999,525,1522,2978,2731,5714,968,927,1889,1640,1541,3177,1985,1843,3826
702051068,881,872,1753,220,164,387,59,86,148,27,28,61,72,59,124,383,337,715,316,391,709,18.8,17.5,17.3,43.5,38.6,40.8,34.7,31.9,34,5,5,9,0,9,10,23,51,77,36,38,75,127,68,194,17,24,45,26,15,40,168,106,274,908,909,1816,130,125,253,716,735,1444,233,222,458
797979799,61,9,72,14,3,16,0,0,3,10,0,10,0,0,0,22,7,25,28,0,29,0,0,0,36.1,77.8,34.7,39.3,33.3,40.3,0,0,3,0,0,0,19,3,17,8,0,8,19,0,17,0,0,0,4,0,4,19,0,17,45,10,52,3,0,7,39,5,42,4,4,8
799999499,1240,1043,2281,254,149,399,36,66,103,34,41,70,48,33,76,369,280,647,465,427,889,13,11.8,11.7,29.8,26.8,28.4,26.1,24.5,25.1,19,32,52,9,21,34,65,122,184,51,68,121,251,67,322,14,11,29,19,32,45,279,112,392,370,269,639,588,591,1185,231,159,395,666,657,1326
801011001,926,982,1905,424,313,742,136,210,347,26,38,60,18,19,39,602,585,1188,291,372,661,3,3.2,3.3,65,59.6,62.4,63.3,57.1,60.3,199,175,377,55,98,150,267,275,541,62,86,148,71,29,98,7,11,11,4,15,22,77,52,127,923,984,1906,164,165,334,666,738,1396,399,385,781
801011002,3021,3066,6087,1390,1019,2409,407,577,989,91,91,178,147,156,301,2043,1845,3885,693,932,1621,7.2,8.5,7.7,67.6,60.2,63.8,62.5,55,58.7,467,415,882,73,111,184,829,884,1713,214,231,443,270,164,431,25,27,47,36,48,77,330,236,561,1918,1913,3825,1009,1066,2072,616,659,1275,2226,2235,4465
801011003,3163,3187,6349,1328,1042,2370,513,688,1197,116,154,268,128,116,244,2087,1998,4085,840,914,1762,6.1,5.8,6,66,62.7,64.3,61.9,59.1,60.4,455,386,838,95,163,262,844,923,1764,204,253,451,246,157,397,23,24,47,15,36,56,284,211,492,2088,2102,4193,1067,1082,2148,807,822,1626,2291,2261,4549
801011004,1135,1206,2342,567,378,944,141,244,391,35,46,79,55,37,90,795,707,1502,272,425,694,6.9,5.2,6,70,58.6,64.1,65.5,55.4,60.4,41,56,92,16,30,46,128,163,291,89,128,219,255,181,441,19,21,40,20,38,55,293,242,534,1140,1189,2333,175,173,355,809,853,1660,441,447,888
801011005,1086,1215,2299,470,395,862,161,285,448,35,40,73,33,31,67,695,753,1448,339,420,763,4.7,4.1,4.6,64,62,63,61.3,59.3,60.2,208,220,431,50,92,139,295,348,644,66,99,162,106,64,169,9,9,11,9,32,41,123,103,223,1046,1170,2217,185,202,386,715,811,1524,483,529,1010
801011006,2561,2790,5352,1526,1117,2645,297,661,957,85,136,227,81,73,152,1991,1987,3983,473,705,1185,4.1,3.7,3.8,77.7,71.2,74.4,74.5,68.6,71.5,165,145,308,49,99,149,344,498,847,290,310,604,490,322,811,28,37,63,23,69,99,548,434,975,2890,2972,5865,369,406,778,1987,2026,4007,1097,1188,2287
801011007,2085,2162,4241,1053,714,1766,276,524,800,54,93,144,71,50,121,1452,1373,2827,499,645,1145,4.9,3.6,4.3,69.6,63.5,66.7,66.3,61.6,63.9,175,140,314,54,98,152,344,441,787,203,210,410,374,198,568,17,26,45,31,50,78,421,273,695,2111,2133,4243,289,263,556,1569,1650,3219,723,665,1393
801011008,1905,2014,3919,881,607,1486,268,476,745,50,68,120,82,55,136,1284,1205,2489,539,713,1251,6.4,4.6,5.5,67.4,59.8,63.5,62.9,57.1,60,168,168,335,60,80,139,389,410,795,125,154,282,281,153,435,20,19,36,30,47,79,332,222,550,1826,1940,3766,319,292,609,1329,1390,2719,764,784,1553
801011009,1312,1345,2658,680,442,1122,152,328,480,24,56,80,46,32,80,903,856,1757,365,434,801,5.1,3.7,4.6,68.8,63.6,66.1,65.2,61.4,63.3,90,91,186,43,64,105,223,269,492,124,175,300,260,118,381,13,17,31,17,36,53,297,175,463,1383,1379,2764,194,158,351,1040,1059,2096,462,424,888
801011010,786,822,1612,370,260,622,91,216,310,33,33,59,25,20,43,514,522,1039,233,268,499,4.9,3.8,4.1,65.4,63.5,64.5,62.8,61.9,61.5,68,46,112,30,45,71,128,191,324,74,108,186,158,61,222,5,10,18,14,17,36,180,95,269,852,848,1702,78,94,167,647,664,1310,235,239,482
801011011,1278,1333,2620,639,439,1077,158,329,488,40,70,111,54,37,89,884,869,1759,344,417,759,6.1,4.3,5.1,69.2,65.2,67.1,65.5,62.9,64,116,115,227,54,73,129,223,298,523,114,174,283,259,113,376,14,17,29,15,38,52,285,166,454,1307,1338,2649,215,213,426,917,973,1891,525,499,1018
801011012,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,100,75,0,0,100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,3,0,7
801011013,1222,1183,2408,520,358,880,187,257,445,34,39,76,50,26,77,789,685,1474,385,461,848,6.3,3.8,5.2,64.6,57.9,61.2,60.6,55.3,58.2,149,148,298,52,89,136,313,334,647,99,123,220,128,58,182,15,14,25,22,27,46,163,99,262,1199,1126,2323,213,200,408,817,838,1648,546,494,1044
801011014,1215,1238,2448,579,384,966,152,276,427,32,48,82,40,20,64,803,733,1538,334,440,765,5,2.7,4.2,66.1,59.2,62.8,62.8,57.2,60.3,98,78,178,35,44,85,185,235,419,89,117,203,258,128,383,15,16,33,14,34,46,288,180,467,1252,1229,2482,148,159,308,931,961,1894,418,394,810
801011015,1709,2041,3747,826,601,1428,177,387,568,51,75,129,66,58,123,1124,1121,2246,481,778,1259,5.9,5.2,5.5,65.8,54.9,59.9,61.7,52.1,56.7,114,115,233,44,87,128,255,335,592,144,217,356,369,206,576,15,40,59,42,63,105,425,313,741,1703,1904,3607,271,270,535,1183,1327,2513,707,804,1515
801011016,2974,2998,5973,1338,868,2208,461,740,1209,86,117,200,118,92,210,2004,1816,3821,828,1048,1876,5.9,5.1,5.5,67.4,60.6,64,63.4,57.5,60.6,313,247,567,128,159,287,573,651,1227,248,310,550,457,247,701,22,35,56,36,91,125,508,368,878,2852,2872,5728,523,492,1019,2112,2153,4264,1140,1101,2240
801011017,1386,1477,2863,698,474,1172,173,361,533,36,62,101,52,35,88,957,933,1893,364,467,830,5.4,3.8,4.6,69,63.2,66.1,65.4,60.7,63.1,88,88,174,35,58,90,207,291,496,125,173,297,322,159,477,11,12,24,26,50,72,357,221,579,1468,1472,2939,185,197,387,1046,1115,2166,513,508,1022
801011018,60,48,104,23,20,41,9,10,11,0,0,0,6,0,6,36,26,66,20,14,30,16.7,0,9.1,60,54.2,63.5,53.3,62.5,50,12,10,22,3,0,4,11,12,21,6,0,12,3,4,9,0,0,0,0,0,0,4,5,12,5,3,4,75,56,132,3,0,7,67,52,111
801011019,2497,2639,5135,1492,1036,2521,318,623,938,96,146,238,72,80,145,1967,1878,3848,440,684,1122,3.7,4.3,3.8,78.8,71.2,74.9,76.3,68.4,72,212,193,408,55,111,166,402,571,973,244,333,572,537,304,842,25,42,74,36,57,96,604,406,1010,2642,2783,5427,429,439,869,1513,1545,3062,1329,1434,2761
801011020,1084,1111,2195,494,345,837,158,246,402,31,44,76,33,25,63,711,669,1379,327,396,718,4.6,3.7,4.6,65.6,60.2,62.8,63,57.2,59.9,151,123,267,57,71,127,248,286,528,69,101,173,140,69,208,8,9,22,10,16,31,161,101,260,953,1038,1990,262,236,495,615,642,1255,553,569,1119
801011021,1089,1179,2263,512,362,877,150,281,431,28,38,70,38,34,69,731,717,1447,280,404,682,5.2,4.7,4.8,67.1,60.8,63.9,63.4,57.8,60.9,112,80,190,45,65,109,203,275,475,65,111,177,177,87,267,3,20,23,10,29,39,198,131,324,1083,1155,2244,134,139,271,813,893,1708,359,358,717
801011022,1217,1274,2494,556,392,948,168,276,443,31,43,82,35,25,59,790,745,1534,366,486,851,4.4,3.4,3.8,64.9,58.5,61.5,62,55.8,59.1,107,91,195,45,72,114,228,284,515,117,149,270,222,86,308,10,22,26,19,38,55,242,148,391,1218,1291,2507,200,170,364,890,962,1850,474,447,915
801011023,1134,1400,2535,475,348,825,120,226,352,40,59,99,40,30,72,675,670,1345,398,641,1037,5.9,4.5,5.4,59.5,47.9,53.1,56,45.2,50.3,102,114,214,40,55,93,215,289,504,102,142,243,175,88,261,9,13,20,27,40,65,209,134,340,950,1165,2115,286,303,590,577,751,1332,611,657,1270
801011024,1168,1165,2336,515,329,847,178,276,460,30,38,65,50,42,93,776,687,1470,313,413,728,6.4,6.1,6.3,66.4,59,62.9,61.9,55.2,58.7,113,109,223,28,57,84,230,252,484,99,105,199,195,109,308,17,10,30,15,31,42,227,151,375,1104,1099,2203,231,211,444,714,713,1433,537,528,1060
801011025,935,1104,2035,468,322,792,120,260,386,21,49,74,34,34,73,649,668,1318,247,377,627,5.2,5.1,5.5,69.4,60.5,64.8,65.1,57.2,61.5,72,61,136,22,41,60,158,217,379,92,130,219,207,101,308,13,21,29,14,33,48,234,156,381,1003,1065,2069,125,162,291,769,814,1576,307,388,699
801011026,1010,1052,2066,477,296,776,151,258,405,28,26,49,31,23,55,682,605,1289,293,416,712,4.5,3.8,4.3,67.5,57.5,62.4,65,55.1,59.5,177,134,314,63,81,142,271,294,563,79,99,182,117,50,165,8,10,14,5,25,34,132,82,214,1041,1092,2135,153,131,283,785,841,1620,387,371,758
801011111,6,6,12,3,3,9,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,0,0,0,50,50,41.7,50,50,75,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,3,3,4,0,0,4
801011112,9,4,10,4,0,3,3,0,7,0,0,0,0,0,0,4,3,8,0,0,3,0,0,0,44.4,75,80,77.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,4,8,0,0,0,6,4,11,0,0,0
801031031,396,28,425,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,395,30,424,0,0,0,0.8,0,0.7,0.8,0,0.7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3
801031032,14,6,23,10,3,12,0,3,3,0,0,3,0,0,0,10,9,13,0,0,0,0,0,0,71.4,150,56.5,71.4,100,78.3,0,0,0,0,0,0,0,0,3,0,4,3,7,0,7,0,0,0,0,0,0,7,0,7,12,14,28,0,3,3,6,10,17,3,3,10
801031113,477,301,778,148,75,217,46,48,95,14,12,25,31,13,38,234,148,382,161,101,258,13.2,8.8,9.9,49.1,49.2,49.1,43.6,44.9,43.3,14,14,25,3,5,7,25,29,51,19,28,48,94,22,121,10,3,10,9,12,18,110,33,145,330,221,548,60,47,107,252,164,419,138,91,228
801031114,43,35,81,28,19,44,6,8,11,0,0,4,0,0,4,38,30,65,0,8,9,0,0,6.2,88.4,85.7,80.2,79.1,77.1,72.8,3,3,3,0,0,0,3,11,14,3,5,12,4,4,10,4,0,3,0,3,3,8,7,13,42,28,66,10,8,24,3,10,16,34,31,65
801031115,79,71,150,42,13,58,11,21,27,4,0,5,0,0,0,51,36,89,13,20,37,0,0,0,64.6,50.7,59.3,72.2,47.9,60,3,0,6,3,0,7,8,16,25,7,5,11,22,3,31,0,0,0,4,0,3,25,6,36,59,67,127,5,13,18,45,40,84,23,27,53
801041034,2034,2162,4199,1228,849,2077,255,537,791,63,89,157,78,58,132,1621,1537,3158,338,551,891,4.8,3.8,4.2,79.7,71.1,75.2,76,68.2,72,209,147,355,63,109,177,337,476,808,225,253,484,373,220,590,15,32,44,34,60,87,413,315,726,2258,2350,4607,360,373,729,1415,1504,2915,1079,1091,2173
801041035,2212,2360,4574,1506,981,2482,252,552,803,60,114,178,64,91,158,1891,1738,3626,223,516,737,3.4,5.2,4.4,85.5,73.6,79.3,82.2,69.8,75.7,360,256,613,71,83,145,439,605,1045,256,273,530,302,233,538,18,28,48,16,28,46,343,288,630,2438,2553,4993,549,576,1127,491,485,975,2226,2328,4560
801041036,2040,2254,4292,1390,1057,2447,238,493,734,68,129,198,50,71,116,1747,1750,3498,199,396,594,2.9,4.1,3.3,85.6,77.6,81.5,83.1,74.5,78.7,211,179,393,57,97,158,370,523,894,255,305,559,402,226,635,20,30,50,23,47,65,441,308,746,1924,2024,3945,612,656,1267,403,405,804,1891,2084,3977
801041037,1661,1711,3370,1104,776,1879,180,387,568,41,82,127,32,44,76,1364,1289,2652,236,345,582,2.3,3.4,2.9,82.1,75.3,78.7,79.8,72.8,76.4,349,257,601,47,88,131,399,501,897,161,199,357,202,138,340,5,10,18,13,33,41,223,179,407,1559,1579,3139,473,487,967,181,183,358,1674,1721,3395
801041038,1472,1549,3027,1005,644,1648,160,395,555,27,81,111,41,64,97,1231,1178,2411,186,311,503,3.3,5.4,4,83.6,76,79.6,81,72.3,76.4,243,174,420,56,66,126,327,435,759,169,185,355,187,114,300,3,11,17,9,29,38,206,156,360,1666,1700,3361,320,321,641,666,686,1352,1142,1191,2334
801041039,2518,2497,5015,1528,1047,2579,314,569,890,74,103,171,91,103,195,2010,1828,3833,392,579,973,4.5,5.6,5.1,79.8,73.2,76.4,76.1,68.8,72.6,449,327,781,66,92,156,620,778,1399,217,241,450,261,185,451,17,32,44,14,33,45,292,250,545,2199,2153,4353,771,813,1583,912,858,1768,1862,1941,3805
801041040,2437,2486,4929,1345,952,2297,327,523,853,77,98,169,120,108,227,1868,1684,3548,410,662,1068,6.4,6.4,6.4,76.7,67.7,72,71.8,63.3,67.3,315,239,560,60,90,155,482,599,1084,252,289,540,287,204,492,17,19,33,21,49,72,329,281,604,2023,2103,4127,729,721,1450,954,1033,1992,1658,1641,3302
801041043,103,116,217,40,26,67,15,35,47,4,3,12,0,0,3,64,65,133,35,49,81,0,0,2.3,62.1,56,61.3,57.3,55.2,58.1,10,5,15,3,10,11,16,19,31,10,16,23,34,10,40,0,0,0,0,0,3,35,11,43,114,124,241,6,9,17,89,93,180,37,41,77
801041044,2834,2878,5714,1825,1206,3034,330,680,1011,67,137,209,95,102,196,2329,2121,4447,413,655,1068,4.1,4.8,4.4,82.2,73.7,77.8,78.4,70.3,74.4,537,358,896,85,100,189,642,833,1474,283,308,588,330,234,565,19,22,38,17,38,64,366,300,663,2575,2601,5178,1002,991,1989,992,1031,2020,2343,2320,4662
801041045,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,83.3,0,83.3,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3
801041046,3870,4204,8080,2256,1587,3849,485,1047,1531,135,203,343,129,118,246,3005,2958,5964,669,1045,1717,4.3,4,4.1,77.6,70.4,73.8,74.3,67.5,70.8,334,279,616,107,162,272,636,869,1504,371,472,842,702,475,1177,32,68,104,49,87,137,785,628,1411,3879,4049,7927,789,830,1617,2107,2248,4355,2256,2353,4611
801041047,2740,2820,5560,1389,982,2367,386,724,1105,79,84,168,82,71,151,1933,1855,3792,662,817,1479,4.2,3.8,4,70.5,65.8,68.2,67.7,63.5,65.5,333,228,558,100,121,225,523,609,1131,275,322,598,368,200,566,13,33,46,31,73,107,411,300,718,2807,2841,5648,351,350,703,1969,2003,3966,1090,1138,2233
801041048,2162,2291,4452,1126,805,1931,314,543,858,71,84,155,86,70,158,1601,1506,3106,462,685,1146,5.4,4.6,5.1,74.1,65.7,69.8,69.9,62.5,66.1,235,207,437,64,105,171,400,483,882,192,234,421,335,196,528,19,34,53,18,54,73,372,282,656,2125,2194,4318,393,388,785,1343,1460,2799,1039,1006,2051
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,208,250,466,160,106,266,17,54,72,6,9,17,6,8,18,190,187,373,19,62,80,3.2,4.3,4.8,91.3,74.8,80,88,67.6,76.2,31,34,66,9,10,12,47,67,110,23,24,47,36,26,60,3,4,7,0,3,5,44,37,77,205,234,438,84,99,180,15,17,29,247,290,531
801041119,3,3,6,3,0,3,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,0,75,100,100,66.7,100,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,3,6,0,0,0
801041120,39,37,69,20,9,34,5,10,11,0,0,0,0,0,0,27,23,47,3,6,16,0,0,0,69.2,62.2,68.1,64.1,51.4,65.2,4,3,9,0,0,0,7,9,12,5,9,13,9,0,6,0,0,0,0,0,0,6,0,9,3,0,3,43,36,84,5,0,6,31,35,69
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,991,1089,2074,29,10,38,193,268,466,78,122,199,135,143,278,430,550,978,504,475,979,31.4,26,28.4,43.4,50.5,47.2,30.3,36.7,33.9,120,104,222,6,3,14,199,203,401,17,8,21,9,12,24,3,7,16,0,0,0,14,30,40,495,484,982,438,533,973,36,18,56,890,997,1884
801051050,1936,2344,4282,849,680,1530,262,529,790,41,84,128,47,56,109,1204,1352,2558,588,827,1415,3.9,4.1,4.3,62.2,57.7,59.7,59.5,55.2,57.2,324,335,658,101,167,268,472,628,1102,125,170,291,180,101,284,9,13,20,13,30,45,208,142,352,1790,2111,3907,359,434,786,1214,1454,2665,842,1016,1854
801051051,2691,2534,5227,1364,1086,2448,343,433,776,79,116,195,115,107,223,1907,1735,3640,504,538,1046,6,6.2,6.1,70.9,68.5,69.6,66.4,64.5,65.4,417,367,785,111,151,263,794,789,1583,163,121,284,158,98,251,19,17,33,22,21,41,197,134,332,1538,1388,2927,915,921,1835,544,475,1023,1930,1844,3772
801051053,2079,2093,4170,705,513,1218,243,325,562,75,114,189,121,160,280,1135,1107,2249,717,821,1542,10.7,14.5,12.4,54.6,52.9,53.9,49.2,45.5,47.2,284,246,527,54,71,129,490,541,1032,93,87,186,62,36,97,4,12,19,17,14,28,81,69,146,1015,965,1986,823,975,1796,183,137,325,1672,1802,3472
801051054,906,949,1855,397,341,737,146,219,363,28,32,62,43,28,70,612,615,1229,234,273,506,7,4.6,5.7,67.5,64.8,66.3,63,62.4,62.6,148,158,305,34,49,82,242,289,534,49,57,102,80,50,131,7,4,16,9,8,18,91,69,160,633,681,1319,311,316,628,373,397,769,557,567,1131
