SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
603021072,3277,3429,6712,1325,685,2009,418,879,1296,96,111,203,124,106,232,1962,1776,3734,1126,1449,2576,6.3,6,6.2,59.9,51.8,55.6,56.1,48.8,52.3,76,98,179,50,74,125,274,452,729,242,327,563,880,394,1274,48,70,118,54,91,151,984,561,1542,3306,3379,6687,463,484,948,2325,2290,4612,1261,1373,2634
603031073,1054,992,2047,227,126,360,151,223,371,39,24,65,30,20,53,450,391,847,479,476,955,6.7,5.1,6.3,42.7,39.4,41.4,39.6,37.6,38.9,25,26,57,9,23,31,66,97,161,65,101,161,257,115,374,9,18,26,20,21,50,289,158,444,942,867,1812,126,127,248,736,657,1392,296,311,604
603031074,1951,1887,3842,531,280,810,256,416,668,85,79,162,67,33,93,930,802,1734,847,915,1758,7.2,4.1,5.4,47.7,42.5,45.1,44.7,41.1,42.7,26,33,57,17,24,42,126,174,299,143,186,333,496,190,687,17,45,56,46,45,85,559,272,833,1746,1656,3407,248,253,506,1260,1177,2435,670,659,1328
604011075,1213,1382,2595,437,222,659,129,324,454,29,40,76,90,51,145,689,641,1326,462,669,1127,13.1,8,10.9,56.8,46.4,51.1,49.1,42.4,45.8,5,4,8,5,13,16,36,82,111,49,88,135,340,176,515,20,40,58,26,26,50,382,249,633,1159,1288,2446,212,241,454,836,888,1718,469,566,1036
604011076,2093,1995,4081,887,421,1307,257,548,805,92,70,169,93,63,155,1333,1102,2438,593,719,1316,7,5.7,6.4,63.7,55.2,59.7,59.1,52.1,55.9,27,31,55,10,38,46,114,179,289,108,170,278,639,251,891,22,32,55,25,89,107,686,370,1058,2088,2022,4110,178,193,378,1696,1564,3259,493,552,1045
604011077,1456,1569,3024,485,297,782,196,364,557,41,57,98,108,78,189,836,795,1626,518,682,1196,12.9,9.8,11.6,57.4,50.7,53.8,49.6,45.8,47.5,30,21,54,13,26,41,88,142,226,84,121,205,366,239,601,33,46,82,26,39,57,424,323,742,1322,1417,2733,247,304,549,902,960,1862,586,678,1264
604011078,2378,2731,5110,866,531,1402,270,638,905,52,68,123,124,97,219,1315,1340,2655,936,1247,2181,9.4,7.2,8.2,55.3,49.1,52,50,45.3,47.6,53,55,116,21,43,69,187,272,461,149,242,392,557,327,878,35,57,91,40,63,102,629,446,1071,2333,2593,4928,387,452,841,1601,1714,3318,1022,1206,2234
604011079,1994,2158,4155,802,397,1202,231,561,792,72,89,163,74,63,136,1184,1103,2289,657,917,1579,6.3,5.7,5.9,59.4,51.1,55.1,55.4,48.5,51.9,34,45,73,22,42,58,135,233,370,138,182,324,576,252,829,22,45,72,40,76,118,638,372,1009,1907,2067,3968,285,303,592,1372,1424,2792,737,859,1598
604011080,1332,1425,2757,574,279,860,144,407,554,47,43,86,72,51,124,838,780,1621,433,577,1011,8.6,6.5,7.6,62.9,54.7,58.8,57.4,51.2,54.4,13,12,24,3,18,25,59,118,177,72,125,194,436,198,635,30,41,69,18,42,63,479,283,769,1315,1409,2726,185,203,387,949,1012,1963,511,529,1037
604011081,1543,1666,3214,584,299,884,168,409,579,44,43,86,78,47,128,870,803,1674,569,766,1333,9,5.9,7.6,56.4,48.2,52.1,51.6,45.1,48.2,15,21,40,10,22,34,68,138,201,88,133,213,429,215,641,19,42,55,37,43,80,479,301,779,1493,1615,3106,234,219,450,1076,1161,2245,566,597,1168
604011082,2668,3040,5708,973,467,1439,291,739,1029,81,103,190,129,92,220,1471,1404,2877,1066,1474,2541,8.8,6.6,7.6,55.1,46.2,50.4,50.4,43.1,46.6,38,41,81,33,36,63,179,269,453,136,273,409,774,365,1141,41,60,103,34,85,122,845,517,1362,2617,2883,5497,384,429,811,1893,2087,3986,986,1110,2096
604011083,1634,1844,3480,581,287,868,163,423,585,38,48,87,91,56,149,869,821,1690,681,906,1579,10.5,6.8,8.8,53.2,44.5,48.6,47.9,41.1,44.3,26,33,52,13,28,37,64,139,202,75,134,209,488,212,694,21,44,68,21,41,60,525,296,823,1576,1703,3276,264,273,538,1160,1254,2410,616,671,1288
604011084,2405,2684,5090,840,413,1251,239,604,840,73,81,153,109,91,194,1266,1184,2447,986,1335,2323,8.6,7.7,7.9,52.6,44.1,48.1,47.9,40.9,44.1,25,36,64,23,42,67,116,205,321,112,217,328,678,308,986,20,68,84,39,72,111,740,445,1185,2313,2495,4810,348,334,686,1585,1728,3310,935,1039,1973
604021085,5194,6181,11377,1779,1002,2782,629,1438,2072,150,179,326,310,220,530,2867,2839,5708,1998,2957,4956,10.8,7.7,9.3,55.2,45.9,50.2,49.2,42.4,45.5,70,75,142,58,80,137,286,516,802,298,532,832,1353,778,2127,94,165,257,71,169,234,1514,1106,2617,4869,5668,10539,883,1027,1906,3443,3902,7346,2083,2483,4562
604021086,1809,2039,3848,537,264,805,221,435,660,55,54,111,106,83,189,924,840,1756,753,1078,1838,11.5,9.9,10.8,51.1,41.2,45.6,44.9,36.9,41,12,13,28,9,20,29,61,129,195,70,126,205,450,241,688,33,36,72,25,55,81,505,334,837,1699,1889,3586,292,329,621,1245,1340,2582,663,803,1468
604021087,1743,1924,3664,734,360,1098,169,482,646,54,58,119,77,53,128,1038,947,1985,606,857,1460,7.4,5.6,6.4,59.6,49.2,54.2,54.9,46.8,50.8,16,13,27,5,24,28,63,162,223,84,126,206,516,255,769,18,56,77,18,44,61,555,350,912,1744,1838,3581,250,276,523,1254,1275,2527,664,752,1418
604021088,1302,1449,2753,596,323,920,147,401,545,47,54,99,55,54,109,852,828,1682,377,555,926,6.5,6.5,6.5,65.4,57.1,61.1,60.7,53.7,56.8,19,22,40,10,16,27,105,156,258,90,151,245,418,229,645,10,27,37,24,35,61,450,289,742,1279,1443,2723,219,250,473,905,994,1896,542,647,1188
604021089,2322,2463,4786,893,455,1343,224,601,824,96,86,180,102,65,165,1311,1202,2515,849,1101,1946,7.8,5.4,6.6,56.5,48.8,52.5,52.2,46.4,49,41,42,80,17,44,64,162,272,436,161,245,405,699,295,993,17,41,59,54,67,126,771,404,1175,2140,2198,4343,380,412,792,1477,1498,2977,962,1050,2012
604021090,1225,1160,2385,576,257,834,148,378,520,37,36,73,48,37,82,812,705,1513,353,411,763,5.9,5.2,5.4,66.3,60.8,63.4,62.1,57.8,59.8,8,3,10,13,26,37,44,111,160,80,113,188,421,201,623,17,29,44,19,22,46,461,255,718,1189,1148,2336,178,145,321,905,816,1724,439,453,887
604021091,2592,2526,5112,886,399,1286,338,624,961,103,103,204,95,81,174,1421,1198,2628,986,1133,2118,6.7,6.8,6.6,54.8,47.4,51.4,51.2,44.6,47.9,26,30,58,18,46,65,140,242,377,136,252,394,717,298,1010,26,61,84,40,74,115,784,428,1213,2576,2435,5010,283,287,570,1897,1762,3656,852,881,1735
604021092,1289,1289,2581,550,295,841,183,387,570,40,43,77,46,23,74,813,747,1567,417,474,891,5.7,3.1,4.7,63.1,58,60.7,60,56.2,57.7,37,26,61,21,24,47,111,221,334,88,123,208,371,173,542,14,35,49,21,29,47,401,236,637,1273,1262,2541,171,176,351,949,936,1888,465,464,926
604031093,681,652,1336,332,174,506,85,147,230,27,38,65,12,6,27,458,366,826,177,216,387,2.6,1.6,3.3,67.3,56.1,61.8,65.2,55.1,60,10,11,21,4,14,14,38,80,119,45,52,98,210,71,282,10,3,14,7,18,32,225,92,324,627,591,1215,115,86,204,448,419,869,250,226,477
604031094,1658,1522,3180,789,327,1117,182,432,613,70,77,145,55,29,78,1087,860,1950,428,517,945,5.1,3.4,4,65.6,56.5,61.3,62.8,54.9,59,9,17,22,8,14,19,55,115,166,78,119,199,404,200,602,19,40,60,21,40,63,445,276,722,1634,1473,3105,249,259,512,1160,996,2157,617,627,1243
604031095,1533,1587,3124,717,308,1029,142,446,587,70,49,119,58,47,100,981,850,1828,457,635,1089,5.9,5.5,5.5,64,53.6,58.5,60.6,50.6,55.5,3,10,15,9,11,17,40,86,130,60,98,157,396,213,609,16,41,61,23,38,61,436,290,729,1472,1499,2971,290,288,583,1063,1075,2134,624,631,1254
604031096,1522,1417,2937,593,271,863,197,405,597,51,35,90,70,44,118,906,757,1662,526,584,1104,7.7,5.8,7.1,59.5,53.4,56.6,55.3,50.2,52.8,29,29,52,15,37,59,92,169,260,105,155,261,428,197,626,19,35,55,31,40,68,470,273,743,1543,1359,2902,177,200,375,1194,1043,2233,465,471,939
604031097,1758,1625,3383,616,267,887,145,363,514,54,60,120,147,94,243,967,790,1760,653,707,1364,15.2,11.9,13.8,55,48.6,52,46.4,42.5,45,15,17,37,10,14,17,75,114,183,69,103,170,514,183,690,21,40,56,28,43,75,559,259,823,1672,1493,3159,275,282,558,1193,1034,2227,640,658,1296
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,49,18,73,31,4,40,3,0,4,3,0,3,0,0,0,38,15,50,5,6,12,0,0,0,77.6,83.3,68.5,75.5,22.2,64.4,0,0,0,0,0,0,3,4,6,4,3,10,17,3,21,0,0,0,0,0,0,19,3,22,32,16,47,11,7,22,21,13,37,25,8,29
699999499,481,350,835,86,48,139,50,44,91,12,10,18,57,38,95,204,136,345,158,168,329,27.9,27.9,27.5,42.4,38.9,41.3,30.8,29.1,29.7,12,17,31,3,5,6,36,38,77,18,38,59,91,31,120,10,8,16,7,11,13,103,40,152,112,66,176,279,258,540,89,45,133,284,258,541
701011001,9,7,18,3,4,6,3,0,3,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,66.7,57.1,55.6,66.7,57.1,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,0,5,0,0,7,4,0,9,4,4,7
701011002,3352,2580,5929,2037,1129,3167,260,392,652,125,98,225,72,97,176,2496,1718,4217,273,435,710,2.9,5.6,4.2,74.5,66.6,71.1,72.3,62.8,68.2,253,188,437,60,69,127,650,617,1271,309,254,564,603,207,814,29,22,48,45,49,91,677,271,955,1635,1173,2805,1257,1111,2369,484,367,849,2368,1862,4232
701011003,11,3,11,3,4,4,0,0,0,0,0,0,0,0,0,6,4,8,3,0,7,0,0,0,54.5,133.3,72.7,27.3,133.3,36.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,11,3,11,0,0,0,7,0,4,0,3,3
701011004,1418,1423,2840,773,600,1373,122,231,347,50,59,107,40,34,73,984,920,1905,291,379,675,4.1,3.7,3.8,69.4,64.7,67.1,66.6,62.5,64.3,96,128,218,40,80,119,217,346,567,141,139,282,295,102,395,9,8,19,23,23,44,328,134,463,1092,1065,2160,382,410,798,617,597,1212,799,829,1632
701011005,1787,1426,3207,1045,633,1681,150,268,422,67,37,101,34,38,77,1296,983,2285,192,276,475,2.6,3.9,3.4,72.5,68.9,71.3,70.6,65.8,68.7,105,106,216,37,64,101,336,365,699,145,145,294,324,125,446,14,12,26,26,29,59,365,166,534,1115,943,2052,557,500,1053,431,364,797,1200,1021,2223
701011006,1098,1002,2094,517,343,862,96,169,271,40,41,81,52,36,88,701,593,1294,259,297,560,7.4,6.1,6.8,63.8,59.2,61.8,59.5,55.2,58,40,41,84,11,30,45,104,178,280,66,73,138,253,95,349,13,20,28,26,16,45,297,130,425,927,852,1776,231,209,446,562,566,1124,553,461,1012
701011007,1104,1103,2203,711,464,1176,81,191,264,38,43,79,28,30,58,852,729,1579,141,269,411,3.3,4.1,3.7,77.2,66.1,71.7,75.2,63.3,69,101,73,176,28,50,79,202,276,476,104,124,232,232,102,335,3,11,15,17,22,32,252,136,388,847,821,1661,358,369,725,362,330,693,791,791,1583
701011008,1875,1715,3586,1110,854,1961,171,267,435,86,77,158,54,42,93,1414,1232,2650,204,261,463,3.8,3.4,3.5,75.4,71.8,73.9,72.9,69.9,71.2,85,99,184,35,72,107,310,389,699,159,154,306,433,189,624,21,20,42,29,24,54,482,237,723,1182,1077,2262,609,614,1231,531,446,981,1229,1191,2426
701011009,1324,1054,2381,867,559,1431,115,179,294,66,39,102,28,30,56,1071,808,1883,115,163,280,2.6,3.7,3,80.9,76.7,79.1,79.2,73.7,76.7,54,68,119,27,30,59,193,252,447,132,130,261,375,117,495,7,9,17,8,16,31,398,147,543,954,826,1777,393,330,726,412,419,828,884,697,1584
701021010,853,863,1709,401,283,680,118,182,299,25,33,59,46,37,88,589,532,1123,174,236,408,7.8,7,7.8,69.1,61.6,65.7,63.8,57.7,60.7,45,64,107,22,33,60,106,144,255,67,77,146,172,73,247,7,13,18,11,15,30,196,99,298,740,725,1467,168,182,351,452,453,905,422,425,843
701021011,896,902,1799,497,363,856,79,172,250,39,45,76,40,35,75,654,611,1264,168,227,391,6.1,5.7,5.9,73,67.7,70.3,68.6,64.3,65.7,36,33,75,9,34,40,98,121,222,76,88,159,235,120,355,10,17,30,17,18,37,266,160,424,887,914,1799,143,150,294,606,598,1206,383,404,794
701021012,532,481,1014,231,122,353,37,84,117,22,19,41,19,17,35,304,240,549,149,167,317,6.3,7.1,6.4,57.1,49.9,54.1,54.5,46.8,50.4,17,7,25,4,7,15,45,48,88,33,40,71,130,49,173,0,4,4,7,8,18,136,65,202,414,395,807,155,127,277,204,201,405,331,290,619
701021013,1593,1392,2986,645,480,1126,301,303,602,73,83,157,61,38,104,1084,902,1986,300,340,640,5.6,4.2,5.2,68,64.8,66.5,64,62.2,63.1,141,124,269,26,54,81,333,313,650,120,112,232,237,101,337,10,9,22,15,23,40,272,134,400,1221,1116,2334,387,372,754,696,660,1354,848,778,1622
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,1277,1285,2565,608,490,1090,160,215,373,43,49,94,45,33,80,854,783,1630,250,341,593,5.3,4.2,4.9,66.9,60.9,63.5,63.5,58.7,60.7,73,73,146,16,40,49,193,257,451,81,107,185,224,105,330,23,24,43,13,28,40,263,154,415,869,883,1751,385,400,785,468,492,959,723,730,1451
701021017,8,0,11,4,0,10,0,0,0,0,0,0,0,0,0,4,0,10,3,0,3,0,0,0,50,0,90.9,50,0,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,3,0,0,0,10,0,13
701021018,673,701,1371,351,241,592,65,161,226,19,36,54,31,21,55,476,454,930,151,175,327,6.5,4.6,5.9,70.7,64.8,67.8,64.6,62.5,63.6,32,41,75,16,34,49,103,138,235,58,46,102,136,54,193,5,12,17,15,16,31,155,80,237,639,655,1295,125,121,245,433,437,876,286,299,585
701021019,1859,1938,3793,887,664,1550,224,367,593,75,73,151,72,64,134,1258,1173,2432,377,529,910,5.7,5.5,5.5,67.7,60.5,64.1,63.8,57,60.5,47,56,99,19,36,59,140,257,396,113,145,252,420,206,621,30,20,49,29,45,69,470,270,737,1755,1779,3538,297,360,654,1177,1170,2349,784,855,1638
701021020,1852,1844,3693,1048,777,1826,183,345,529,75,79,154,56,45,100,1362,1249,2614,349,457,806,4.1,3.6,3.8,73.5,67.7,70.8,70.5,65.1,67.9,59,79,136,29,63,94,199,351,556,176,187,360,470,191,660,17,29,43,33,34,62,515,251,764,1684,1608,3285,397,393,791,1059,1060,2125,911,865,1780
701021021,1684,1691,3381,1139,743,1886,152,364,522,87,99,184,35,36,72,1413,1247,2661,172,351,521,2.5,2.9,2.7,83.9,73.7,78.7,81.8,71.3,76.7,120,114,238,26,56,83,270,394,663,176,177,352,386,207,592,4,23,25,24,33,52,413,257,669,1332,1340,2677,828,831,1664,309,306,614,1645,1645,3291
701021022,1865,1811,3683,934,680,1615,193,319,510,58,65,127,63,61,127,1243,1124,2370,399,493,895,5.1,5.4,5.4,66.6,62.1,64.3,63.5,58.8,61.1,55,67,124,33,59,91,178,263,441,116,162,276,475,208,683,22,35,54,33,36,70,533,276,806,1592,1595,3186,345,361,708,1024,1015,2035,833,846,1675
701021023,1056,1040,2093,538,397,938,116,204,325,39,39,79,52,38,91,753,671,1431,196,262,457,6.9,5.7,6.4,71.3,64.5,68.4,65.6,61.5,64.1,40,61,105,15,42,59,132,191,322,73,93,158,254,78,331,17,18,38,13,24,35,286,115,401,802,801,1599,280,265,544,526,519,1047,523,496,1019
701021024,804,753,1559,384,267,649,101,152,256,41,34,76,31,24,56,556,472,1029,169,207,375,5.6,5.1,5.4,69.2,62.7,66,65.4,60.2,62.9,34,34,71,16,23,38,82,134,214,50,65,116,189,81,269,6,6,13,19,13,36,214,104,314,760,693,1452,148,138,290,505,460,962,352,347,703
701021025,1585,1601,3191,830,657,1485,205,318,528,67,63,129,61,42,105,1162,1081,2244,255,355,607,5.2,3.9,4.7,73.3,67.5,70.3,69.5,64.8,67.1,125,162,285,32,83,109,303,414,713,123,141,268,310,129,442,9,16,28,27,31,52,352,175,523,1203,1143,2351,465,499,964,657,646,1306,952,948,1895
701021026,1339,1371,2712,695,562,1258,159,259,420,34,48,86,57,49,100,944,919,1865,217,278,491,6,5.3,5.4,70.5,67,68.8,66.3,63.4,65,112,157,272,36,65,102,239,372,606,116,102,216,251,92,345,12,11,25,18,22,34,276,126,404,981,995,1979,358,397,752,508,527,1032,788,803,1594
701021027,998,1054,2049,431,365,798,109,198,305,30,35,67,30,33,65,602,627,1228,280,332,615,5,5.3,5.3,60.3,59.5,59.9,57.1,56.7,57.1,59,84,144,23,37,69,140,251,391,63,81,147,217,82,298,8,7,12,18,21,40,235,110,349,850,880,1736,224,250,473,565,554,1117,452,520,969
701021028,895,839,1730,389,287,674,132,151,286,51,28,75,45,28,72,615,493,1109,171,243,414,7.3,5.7,6.5,68.7,58.8,64.1,63.9,55.5,59.8,42,44,84,14,20,35,101,124,229,62,66,128,166,66,225,5,5,11,14,19,28,188,86,268,751,698,1453,214,182,399,496,465,962,418,380,794
701021029,743,745,1489,360,283,637,76,137,212,33,26,59,30,21,49,501,467,966,180,215,392,6,4.5,5.1,67.4,62.7,64.9,63.1,59.9,61,28,61,93,18,33,52,96,130,223,52,64,119,169,55,221,9,9,21,5,9,17,185,73,263,695,665,1360,129,143,272,494,470,963,307,308,608
701021030,922,921,1843,502,364,866,106,177,280,43,49,93,27,29,55,679,617,1298,161,235,398,4,4.7,4.2,73.6,67,70.4,70.6,64.1,67.2,32,29,60,12,26,39,100,165,269,73,91,166,231,109,341,16,18,34,16,23,43,262,150,415,918,879,1800,173,193,367,594,590,1185,455,428,879
701031031,4818,1523,6344,1833,576,2414,206,269,471,202,84,285,45,25,72,2282,955,3241,1268,393,1663,2,2.6,2.2,47.4,62.7,51.1,46.5,61,50,31,47,77,14,34,49,166,189,354,174,145,319,1173,217,1384,33,22,54,38,36,72,1241,275,1515,2149,1248,3398,752,259,1011,1298,863,2164,1551,588,2137
701031032,3552,3175,6721,1912,1303,3216,328,671,998,182,152,337,120,68,190,2552,2193,4741,577,627,1201,4.7,3.1,4,71.8,69.1,70.5,68.2,67,67.7,28,62,88,22,89,110,132,369,503,227,333,556,1358,460,1815,33,70,101,45,100,149,1437,623,2066,3435,3075,6510,516,486,1005,2304,2027,4332,1438,1330,2767
701031033,17,3,25,7,4,11,0,0,0,9,0,9,0,0,0,12,4,20,3,0,5,0,0,0,70.6,133.3,80,94.1,133.3,80,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,14,3,15,3,0,4,3,0,3,12,4,15
701031034,1401,1275,2671,748,523,1269,131,249,380,60,59,117,43,36,80,984,861,1844,263,269,530,4.4,4.2,4.3,70.2,67.5,69,67,65.2,66.1,10,19,28,10,33,40,70,148,215,87,135,223,536,213,748,13,35,46,21,37,63,572,288,861,1225,1130,2351,275,256,524,798,702,1496,628,600,1232
701031035,2059,1530,3586,929,559,1483,154,258,410,98,63,163,78,60,134,1254,939,2191,383,378,760,6.2,6.4,6.1,60.9,61.4,61.1,57.4,57.5,57.3,19,35,50,11,29,41,66,152,221,91,140,233,649,218,868,22,43,61,39,33,72,706,292,997,1698,1378,3077,333,279,614,1046,857,1899,850,688,1542
701041036,1172,1202,2371,726,577,1308,101,215,311,60,58,115,60,39,102,947,894,1839,148,231,380,6.3,4.4,5.5,80.8,74.4,77.6,75.7,70.7,73.1,16,29,39,13,32,37,75,149,220,77,113,199,408,218,623,17,27,45,20,30,51,441,278,718,1014,1008,2028,353,372,732,584,604,1192,703,708,1411
701041037,1128,1074,2206,648,415,1069,103,207,309,49,40,92,50,37,86,853,700,1552,142,264,407,5.9,5.3,5.5,75.6,65.2,70.4,70.9,61.6,66.6,26,29,57,12,39,44,83,129,209,80,119,200,346,137,481,14,30,45,11,16,29,374,185,556,970,929,1906,273,273,545,534,493,1030,633,628,1257
701041038,1646,1572,3222,1126,708,1839,131,314,442,76,62,138,42,65,107,1371,1149,2517,158,317,477,3.1,5.7,4.3,83.3,73.1,78.1,81,69,75.1,45,47,91,34,42,73,147,280,421,149,204,352,531,238,762,21,32,55,19,32,57,569,304,871,1332,1273,2603,636,616,1253,625,568,1192,1204,1180,2386
701041039,1256,1246,2498,609,416,1029,99,197,294,53,47,93,74,50,118,827,710,1537,266,364,633,8.9,7,7.7,65.8,57,61.5,60.6,53,56.7,19,16,40,13,23,40,75,147,220,69,105,179,319,163,484,14,28,48,20,36,49,358,226,584,1129,1078,2211,250,253,504,679,616,1298,612,619,1234
701041040,1063,1096,2156,485,364,850,87,151,240,29,44,75,59,49,110,671,607,1278,250,359,603,8.8,8.1,8.6,63.1,55.4,59.3,56.5,51,54,4,7,7,4,18,25,42,68,115,46,78,127,281,161,444,22,33,53,13,21,36,314,219,527,1035,1035,2063,209,197,409,675,660,1330,454,490,949
701041041,1578,1546,3123,1037,690,1726,118,307,420,80,66,144,45,44,87,1273,1104,2381,189,329,519,3.5,4,3.7,80.7,71.4,76.2,78.3,68.8,73.3,38,38,77,18,53,73,91,204,296,190,174,358,538,279,815,22,28,50,23,37,60,582,346,922,1365,1360,2719,523,508,1030,604,595,1200,1112,1128,2236
701041042,1116,1100,2214,821,521,1338,79,211,292,46,59,112,24,27,50,972,827,1796,57,182,239,2.5,3.3,2.8,87.1,75.2,81.1,84.8,71.9,78.7,44,42,89,4,34,41,110,197,309,79,127,212,383,181,560,22,34,60,14,29,42,419,244,660,656,644,1304,673,721,1399,48,54,105,1160,1167,2318
701041043,2399,2346,4746,1636,998,2640,181,415,602,105,130,238,60,89,148,1988,1636,3624,230,547,779,3,5.4,4.1,82.9,69.7,76.4,80.1,65.8,73.3,59,66,127,15,59,70,190,358,551,221,253,480,825,418,1247,31,36,69,42,76,117,896,528,1430,2074,1991,4070,949,939,1889,619,597,1210,2123,2099,4227
701041044,1214,1260,2475,674,486,1157,104,229,327,52,46,101,47,55,101,879,811,1687,222,315,532,5.3,6.8,6,72.4,64.4,68.2,68.4,60.4,64,13,15,29,7,20,30,47,135,186,73,100,175,387,217,608,24,36,57,8,19,31,422,273,696,1143,1156,2296,267,246,514,727,705,1437,578,604,1181
702011045,1658,1741,3400,824,637,1462,154,289,444,63,83,144,49,36,81,1095,1040,2129,337,472,808,4.5,3.5,3.8,66,59.7,62.6,62.8,58,60.3,53,76,125,20,61,81,134,256,393,125,131,260,401,181,575,17,34,50,26,34,57,437,246,687,1396,1420,2815,379,414,791,826,846,1669,857,873,1732
702011046,1909,2155,4061,994,938,1933,182,373,557,67,88,155,54,39,93,1299,1443,2743,370,441,812,4.2,2.7,3.4,68,67,67.5,65.1,64.9,65.1,107,179,287,44,103,153,222,429,649,146,172,318,403,192,591,17,31,51,28,41,63,441,263,709,1663,1687,3346,460,546,1009,984,999,1979,1015,1179,2191
702011047,1615,1747,3361,874,701,1577,165,292,454,63,76,137,51,40,99,1152,1114,2264,247,417,665,4.4,3.6,4.4,71.3,63.8,67.4,68.2,61.2,64.5,47,71,118,18,64,79,191,289,483,121,151,273,376,183,559,7,21,32,36,35,70,420,242,665,1432,1516,2948,359,393,745,829,906,1738,879,910,1793
702011048,1769,1869,3640,1037,857,1895,160,328,488,68,87,159,51,25,77,1313,1295,2605,266,380,644,3.9,1.9,3,74.2,69.3,71.6,71.5,68.1,69.8,79,99,172,27,74,103,187,304,492,151,193,342,443,250,696,28,32,53,26,36,64,496,315,811,1676,1744,3422,392,424,812,938,952,1891,999,1077,2077
702011049,1516,1550,3069,930,745,1678,130,228,360,46,65,112,21,29,45,1123,1067,2187,185,256,438,1.9,2.7,2.1,74.1,68.8,71.3,73,67,70.1,78,94,170,31,59,88,213,348,567,148,161,302,289,138,428,16,19,30,13,34,50,316,188,506,1122,1113,2242,397,458,851,516,515,1029,958,999,1959
