SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
124051580,17,32,8,18,20,5,11,6,0,125,30,47,23,88,72,22,27,22,4,331,77,54,358,148,166,51,152,124,26,1149,3,0,6,8,22,7,10,10,0,72,16,9,4,18,43,10,19,10,0,134,3,3,3,7,12,3,7,8,0,46,11,7,15,25,26,7,26,23,11,148,210,432,445,381,470,141,286,232,56,2656
124051581,17,41,22,31,22,8,18,8,3,167,44,45,52,94,70,28,31,36,3,396,94,55,455,188,189,84,189,144,23,1416,7,5,3,12,23,9,18,21,0,112,11,15,10,40,26,11,21,26,4,152,7,8,4,6,10,4,19,20,0,79,12,8,17,12,21,15,38,46,24,188,273,588,598,489,496,221,382,343,73,3463
125011473,91,63,43,46,89,35,9,17,9,395,96,122,73,84,131,45,18,16,18,605,142,57,248,92,131,50,29,53,16,823,10,6,10,11,19,13,3,3,0,68,21,22,7,21,40,23,15,14,5,166,18,23,17,5,18,12,0,3,0,91,15,26,9,6,10,12,3,12,16,111,1313,2689,600,503,1070,455,150,195,126,7101
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,26,27,45,32,24,25,27,20,3,236,41,36,58,86,53,43,29,48,3,396,31,21,230,69,44,42,40,63,14,560,0,0,6,9,9,4,7,11,0,47,3,4,18,32,18,4,14,11,0,111,5,10,17,7,9,12,15,24,4,98,9,5,28,19,9,11,16,22,23,135,274,769,558,458,351,343,237,407,102,3500
125011583,17,14,40,31,20,18,19,37,3,200,22,25,46,62,23,42,13,57,3,286,5,11,139,53,16,23,24,47,0,325,0,3,7,4,3,8,3,13,0,38,3,3,4,10,3,8,7,8,0,57,3,3,9,7,5,7,11,23,4,70,4,8,28,9,6,8,7,32,9,107,162,515,409,361,258,287,192,442,55,2693
125011584,19,16,32,11,17,10,10,7,3,133,11,18,21,43,28,30,13,12,6,174,20,14,134,28,26,22,33,28,4,306,3,0,0,9,8,3,3,3,0,24,3,4,3,9,11,0,7,9,0,46,3,7,11,3,3,3,3,4,4,55,5,6,8,5,8,4,8,8,7,67,165,431,272,168,217,121,117,129,39,1660
125011585,18,29,20,16,30,10,21,15,6,162,30,29,28,53,40,11,12,22,6,227,14,16,156,54,49,20,36,41,12,396,0,0,4,4,11,0,5,12,0,42,3,0,3,8,20,0,6,12,0,68,0,9,13,8,13,0,5,9,4,52,3,3,15,11,13,5,13,11,8,76,177,554,317,240,327,121,159,195,62,2142
125011586,45,66,75,38,61,25,31,45,13,395,60,64,126,135,99,54,32,64,15,638,45,25,321,108,84,44,68,76,23,790,5,4,9,8,8,6,3,8,0,50,10,11,18,20,36,6,12,19,4,130,16,26,23,14,23,12,14,8,3,137,5,13,25,13,15,14,7,26,44,177,595,1808,819,604,766,405,259,458,180,5904
125011587,9,14,20,11,15,8,6,10,0,105,23,17,14,25,32,9,7,8,5,147,26,12,88,23,32,10,21,31,6,248,0,0,3,3,0,0,0,3,0,20,0,3,3,6,11,3,3,8,0,41,4,5,5,3,0,0,7,0,0,25,3,0,3,3,6,0,3,4,6,36,134,277,167,118,186,74,87,102,29,1177
125021476,109,156,67,48,136,62,35,29,6,649,105,141,87,108,125,76,19,30,7,694,152,67,428,147,166,77,53,80,24,1199,9,11,9,15,26,7,3,7,0,87,28,29,29,30,85,33,18,13,0,259,27,51,11,7,34,16,3,12,3,165,18,33,15,18,28,20,19,0,21,164,1391,3779,957,645,1347,595,274,310,164,9457
125021477,94,106,60,64,107,44,24,26,11,533,115,98,91,129,154,43,17,29,13,685,176,82,638,190,171,104,80,111,30,1586,6,3,7,11,33,11,8,4,0,82,26,22,28,41,59,16,6,14,0,220,18,19,12,3,20,8,6,3,5,92,10,19,10,16,31,10,7,10,21,144,966,2058,1056,652,998,397,229,311,122,6782
125021478,48,83,41,36,68,48,16,27,3,370,85,72,74,87,110,55,24,26,6,538,142,70,378,102,133,62,56,68,14,1030,5,3,3,11,26,13,9,11,0,74,18,9,18,24,52,20,13,7,0,155,5,29,7,9,15,7,3,4,3,91,11,26,15,12,19,8,7,12,12,127,856,2058,705,472,891,373,174,244,92,5857
125031479,35,42,36,37,62,27,17,19,4,284,45,58,39,110,74,31,10,22,3,399,72,56,414,116,126,62,120,73,29,1075,3,4,7,14,17,12,5,12,0,79,7,7,18,28,42,9,14,18,0,148,8,3,24,8,11,8,5,10,0,79,16,15,21,19,15,8,20,27,22,157,342,915,619,444,545,246,255,236,85,3678
125031480,17,33,20,39,29,13,17,12,0,178,32,34,43,80,56,29,23,21,5,328,30,43,288,92,83,38,91,65,17,746,3,0,7,3,16,11,7,10,3,61,3,4,10,20,24,6,26,12,3,118,5,5,4,5,7,3,6,3,0,41,12,11,21,10,15,7,27,24,15,138,181,553,461,313,387,157,236,197,76,2558
125031481,35,41,57,53,57,38,25,31,7,345,58,71,84,142,109,66,31,63,22,645,58,32,395,147,110,54,110,104,18,1037,5,10,4,7,16,9,3,11,0,71,6,14,23,32,21,16,18,27,5,152,4,16,14,14,12,9,3,8,0,82,17,21,23,21,23,15,23,41,26,201,433,1246,785,705,678,417,334,502,122,5224
125031482,83,115,54,69,129,47,23,13,12,541,166,152,89,115,199,67,32,19,12,860,231,112,838,196,319,159,171,137,30,2199,10,17,14,13,54,21,5,16,0,141,38,20,20,37,88,37,24,23,8,297,23,31,14,5,43,18,5,9,0,147,23,33,22,18,46,24,18,24,18,225,1131,2249,1194,630,1394,517,341,299,127,7886
125031483,27,36,45,28,53,18,16,25,12,259,41,59,65,111,90,45,25,35,11,477,75,35,379,124,100,32,86,87,38,952,4,4,4,16,14,9,16,15,3,84,13,9,23,27,30,18,17,17,3,154,4,10,10,8,7,10,4,7,3,65,13,13,31,17,15,15,23,17,34,179,338,833,643,451,548,253,245,255,132,3693
125031484,44,46,39,40,55,18,26,21,4,289,64,90,89,119,114,44,32,36,12,606,128,51,591,162,185,61,129,104,29,1432,3,3,7,16,33,6,8,5,0,88,12,10,24,38,57,19,13,28,8,210,7,16,13,14,13,9,5,10,4,93,14,24,31,21,29,16,22,33,27,210,474,1069,889,555,766,275,286,317,118,4741
125031485,75,83,64,58,95,35,44,24,5,486,115,111,110,176,170,68,63,51,15,877,142,85,658,197,187,94,131,159,45,1691,11,4,14,20,28,13,8,14,0,116,24,20,22,41,72,23,28,27,7,259,16,23,22,17,35,10,11,14,9,158,21,22,47,36,45,17,34,40,35,295,812,1879,1139,788,1096,499,467,467,178,7323
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,65,99,68,69,90,23,43,18,7,480,90,128,92,124,161,63,34,31,5,734,115,92,376,121,188,86,80,83,21,1168,8,3,0,16,22,5,3,14,3,84,20,26,16,41,42,22,13,13,4,192,12,54,14,14,28,14,11,7,4,151,22,24,21,14,27,13,15,18,13,157,959,3019,868,689,1251,488,334,329,120,8047
125041490,33,61,30,17,50,23,9,6,6,233,42,66,25,31,42,24,6,13,3,257,64,49,184,37,49,24,28,22,11,461,4,7,5,3,12,9,0,0,0,36,12,10,9,8,28,10,4,9,0,93,5,13,8,4,3,4,3,4,0,41,3,10,3,4,5,6,0,3,13,46,463,1158,317,192,383,170,61,67,51,2864
125041491,62,99,51,51,61,26,33,28,10,410,95,89,51,83,99,44,27,30,5,540,111,61,323,127,129,66,71,86,26,997,10,6,3,11,15,5,3,5,0,55,15,15,18,32,63,13,13,17,3,179,15,60,4,15,21,10,9,7,4,142,17,43,13,11,21,8,9,12,18,147,1000,3430,700,594,1101,447,308,351,137,8065
125041492,80,74,87,51,66,40,53,56,12,523,103,110,143,137,132,87,77,93,22,899,76,44,281,121,119,61,84,98,15,895,5,3,3,14,11,14,10,4,0,67,13,10,11,21,30,16,16,18,4,145,22,69,18,21,21,18,21,28,3,226,12,32,27,16,21,9,14,29,25,198,1126,4487,1020,873,1443,878,636,805,231,11490
125041493,69,107,47,45,92,24,19,26,10,439,82,108,77,119,133,42,33,40,9,641,152,97,586,150,205,82,119,131,27,1542,10,8,11,13,31,7,3,15,0,103,25,29,22,33,73,18,15,22,4,232,7,37,11,6,29,3,3,10,3,118,17,14,22,7,31,14,14,32,28,178,830,2432,943,591,1116,337,334,400,122,7118
125041494,46,96,21,36,78,25,4,12,3,321,83,76,38,61,94,30,8,5,7,411,104,61,329,85,129,52,49,52,15,868,3,4,5,9,21,4,0,3,0,50,22,10,14,17,39,13,12,9,0,126,14,15,5,10,15,0,0,0,7,65,8,15,4,6,15,4,0,0,13,68,630,1341,491,299,624,197,94,96,72,3835
125041588,39,61,41,29,63,14,26,17,8,288,30,47,35,54,66,31,34,18,3,317,36,32,200,65,79,30,53,56,19,578,6,0,3,6,5,5,4,3,0,37,6,5,6,9,22,0,5,13,4,74,12,24,10,4,18,3,8,8,0,95,5,9,10,0,22,3,7,11,12,89,411,1312,463,342,692,230,245,220,79,3984
125041589,44,55,40,37,52,27,31,22,7,317,55,46,51,66,56,34,23,17,9,352,33,36,184,89,69,30,58,75,6,578,3,5,3,7,8,6,3,8,0,45,6,8,8,18,22,6,9,8,0,84,20,38,9,9,11,4,8,13,5,110,6,28,11,7,16,5,13,18,18,122,577,2031,518,470,753,308,296,334,109,5387
126011495,91,163,59,58,128,51,14,24,4,599,76,119,70,93,98,69,14,31,6,578,110,71,263,96,100,65,39,60,20,831,4,3,8,8,17,6,3,4,0,65,27,22,19,22,59,24,4,11,3,183,35,57,12,14,19,16,3,13,3,168,21,44,16,12,20,15,5,6,17,152,1587,4876,757,648,1404,568,169,294,156,10457
126011496,110,147,51,45,112,31,5,12,8,520,101,109,46,85,99,37,9,9,9,499,138,66,276,103,92,67,33,37,8,824,4,5,3,3,19,14,0,3,0,59,35,23,10,19,47,17,8,11,6,176,14,43,7,8,27,12,0,0,5,118,13,44,9,6,17,10,0,4,20,118,1555,3728,572,456,1005,376,90,140,97,8018
126021497,88,134,75,55,109,51,17,20,10,558,84,98,94,111,101,58,22,32,6,606,106,87,365,112,124,50,39,66,18,971,11,4,8,8,26,7,0,5,0,77,19,24,13,24,50,19,12,13,0,174,21,29,16,13,24,11,3,12,0,120,15,31,15,17,13,11,9,12,31,146,1294,3665,903,649,1255,527,173,314,136,8908
126021498,109,110,42,52,93,37,3,11,3,449,109,94,35,58,101,47,7,11,7,477,144,54,279,87,101,64,47,48,12,832,13,6,10,11,16,9,0,0,0,65,29,11,9,23,51,29,4,7,3,160,16,35,3,5,18,5,4,4,4,92,20,20,6,10,15,12,5,8,19,108,1213,2208,464,379,789,335,82,122,88,5684
126021499,53,79,13,22,56,23,3,9,4,255,53,53,13,18,32,26,0,3,3,211,74,27,107,38,38,24,13,14,7,338,5,7,3,0,9,3,0,0,0,23,25,9,4,8,28,13,3,0,0,91,13,24,3,3,17,6,0,4,0,67,17,17,6,0,12,0,0,0,5,56,873,1496,189,171,426,190,31,42,53,3470
126021500,73,117,47,44,77,36,14,17,3,428,77,113,68,70,97,46,17,27,4,519,85,64,243,104,99,61,40,47,11,753,5,0,3,9,17,5,0,13,0,53,12,28,12,20,38,26,7,7,0,145,11,40,9,9,22,13,0,3,3,114,14,22,13,12,20,9,6,10,25,126,1075,3662,624,542,1086,537,146,267,118,8061
126021501,57,86,17,21,57,17,5,8,0,284,76,85,43,52,83,23,8,11,0,382,87,41,259,67,98,53,38,42,6,690,5,3,3,6,18,13,3,5,0,51,16,13,4,16,36,19,5,5,0,120,14,17,15,5,12,3,0,0,3,68,7,17,5,3,23,3,3,9,18,90,817,1784,451,289,612,241,82,127,54,4449
126021503,68,112,70,58,86,34,9,27,3,484,100,92,89,96,117,57,14,39,19,624,99,83,406,146,158,68,53,63,19,1092,3,6,5,8,19,6,3,11,0,55,11,17,15,21,67,20,5,17,4,180,9,27,11,10,30,8,7,5,0,120,12,26,8,19,21,14,12,6,11,132,1043,3306,885,664,1278,532,171,304,128,8313
126021590,28,31,6,10,31,12,0,6,3,137,22,26,9,12,32,8,0,0,0,114,36,17,105,29,29,18,13,8,0,264,0,3,0,4,3,3,0,0,0,14,11,8,4,6,30,14,3,4,0,76,6,4,3,3,12,5,0,0,0,31,5,3,3,4,5,0,0,3,6,30,318,611,154,100,243,90,24,32,28,1593
126021591,123,173,89,90,131,52,23,24,14,724,143,150,107,138,163,80,24,32,11,853,180,115,652,154,191,124,85,113,23,1636,19,14,13,8,33,18,3,10,3,127,35,30,23,43,83,36,14,19,4,285,22,49,18,14,33,14,7,10,7,174,14,31,21,19,44,20,7,23,32,216,1535,3746,1224,728,1450,699,259,354,193,10193
127011504,9,20,15,27,30,7,11,13,0,138,14,32,27,86,47,21,10,19,9,269,43,27,317,114,85,41,84,108,22,848,6,3,6,21,25,15,14,14,0,101,12,9,15,32,14,3,15,13,0,111,0,3,3,8,3,3,4,11,0,47,8,9,14,14,14,12,27,25,32,157,139,327,420,347,278,138,188,232,81,2156
127011505,24,22,16,12,27,6,3,3,0,118,22,26,25,43,50,18,13,4,5,195,119,27,422,57,89,51,128,75,18,973,11,0,6,11,19,7,8,3,0,62,11,3,9,11,28,9,5,8,3,89,10,6,3,0,8,4,3,0,0,34,17,6,21,6,23,9,17,14,11,127,278,373,522,168,295,127,175,116,45,2104
127011506,76,84,37,67,77,33,17,10,3,408,115,110,69,132,139,51,17,19,9,665,296,78,828,164,286,139,218,146,38,2189,21,0,5,13,46,14,8,7,3,118,34,13,21,27,66,26,19,18,4,226,7,14,10,9,18,3,4,5,0,77,21,20,18,17,35,16,18,19,16,191,847,1394,1067,540,876,366,336,257,112,5790
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6
127011593,23,29,20,20,42,14,5,3,4,156,32,41,26,37,60,17,15,9,5,239,56,30,259,42,59,42,39,41,9,578,0,0,3,13,10,5,5,5,0,41,3,3,11,14,25,12,7,3,0,81,8,8,0,3,4,6,4,3,0,36,9,9,9,0,14,10,10,4,3,61,244,533,367,176,323,156,101,89,25,2010
127011594,20,32,32,24,59,10,12,15,3,205,28,41,44,60,82,37,26,19,4,340,68,36,331,103,103,52,97,76,25,894,3,4,5,4,18,8,6,15,5,70,14,7,13,24,32,15,14,28,0,148,0,10,10,0,10,0,12,3,0,46,9,15,10,8,9,5,8,26,23,115,253,622,498,284,457,177,206,215,81,2791
127011595,31,44,37,27,52,26,17,16,4,258,47,54,46,91,102,36,23,15,10,420,91,50,416,145,116,61,110,90,23,1092,6,4,4,11,17,8,7,5,0,67,14,6,12,17,44,16,11,18,5,145,7,15,7,3,11,8,8,4,0,66,4,10,13,8,25,12,10,17,21,131,332,746,599,381,530,224,225,196,82,3306
127011596,36,49,34,28,55,16,16,14,3,256,40,61,47,101,90,29,28,10,18,413,81,49,359,87,158,68,104,96,25,1018,3,4,3,8,17,10,8,15,0,68,17,9,7,17,39,17,10,14,3,136,4,5,4,11,10,0,3,4,0,44,6,13,8,13,31,16,5,11,12,106,322,820,524,355,570,208,217,191,79,3285
127011597,69,72,36,47,69,29,26,17,8,368,82,96,69,103,109,56,26,12,5,555,157,63,518,119,194,86,115,88,20,1354,9,4,3,8,28,17,7,10,3,89,14,12,19,19,52,21,14,17,0,170,6,14,10,15,15,7,10,0,3,70,15,19,24,9,20,13,18,11,16,142,596,1236,775,406,744,285,254,180,79,4555
127021509,36,54,36,26,45,16,20,11,7,242,34,57,44,82,83,42,26,22,8,397,72,40,416,93,125,54,113,97,18,1027,5,10,10,5,17,18,12,5,0,79,11,10,7,23,46,13,24,11,0,145,6,18,8,3,21,4,7,7,5,80,3,18,18,16,20,6,17,15,12,112,289,766,608,327,525,214,252,202,54,3242
127021510,65,86,27,49,78,19,12,13,5,347,67,89,57,103,135,43,30,23,11,556,168,63,639,118,169,88,115,131,33,1524,4,10,11,10,43,19,9,14,3,109,25,7,16,32,69,24,19,20,4,225,6,17,8,9,29,12,9,9,0,110,19,25,26,13,24,22,14,23,16,179,591,1196,854,432,806,292,239,263,97,4756
127021511,22,35,27,48,37,19,27,20,3,236,31,48,72,130,76,53,33,48,13,515,57,43,293,179,83,46,102,117,26,952,4,0,10,15,14,11,16,22,3,99,15,5,18,36,19,21,21,26,5,165,5,11,14,12,9,10,8,11,0,72,6,12,35,11,10,18,35,50,42,213,260,811,553,577,466,258,304,393,127,3756
127021512,24,29,49,23,39,9,19,15,3,209,44,39,68,92,67,34,17,11,7,378,56,39,422,126,110,74,109,94,20,1042,9,3,4,9,14,12,5,21,0,80,12,7,17,14,28,14,29,18,3,146,0,7,10,3,6,4,7,6,0,52,7,7,19,19,14,10,20,26,20,138,258,615,634,360,443,222,237,224,67,3067
127021513,17,27,33,36,52,17,17,18,4,233,36,44,58,106,87,38,23,41,10,451,67,37,293,137,102,49,106,101,23,916,9,3,3,9,19,11,17,26,0,89,9,4,13,24,19,12,22,25,7,133,10,12,5,5,11,11,9,10,3,82,4,16,20,21,11,16,26,30,22,166,280,822,530,436,540,235,267,303,89,3500
127021514,30,33,23,18,33,18,3,16,4,181,32,38,41,65,57,25,12,22,8,291,64,26,272,71,85,41,65,53,20,689,7,3,5,7,16,9,7,7,0,60,4,4,10,13,35,13,9,5,3,105,0,5,3,3,9,4,4,4,0,38,7,7,5,8,14,9,11,3,4,68,246,591,406,230,373,153,133,135,53,2321
127021515,10,34,39,40,38,20,21,13,3,219,26,55,55,95,68,34,21,31,9,386,29,30,283,112,74,44,70,93,7,744,4,7,6,6,14,3,5,16,0,61,4,9,12,22,26,10,16,14,3,110,7,4,9,8,11,7,4,6,5,54,4,12,12,9,10,4,15,27,17,112,187,635,487,390,435,185,205,246,63,2835
127021516,32,31,36,31,48,13,15,24,7,236,44,49,64,95,92,37,27,21,12,439,59,53,388,113,104,67,112,112,22,1032,4,9,8,5,26,9,11,12,3,95,6,10,10,22,32,18,17,23,0,137,3,10,7,10,6,8,9,16,3,65,7,8,19,21,17,10,18,17,15,137,278,676,607,388,484,227,257,267,88,3272
127021517,18,24,17,14,23,5,7,9,0,134,34,28,28,49,57,17,11,8,8,233,55,24,194,59,62,24,46,47,14,530,3,3,3,3,11,3,3,3,3,33,7,12,10,11,24,9,5,3,4,74,0,5,8,3,7,3,3,3,0,36,0,13,12,10,14,5,3,4,12,63,188,433,315,184,271,105,102,99,51,1745
127021518,21,14,12,4,29,3,0,3,5,83,29,13,14,26,25,14,0,5,6,115,90,19,208,29,58,23,49,39,19,530,8,3,3,0,16,0,0,0,0,24,9,3,4,5,20,3,3,3,0,47,3,3,3,0,3,0,0,0,0,24,12,3,4,4,19,5,3,3,7,53,215,231,249,90,209,62,60,61,34,1221
127021519,28,32,36,32,71,24,14,15,3,252,56,62,63,91,98,38,33,23,7,474,96,53,513,161,153,68,142,125,25,1332,3,8,8,11,27,9,9,11,0,84,19,11,18,28,46,24,12,19,4,169,6,25,8,6,17,8,11,14,0,82,9,12,27,13,24,21,28,25,16,180,340,825,728,431,585,250,287,264,74,3786
127021520,18,29,34,16,32,11,8,9,3,157,26,38,36,55,66,23,15,18,12,282,46,32,274,67,65,32,65,63,13,652,0,3,5,6,12,10,0,4,3,49,7,4,10,21,26,15,5,4,3,105,6,8,4,0,21,4,5,4,0,64,10,12,14,9,5,4,3,12,9,86,215,639,424,217,368,149,119,157,53,2337
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6
127031522,42,73,42,40,68,15,22,21,3,332,59,75,56,97,100,44,18,26,13,493,135,47,428,120,167,77,132,100,15,1214,6,3,4,10,27,8,3,11,3,75,13,13,18,32,44,22,16,18,4,185,0,16,8,5,13,4,12,6,4,70,12,16,25,12,20,17,13,24,25,165,484,1094,650,423,685,276,267,258,84,4230
127031523,77,88,50,49,79,26,19,19,7,420,104,117,68,100,153,45,21,23,11,637,234,102,689,150,230,104,159,139,37,1840,15,9,3,16,35,7,3,7,0,110,26,15,19,21,79,28,18,16,3,222,10,23,5,3,26,3,4,4,3,88,13,21,13,9,26,4,5,19,21,135,826,1603,947,501,923,347,281,258,111,5796
127031524,92,117,72,86,111,33,24,24,10,561,134,133,76,171,179,57,27,20,12,807,218,127,846,317,311,113,149,120,34,2243,11,7,9,16,49,14,12,9,3,135,21,11,22,39,84,18,15,20,3,228,19,24,7,8,35,6,8,9,0,115,19,21,13,18,26,8,8,14,16,137,970,2110,1154,860,1216,390,306,257,112,7376
127031598,41,64,74,61,67,24,44,32,12,430,70,76,91,144,105,72,54,47,9,675,74,76,513,208,131,71,157,179,31,1447,3,7,8,16,23,9,15,18,3,109,11,8,27,37,29,20,31,25,4,197,9,22,21,11,21,9,11,12,8,122,13,14,25,15,26,19,28,51,36,229,413,1235,918,710,703,379,471,473,147,5448
127031599,15,27,17,23,24,8,17,8,0,143,20,31,29,67,42,18,24,11,6,240,47,30,226,77,66,33,69,70,19,632,3,3,7,9,17,9,3,6,0,58,9,4,9,19,21,10,14,16,3,95,3,5,4,7,12,5,6,5,0,44,9,3,23,13,15,12,18,20,10,115,153,331,339,267,263,123,159,151,38,1830
127031600,65,77,51,35,92,32,31,18,12,408,108,100,69,108,123,48,45,23,18,637,112,69,473,170,202,78,152,115,28,1409,10,7,3,10,35,5,11,9,3,84,17,11,18,35,37,17,19,24,3,188,15,20,14,9,30,7,13,4,5,105,9,16,16,9,33,13,19,13,20,160,619,1381,732,514,833,306,376,259,134,5162
127031601,3,10,13,8,13,8,13,7,0,80,16,9,17,30,32,10,11,14,5,150,14,13,106,44,38,12,43,41,5,312,0,4,0,4,6,3,3,4,0,22,0,3,4,8,3,0,5,8,0,34,0,0,4,4,5,0,9,0,0,28,0,5,5,10,8,9,3,10,6,59,66,317,190,156,174,75,114,123,29,1244
128011529,91,157,56,75,131,40,9,11,5,573,143,136,67,129,168,65,8,17,4,730,272,128,782,157,233,115,93,98,26,1899,11,8,8,21,45,12,0,4,0,114,40,31,11,20,71,33,10,10,5,230,14,21,10,10,33,5,0,3,0,97,18,19,13,24,26,12,10,8,21,157,1212,2026,1014,610,976,385,131,176,92,6633
128011530,102,151,34,79,94,49,7,16,3,532,131,109,57,124,136,60,19,26,4,668,222,111,672,193,208,111,112,120,33,1770,10,10,4,18,24,12,3,3,0,92,25,24,29,44,80,39,11,12,3,272,12,17,9,11,11,0,3,3,0,65,9,23,10,17,25,17,8,9,14,148,936,1836,897,656,851,412,191,237,104,6117
128011531,105,105,37,51,83,38,9,6,3,442,92,94,48,53,117,45,12,19,8,492,228,70,489,114,169,91,61,67,25,1314,10,7,3,6,20,9,3,7,3,72,23,23,18,23,67,26,17,13,5,208,13,21,8,9,19,10,5,5,0,89,25,20,8,14,22,14,6,10,15,138,947,1425,678,368,753,341,140,145,86,4885
128011602,38,82,35,59,50,24,7,9,4,313,76,99,65,137,94,50,15,15,3,550,150,76,522,137,160,86,81,86,25,1310,8,3,3,17,31,9,3,8,0,80,16,17,14,30,51,25,12,13,3,178,11,9,3,5,16,5,3,0,4,54,9,17,9,14,17,25,11,10,16,125,558,1183,714,519,573,294,147,159,82,4236
128011603,92,113,22,49,73,30,3,13,0,396,106,72,44,65,96,38,7,5,4,432,214,73,438,87,129,72,59,57,27,1164,6,8,0,12,21,6,0,7,0,57,35,27,15,18,68,23,3,12,0,194,15,17,3,3,24,5,5,3,5,78,15,27,12,15,22,11,0,3,6,106,860,1388,580,340,609,255,83,112,60,4289
128011604,179,212,62,120,118,62,11,20,3,793,191,173,96,229,211,77,12,32,10,1027,420,166,1177,301,303,164,134,180,34,2880,21,10,13,25,35,25,4,12,3,141,41,41,31,43,96,41,12,25,3,333,21,38,3,23,35,17,3,9,0,141,25,39,14,23,41,25,11,15,23,217,1584,2866,1504,1046,1189,576,237,340,118,9454
128011605,29,42,10,13,27,3,0,6,0,125,25,19,0,23,29,11,3,0,3,111,50,21,123,25,31,14,8,14,4,300,0,5,0,3,3,3,0,0,0,15,6,3,0,8,24,3,0,0,0,46,0,0,3,0,5,0,0,0,0,14,3,3,0,0,8,5,0,0,0,23,276,409,149,91,184,63,11,33,19,1226
