SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
310011276,7,0,5,3,0,0,3,8,0,23,5,11,6,17,10,3,4,7,0,66,14,3,63,17,23,9,29,24,3,184,0,0,0,0,3,0,3,3,0,7,0,0,0,10,0,3,3,5,0,21,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,3,4,6,3,22,31,66,80,63,58,30,54,53,12,446
310021277,34,51,10,25,27,8,0,4,0,160,62,55,47,71,61,12,12,22,4,339,177,33,484,169,131,64,105,162,12,1335,12,3,12,12,18,10,0,20,0,87,20,4,5,29,20,14,10,6,3,110,6,3,4,0,4,3,0,3,0,29,17,11,22,16,12,13,9,21,7,127,453,553,596,388,336,130,144,268,31,2904
310021278,13,13,5,8,10,3,0,3,0,54,8,12,7,32,11,8,8,3,5,101,56,6,135,51,35,20,49,56,11,424,5,0,6,4,3,5,0,9,0,30,9,0,3,4,7,5,4,9,0,45,0,0,0,0,4,0,0,0,0,10,6,3,7,4,0,9,7,8,3,43,142,185,166,120,93,52,68,105,27,953
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,36,51,13,52,26,8,4,10,4,205,83,77,40,148,79,21,13,40,10,504,180,83,739,289,208,111,226,239,30,2103,5,0,17,16,17,30,17,35,3,145,14,8,10,39,20,23,32,28,7,186,5,3,9,0,4,4,3,6,3,38,27,14,24,27,24,24,30,38,21,236,466,736,892,651,460,246,338,438,75,4293
310021281,22,38,14,29,28,3,6,7,5,153,54,50,28,97,70,16,3,23,3,353,166,55,531,250,155,92,184,172,13,1621,5,7,10,10,14,19,13,29,3,98,15,7,20,20,19,17,15,27,0,139,3,3,3,3,0,0,0,5,0,21,16,13,20,12,18,11,27,43,18,180,355,566,647,470,349,176,248,315,50,3174
310021282,16,40,17,38,21,0,5,4,4,153,62,59,49,111,76,13,10,16,3,402,140,50,596,223,162,66,163,139,16,1557,3,9,9,11,9,12,11,19,0,77,12,6,10,23,33,10,14,23,4,129,0,7,8,4,5,3,0,4,0,29,10,6,15,21,13,6,22,25,14,128,336,526,729,490,364,132,229,240,39,3083
310031283,11,24,20,14,18,4,3,10,0,111,51,57,27,99,77,27,6,19,13,379,87,63,438,207,142,88,85,135,21,1265,14,5,9,9,17,27,9,15,0,96,8,5,5,29,21,8,3,11,0,90,3,3,0,7,8,0,8,6,0,37,3,4,7,8,4,3,10,18,10,73,257,593,527,435,362,182,132,212,56,2758
310031284,7,25,8,21,17,5,5,0,0,89,30,42,24,59,60,16,11,13,3,260,76,30,313,143,116,61,92,115,16,966,0,0,6,5,16,13,6,12,0,63,8,3,7,24,11,12,13,11,3,95,4,3,5,6,0,3,0,0,0,22,11,9,12,11,8,4,17,29,10,105,176,386,393,309,291,135,162,206,44,2097
310031285,11,30,12,15,20,9,0,0,0,96,29,30,35,68,54,15,7,7,0,242,60,31,367,161,118,65,83,95,15,988,3,3,4,7,8,4,5,14,0,52,0,6,10,21,14,5,6,6,0,70,0,3,4,3,0,0,0,5,0,21,0,0,6,4,8,5,9,10,7,43,141,346,442,322,257,111,118,141,22,1909
310031286,25,23,14,20,17,6,0,3,0,102,25,32,18,51,45,21,3,13,3,209,53,33,224,108,66,36,44,58,11,635,0,0,3,3,3,13,5,4,0,33,7,4,4,15,9,9,13,12,0,72,0,3,3,0,0,0,0,0,0,13,4,6,4,6,0,4,7,10,4,51,212,523,292,251,206,107,80,106,24,1798
310031287,32,58,24,23,29,7,5,14,0,190,62,84,63,147,94,47,18,30,10,556,141,69,607,314,219,127,155,229,24,1884,10,3,11,20,11,26,7,27,0,111,5,6,9,49,27,25,11,21,7,163,3,4,3,6,7,6,3,9,0,37,12,4,23,17,8,18,23,21,23,155,390,999,785,680,526,287,251,380,87,4386
310031288,16,20,10,19,20,3,3,6,0,101,28,31,19,32,36,13,3,7,3,171,47,29,260,81,86,25,36,56,10,640,3,0,0,3,13,11,0,4,0,33,3,0,3,14,7,6,5,7,0,45,3,0,0,3,6,3,0,0,0,13,8,8,3,3,5,0,3,5,8,34,187,401,326,184,216,67,57,82,26,1542
310031289,23,47,9,12,25,0,4,0,0,123,31,31,33,45,49,11,5,3,5,214,100,35,286,85,98,51,58,47,7,778,3,0,4,3,7,5,0,0,0,29,5,8,4,12,17,10,4,4,3,69,3,3,0,0,0,0,0,0,0,10,7,3,10,3,4,8,3,4,4,40,278,539,367,217,260,100,75,74,31,1922
310031290,27,50,20,21,23,4,3,6,0,162,48,45,34,46,60,15,6,12,0,272,85,51,250,79,65,40,29,51,5,658,3,4,4,6,13,7,0,3,0,36,5,8,7,12,13,7,0,3,4,61,3,5,4,7,5,0,0,0,0,19,3,3,3,3,4,3,4,6,3,36,347,811,354,253,281,111,54,89,25,2320
310031291,6,18,8,18,0,4,0,0,0,53,22,27,11,51,26,12,9,12,3,172,41,25,218,135,81,51,72,91,10,723,0,3,5,9,13,10,6,9,0,59,5,0,8,20,10,9,14,14,0,83,0,4,3,3,0,0,0,0,0,15,3,6,7,6,4,5,8,14,4,69,100,240,278,268,175,102,122,147,21,1453
310031292,10,22,7,12,12,7,4,3,4,78,31,34,20,55,37,8,3,9,3,192,57,32,246,117,60,40,63,79,12,725,4,0,3,9,10,5,3,5,0,34,4,4,7,15,9,13,3,9,0,63,0,3,0,0,0,0,3,3,0,8,3,8,11,9,5,3,12,17,5,67,155,316,306,251,159,81,92,129,36,1517
310031293,26,55,12,34,26,6,5,6,0,174,64,64,67,157,93,39,17,26,7,527,140,81,692,314,233,124,184,156,32,1954,5,3,7,16,34,29,9,20,3,125,5,6,14,37,27,9,11,11,0,128,7,7,5,6,7,3,3,3,3,39,5,11,15,8,15,13,15,28,17,133,343,769,847,658,502,256,258,271,72,3972
310031294,16,16,7,8,9,3,3,0,0,71,35,25,22,58,40,11,4,3,3,197,67,35,309,85,107,44,53,53,14,772,0,4,0,10,13,6,0,10,0,42,0,0,7,10,12,3,8,3,0,41,0,0,0,0,3,4,0,0,0,8,4,5,10,4,4,3,9,3,0,49,176,339,373,212,229,92,80,78,29,1597
310031295,3,4,3,4,5,0,3,3,0,28,3,13,3,20,7,3,0,5,0,59,11,5,62,44,22,13,27,30,4,220,0,0,0,3,3,5,7,7,0,21,0,0,0,5,3,0,3,8,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,4,32,29,68,76,93,55,28,44,64,10,476
310041296,56,59,25,51,47,11,0,5,0,265,105,94,74,130,105,48,20,21,3,603,180,88,564,221,204,104,138,121,23,1641,5,3,11,14,15,13,8,12,0,91,20,8,13,35,22,17,20,17,0,165,7,17,3,0,7,3,4,3,0,41,10,14,13,15,15,4,8,15,8,104,646,1240,759,566,612,254,232,229,54,4580
310041297,10,41,16,24,18,5,5,10,0,128,36,45,37,71,74,20,13,20,0,317,96,34,480,139,135,62,105,121,17,1185,3,3,9,3,15,14,8,5,0,63,6,0,12,16,34,11,18,15,0,107,4,3,6,0,10,0,3,0,0,21,0,4,12,9,11,0,21,12,6,76,233,455,599,307,363,129,178,206,43,2509
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,14,18,8,11,23,3,6,7,3,89,34,53,21,81,47,22,9,20,6,301,79,35,329,131,126,60,85,87,10,934,4,3,3,9,17,10,7,15,3,68,10,5,4,16,18,12,8,7,3,75,0,4,3,3,0,3,8,4,0,23,5,12,9,8,7,7,13,20,9,87,179,365,407,324,303,133,144,181,38,2077
310041300,14,13,12,22,13,10,4,7,4,100,30,32,30,88,54,14,17,28,0,289,35,34,281,130,76,53,120,113,16,853,3,3,5,14,11,5,13,25,0,79,3,6,5,22,13,9,13,18,0,101,0,6,3,0,6,0,10,3,0,24,6,0,10,9,8,4,14,32,15,95,134,366,384,352,241,135,198,267,45,2130
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,21,33,19,33,25,10,13,15,4,177,50,67,56,189,89,48,39,35,14,588,119,88,613,323,218,126,260,257,25,2020,3,3,16,10,27,24,19,24,8,133,9,11,18,46,34,8,40,28,3,188,3,0,13,11,5,3,7,7,0,53,8,7,16,14,19,11,29,37,31,181,305,593,795,728,533,276,436,457,98,4220
310041303,23,24,13,28,14,4,3,4,0,114,41,30,25,77,73,30,8,10,0,286,67,31,325,121,100,55,78,63,13,852,3,0,0,11,9,10,5,4,0,33,8,8,4,11,19,9,7,15,0,84,3,4,0,0,4,0,0,0,0,13,3,3,9,10,7,3,5,9,0,49,224,454,406,308,313,130,129,128,26,2116
310041304,46,65,31,45,56,24,4,7,7,280,124,104,70,184,140,55,15,28,6,730,170,98,594,240,251,113,145,103,30,1751,11,3,11,16,30,14,13,9,0,107,17,15,10,27,32,23,17,14,3,160,8,16,4,7,6,4,9,12,0,58,11,10,13,21,20,6,16,12,17,120,625,1548,822,684,779,325,254,219,85,5340
311011305,29,36,11,38,24,8,3,11,0,163,60,39,26,81,59,21,10,28,3,317,153,57,488,178,127,80,150,197,11,1434,11,3,10,22,14,10,7,23,3,101,23,4,13,34,23,7,13,28,0,135,10,5,3,0,3,0,0,7,0,25,15,9,24,13,21,20,23,31,15,175,389,514,612,401,325,165,213,339,38,2982
311021306,7,16,11,11,3,3,3,4,0,67,23,24,24,61,28,21,6,22,0,214,53,49,259,136,96,58,97,124,14,872,4,0,9,12,10,15,3,16,0,64,4,3,10,15,9,9,12,18,0,79,0,3,4,0,7,0,0,3,0,23,4,3,12,11,8,4,9,9,16,75,143,271,350,277,192,128,134,211,35,1740
311021307,9,24,18,14,12,6,10,18,5,118,36,36,35,89,69,33,14,32,4,349,71,41,344,177,123,74,157,183,19,1190,0,3,5,20,12,21,7,27,3,94,4,13,4,33,14,8,13,18,0,108,3,4,3,0,0,4,10,11,0,38,12,4,17,10,14,6,17,21,14,127,177,300,453,390,281,179,241,328,46,2400
311021308,14,19,13,17,13,5,7,7,3,107,42,33,31,75,65,21,14,10,4,292,69,38,347,114,97,62,74,100,10,920,5,0,10,7,16,14,3,7,0,61,3,8,3,15,12,8,5,3,0,73,0,8,4,3,11,3,0,3,0,31,3,3,7,7,9,3,4,11,4,55,189,391,445,271,267,140,129,164,27,2025
311021309,13,26,8,11,14,3,3,4,0,85,24,28,11,48,42,14,4,20,0,188,54,36,264,100,88,42,60,78,6,727,0,0,5,3,7,7,4,8,0,32,6,0,0,15,9,9,3,6,0,50,3,3,0,0,3,3,3,3,0,16,8,0,7,6,5,4,0,6,7,42,152,264,308,205,215,104,89,127,18,1484
311021310,26,31,5,10,20,5,0,3,0,106,41,30,15,65,51,20,7,12,0,243,89,43,351,76,98,54,58,77,19,864,4,0,3,4,17,3,6,9,0,42,7,5,7,13,7,7,5,13,0,73,0,3,0,3,7,0,0,3,0,24,4,12,16,3,9,5,6,4,0,59,257,395,415,208,257,116,88,129,33,1888
311031311,21,23,19,22,21,10,6,13,7,136,36,34,28,100,55,22,22,17,0,324,109,49,522,136,158,87,157,154,17,1395,3,3,10,8,13,8,4,13,0,61,17,3,5,29,25,11,12,7,3,117,3,0,4,3,9,3,4,4,0,33,11,9,22,16,7,9,10,15,15,105,269,376,646,345,366,191,238,250,45,2739
311031312,10,9,13,14,13,3,4,10,0,83,33,24,24,59,34,17,14,19,5,231,45,26,285,121,97,55,108,97,12,845,0,3,3,11,9,6,3,4,0,45,7,3,5,15,13,10,11,7,0,69,3,3,0,0,3,5,9,3,0,28,7,4,13,5,8,4,10,14,6,69,160,279,377,269,243,141,180,193,41,1883
311031313,14,19,11,7,12,0,0,6,0,61,24,19,20,40,32,12,4,9,0,157,61,25,253,70,76,38,59,78,3,669,9,0,3,3,4,9,3,10,0,36,6,0,0,19,8,6,8,3,5,58,4,3,0,0,0,0,0,0,0,16,0,11,6,3,3,0,6,9,6,45,140,254,316,155,168,79,94,127,23,1348
311031314,10,10,11,17,7,0,14,9,0,87,30,31,25,79,61,23,13,19,7,293,52,58,354,197,137,67,167,164,17,1210,3,0,6,15,15,21,10,11,0,80,4,3,8,26,18,11,20,17,3,117,0,6,3,4,5,0,5,12,0,31,12,9,15,18,6,8,27,30,25,146,148,290,441,400,304,150,272,283,50,2323
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,14,32,6,21,30,9,12,3,0,123,43,37,24,65,67,26,7,19,4,286,115,36,364,115,128,76,147,99,20,1099,0,6,3,8,8,7,9,3,3,48,8,7,7,14,16,8,6,10,0,89,0,7,7,3,4,4,7,3,0,34,6,7,8,5,9,7,14,4,6,68,263,470,434,276,339,163,211,158,49,2371
311031317,12,19,12,24,20,11,5,11,0,111,29,41,24,105,60,34,36,17,4,364,76,45,360,242,153,75,189,172,20,1328,10,3,6,16,15,13,8,31,0,94,6,12,11,28,24,10,16,31,0,133,3,11,3,6,0,0,10,0,0,36,0,10,11,11,14,9,19,29,19,121,178,367,448,482,348,181,313,304,54,2674
311031318,13,18,6,10,12,0,3,4,0,60,16,21,22,30,33,11,5,0,0,142,77,34,304,57,56,34,65,58,3,693,3,3,3,8,4,7,3,0,0,30,8,4,3,6,19,3,5,3,0,58,0,0,4,0,6,3,0,3,0,17,0,4,8,3,4,3,3,4,4,35,166,247,354,125,167,67,102,76,10,1313
311031319,35,47,21,34,34,17,13,17,3,221,74,59,57,157,141,38,28,35,5,589,141,72,770,253,235,135,243,198,26,2066,6,10,8,14,31,19,9,15,0,111,5,15,12,33,40,21,22,28,3,182,3,8,11,5,12,3,3,11,0,54,11,13,20,11,19,6,29,16,13,144,396,726,941,617,658,280,382,368,58,4426
311041320,50,48,29,29,39,4,10,4,3,220,78,55,51,92,99,28,19,14,4,445,201,77,778,178,220,89,170,192,18,1929,8,3,9,8,16,18,0,13,0,77,10,3,21,31,26,20,20,13,0,152,5,11,7,3,9,0,0,14,0,44,9,8,15,6,13,6,8,13,9,95,493,687,949,418,532,197,234,267,48,3819
311041321,59,102,55,75,60,27,15,15,3,415,147,125,88,224,194,65,35,43,16,926,353,168,1450,384,473,218,365,378,47,3830,12,10,18,28,51,30,25,32,0,215,31,22,33,52,64,42,37,30,3,312,3,13,11,8,10,6,5,3,0,65,22,18,60,32,31,27,42,33,16,273,790,1300,1760,920,1031,474,544,570,102,7496
311041322,13,23,21,22,19,5,3,3,7,115,34,34,17,52,56,15,3,13,5,225,107,44,448,95,110,49,111,84,8,1050,6,4,12,8,8,3,3,5,0,45,8,12,10,15,14,3,13,13,3,83,4,0,5,3,6,3,5,0,0,32,5,8,17,7,10,8,6,15,8,84,233,361,531,218,285,112,137,138,36,2050
311051323,23,16,8,21,9,7,5,9,0,105,38,43,22,112,75,16,17,23,4,349,89,51,395,180,141,74,89,139,22,1180,5,3,7,6,17,11,6,11,0,71,11,4,7,27,12,10,12,11,0,97,3,0,3,4,5,5,11,3,0,28,6,7,12,20,10,11,25,18,19,115,243,496,476,414,333,149,175,217,51,2567
311051324,38,60,26,26,45,17,3,3,5,211,56,51,31,81,76,21,9,10,0,342,156,47,474,111,118,63,61,87,12,1126,7,0,4,9,9,12,3,7,0,52,11,5,10,17,22,13,4,7,0,96,3,7,9,3,3,3,0,6,0,34,9,8,13,6,13,8,3,10,3,66,456,732,599,321,398,181,94,145,29,2944
311051325,20,46,18,41,28,11,6,8,0,174,63,66,39,96,93,32,14,21,5,428,137,64,635,160,194,109,118,137,15,1569,5,5,0,6,14,20,3,9,3,67,9,7,14,25,25,13,24,20,3,138,5,12,4,3,12,3,3,3,0,45,10,4,17,11,13,12,15,20,17,109,332,693,762,403,472,220,191,246,48,3372
311051326,13,11,13,19,11,6,8,8,0,102,26,31,31,92,62,28,22,22,5,312,67,50,315,178,110,57,119,130,13,1042,4,0,10,9,8,17,10,12,0,80,5,3,9,24,18,3,10,15,0,97,3,3,6,3,3,3,5,6,0,33,8,8,14,18,5,15,19,22,15,119,177,460,431,395,301,161,218,250,39,2435
311051327,43,64,29,39,37,15,8,10,6,250,68,68,49,91,112,44,10,27,4,470,153,81,608,158,196,97,85,147,20,1555,3,0,7,6,13,5,6,8,0,55,22,9,17,23,38,25,11,14,0,158,7,12,13,7,12,3,3,7,4,56,12,10,16,16,15,10,3,16,19,113,550,1085,783,418,574,260,133,243,66,4113
311051328,4,10,8,11,15,0,5,3,0,52,23,18,16,52,46,12,9,16,3,194,40,31,242,88,78,36,76,101,11,717,3,3,3,5,9,6,3,11,0,48,3,3,6,13,16,11,9,10,0,78,0,0,3,3,3,0,0,0,0,14,3,3,14,11,6,9,13,17,6,88,102,218,305,223,198,111,131,176,25,1489
311061329,31,41,18,22,32,14,3,3,3,160,30,48,33,66,41,32,7,8,3,262,82,45,285,75,77,55,52,71,7,748,3,0,5,3,7,7,0,7,0,31,4,5,6,9,11,3,6,6,0,65,3,3,4,0,4,3,0,4,0,25,3,6,7,3,11,12,5,4,5,54,289,695,385,231,286,148,83,103,35,2261
311061330,11,17,10,13,3,4,11,7,0,78,24,27,24,47,36,24,14,24,3,225,38,48,255,143,71,62,105,115,15,839,8,3,8,8,10,10,10,9,0,72,3,3,3,14,18,4,17,18,0,86,0,6,3,6,0,8,3,3,0,33,0,11,9,21,8,3,17,24,24,114,99,266,331,290,174,128,195,215,54,1748
311061331,8,3,4,5,4,7,5,3,0,42,8,12,12,27,14,4,9,11,0,96,18,10,102,57,40,12,53,63,6,358,0,3,7,3,3,3,4,15,0,35,3,0,3,12,5,4,9,4,0,39,0,0,0,0,3,0,3,3,0,14,4,3,10,3,3,3,11,11,11,62,48,92,138,134,104,42,101,120,16,801
311061332,41,72,41,41,44,16,5,10,4,281,85,103,64,148,142,46,29,36,7,654,156,95,684,220,225,121,129,141,18,1795,11,5,10,14,20,16,5,9,0,82,9,8,16,34,39,12,5,12,5,141,3,12,8,7,7,11,3,8,0,64,10,14,12,10,14,8,12,13,9,101,565,1569,917,588,723,298,214,282,66,5230
311061333,19,16,11,13,15,11,15,14,3,119,25,57,29,59,68,19,13,30,3,308,65,36,316,163,117,54,99,135,14,1004,4,3,4,15,13,13,10,9,0,67,5,4,11,24,11,11,12,13,4,101,3,7,7,8,3,0,5,3,3,35,5,4,13,12,12,5,9,17,12,99,177,434,434,341,311,147,183,246,39,2309
311061334,24,43,21,23,31,11,9,6,3,168,46,61,33,73,70,30,17,10,0,346,116,63,373,91,129,68,69,88,16,995,6,5,9,0,21,6,14,6,0,62,9,5,9,10,17,15,4,8,0,78,7,8,4,3,8,3,3,3,0,44,5,12,11,13,10,11,8,12,11,84,345,840,518,312,410,194,127,165,39,2949
311061335,9,18,18,11,21,3,4,3,3,98,42,28,30,39,52,26,14,13,3,239,47,28,197,63,64,39,29,51,14,525,3,0,0,5,3,3,3,5,0,26,3,8,6,8,11,14,7,3,0,55,0,3,3,0,3,0,0,0,0,18,5,6,7,10,6,3,3,4,6,56,248,615,315,210,311,151,101,112,41,2100
311061336,9,12,20,14,7,9,5,9,0,93,16,22,27,76,36,24,27,39,0,272,24,36,233,146,98,48,114,118,14,837,4,0,11,10,11,16,9,37,0,93,7,3,11,24,6,3,22,13,3,93,3,3,7,8,0,4,8,0,0,39,4,3,12,18,6,3,14,21,14,93,106,293,348,370,222,127,246,281,36,2043
312011337,11,29,8,18,12,3,0,14,0,92,34,20,15,44,34,6,11,16,0,187,93,43,364,128,87,51,151,121,9,1043,6,7,3,9,7,13,11,7,0,65,10,5,3,19,8,8,19,18,0,90,6,3,0,0,6,0,3,20,0,39,18,4,13,8,7,14,16,91,8,179,221,359,428,259,184,105,220,340,29,2137
312011338,18,19,10,13,7,0,8,6,0,72,32,18,24,28,18,6,13,8,3,152,98,26,521,44,83,32,337,90,11,1243,4,0,6,4,9,4,14,10,0,52,7,5,7,8,10,0,21,9,0,72,3,3,0,3,0,0,9,3,0,27,11,0,18,3,6,4,42,23,5,112,268,322,610,124,158,58,461,164,27,2191
312011339,15,0,4,3,3,0,0,0,0,30,21,6,3,17,3,6,11,3,0,68,53,15,207,20,27,16,87,51,10,481,9,0,0,4,4,3,4,7,0,33,7,0,0,3,3,0,12,0,0,31,0,0,0,0,0,0,0,3,0,8,11,4,5,3,3,0,6,8,0,46,162,149,231,59,68,29,127,85,13,933
312011340,0,8,0,5,3,0,6,3,0,29,7,3,8,11,8,0,0,6,0,45,51,10,152,26,29,6,57,39,7,375,3,0,3,0,3,4,4,6,0,34,3,3,3,3,3,0,3,4,0,23,0,0,0,0,0,3,3,0,0,11,3,0,4,3,4,0,10,14,3,51,106,85,184,63,58,20,81,85,11,695
312011341,14,22,27,7,11,4,12,3,0,104,36,21,36,39,40,7,25,11,3,210,67,52,725,63,103,27,288,70,11,1407,6,0,13,4,12,8,17,18,0,75,10,8,15,12,18,8,27,5,0,90,0,3,0,0,4,3,4,4,0,18,8,6,21,8,7,10,33,17,8,116,266,520,878,175,240,69,436,143,26,2747
312021342,26,45,19,28,24,12,13,10,0,169,57,44,45,92,74,19,13,19,4,370,180,78,1027,203,222,122,223,155,30,2239,5,7,13,16,19,26,4,13,3,101,15,6,6,26,23,7,20,10,0,114,0,3,6,0,7,3,3,8,0,30,8,3,30,15,11,6,12,12,19,107,391,847,1189,432,462,225,303,226,65,4144
312021343,9,18,5,8,3,4,0,0,0,40,19,19,9,25,13,0,9,6,4,100,36,17,190,47,47,21,56,39,6,462,0,0,0,8,0,0,0,3,0,13,5,0,4,7,7,3,4,8,0,40,0,0,0,0,0,0,0,7,0,12,3,0,4,3,3,3,0,0,3,27,113,271,229,106,100,46,76,71,11,1021
312021344,30,52,26,21,23,11,6,9,0,168,62,66,53,90,67,21,14,13,3,380,144,84,894,139,162,108,207,112,31,1869,6,0,5,12,11,22,14,6,0,76,18,9,18,21,17,18,23,11,3,136,7,3,3,5,4,0,0,3,0,29,3,16,21,23,5,9,18,13,3,108,400,987,1050,386,373,208,288,181,51,3924
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,5,11,10,4,3,3,3,0,0,40,13,19,11,17,5,3,5,6,0,85,20,18,150,34,22,18,43,39,12,347,3,0,0,4,0,0,0,3,0,15,7,0,4,3,0,3,3,10,0,30,5,0,0,0,0,0,0,4,0,12,3,7,6,6,0,3,3,9,0,33,100,267,203,107,57,56,62,88,17,957
312021347,6,7,4,3,0,0,0,0,0,22,5,3,0,7,0,0,0,0,0,15,10,0,27,0,7,11,3,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,45,72,30,16,8,17,3,11,3,197
312021348,33,56,28,28,17,13,10,6,6,196,52,56,35,50,66,12,14,11,4,296,150,88,649,109,150,73,167,81,17,1477,4,3,0,8,12,7,4,12,3,60,12,6,3,20,26,9,8,7,5,97,0,15,3,4,6,0,4,4,0,38,15,8,21,11,14,15,16,11,9,114,421,967,769,291,353,151,216,140,58,3374
312021349,6,24,8,11,9,3,0,5,0,75,14,25,22,31,22,14,6,4,0,135,48,27,358,62,62,46,87,74,18,781,5,0,0,3,8,3,3,8,0,28,3,4,4,9,6,7,10,5,0,49,0,3,3,0,0,0,0,0,0,13,4,10,6,10,3,11,9,9,6,67,118,324,430,152,137,90,132,121,28,1530
312021350,7,19,5,6,6,0,4,0,0,54,11,19,13,30,16,5,9,7,3,110,64,17,394,53,80,27,94,65,15,816,0,0,3,3,6,12,0,8,0,39,5,0,4,5,9,3,3,6,0,35,0,3,6,0,3,0,0,0,0,12,3,6,7,5,9,3,6,4,10,47,127,309,466,126,133,55,125,101,30,1480
312021351,17,22,7,12,10,0,3,3,0,72,28,17,29,46,32,5,5,3,3,168,124,46,578,94,101,34,211,88,17,1295,4,0,5,9,8,4,8,14,0,60,14,4,17,15,10,8,10,3,0,77,4,5,0,3,0,0,6,3,0,25,14,7,15,12,3,4,26,29,8,120,252,342,656,201,201,67,284,141,35,2184
