SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL12797,0,0,3,3,0,6,0,0,0,19,0,6,0,7,0,0,4,7,0,16,0,4,6,3,4,0,4,0,0,24,7,21,3,0,5,0,0,0,0,39,16,11,8,0,17,0,0,4,0,64,3,10,3,3,4,3,0,5,0,39,6,0,3,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,48,41,22,39,12,11,16,5,219
SAL12798,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,3,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,4,0,3,8,0,36
SAL12799,4,3,18,27,3,21,7,25,0,106,0,18,18,21,13,5,4,6,0,87,24,77,39,20,42,17,11,10,4,248,76,126,48,27,46,12,15,13,4,365,70,104,37,29,57,13,5,15,0,335,41,87,22,22,42,15,7,11,0,243,10,21,5,9,12,0,4,3,3,69,5,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,231,433,191,154,222,83,61,82,17,1462
SAL12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12801,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,4,3,0,3,0,0,0,0,0,20,3,0,4,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,4,6,6,4,4,3,62
SAL12802,0,3,0,9,0,4,3,15,0,29,0,15,11,18,3,7,0,4,0,57,14,68,27,25,16,0,10,3,0,163,20,60,25,19,17,5,13,6,0,165,26,32,12,17,26,7,10,7,0,138,16,29,11,6,28,4,11,12,0,115,0,0,5,4,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,205,93,87,99,27,47,54,9,691
SAL12803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,4,0,17
SAL12804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,5,0,17
SAL12805,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,5,3,12,3,0,41
SAL12806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,13,0,4,0,0,0,0,0,6,0,9,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,4,3,0,0,4,6,39
SAL12807,0,0,10,5,4,10,0,9,0,47,4,14,22,10,16,13,0,6,0,82,16,31,9,6,13,3,0,8,3,93,16,19,9,4,24,3,7,3,0,84,41,26,18,4,29,11,5,9,5,141,29,11,15,4,25,8,14,4,0,106,10,7,8,0,3,0,4,4,0,33,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,115,107,87,27,116,53,35,49,9,595
SAL12808,0,0,0,4,0,0,0,3,0,17,3,0,4,4,0,0,0,0,0,17,3,16,14,7,4,3,3,4,0,63,10,24,12,12,3,4,5,5,0,80,16,34,8,7,17,0,0,9,0,102,14,17,9,4,7,7,5,8,0,78,4,17,4,6,8,5,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,116,55,57,44,25,21,24,3,405
SAL12809,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,0,5,0,0,4,0,0,0,0,17,6,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,11,0,12,0,3,4,4,52
SAL12810,0,0,5,4,0,8,0,0,0,19,0,0,5,6,3,3,0,4,0,20,7,7,5,5,3,0,0,0,0,27,10,4,3,0,9,0,0,5,0,30,11,16,7,7,4,0,7,3,3,64,17,5,6,4,4,0,0,0,0,37,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,33,18,23,12,11,20,3,204
SAL12811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,12,6,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,0,0,0,0,6,0,33
SAL12812,4,0,23,11,3,50,5,23,0,123,9,28,52,30,19,17,12,23,8,190,23,70,77,63,30,27,42,48,9,401,41,70,72,37,61,26,32,35,8,368,48,49,59,57,67,32,54,48,3,418,38,44,47,38,51,22,44,45,9,322,9,12,6,7,17,3,6,9,7,77,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,165,271,337,247,237,176,193,236,37,1905
SAL12813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12814,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,8,9,0,3,0,5,0,0,3,0,18,3,0,0,0,3,0,0,0,0,21,0,5,0,0,7,0,4,3,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,7,6,9,8,3,12,9,0,83
SAL12815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,6,0,0,0,0,26
SAL12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,5,0,0,0,0,27
SAL12817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,4,6,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,6,0,0,0,36
SAL12818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,0,5,4,5,0,23
SAL12819,0,0,0,3,0,3,0,0,0,9,0,0,0,5,3,0,0,3,0,8,0,0,8,5,4,0,4,0,0,20,0,4,3,3,3,0,0,0,0,14,0,9,4,5,0,0,0,5,0,14,3,4,5,7,4,3,3,0,0,21,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,22,11,9,3,10,0,93
SAL12820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,8,8,0,32
SAL12821,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,3,0,9,5,0,0,0,0,0,0,0,0,9,5,0,0,0,3,4,0,0,0,21,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,4,9,3,0,5,0,55
SAL12822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,6,3,3,0,4,0,26
SAL12823,3,4,60,95,5,102,14,84,0,369,24,51,150,72,26,46,43,56,3,475,104,277,281,147,104,93,180,126,23,1340,113,217,203,139,107,78,168,94,14,1142,138,155,141,124,124,79,142,102,14,1011,94,104,114,85,113,52,119,109,6,798,26,37,26,15,20,24,30,24,0,204,16,4,0,0,5,4,6,3,6,44,0,0,0,0,0,0,0,0,0,4,517,842,993,680,509,485,699,598,79,5397
SAL12824,0,0,4,0,0,6,3,3,0,18,0,7,15,4,4,8,0,0,0,31,0,9,10,0,5,3,3,5,0,33,5,24,11,11,14,3,3,3,0,81,9,9,11,7,16,0,8,9,4,71,7,7,12,6,12,3,9,4,0,56,9,3,3,3,0,4,0,6,3,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,59,62,32,46,28,20,29,9,317
SAL12825,0,0,24,18,3,19,5,28,3,98,4,7,26,14,14,9,9,15,0,98,22,34,25,7,24,4,14,11,5,146,40,34,30,13,33,13,19,13,0,195,62,33,37,16,51,10,25,5,7,249,44,35,19,12,37,14,12,5,3,170,14,19,6,5,16,8,0,6,0,70,5,6,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,188,167,166,73,172,76,92,82,21,1048
SAL12826,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,0,9,3,4,6,5,47
SAL12827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL12828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL12829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,5
SAL12830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,5,5,0,0,3,0,0,0,0,17,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,4,9,0,8,5,0,49
SAL12831,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,6,0,0,17,3,0,0,6,0,0,0,0,0,14,10,0,0,6,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,49,4,0,12,6,0,13,7,6,84
SAL12832,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,9,3,0,3,0,3,0,0,4,0,17,3,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,4,0,4,0,13,0,50
SAL12833,0,0,6,3,0,3,0,0,0,15,0,0,6,0,4,0,0,0,0,12,0,15,11,10,3,5,3,17,0,62,12,21,12,5,3,5,3,12,0,67,9,13,10,4,9,0,0,13,0,57,11,11,6,10,3,3,0,8,0,55,5,0,6,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,48,40,31,15,14,48,0,291
SAL12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,8,0,3,3,6,6,0,0,6,0,21,0,3,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,9,7,9,0,3,9,0,69
SAL12835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,24
SAL12836,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,4,0,0,4,0,0,0,0,11,14,4,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,11,4,0,4,0,0,3,4,56
SAL12837,0,0,10,0,0,3,0,8,0,23,3,0,3,3,0,4,5,0,0,24,4,4,7,6,4,5,0,3,0,34,10,15,11,7,12,0,4,0,10,72,18,12,14,5,7,8,5,5,0,68,8,4,6,3,15,5,11,5,0,55,0,3,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,43,49,26,41,25,24,18,15,293
SAL12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,14,0,9,0,0,3,0,0,0,0,10,7,4,0,0,0,0,0,0,0,19,3,0,0,0,4,4,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,8,3,13,4,8,3,0,74
SAL12839,3,5,8,16,4,61,3,34,3,137,0,8,20,17,3,14,4,26,0,89,34,62,56,47,18,25,15,31,3,285,61,115,43,54,31,18,5,21,10,358,57,158,55,56,53,34,17,27,11,467,44,95,38,36,34,24,19,36,5,331,12,39,20,10,6,10,5,10,4,119,0,3,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,223,481,239,235,148,192,71,180,44,1800
SAL12840,0,0,0,0,0,5,0,0,0,12,0,0,5,0,0,0,0,4,0,8,8,5,6,6,0,0,0,0,0,26,18,21,4,5,5,0,0,4,0,54,4,20,6,9,6,4,4,0,0,44,12,10,3,9,10,4,0,5,0,54,4,5,0,3,4,0,0,0,0,17,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,59,18,23,22,15,10,19,3,226
SAL12841,0,0,6,19,7,26,0,12,0,72,6,5,27,9,14,4,0,12,0,74,13,32,33,26,11,9,7,19,3,157,44,34,34,17,24,9,4,17,0,172,33,22,58,27,29,16,13,20,0,230,42,21,21,21,31,18,24,31,4,205,10,7,10,11,9,5,6,7,5,76,9,4,6,0,0,0,6,0,6,18,0,0,0,0,0,0,0,0,3,3,154,130,193,131,122,91,62,118,27,1021
SAL12842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14
SAL12843,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,18,0,3,11,3,5,0,0,6,0,26,8,0,3,4,4,0,0,0,0,18,3,0,0,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,13,14,15,3,5,19,8,92
