SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL10021,0,0,8,4,5,20,0,0,0,45,3,4,21,5,5,0,0,3,0,49,5,18,18,12,15,3,8,9,3,88,14,15,12,12,17,3,7,4,0,83,37,21,19,9,19,4,13,3,0,128,13,10,16,10,14,9,8,6,3,85,5,0,0,0,5,0,6,0,0,23,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,84,74,93,43,70,41,40,44,9,506
SAL10022,0,0,8,5,0,16,3,17,6,55,4,3,14,10,12,5,12,16,5,74,19,39,27,25,26,15,27,30,0,208,19,19,20,40,18,16,25,24,0,186,6,9,6,27,9,10,23,22,5,118,3,4,8,13,7,6,14,17,3,63,0,0,6,0,0,0,6,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,81,91,121,70,62,107,132,22,725
SAL10023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,4,0,11,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,3,0,6,0,8,0,48
SAL10024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,23,6,8,6,0,0,0,0,0,41
SAL10025,13,11,97,69,17,163,29,128,0,530,33,72,185,141,60,82,37,71,10,696,126,323,304,204,172,126,125,124,29,1530,165,257,232,181,230,99,132,110,23,1437,169,221,199,221,254,123,175,120,18,1500,95,142,160,143,165,74,147,122,21,1060,15,28,29,27,30,14,22,15,4,170,3,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,612,1052,1206,990,932,680,674,693,104,6936
SAL10026,0,7,30,33,6,51,13,33,0,172,15,28,72,69,20,38,29,35,11,307,69,97,136,127,82,46,63,67,12,707,49,72,81,82,82,46,59,69,19,567,65,60,79,94,73,43,75,66,0,554,43,56,79,79,72,37,80,66,7,514,10,14,8,19,12,10,14,8,0,100,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,256,340,491,506,359,272,326,337,55,2929
SAL10027,0,0,21,36,11,54,4,37,0,167,4,27,38,46,17,29,13,22,7,216,62,157,66,48,50,34,32,21,3,470,98,179,54,32,48,25,15,17,6,463,115,178,45,56,81,25,21,20,9,553,87,113,37,32,74,15,8,24,9,407,44,72,16,10,31,22,5,11,5,218,7,7,0,0,5,4,0,3,0,27,0,0,0,0,0,0,0,0,0,4,414,743,282,264,315,213,93,163,40,2529
SAL10028,0,0,4,0,0,8,0,9,0,20,0,0,7,5,0,0,4,0,0,18,5,11,6,10,3,5,6,5,0,51,8,14,8,7,7,3,0,0,0,61,8,4,11,8,4,3,0,5,0,46,9,12,0,19,5,5,8,6,0,66,3,0,3,3,4,0,3,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,40,40,54,32,34,24,30,3,293
SAL10029,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,6,0,0,4,6,4,3,0,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,4,3,7,0,0,0,0,0,3,0,8,11,6,0,0,3,0,0,0,0,25,5,0,0,0,0,0,3,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,13,6,4,11,3,9,6,0,82
SAL10030,0,3,4,15,3,23,0,8,0,72,38,154,34,61,71,48,3,16,8,444,460,1368,195,154,257,136,55,53,32,2710,511,791,96,76,182,94,17,29,27,1830,307,373,70,48,131,67,14,16,20,1051,128,195,32,30,68,29,15,18,9,511,14,51,14,0,13,3,3,13,0,117,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1454,2945,453,391,724,407,109,164,97,6742
SAL10031,0,9,11,17,6,31,0,3,3,85,16,35,24,21,22,16,8,10,0,160,37,105,38,23,41,15,7,5,6,274,50,82,45,20,41,7,15,4,3,272,78,75,38,30,69,14,13,11,3,327,83,87,47,13,103,31,14,17,0,408,14,25,11,4,20,3,4,8,4,93,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,287,419,213,132,305,123,65,60,19,1622
SAL10032,0,0,4,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,6,3,0,0,4,0,0,0,0,12,0,0,0,0,3,0,3,0,0,9,7,0,3,0,0,0,0,5,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,3,8,6,3,8,0,57
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,0,3,0,4,0,0,3,0,13,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,10,5,0,4,0,35
SAL10035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,3,9,0,0,0,0,49
SAL10036,0,10,20,43,16,80,12,36,0,211,10,56,67,68,34,37,11,19,0,309,71,120,54,67,38,28,9,29,10,421,249,298,66,56,80,47,9,20,10,828,274,342,105,66,149,60,24,29,14,1065,146,142,56,46,100,46,26,29,6,597,21,42,23,14,33,16,8,15,0,166,4,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,768,1017,390,357,442,305,95,175,42,3599
SAL10037,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,12,5,0,0,0,4,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,4,3,3,4,0,41
SAL10038,0,8,7,7,4,18,0,15,0,62,15,46,34,60,29,46,13,46,0,282,72,257,98,108,83,64,37,102,19,833,60,168,55,54,87,49,37,53,12,569,49,118,45,44,71,30,23,32,8,421,40,75,52,35,51,29,30,38,8,358,9,13,15,11,19,10,8,18,3,109,0,6,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,251,691,292,318,341,250,151,311,55,2651
SAL10039,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,4,0,0,4,3,0,31
SAL10040,0,0,4,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,6,0,0,5,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,12,0,0,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,10,9,3,3,6,0,64
SAL10041,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,3,4,0,0,13,0,0,0,0,0,0,4,3,0,16,3,0,6,0,5,0,9,6,0,29,0,0,3,0,3,0,4,0,0,16,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,5,9,9,15,18,3,85
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,4,4,0,0,25
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,4,0,0,4,0,0,3,0,29
SAL10044,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,4,3,0,4,0,0,0,0,13,0,3,3,0,3,0,0,0,0,9,4,7,0,0,4,0,0,0,0,19,8,9,0,3,0,0,0,5,0,17,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,10,7,9,7,0,3,0,75
SAL10045,0,0,3,0,0,3,0,0,0,12,0,0,4,0,0,0,0,5,0,11,4,6,8,0,0,6,0,4,0,23,9,13,7,9,0,0,0,0,0,31,17,13,4,7,9,3,0,4,0,60,22,18,10,13,4,5,0,0,0,75,4,0,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,36,34,24,19,5,17,3,236
SAL10046,3,0,22,31,4,67,0,45,4,186,12,14,28,28,12,22,12,25,0,154,25,88,66,70,38,27,12,48,5,381,64,144,62,53,64,27,16,36,7,469,86,124,65,93,75,41,25,38,8,555,79,120,62,82,72,24,24,60,6,534,23,36,18,9,28,7,10,12,0,151,16,0,4,3,5,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,313,537,327,361,297,216,101,263,37,2461
SAL10047,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,7,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,0,3,0,0,5,7,42
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,3,5,0,21
SAL10049,0,0,26,20,3,57,6,36,6,147,7,23,45,38,30,51,24,35,8,269,64,106,85,68,72,56,74,61,15,599,60,74,63,69,84,52,79,71,13,575,50,61,53,66,71,35,70,54,10,471,50,48,56,46,73,32,84,58,8,446,10,11,11,13,17,7,13,12,0,84,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,247,325,334,316,355,289,361,327,62,2605
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,4,0,0,0,0,21
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,3,3,24
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,25
SAL10055,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,5,0,0,7,0,37
SAL10056,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,0,0,8,0,0,0,0,6,0,12,0,4,0,0,3,0,0,0,0,10,3,4,0,0,0,0,0,7,0,18,0,0,0,3,0,0,3,3,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,5,6,4,11,19,0,81
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,6,0,16
SAL10059,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,3,0,11,3,0,0,3,0,0,0,0,0,14,3,5,4,3,3,0,0,0,0,15,5,3,3,3,5,0,0,7,0,20,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,9,13,4,3,0,6,0,87
SAL10060,0,0,0,0,4,3,0,5,0,11,3,0,8,0,3,5,4,3,0,20,4,6,7,0,0,0,0,7,4,24,6,3,0,0,5,6,0,3,0,22,7,5,5,0,7,3,5,4,0,47,7,6,3,0,5,0,3,5,0,32,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,21,9,20,10,21,18,5,158
SAL10061,6,0,31,21,3,39,4,24,0,129,0,3,51,31,13,15,5,13,5,132,20,41,77,41,30,23,13,27,7,271,18,48,48,43,36,18,16,30,9,273,48,53,74,50,46,35,34,26,6,379,51,64,40,51,48,33,24,47,7,353,6,14,5,4,17,11,10,7,4,81,0,5,0,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,152,226,327,244,192,171,106,181,31,1633
SAL10062,5,16,11,30,11,41,0,19,0,142,14,129,22,73,68,59,9,16,9,400,225,650,104,87,124,84,9,25,15,1327,350,643,73,49,138,52,11,16,19,1349,352,511,65,42,126,47,16,10,19,1190,159,329,38,48,79,23,12,25,6,714,35,116,15,7,31,18,10,4,0,249,5,11,0,0,3,0,0,4,0,26,0,0,0,0,0,0,0,0,3,3,1139,2416,332,343,586,332,66,120,74,5403
SAL10063,0,0,12,13,3,17,0,15,0,57,0,10,31,14,8,16,6,6,6,98,8,28,17,14,11,9,3,7,3,94,31,33,21,10,17,4,8,3,3,135,41,27,36,5,33,6,8,6,0,175,55,21,12,3,25,7,4,6,4,138,6,9,10,3,16,0,0,5,0,55,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,148,130,136,61,123,57,27,53,15,760
SAL10064,0,3,31,17,0,28,3,23,0,108,7,4,34,21,10,20,11,12,0,134,35,79,79,34,63,14,27,28,11,360,73,75,77,45,67,36,25,26,14,428,43,39,47,27,50,19,42,31,6,305,25,32,20,15,37,11,36,20,0,196,3,7,7,4,7,0,0,3,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,182,243,296,162,232,126,147,133,32,1559
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,27
SAL10066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,0,0,0,5,0,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,5,0,9,4,0,0,4,0,0,5,0,0,13,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,12,8,6,5,5,0,52
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
SAL10070,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,3,6,0,0,0,5,0,19,7,4,6,9,3,0,0,0,0,25,10,12,13,8,3,0,0,0,0,39,9,11,6,6,9,8,5,3,0,56,8,5,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,29,26,16,15,8,12,0,169
SAL10071,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,11,0,6,5,0,0,0,3,0,0,11,6,3,0,0,7,3,0,0,0,26,9,7,0,5,3,0,0,0,0,26,6,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,16,16,7,9,11,4,7,5,95
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL10073,0,3,12,5,0,13,0,13,0,51,0,12,13,11,3,6,3,5,0,58,14,39,18,6,6,0,0,0,0,96,26,36,10,16,16,8,0,3,0,108,56,38,16,8,18,12,6,10,6,176,54,40,24,13,20,7,3,11,0,167,17,19,3,4,13,5,5,4,6,69,5,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,166,193,99,65,79,47,20,56,8,743
SAL10074,0,0,16,11,0,6,5,9,0,38,0,0,17,19,8,13,3,12,0,65,10,24,22,13,10,4,10,13,3,109,13,15,31,19,18,3,15,4,0,117,25,28,35,20,28,13,15,10,0,163,14,29,20,12,27,9,8,11,3,142,3,5,4,5,0,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,105,137,91,96,50,52,62,15,669
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,3,0,0,0,3,20
SAL10076,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,12,0,3,3,0,0,0,0,0,0,10,10,5,0,0,3,0,0,0,0,24,13,3,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,34,14,12,5,13,6,0,6,0,94
SAL10077,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,10,9,3,5,3,0,0,0,4,0,25,0,3,0,0,0,0,4,0,0,17,15,5,0,6,3,3,0,0,3,35,25,3,6,7,4,4,5,0,0,50,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,12,14,15,7,15,14,14,4,157
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,7,0,11
SAL10079,0,0,11,5,0,9,0,7,0,38,0,7,11,10,7,6,3,5,0,58,15,17,29,21,9,17,7,13,0,137,15,12,33,20,14,12,16,21,0,139,3,17,20,17,16,14,4,13,3,101,0,11,12,9,10,6,19,15,3,88,0,7,0,5,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,71,109,80,57,67,61,81,6,585
SAL10080,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,6,0,12,0,0,0,0,0,5,0,0,0,12,5,0,0,4,0,0,0,0,0,7,8,0,0,3,0,3,0,0,0,12,9,0,0,5,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,9,14,7,10,5,9,0,79
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
