SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL10785,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9
SAL10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,10
SAL10787,3,17,0,3,0,34,3,3,13,4,22,0,45,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,5,0,0,7,20,13,59,33,100,7,234
SAL10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10789,0,27,7,13,0,53,0,0,16,12,23,0,54,0,0,0,0,5,0,5,0,0,3,3,7,0,18,0,0,3,4,0,4,11,9,10,67,45,146,13,290
SAL10790,14,42,20,17,5,123,30,10,120,58,74,10,299,0,0,4,3,6,0,17,4,0,20,9,35,0,69,0,0,38,14,34,29,118,109,35,790,341,522,100,1896
SAL10791,3,71,8,19,5,134,32,11,126,44,55,10,282,3,0,0,4,6,0,12,7,0,20,8,33,0,75,0,0,36,17,23,17,100,143,41,768,316,441,85,1787
SAL10792,6,12,5,3,0,31,5,0,12,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,65,35,48,5,189
SAL10793,0,3,3,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,20,11,29,10,74
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7
SAL10795,9,42,7,15,4,73,4,4,40,29,45,0,113,0,0,0,0,0,0,0,0,0,4,7,20,0,29,6,0,0,0,10,4,20,18,17,165,102,323,30,651
SAL10796,35,130,28,31,9,356,120,27,218,91,91,14,563,10,0,32,10,10,0,66,12,4,27,24,42,6,107,22,3,70,23,19,22,158,707,126,1480,542,595,122,3575
SAL10797,0,3,0,0,0,16,0,7,8,8,20,0,47,0,0,0,0,6,0,0,0,0,0,0,10,0,9,0,0,0,0,3,0,6,4,3,20,31,110,11,184
SAL10798,0,3,3,0,0,10,0,0,4,4,5,0,12,0,0,0,0,3,0,3,0,0,3,3,0,0,5,0,0,4,0,3,0,9,14,10,30,24,89,3,170
SAL10799,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,17
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,9
SAL10801,0,4,0,3,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,22,0,31
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,0,0,0,8,0,14,0,0,0,3,5,0,11,0,0,4,0,0,0,3,0,0,0,0,10,0,10,0,0,0,0,5,0,5,18,4,30,29,88,11,181
SAL10804,0,4,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,5,11,4,25
SAL10805,0,5,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,11,9,14,3,46
SAL10806,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,17
SAL10807,0,0,3,0,0,7,0,0,7,3,8,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,19,40,6,83
SAL10808,11,109,27,39,0,214,42,36,160,95,174,22,525,0,0,7,6,6,0,20,0,0,8,15,69,5,100,4,0,9,7,32,7,58,137,77,540,318,920,66,2059
SAL10809,3,25,10,13,0,70,17,8,54,15,32,0,122,0,0,0,0,0,0,3,5,0,4,6,8,0,20,4,0,0,4,7,0,14,63,18,159,81,169,9,507
SAL10810,15,42,10,19,0,113,9,11,79,60,108,0,268,0,0,3,0,8,0,13,0,0,3,4,30,0,36,0,0,8,6,19,5,33,60,33,216,172,524,20,1029
SAL10811,0,7,7,5,0,20,9,4,12,18,19,0,55,0,0,0,0,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,3,16,9,67,51,96,6,253
SAL10812,0,3,3,0,0,11,0,0,6,4,7,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,9,3,35,35,101,3,191
SAL10813,0,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,8,18,3,36
SAL10814,27,265,56,51,12,513,87,55,301,107,142,26,718,8,0,27,6,43,0,88,10,4,31,44,116,4,209,14,3,44,33,62,18,179,456,171,1554,871,1676,140,4866
SAL10815,48,269,69,55,17,566,103,32,259,112,84,17,608,3,0,24,12,23,4,70,7,4,16,30,107,0,168,19,7,54,38,59,16,197,518,164,1683,923,1472,156,4922
SAL10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SAL10817,54,426,90,71,15,964,363,94,766,200,181,38,1636,17,3,39,15,11,0,92,47,10,75,51,109,7,306,116,18,177,68,58,60,504,2451,382,4448,1244,1236,258,10025
SAL10818,31,131,49,27,3,316,133,25,269,101,102,23,658,6,0,20,12,9,0,44,19,5,32,17,51,3,117,23,3,56,18,38,25,161,673,124,1527,631,694,125,3774
SAL10819,9,47,18,10,0,107,22,0,77,23,13,6,153,3,0,0,0,0,0,6,3,0,3,0,23,0,29,0,0,23,13,11,5,58,100,28,384,219,246,37,1012
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,4,0,3,0,0,8,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,21,3,56
SAL10822,0,0,0,0,0,4,0,0,5,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,8,18,0,37
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,10,24,5,3,0,50,9,5,56,30,43,0,134,0,0,0,3,4,0,7,0,0,3,3,9,0,22,3,0,19,8,15,9,49,51,14,224,124,172,26,604
SAL10826,0,4,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,29,6,64
SAL10827,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,26,0,49
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL10829,6,43,8,7,0,82,31,5,79,40,30,3,188,0,0,3,0,0,0,15,0,0,0,6,14,0,25,4,0,8,5,13,6,32,108,24,335,131,237,24,856
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9
SAL10831,3,6,0,0,0,7,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,6,0,5,19,16,47,5,84
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SAL10833,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,5,0,0,7,6,27,0,44
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10836,0,25,4,3,0,39,11,0,24,5,4,3,54,0,0,0,0,0,0,6,3,0,4,4,13,0,20,0,0,10,0,0,0,13,60,9,191,65,84,16,427
SAL10837,3,4,7,7,0,27,6,0,22,9,27,4,60,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,15,7,24,15,3,59,46,113,15,249
SAL10838,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,3,6,12,20,5,50
SAL10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8
SAL10840,3,33,15,12,4,71,16,7,20,4,16,0,59,0,0,5,0,4,0,10,0,0,0,4,5,0,13,0,0,3,4,12,6,27,95,34,157,86,224,24,615
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,9,91,36,76,3,244,17,15,87,72,271,23,491,0,0,5,0,15,3,20,5,3,5,16,85,3,112,3,0,0,6,57,18,91,54,39,333,261,1406,122,2223
SAL10843,0,6,0,0,0,7,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,16,25,4,72
SAL10844,5,27,8,3,4,69,36,0,57,13,5,0,119,0,0,0,3,0,0,8,0,0,9,0,17,0,25,5,3,21,8,3,5,43,217,51,463,119,98,32,980
SAL10845,0,5,0,5,0,25,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,24,7,25,0,77
SAL10846,131,759,168,111,24,1656,524,134,1013,317,219,44,2246,19,4,70,28,23,0,155,69,13,114,73,156,8,428,142,14,230,88,103,63,651,3533,667,6527,2101,2329,384,15539
SAL10847,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,5,25,0,45
SAL10848,3,35,4,3,0,84,60,9,73,10,7,4,172,13,0,12,0,0,0,24,3,0,4,4,5,0,16,4,0,22,3,0,4,47,308,55,619,104,71,33,1194
SAL10849,0,10,13,9,0,40,3,3,15,5,9,0,39,0,0,0,0,7,0,7,0,0,4,0,22,0,27,0,0,0,4,7,0,15,19,13,82,61,219,12,395
SAL10850,12,73,19,27,0,174,33,19,107,26,29,3,217,4,0,7,4,6,0,21,0,0,9,11,17,3,52,0,4,9,5,15,3,43,133,51,441,221,357,32,1238
SAL10851,27,204,53,51,3,453,107,34,299,177,145,31,792,3,0,14,4,11,0,33,10,4,27,26,107,9,175,16,0,54,24,66,33,192,471,126,1444,810,1264,174,4289
SAL10852,6,16,4,7,5,42,0,5,14,23,49,5,101,0,0,0,0,0,0,4,0,0,0,0,14,0,16,0,0,5,0,8,12,22,20,14,70,82,285,35,506
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10854,0,5,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,29
SAL10855,4,31,7,12,0,80,14,4,55,21,25,5,131,0,0,3,0,6,0,6,0,0,0,9,33,0,47,0,0,5,5,19,6,36,79,21,222,159,330,31,842
SAL10856,0,24,7,6,6,42,9,7,26,15,13,0,63,0,0,0,0,4,0,3,0,0,5,0,15,0,19,0,0,0,0,7,4,9,36,19,97,67,136,15,369
SAL10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10
SAL10858,3,16,11,16,0,45,5,0,18,6,10,0,32,0,0,0,0,0,0,0,0,0,0,6,23,0,29,0,0,5,5,12,0,21,25,4,84,82,218,11,421
SAL10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,8
SAL10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,16
SAL10861,12,85,23,36,3,184,24,9,86,34,59,7,224,0,0,4,0,8,0,11,0,4,5,10,23,0,41,0,0,4,3,23,4,38,78,50,347,215,499,35,1216
SAL10862,0,9,0,4,0,16,5,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,0,39,24,76,0,145
SAL10863,0,5,0,0,0,8,0,0,9,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,16,7,12,0,50
SAL10864,8,101,23,37,0,213,38,11,124,58,45,16,298,5,0,3,0,5,0,11,0,0,20,12,58,0,96,4,3,17,22,15,13,73,154,46,699,377,567,84,1931
SAL10865,0,10,3,3,0,22,5,3,10,5,9,0,24,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,0,0,0,0,3,9,27,9,65,31,98,4,239
SAL10866,0,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,7,18,0,43
SAL10867,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10869,0,9,4,0,0,11,0,0,6,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,15,41,7,87
SAL10870,0,3,3,3,0,5,0,0,0,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,12,34,4,55
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,4,44,3,4,0,102,41,14,73,9,9,0,143,12,0,20,9,4,0,42,5,0,5,4,12,0,22,7,0,26,0,0,3,41,239,52,563,136,127,32,1144
SAL10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12
SAL10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,21
SAL10875,0,3,0,0,0,7,0,0,3,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,22,15,43,0,89
SAL10876,0,8,0,0,0,10,0,0,4,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,12,4,27,21,38,8,109
SAL10877,22,101,24,93,3,267,18,17,123,121,338,16,643,0,0,5,8,25,6,47,0,3,15,33,134,4,183,3,0,12,17,59,25,112,94,69,477,479,2091,141,3356
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,4,15,9,14,0,47,3,3,17,19,54,3,105,0,0,4,0,4,0,7,0,0,0,8,23,0,26,0,0,0,5,18,0,21,16,11,63,89,313,12,506
SAL10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,23
SAL10881,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,12
SAL10882,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10
SAL10883,0,4,0,8,0,13,0,0,0,0,3,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,33,3,69
SAL10884,36,327,78,97,3,652,156,63,481,198,288,24,1214,0,0,13,13,29,0,60,5,3,26,29,131,0,193,11,4,29,16,56,22,137,487,182,1691,819,1874,112,5168
SAL10885,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,3,10,0,22
SAL10886,0,3,0,0,0,6,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,4,27,7,55
SAL10887,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
SAL10888,3,24,9,17,0,52,3,12,30,30,82,4,160,0,0,0,0,4,0,6,4,0,6,0,18,0,29,0,0,0,3,15,5,23,16,13,93,105,428,21,676
SAL10889,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,19
SAL10890,0,0,4,0,0,4,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,11,13,0,36
SAL10891,45,263,57,34,13,709,357,78,663,136,101,33,1367,24,8,61,10,8,6,114,47,3,87,47,75,5,268,138,14,197,55,30,60,498,2928,389,4855,1083,821,307,10383
SAL10892,0,17,5,4,0,54,18,4,36,6,4,5,78,0,0,8,0,0,0,8,0,0,10,0,13,0,16,4,0,8,0,3,3,22,163,25,285,65,66,20,624
SAL10893,0,0,0,0,0,3,3,0,3,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,8,31,5,51
SAL10894,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,4,11,0,15,7,16,0,50
SAL10895,9,49,14,7,0,119,52,3,65,17,12,6,157,0,0,7,0,0,0,10,0,0,5,6,7,0,12,0,0,10,4,5,0,17,248,44,433,74,94,22,910
SAL10896,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,17
SAL10897,50,366,90,50,16,793,268,57,497,122,115,19,1072,13,4,29,10,13,0,74,33,8,53,42,65,4,201,77,8,143,23,31,21,300,1992,340,3381,892,887,152,7643
SAL10898,22,101,25,41,12,260,54,8,156,76,86,16,394,3,0,5,10,4,0,21,14,4,16,11,59,4,99,10,0,38,18,35,27,137,269,56,852,425,714,119,2439
SAL10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10900,8,64,24,19,6,162,27,7,57,32,26,8,149,0,0,9,4,10,0,26,0,0,3,10,24,0,37,0,0,21,17,12,6,51,162,32,335,223,349,39,1152
SAL10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10902,0,3,0,8,0,9,4,0,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,5,7,22,15,40,0,88
SAL10903,0,4,0,0,0,8,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,12,3,28,3,52
SAL10904,3,14,0,11,0,36,3,0,13,11,26,4,54,0,0,0,0,3,0,8,0,0,0,0,4,0,7,0,0,0,0,0,0,6,13,6,49,35,161,23,279
SAL10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL10906,19,135,18,11,5,366,98,15,167,25,21,5,336,13,0,48,14,13,3,91,8,0,29,10,13,0,67,45,0,94,24,10,13,182,1027,124,1774,378,250,76,3632
SAL10907,18,156,40,61,15,381,62,18,164,76,69,12,402,5,0,16,3,14,5,48,9,0,5,23,84,3,124,6,0,21,25,50,12,117,272,55,927,511,883,113,2758
SAL10908,16,97,22,24,0,197,48,21,172,60,68,0,379,0,0,0,3,4,0,7,0,0,9,19,45,0,70,0,0,19,10,28,4,65,147,69,521,342,727,29,1839
SAL10909,12,58,15,7,0,125,40,8,74,20,15,6,161,6,0,13,6,3,0,30,0,0,10,10,18,0,42,11,3,22,8,13,8,65,254,56,562,207,209,31,1311
SAL10910,13,25,10,13,0,66,9,5,32,34,51,4,133,0,0,4,0,3,0,9,0,0,0,9,28,0,28,0,0,4,3,4,4,17,26,18,122,99,342,19,633
SAL10911,3,11,5,6,0,33,0,6,16,15,23,0,61,0,0,0,0,0,0,3,0,0,0,0,12,0,13,3,0,4,0,10,0,17,17,10,73,49,158,7,317
SAL10912,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,0,11,3,4,0,32,10,5,17,7,3,0,49,0,0,0,0,0,0,9,0,0,0,0,4,0,6,3,0,14,3,5,0,24,63,18,149,56,72,14,364
SAL10915,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,34
SAL10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10
SAL10917,6,77,22,27,4,172,29,16,107,51,100,6,311,0,0,10,4,5,0,21,3,0,11,8,55,0,76,4,0,18,8,35,9,74,146,45,492,296,709,58,1746
SAL10918,0,3,0,0,0,4,0,0,4,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,35,7,60
SAL10919,9,22,11,15,0,61,8,3,31,29,40,7,107,0,0,0,0,0,0,3,0,0,0,4,34,0,43,0,0,3,7,25,8,36,29,21,121,126,440,33,765
SAL10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,9,35
SAL10921,6,14,3,3,0,34,5,5,6,6,16,0,36,0,0,5,0,6,0,5,0,0,0,0,11,0,11,0,0,0,0,4,0,5,14,9,46,37,117,3,223
SAL10922,0,12,0,4,0,24,7,0,14,4,5,0,35,0,0,7,0,0,5,9,0,0,0,0,5,0,7,0,0,3,0,5,0,11,50,11,110,36,51,15,273
SAL10923,3,3,4,5,0,19,11,4,37,16,18,0,80,0,0,0,0,3,0,4,0,0,5,3,3,0,8,3,0,3,11,3,4,21,60,6,106,74,106,17,376
SAL10924,0,8,0,0,0,8,0,0,3,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,24,0,50
SAL10925,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,3,5,0,14
SAL10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10927,6,22,14,13,3,62,8,4,31,7,7,0,61,3,0,0,0,0,0,4,0,0,5,0,15,0,20,0,0,5,5,5,4,23,42,19,166,70,136,11,450
SAL10928,0,6,0,3,0,13,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,16,39,4,69
SAL10929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5
SAL10930,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
SAL10931,8,29,6,14,0,63,6,7,67,38,61,3,187,0,0,0,0,3,0,11,0,0,0,4,32,0,37,0,0,3,0,23,5,40,26,26,150,124,471,24,817
SAL10932,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,0,15
SAL10933,7,20,7,3,0,47,12,10,35,12,19,4,88,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,3,0,6,30,19,121,53,132,12,374
SAL10934,6,24,5,0,0,49,22,0,40,7,0,0,69,3,0,11,0,0,0,14,0,0,15,3,8,5,27,11,0,10,4,0,0,25,154,28,365,71,58,11,686
SAL10935,0,0,0,4,0,9,3,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,5,3,0,10,14,0,29,26,39,5,119
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
