SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
306021147,23,117,50,76,4,290,18,15,115,122,171,13,459,0,0,3,10,17,3,30,0,3,10,21,118,8,161,3,3,3,12,88,23,125,60,54,458,472,1647,141,2838
306021148,30,121,47,72,13,313,16,21,99,82,115,16,351,0,0,10,7,7,0,25,0,0,8,9,119,7,143,0,0,6,10,65,16,99,73,78,440,404,1384,138,2515
306021149,40,157,46,64,11,339,77,35,176,100,151,16,547,3,3,10,14,27,0,45,9,5,25,28,76,3,148,0,0,18,10,40,22,100,173,112,818,520,1221,163,3005
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,14,51,23,27,13,136,8,8,76,43,99,18,259,3,3,12,6,13,0,41,0,0,3,8,43,3,60,3,0,4,5,29,10,56,50,48,291,201,641,110,1343
306021152,12,36,19,27,3,101,11,10,75,47,84,9,238,3,0,9,10,7,3,32,4,0,10,5,32,0,56,0,0,5,12,24,20,61,53,33,272,234,574,75,1242
306021153,32,146,44,59,4,316,28,17,141,117,130,11,448,0,0,4,3,16,4,30,0,0,16,16,88,4,129,7,0,3,11,41,11,72,117,89,604,480,1235,86,2615
306021154,17,60,20,23,0,127,15,17,112,47,75,20,286,0,0,10,8,7,3,31,3,3,14,16,51,13,100,3,0,18,15,26,13,79,63,47,455,306,663,113,1655
306021155,9,44,13,31,0,103,9,3,55,42,76,11,197,0,0,5,3,7,3,21,0,3,5,12,49,3,68,0,0,5,4,37,7,55,31,26,206,189,671,62,1182
306021156,38,151,36,46,13,344,101,51,278,102,105,15,654,3,8,16,10,21,0,57,6,8,24,23,59,3,121,7,0,16,11,25,8,73,243,147,924,468,984,121,2891
306021157,6,59,22,32,6,133,4,3,52,44,67,9,183,0,0,0,5,15,0,17,0,0,9,7,44,6,67,0,0,0,7,22,10,41,24,25,210,193,621,74,1145
306031158,17,57,18,35,4,139,8,3,41,41,68,11,173,0,0,0,0,6,0,6,0,0,4,4,39,4,49,0,0,0,0,34,6,40,29,30,199,148,641,73,1119
306031159,21,113,36,58,10,246,17,6,111,69,143,18,369,0,0,3,3,9,3,15,3,3,9,9,69,3,103,3,0,10,4,31,27,72,74,46,402,297,1063,165,2052
306031160,26,101,30,50,12,232,5,10,50,64,76,9,221,0,0,5,3,11,0,29,0,0,3,9,83,9,96,0,0,0,6,69,13,87,31,50,295,292,1180,136,1989
306031161,35,106,29,42,8,239,3,13,68,48,76,13,226,0,0,3,7,21,4,35,5,0,9,5,89,4,106,3,0,9,8,56,18,96,59,61,443,351,1345,197,2463
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,3,18,7,20,3,45,0,0,5,22,23,6,67,0,0,0,0,0,0,0,0,0,4,3,17,3,34,0,0,0,0,7,0,6,3,10,34,37,120,26,228
306041164,24,78,24,45,8,191,6,11,70,42,75,4,211,0,0,7,9,17,0,37,3,0,8,12,53,4,72,0,3,12,13,43,26,100,52,56,311,262,919,128,1739
306041165,10,30,15,10,0,75,15,6,44,32,32,3,131,5,3,10,9,9,0,35,0,0,7,14,42,0,73,3,3,5,14,40,8,71,89,49,429,357,762,99,1782
306051166,42,155,44,72,4,343,21,19,164,114,139,24,477,0,0,4,5,16,3,33,5,3,10,23,105,3,147,0,0,8,8,50,15,88,100,80,577,454,1367,150,2721
306051167,10,53,18,43,8,143,0,3,40,42,63,12,156,0,0,0,9,4,0,12,0,0,5,7,32,0,43,0,0,0,3,29,17,57,27,21,148,149,513,85,950
306051168,20,72,24,30,0,172,16,18,68,48,44,7,207,6,0,19,6,12,5,47,0,0,3,4,20,4,34,4,0,11,14,27,12,54,87,53,318,238,555,63,1311
306051169,37,139,43,62,6,325,28,14,130,72,111,10,368,6,3,6,4,10,0,30,3,0,5,4,60,7,73,3,3,7,13,36,16,72,125,87,508,373,1090,127,2312
306051170,16,113,39,51,9,246,15,14,118,78,142,21,389,0,0,7,0,5,0,15,0,4,10,11,105,5,135,0,0,7,8,40,22,74,69,49,500,409,1233,181,2441
307011171,15,60,16,26,4,135,13,10,70,37,37,7,167,0,0,0,0,0,0,3,0,0,0,3,38,0,49,0,0,3,6,10,18,37,31,32,275,234,490,81,1143
307011172,20,127,31,35,4,230,8,3,64,36,62,7,176,0,0,0,0,3,0,7,3,0,7,13,63,0,85,3,0,9,14,56,22,93,43,35,403,305,1148,107,2046
307011173,18,113,27,38,5,211,5,12,84,53,83,11,248,0,0,0,3,6,0,10,0,0,3,18,100,0,122,3,0,16,10,28,17,76,42,42,429,279,836,91,1722
307011174,8,50,21,34,4,118,0,0,21,31,37,3,100,0,0,0,0,0,0,0,0,0,3,0,13,0,16,0,0,0,4,10,6,21,24,18,192,197,437,64,930
307011175,3,70,13,22,3,113,5,0,38,23,31,3,104,0,0,0,5,4,0,5,0,0,4,4,15,0,19,0,0,0,3,32,9,43,19,17,246,187,551,71,1096
307011176,24,134,22,39,3,230,22,12,133,69,97,12,354,0,0,3,4,8,0,12,0,0,5,13,75,8,98,0,0,4,6,54,12,80,74,63,513,319,1045,119,2139
307011177,12,71,22,32,0,144,9,3,45,52,51,8,171,0,0,3,0,7,0,15,0,0,4,5,45,0,55,0,0,9,10,37,12,72,22,19,305,325,737,97,1511
307011178,3,45,15,17,4,89,3,0,8,18,25,3,62,0,0,0,0,3,0,5,0,0,0,3,7,3,19,0,0,0,0,12,10,26,13,15,124,125,342,70,687
307021179,22,93,32,54,3,219,10,10,78,80,118,12,315,0,0,3,0,6,0,13,0,0,0,3,44,0,46,0,0,0,13,48,10,79,59,54,355,354,1042,123,1985
307021180,11,40,23,51,0,145,7,3,42,52,82,15,209,0,0,3,0,8,0,11,0,0,4,4,68,3,78,0,0,3,15,40,24,82,39,22,249,287,1010,147,1760
307021181,5,30,9,14,0,53,4,0,23,16,45,4,93,0,0,0,3,3,0,3,0,0,0,0,29,0,30,0,0,0,0,19,11,33,21,9,130,106,364,60,693
307021182,16,62,22,22,7,143,0,0,50,41,53,7,158,0,0,0,0,3,0,5,0,0,4,9,57,3,76,0,0,4,10,35,3,50,25,38,252,234,794,79,1416
307021183,48,267,76,86,11,516,19,20,147,105,164,37,489,0,0,3,5,13,0,24,0,0,15,26,174,13,237,0,0,8,22,109,34,170,87,111,887,668,2357,284,4399
307031184,16,51,35,36,6,157,14,9,57,39,48,4,172,0,0,0,0,10,0,13,0,0,3,7,42,3,53,0,0,5,10,30,5,50,31,40,238,214,651,52,1229
307031185,12,55,17,18,4,111,6,3,47,26,52,3,141,0,0,0,3,3,0,11,0,0,6,0,37,0,46,0,0,5,3,18,10,44,29,21,204,166,507,65,992
307031186,9,58,23,27,3,134,11,0,32,38,67,7,156,0,0,7,3,4,0,10,0,0,6,3,35,0,43,0,0,5,7,30,11,53,40,17,198,192,548,69,1068
307031187,9,64,15,32,4,136,12,4,50,60,70,11,214,0,0,0,3,8,0,8,0,0,8,8,56,3,77,0,0,3,4,15,12,36,37,23,225,185,537,69,1085
307031188,19,65,26,39,0,164,13,8,54,48,60,3,170,0,0,4,3,8,0,17,0,0,3,0,46,0,59,0,0,12,5,36,8,64,50,39,268,217,650,81,1305
307031189,71,221,66,100,18,507,23,20,144,109,229,14,545,0,0,3,3,13,0,20,3,0,13,15,129,10,169,0,0,11,6,40,30,95,104,128,610,469,1877,202,3394
308011190,25,80,16,35,12,172,5,5,33,25,34,12,103,0,0,3,0,10,0,10,0,0,3,3,61,13,82,0,0,3,0,20,12,40,42,41,289,199,1075,136,1783
308011191,11,99,33,44,6,205,0,10,44,33,32,7,117,0,0,3,7,9,0,15,0,0,0,5,62,3,68,0,0,3,0,32,8,48,33,49,372,294,1085,91,1914
308011192,56,240,41,101,7,485,23,17,158,57,78,12,354,0,0,0,6,9,0,16,0,3,22,27,197,14,264,0,0,11,18,74,22,128,131,108,839,525,2226,196,4036
308031205,12,89,23,58,5,211,9,8,78,49,110,4,255,0,0,0,3,3,5,9,0,0,8,8,70,6,88,0,0,4,0,32,15,50,37,34,281,191,859,96,1490
308031206,0,26,7,11,0,48,5,3,7,13,26,4,60,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,7,10,0,21,5,9,63,63,257,24,427
308031207,13,58,19,31,5,137,11,12,59,48,66,12,208,0,0,0,0,7,0,8,0,0,0,10,47,3,63,0,3,0,3,17,11,36,43,39,219,176,653,62,1192
308031208,53,201,40,59,9,415,21,17,162,90,121,8,424,0,0,3,4,7,0,13,3,3,13,23,81,0,123,4,0,4,5,31,8,55,129,110,670,373,1269,79,2631
308031209,15,95,24,35,3,189,12,12,66,45,45,3,189,0,0,7,0,4,0,15,0,0,4,6,78,0,86,0,0,3,5,24,4,34,50,48,284,190,736,37,1338
308031210,25,113,39,69,8,271,20,24,172,133,201,19,560,0,0,3,4,11,0,20,0,0,3,18,130,6,155,0,0,7,10,55,15,87,63,77,471,392,1731,130,2867
308031211,9,57,29,31,0,133,6,9,41,41,87,6,190,0,0,0,3,8,0,9,0,0,5,3,39,3,51,0,0,0,5,20,3,31,26,30,180,158,631,59,1077
308031212,0,25,8,13,0,49,0,0,24,35,37,0,96,0,0,0,0,0,0,0,0,0,0,5,15,0,16,0,0,0,3,9,3,19,0,3,68,81,249,20,419
308031213,44,193,47,69,7,432,54,21,214,97,128,25,529,0,0,7,6,10,3,22,4,3,13,25,106,4,165,5,0,8,6,27,10,55,209,119,781,434,1246,95,2889
308031214,10,48,19,42,3,138,8,12,66,49,94,3,225,0,0,0,0,8,0,9,0,0,7,8,49,11,73,0,0,0,3,25,4,33,27,35,216,158,719,54,1209
308031215,26,111,21,47,3,231,17,13,108,66,102,13,317,0,0,0,5,9,0,13,0,0,11,13,77,4,109,0,3,0,3,31,8,40,69,60,366,235,950,62,1746
308031216,20,94,24,44,5,211,39,17,158,74,101,12,406,0,0,8,0,4,0,15,0,0,5,3,63,3,69,0,0,3,6,16,8,33,80,60,407,217,766,66,1594
308031217,7,21,11,16,0,60,8,8,35,28,55,8,135,0,0,3,0,3,0,7,0,0,4,3,21,5,35,0,0,4,3,13,3,25,27,13,146,86,343,50,666
308031218,16,46,16,25,3,126,6,5,30,32,45,5,117,3,0,0,3,0,0,11,0,0,3,4,33,3,44,0,0,0,3,23,8,42,36,23,129,132,515,56,891
308031219,15,61,16,35,3,140,5,3,32,24,50,11,136,0,0,3,0,3,3,12,0,0,3,11,35,0,44,0,0,3,10,19,12,43,29,29,207,139,592,72,1070
308031220,10,33,14,20,5,82,3,11,26,18,31,6,87,0,0,0,0,4,0,6,0,0,0,3,42,0,48,0,0,7,0,13,10,31,19,26,118,110,440,67,776
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,40,156,35,45,3,331,90,51,298,72,84,19,608,0,0,3,3,8,0,15,4,0,21,9,58,4,92,0,3,3,8,24,13,53,210,139,736,298,790,100,2267
308031223,86,360,80,114,17,775,51,43,277,135,209,18,732,0,3,9,9,28,0,57,3,3,21,32,158,12,221,0,0,17,13,58,25,115,234,201,1148,701,2473,196,4945
308041528,19,106,29,30,8,199,6,11,51,43,63,17,190,0,0,6,0,5,0,10,0,0,9,7,60,3,85,0,0,7,7,34,22,64,44,63,390,291,1169,160,2120
308041529,19,95,16,29,3,175,3,6,55,27,43,7,150,0,0,0,0,3,0,7,6,0,5,6,58,4,88,0,0,3,11,24,13,59,60,40,341,193,892,102,1615
308051530,17,60,15,28,6,136,4,3,27,22,24,5,92,0,0,6,3,0,0,12,0,0,0,3,35,4,43,0,0,6,6,42,19,73,29,34,183,182,721,87,1238
308051531,31,179,42,79,8,358,13,18,99,67,91,8,299,0,0,0,3,15,0,16,0,0,3,7,82,0,98,3,0,12,14,57,17,99,86,93,555,422,1650,124,2932
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,47,205,31,74,9,401,15,16,133,76,125,12,375,0,0,0,7,15,0,20,0,0,12,15,137,5,179,3,3,14,14,86,29,145,134,103,801,484,2237,144,3910
308051534,9,58,25,30,3,132,9,8,58,21,44,10,148,0,0,5,3,3,0,6,0,0,7,12,54,3,75,0,0,8,7,42,9,67,82,38,366,224,849,90,1651
308051535,16,135,44,67,8,275,4,6,81,63,83,12,247,0,0,0,3,9,0,18,0,0,9,11,111,3,138,0,0,9,16,80,29,128,50,57,456,423,1954,171,3116
308051536,11,49,7,31,3,111,5,5,30,29,28,6,104,0,0,0,0,3,0,7,0,0,0,12,32,0,48,0,0,0,9,35,8,49,35,24,170,155,628,60,1072
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,17,98,27,37,5,193,3,7,51,33,56,0,160,0,0,5,3,13,0,16,3,0,3,7,55,0,72,0,0,9,3,40,5,57,57,48,344,239,1042,58,1787
308051539,15,75,7,21,3,136,18,9,75,20,55,3,178,0,0,0,3,4,0,10,0,0,9,7,39,0,50,0,0,8,5,23,7,49,66,46,311,151,637,46,1255
309011224,6,97,37,31,7,220,53,10,160,64,62,13,361,0,3,22,18,20,4,65,3,0,14,21,75,9,113,3,3,37,16,34,19,113,195,66,726,508,948,142,2585
309011225,51,158,31,52,6,366,67,29,195,87,83,22,483,7,4,30,18,39,4,100,3,0,15,23,58,3,96,10,0,25,26,48,19,122,236,130,945,576,1053,128,3068
309011226,61,268,67,98,17,594,79,39,235,170,138,30,687,3,0,33,24,55,3,122,3,0,25,41,126,3,204,11,6,25,32,74,33,178,274,156,1202,844,1778,197,4458
309011227,48,213,58,42,3,447,94,35,264,111,103,19,614,6,0,55,28,65,11,157,5,3,22,37,110,11,189,8,3,64,28,52,39,196,356,158,1494,788,1465,202,4460
309011228,31,192,67,53,14,433,58,33,207,104,105,21,528,3,3,35,19,46,3,116,0,0,26,32,111,7,178,9,0,29,23,66,32,163,253,112,1098,733,1456,168,3815
309011229,43,162,27,41,4,317,47,11,173,80,71,10,388,3,3,24,7,32,3,74,3,0,5,21,51,4,83,9,0,30,15,47,21,119,166,92,829,461,953,100,2603
309021230,23,77,23,27,3,170,36,5,143,50,86,6,333,0,3,13,15,15,0,44,0,0,10,13,46,0,70,0,0,11,9,33,10,62,94,51,517,284,686,62,1703
309021231,49,199,80,64,7,433,72,28,260,131,150,24,655,4,0,27,17,44,6,100,3,0,16,26,89,4,138,3,0,39,31,67,28,173,198,112,1004,718,1459,172,3669
309021232,29,123,56,59,13,304,48,24,126,118,122,17,452,5,0,6,18,20,3,59,0,3,13,26,77,7,121,0,0,17,14,59,18,104,109,77,542,522,1304,133,2692
309021233,44,211,71,85,12,485,55,28,219,132,169,28,634,3,0,17,14,37,7,73,5,0,21,30,95,3,151,4,0,15,34,62,15,140,190,119,833,700,1659,171,3674
309021234,73,286,71,85,12,613,84,44,274,159,191,22,767,5,4,37,31,44,3,133,4,0,21,36,115,8,184,7,3,45,37,103,28,217,285,172,1333,833,2079,188,4891
309031235,33,132,56,60,11,378,85,19,173,99,111,9,483,9,0,25,14,24,0,71,4,0,12,27,77,3,128,5,0,24,14,49,30,121,334,81,741,515,1160,125,2960
309031236,38,130,20,37,3,268,49,12,173,84,92,18,431,3,6,20,16,24,3,72,3,0,14,24,59,3,102,5,0,20,31,57,23,138,196,80,693,512,984,126,2596
309031237,21,86,43,68,0,248,22,10,107,112,136,20,410,4,0,4,8,39,4,62,4,3,7,13,91,10,122,3,0,13,18,70,21,123,118,50,433,486,1261,136,2489
309031238,41,197,57,72,12,463,78,36,331,224,299,43,1009,4,0,28,35,48,5,118,0,0,23,39,131,10,209,8,3,37,39,96,39,219,315,127,1223,958,2125,252,5004
309031239,24,134,38,41,8,290,52,9,129,72,84,22,371,0,0,22,14,18,3,56,3,0,12,24,73,3,113,0,3,24,14,66,14,132,180,78,718,560,1138,136,2813
309031240,30,81,34,33,11,231,46,16,143,83,91,18,399,3,0,14,13,22,3,54,4,0,20,19,56,3,98,4,4,28,26,45,19,125,172,86,655,491,988,128,2514
309041241,11,39,36,33,3,159,23,6,86,38,51,3,205,0,0,4,12,10,5,31,0,0,5,6,44,3,66,0,0,8,7,28,13,55,85,37,301,261,611,65,1364
309041242,64,235,88,86,22,614,59,28,227,134,138,18,606,3,3,27,16,50,5,110,3,4,31,30,117,6,191,9,3,26,33,101,28,199,315,165,1036,822,1858,216,4411
309051243,24,114,48,38,9,291,40,11,135,85,76,15,372,3,0,17,8,32,3,65,0,0,11,12,59,9,92,4,3,16,18,50,14,105,166,67,589,441,990,96,2355
309051244,92,313,108,137,17,769,107,67,356,235,224,31,1013,3,0,27,16,62,6,117,13,3,33,50,217,4,325,9,9,40,40,112,30,235,393,241,1439,1156,2482,224,5938
309051245,46,169,37,55,10,364,58,26,169,95,83,18,444,4,0,10,13,30,3,54,0,0,20,20,81,3,131,3,0,14,16,36,8,79,188,101,739,548,1027,116,2715
309061246,55,191,62,67,9,434,58,27,206,141,149,19,600,0,0,20,19,56,0,97,7,0,22,37,119,3,190,7,3,24,30,75,30,171,214,132,972,736,1641,179,3871
309061247,33,103,48,55,6,268,23,10,124,111,139,16,421,0,0,11,19,44,4,74,0,0,11,27,93,8,145,0,0,15,18,66,22,119,90,66,501,505,1242,120,2515
309061248,65,214,94,105,5,558,60,36,253,253,262,37,900,3,3,21,27,63,3,128,5,4,26,60,203,16,309,5,3,33,29,120,40,228,251,170,1126,1131,2814,268,5752
309061249,56,235,98,119,15,581,90,47,296,234,291,36,996,7,0,34,30,70,3,149,3,3,24,51,184,9,273,9,0,40,31,120,36,242,316,165,1220,1138,2649,245,5742
309061250,36,117,44,48,9,291,44,19,139,84,76,18,376,3,0,9,3,27,0,45,3,0,10,23,74,3,112,4,0,22,19,57,17,123,171,86,613,451,1029,116,2455
309071251,26,138,91,82,12,391,38,22,149,143,151,17,512,3,0,20,31,58,5,117,4,5,20,26,112,4,165,7,4,24,29,84,24,171,191,112,852,833,1844,180,4012
309071252,40,215,104,93,19,534,91,36,258,202,187,34,804,3,0,20,23,71,4,120,6,3,22,36,197,5,272,9,3,39,41,99,35,226,299,148,1155,1054,2247,240,5150
309071253,14,113,53,57,12,289,63,21,142,74,71,13,391,3,0,20,29,34,7,90,3,0,10,20,67,3,105,13,0,50,38,71,13,193,268,105,855,671,1231,153,3284
309071254,6,26,16,31,3,96,3,4,17,29,30,6,89,0,0,3,8,4,3,20,3,0,7,7,54,5,73,0,0,5,6,34,9,48,33,12,130,146,641,75,1046
309071255,60,297,99,131,9,656,53,32,252,205,211,37,793,0,0,12,15,40,3,72,5,9,28,64,219,15,343,5,0,28,57,141,54,285,237,149,1216,1223,2845,238,5904
309071256,42,208,96,100,10,506,66,32,225,205,223,20,776,3,0,19,32,86,5,155,7,0,23,40,189,14,273,5,0,26,36,116,40,228,231,131,1024,985,2500,217,5092
309071257,16,80,48,47,0,213,24,17,90,120,127,5,379,0,0,15,10,36,0,67,0,3,3,16,94,4,119,3,0,20,11,63,16,108,96,62,419,518,1367,91,2549
309071258,108,395,145,222,13,994,89,56,389,360,404,39,1323,14,0,49,73,127,11,268,5,3,41,85,307,11,451,10,9,48,76,184,53,372,429,269,1863,1908,4595,351,9424
309081259,11,41,8,9,4,104,45,4,69,37,19,9,186,0,3,13,10,11,4,32,0,0,4,9,22,0,36,0,0,8,9,18,8,39,133,46,360,233,341,60,1170
309081260,27,104,33,48,8,238,29,13,95,104,91,11,349,3,0,13,10,32,0,67,3,0,9,15,66,9,98,3,0,11,16,42,21,98,92,59,485,450,908,120,2115
309081261,73,327,126,113,16,822,135,59,434,251,243,32,1150,3,3,55,48,57,5,171,18,3,42,60,170,7,302,11,3,56,40,125,49,284,632,229,1991,1508,2635,307,7302
309081262,55,244,76,88,11,581,83,39,291,169,165,27,771,6,0,31,28,51,4,123,10,0,31,59,138,3,239,17,3,35,42,67,17,177,426,153,1326,944,1738,186,4778
309091263,26,175,75,63,6,410,67,36,201,137,117,26,582,4,0,29,23,48,3,111,3,0,16,46,97,3,163,8,3,24,17,67,13,123,244,112,895,718,1387,143,3493
309091264,18,83,25,29,7,195,32,19,142,75,84,10,358,7,4,15,11,19,3,58,3,0,12,21,53,0,86,5,0,20,9,37,13,84,146,60,547,339,781,93,1968
309091265,32,164,53,46,6,375,61,22,177,108,109,8,493,4,0,17,20,40,4,77,0,0,17,17,71,0,111,5,0,20,10,49,12,108,221,81,723,482,1098,94,2700
309091540,28,158,48,36,6,376,105,41,299,118,151,27,739,3,3,34,29,51,3,121,12,0,23,35,78,6,151,9,3,33,29,57,18,146,431,129,1224,720,1321,160,3990
309091541,40,211,81,50,9,510,117,38,318,156,182,27,841,19,0,49,31,41,5,146,14,0,35,47,125,6,224,7,0,52,39,89,38,229,485,141,1454,986,1652,244,4967
309101267,19,106,49,38,4,272,72,19,196,76,69,23,454,3,0,13,14,19,3,58,7,0,11,23,46,7,94,4,0,38,20,39,14,123,276,87,852,534,796,102,2653
309101268,13,56,17,10,3,117,37,12,83,36,27,4,204,3,0,17,11,21,0,53,0,0,14,7,25,0,51,7,0,19,14,27,8,74,134,54,478,292,453,65,1474
309101269,10,51,14,13,7,127,34,14,115,31,20,10,224,0,0,10,13,10,3,36,3,0,6,6,14,0,33,7,0,16,7,25,5,59,135,45,446,211,341,73,1257
309101270,53,182,52,69,10,449,96,28,389,161,161,25,867,23,0,82,49,83,12,258,5,3,41,64,175,15,304,25,7,91,51,111,65,351,588,195,2394,1469,2291,417,7345
310011271,14,65,18,23,0,135,25,10,79,42,49,3,210,0,0,5,3,10,0,19,5,0,11,15,38,0,74,6,0,13,15,18,14,69,104,43,436,251,485,56,1378
310011272,14,68,33,39,4,187,41,8,153,65,94,8,358,3,0,7,5,0,0,17,4,3,12,23,58,7,102,9,0,11,18,33,16,88,160,44,554,326,636,77,1805
310011273,91,380,117,170,20,971,134,72,576,355,387,33,1555,12,0,17,18,24,7,76,21,6,58,73,214,19,400,29,13,57,57,120,42,312,849,327,2510,1663,3020,332,8702
310011274,17,77,44,64,9,225,12,4,154,110,158,15,444,0,0,3,6,10,0,24,3,0,24,33,121,9,195,7,0,24,23,90,60,206,132,48,657,506,1167,228,2735
310011275,60,186,38,36,9,407,62,25,190,69,72,14,435,0,0,18,9,12,0,41,4,0,22,23,46,7,91,12,0,17,16,33,11,83,337,170,1009,412,716,86,2728
310011276,0,11,6,7,0,34,3,0,16,12,15,0,49,0,0,3,0,0,0,4,0,0,0,3,13,3,26,0,0,0,3,23,14,40,21,11,77,92,210,33,446
310021277,33,147,49,85,8,346,24,18,99,107,164,24,436,0,0,9,7,19,0,37,0,5,8,26,112,6,159,3,0,9,10,67,27,113,87,78,537,505,1534,153,2904
310021278,15,44,8,34,3,103,8,7,43,28,42,7,127,0,3,3,3,9,0,15,0,0,3,10,27,5,44,0,0,3,4,12,9,34,25,30,194,153,492,52,953
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,42,179,95,149,15,529,24,19,117,172,239,31,601,0,0,9,4,17,0,36,0,4,13,18,150,11,200,0,0,16,16,107,44,179,117,106,641,714,2431,277,4293
310021281,34,130,46,90,4,335,22,16,122,105,186,11,459,0,0,8,5,12,4,32,0,3,14,30,95,10,143,0,0,10,14,69,32,122,73,82,456,511,1853,197,3174
310021282,25,118,53,99,9,330,17,20,94,125,185,21,463,0,0,3,11,18,0,31,0,3,9,19,131,5,171,3,0,9,15,72,20,115,89,74,429,561,1768,159,3083
310031283,20,130,51,75,9,314,39,27,146,103,175,15,505,0,0,8,5,19,0,29,9,4,14,19,86,3,134,0,3,7,5,42,22,82,107,89,511,486,1450,109,2758
310031284,21,81,39,59,11,222,18,14,89,104,132,16,368,0,0,7,3,10,3,23,4,0,6,15,61,4,94,0,0,3,11,69,29,110,62,58,362,363,1130,129,2097
310031285,13,73,28,70,0,203,10,15,75,79,121,13,310,0,0,0,3,5,0,8,3,0,7,11,68,3,84,0,0,7,14,35,7,71,57,45,294,348,1109,59,1909
310031286,37,126,24,43,4,270,24,18,115,76,95,11,342,0,0,3,10,9,0,21,3,0,9,8,44,0,67,0,0,3,8,34,14,55,120,90,485,312,735,61,1798
310031287,62,225,81,98,3,524,58,30,213,172,285,26,787,0,0,19,8,14,0,43,3,3,19,32,145,3,208,3,0,14,15,111,34,185,200,151,928,755,2157,192,4386
310031288,14,86,29,51,3,219,12,21,90,57,78,4,267,0,0,4,4,6,0,17,3,4,5,6,46,0,62,0,0,7,15,27,10,52,82,62,368,270,715,48,1542
310031289,28,123,33,39,3,247,27,12,93,55,82,12,280,0,0,8,0,6,0,9,3,3,7,8,78,0,100,0,0,9,7,22,11,50,111,76,469,345,878,52,1922
310031290,49,160,39,50,5,372,47,26,149,77,75,7,371,0,0,11,10,15,0,33,6,5,23,15,53,0,100,7,0,16,8,29,5,63,247,125,698,435,762,58,2320
310031291,5,51,23,50,8,146,3,7,67,66,120,13,278,0,0,0,3,6,0,11,0,0,6,3,40,3,59,0,0,0,0,39,14,50,33,24,213,228,865,82,1453
310031292,18,59,26,49,0,167,16,16,64,60,96,9,271,0,0,6,5,11,4,21,0,0,0,15,63,3,78,3,0,3,7,38,18,60,51,43,255,276,819,74,1517
310031293,46,189,51,139,11,454,27,26,196,167,247,17,676,0,0,7,10,22,3,37,0,0,8,33,135,8,185,0,0,8,16,65,22,116,112,104,678,705,2202,170,3972
310031294,15,96,23,42,7,186,8,11,71,43,86,3,226,0,0,0,0,9,0,12,4,3,7,16,45,0,74,3,0,0,7,36,3,49,57,42,326,264,850,60,1597
310031295,0,11,3,14,0,37,0,3,14,21,48,3,86,0,0,0,0,6,0,4,0,0,7,0,15,0,28,0,0,0,0,12,6,21,18,8,74,87,263,34,476
310041296,36,197,73,96,9,476,90,34,277,160,194,23,776,3,0,11,11,21,4,52,5,3,14,31,106,7,163,13,0,25,22,76,25,159,334,141,1194,872,1897,146,4580
310041297,20,88,48,79,4,251,19,17,99,104,129,13,383,0,0,4,3,3,0,14,4,0,17,18,91,4,138,4,0,16,17,73,23,124,89,70,441,455,1360,99,2509
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
