SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
308041529,11,23,21,3,11,0,0,64,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,48,33,15,20,0,0,137,0,9,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,13,26,49,36,16,22,0,0,156,21,31,12,4,3,0,0,63,0,0,0,0,0,0,0,4,46,86,47,25,23,0,0,224
308051530,8,22,12,11,8,3,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,35,30,18,16,3,0,106,0,3,4,0,0,0,0,10,3,3,3,0,0,0,0,10,3,3,5,7,0,0,0,21,11,36,32,23,19,3,0,124,30,28,20,9,10,0,0,97,0,0,0,4,3,0,0,7,43,63,51,38,36,5,0,227
308051531,8,28,19,20,21,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,46,43,51,0,0,210,0,7,7,5,3,0,0,23,5,6,5,3,0,0,0,23,10,19,10,11,4,0,0,48,25,64,57,55,54,0,0,254,51,36,22,15,11,3,0,134,3,3,0,0,0,0,0,4,77,105,78,64,66,3,0,393
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,26,42,18,18,23,0,0,133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,42,81,50,42,64,0,0,281,15,29,19,7,11,0,0,74,9,11,0,3,0,0,0,27,27,40,17,3,18,0,0,108,71,123,70,45,75,0,0,386,111,95,30,25,19,0,0,278,3,0,0,0,0,0,0,4,184,217,102,69,97,0,0,671
308051534,13,17,3,4,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,15,12,15,0,3,96,3,7,3,4,4,0,0,16,3,10,3,0,0,0,0,10,3,14,6,0,3,0,0,27,23,40,17,19,18,0,3,121,38,39,9,9,7,0,0,106,4,3,0,0,0,0,0,7,65,82,30,26,24,0,3,237
308051535,9,29,23,6,9,0,0,73,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,9,24,59,38,15,20,3,0,164,0,15,4,6,3,0,0,30,9,5,0,7,0,0,0,22,6,20,8,10,8,0,0,54,31,82,46,25,26,4,0,215,79,62,19,9,6,0,0,179,3,3,0,0,0,0,0,7,113,144,67,33,32,3,0,402
308051536,7,11,6,3,3,0,0,30,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,3,12,27,22,13,20,3,0,93,0,0,3,0,3,0,0,16,0,9,0,3,0,0,0,11,4,7,5,5,4,0,0,30,12,35,28,14,23,3,0,120,22,19,3,0,6,0,0,41,0,0,0,0,0,0,0,0,34,57,25,14,29,3,0,161
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,13,23,12,5,3,0,0,57,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,26,45,31,19,20,0,0,140,0,9,3,3,3,0,0,15,3,8,11,3,3,0,0,23,7,15,7,3,3,0,0,44,31,60,35,23,27,0,0,183,40,44,8,14,8,0,0,123,0,0,0,0,0,0,0,3,78,105,50,34,35,0,0,300
308051539,13,8,12,8,11,0,0,51,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,8,18,28,22,23,21,0,3,107,0,4,3,0,4,0,0,14,6,8,3,0,3,0,0,21,6,11,3,0,6,0,0,27,26,34,30,20,24,3,3,140,43,33,16,10,21,4,0,127,0,3,0,0,0,0,0,5,71,73,48,35,47,4,3,270
309011224,8,15,11,8,9,6,4,68,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,4,15,32,19,21,20,19,3,127,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,12,35,22,22,22,19,3,137,20,17,16,5,10,3,4,78,0,0,0,0,0,0,0,3,34,51,43,28,30,18,5,215
309011225,8,26,24,14,16,8,0,92,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,24,46,37,28,39,13,4,188,3,0,0,6,5,0,0,11,0,12,4,0,0,0,0,16,6,12,4,7,3,0,0,29,25,58,36,32,44,10,4,219,11,22,9,6,7,3,0,54,0,0,0,0,0,0,0,4,39,75,46,39,51,15,4,273
309011226,44,65,49,25,37,12,11,238,7,7,0,0,0,0,3,16,0,0,0,0,0,0,0,3,62,118,87,58,84,27,19,452,0,3,0,0,3,0,0,7,3,13,0,0,0,7,0,19,3,11,3,0,3,3,0,29,60,134,87,58,86,33,26,481,31,48,18,18,19,3,0,139,0,0,4,0,3,0,0,7,96,182,112,75,106,36,26,623
309011227,11,36,21,15,19,7,3,104,3,3,4,4,0,0,0,10,0,3,0,0,0,0,0,3,22,65,45,38,51,17,9,246,3,4,5,0,3,0,0,14,3,0,0,6,3,0,0,12,6,8,3,4,3,0,0,32,24,72,46,39,57,21,9,276,33,17,15,3,5,4,4,86,0,0,0,0,0,0,0,4,60,89,69,50,68,21,11,368
309011228,16,33,35,23,31,15,6,150,0,0,0,0,3,0,0,11,3,3,0,3,0,0,0,8,29,67,65,48,62,27,11,306,0,10,3,0,3,0,0,13,11,5,3,6,3,0,0,31,11,13,9,6,6,0,0,44,43,79,74,55,64,27,14,354,25,35,18,16,14,0,8,115,3,3,0,0,0,0,0,11,71,119,94,73,80,27,23,474
309011229,7,15,12,10,13,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,25,22,29,16,7,146,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,3,3,3,0,0,0,8,16,41,30,24,27,16,7,157,12,13,9,6,9,0,4,57,0,0,0,0,0,0,0,0,32,56,33,35,35,15,11,217
309021230,4,23,9,10,6,5,4,55,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,30,20,16,16,9,6,108,0,0,3,0,0,0,0,10,4,3,0,3,0,0,0,13,4,3,4,6,0,0,0,22,14,36,26,24,23,6,6,132,20,6,0,6,0,0,0,34,0,0,0,0,0,0,0,0,30,42,28,29,22,13,6,170
309021231,25,40,30,20,36,7,3,168,0,4,0,0,3,0,0,6,0,0,3,0,0,0,0,6,37,77,64,53,85,15,3,337,0,3,5,0,3,0,0,10,3,8,4,0,5,0,0,20,3,12,9,3,7,0,0,36,46,92,65,59,89,18,3,368,34,42,22,14,26,3,3,143,0,4,0,0,0,0,0,4,76,133,88,73,114,19,7,515
309021232,19,55,42,21,24,6,3,170,4,0,0,3,0,0,0,4,0,0,3,0,3,0,0,8,26,79,75,48,72,19,8,326,3,4,8,0,0,0,0,17,0,6,4,0,5,0,0,11,4,10,12,0,3,0,0,32,26,84,89,44,73,19,8,352,28,34,22,18,14,0,0,117,0,0,0,0,0,0,0,5,53,121,112,65,83,18,13,471
309021233,13,46,29,24,33,9,3,163,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,7,30,83,71,52,87,27,7,362,0,9,3,0,0,0,0,20,4,10,8,3,3,0,0,31,6,15,8,6,4,3,0,47,39,102,82,53,92,33,10,411,52,43,22,14,19,3,3,155,0,0,0,0,0,0,0,6,91,143,103,71,114,36,12,572
309021234,30,57,43,29,37,9,4,204,0,4,0,0,3,0,0,5,0,0,0,0,4,0,0,11,48,94,85,66,96,23,9,409,0,3,8,5,3,0,0,21,4,13,3,7,6,0,0,32,3,14,8,13,10,0,0,49,47,108,91,74,109,23,11,462,43,43,19,16,7,4,0,134,0,4,0,0,0,0,0,6,91,151,113,95,113,31,11,602
309031235,17,38,19,12,27,5,4,131,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,11,31,67,47,30,60,20,12,268,4,6,0,0,3,0,0,14,3,11,8,3,3,0,0,31,5,15,14,3,7,0,0,47,37,84,52,37,61,27,12,312,41,51,19,12,12,0,0,138,0,0,0,0,0,0,0,0,80,136,74,50,74,28,10,452
309031236,17,30,24,12,18,3,3,105,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,3,20,52,50,29,44,10,3,217,3,3,3,3,7,0,3,18,3,3,4,0,0,0,0,15,5,6,9,3,6,0,3,31,30,59,55,30,54,15,8,250,34,32,19,14,18,5,3,128,0,0,3,0,3,0,0,4,68,97,80,41,67,19,14,387
309031237,26,67,30,22,34,3,3,181,5,4,3,0,0,3,0,15,0,0,0,0,0,0,0,0,59,109,60,52,69,21,8,372,0,8,3,3,3,0,0,13,7,14,4,7,0,3,0,31,7,18,8,6,7,3,0,48,60,124,72,59,68,23,7,419,68,56,23,7,9,3,3,165,0,0,0,0,0,0,0,3,127,173,95,63,78,23,11,583
309031238,33,81,48,34,38,14,0,251,7,5,0,3,3,0,0,18,0,0,0,0,0,0,0,4,68,139,93,54,77,29,8,475,0,15,6,5,3,0,3,34,9,17,12,8,9,0,0,53,12,33,20,7,14,0,3,87,83,166,115,66,93,33,9,560,129,98,33,25,36,10,7,344,0,4,3,0,0,0,0,8,215,268,152,90,133,41,18,919
309031239,5,20,14,10,4,3,4,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,29,56,33,27,29,10,9,190,3,0,0,3,3,0,0,11,0,5,3,0,0,0,0,5,5,6,3,3,3,0,0,18,31,67,39,26,32,10,9,215,19,20,9,4,12,3,3,76,0,0,0,0,0,0,0,0,53,86,51,35,48,12,10,291
309031240,14,16,15,12,13,0,4,82,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,6,29,47,36,29,38,6,5,186,0,9,4,0,0,0,0,14,3,9,0,0,4,0,0,14,3,15,5,3,3,3,0,30,32,60,38,33,40,11,5,222,23,22,12,3,10,3,0,77,0,0,0,0,0,0,0,0,53,83,55,40,49,14,5,299
309041241,3,13,8,8,6,4,3,46,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,25,15,15,20,4,3,76,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,7,8,29,15,19,19,4,3,89,10,7,10,8,9,3,0,49,0,0,0,0,0,0,0,4,21,35,26,25,28,6,3,140
309041242,19,47,33,30,36,9,3,181,3,3,0,0,3,3,0,13,0,3,4,0,0,0,0,13,45,89,70,52,67,20,5,343,3,4,0,5,0,0,0,15,3,10,0,0,0,0,0,11,9,14,3,4,0,0,0,25,50,101,72,52,69,20,5,372,38,45,30,16,15,3,0,148,0,0,0,0,5,0,0,3,88,149,100,71,89,26,6,527
309051243,10,24,10,9,9,0,3,71,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,36,21,20,29,5,3,127,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,3,0,3,0,0,0,0,10,18,36,22,20,29,5,3,135,20,19,9,3,9,0,7,72,0,0,0,0,0,0,0,0,33,57,34,26,37,5,11,208
309051244,39,95,61,45,60,11,3,308,3,6,3,0,3,0,3,18,0,0,0,0,0,0,0,3,63,155,105,73,116,26,11,549,3,3,4,3,0,0,3,15,3,9,8,6,7,0,0,29,7,13,8,9,7,0,3,45,65,166,112,84,124,27,14,600,66,64,37,31,31,7,4,240,0,3,0,0,0,0,0,3,134,241,152,109,155,36,19,843
309051245,13,31,22,33,20,5,5,131,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,27,68,57,55,49,6,11,272,0,0,3,0,4,0,0,6,0,7,3,3,3,0,0,10,0,8,3,3,3,0,0,17,27,77,64,54,55,6,11,292,22,34,19,13,12,6,0,100,0,0,0,0,0,0,0,0,49,110,79,62,64,11,11,397
309061246,25,49,37,31,34,4,3,189,7,4,3,0,0,0,0,12,0,0,0,0,0,0,0,3,53,103,71,56,74,25,14,396,3,0,3,0,0,0,0,10,3,6,0,4,0,0,0,11,6,3,9,4,0,0,0,21,56,105,74,64,77,28,18,413,42,53,30,14,25,5,3,175,3,3,0,0,0,0,0,5,106,158,108,77,100,29,21,592
309061247,27,39,33,15,19,4,3,146,3,0,0,0,0,0,0,5,0,6,0,5,0,0,0,10,45,85,60,39,52,18,9,294,0,10,0,3,3,0,0,16,3,3,7,3,3,0,0,25,8,11,7,8,5,0,0,36,52,94,67,41,60,18,10,333,46,47,19,4,11,3,0,132,0,0,0,0,0,0,0,4,94,147,80,48,68,18,10,472
309061248,51,104,69,47,38,5,6,327,6,3,0,0,5,0,4,21,6,4,0,3,6,3,0,19,97,164,110,89,111,27,19,612,3,7,4,8,3,0,0,31,12,21,10,6,7,3,0,53,12,28,17,9,8,0,0,86,112,189,123,97,123,24,20,693,114,121,55,41,37,10,7,389,0,0,0,0,0,0,0,5,223,309,186,138,160,37,31,1084
309061249,46,96,56,38,36,9,3,279,3,0,0,0,3,0,0,9,0,3,3,3,0,0,0,15,77,176,123,82,116,25,9,611,9,15,5,3,3,0,0,36,7,22,16,10,5,3,0,62,13,38,19,10,10,3,0,98,89,208,145,99,126,29,9,709,83,88,39,34,39,13,4,303,0,0,0,0,0,0,0,4,175,298,179,131,166,43,19,1011
309061250,9,27,7,13,20,8,0,76,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,14,38,25,24,40,18,6,162,3,4,0,0,0,0,0,12,5,3,0,4,0,0,0,14,4,11,0,4,3,0,0,19,23,44,29,29,37,18,6,183,23,25,3,8,12,0,0,73,5,3,0,0,0,0,0,7,42,79,33,36,51,18,4,266
309071251,57,99,43,24,29,8,7,264,3,4,0,0,7,4,0,16,4,3,0,0,0,0,3,11,99,175,91,45,71,25,9,518,6,14,9,0,7,0,0,35,11,36,7,7,3,0,0,69,18,46,16,7,13,0,0,108,116,229,107,52,78,30,9,623,126,104,40,27,19,3,4,316,8,4,0,0,0,0,0,8,250,329,147,77,95,31,16,951
309071252,29,47,29,26,48,7,0,192,0,0,3,3,0,0,4,13,0,0,0,0,0,0,0,6,47,80,78,73,114,25,17,426,4,11,4,0,3,0,0,20,0,8,0,0,0,0,0,9,3,10,11,0,0,0,0,31,45,93,86,78,113,28,17,454,45,50,31,14,24,6,0,174,4,0,0,0,0,0,0,5,93,138,117,88,143,31,21,637
309071253,11,26,19,5,11,11,3,91,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,3,16,56,39,31,59,22,13,234,0,3,3,3,0,0,0,8,0,0,0,0,0,3,0,5,0,6,3,0,3,3,0,21,18,61,46,28,62,26,13,254,17,21,18,9,16,3,0,90,0,0,0,0,0,0,0,0,34,84,63,37,77,35,12,344
309071254,3,10,10,3,4,3,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,19,23,10,13,8,0,75,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,14,0,8,3,4,0,0,0,13,7,24,22,12,17,8,0,87,18,7,8,7,3,0,0,48,0,0,0,0,0,0,0,0,26,27,29,21,18,8,0,135
309071255,46,85,58,33,45,6,0,270,3,9,0,0,3,3,0,15,0,0,0,0,0,0,0,0,70,151,124,67,118,20,7,554,6,9,3,3,0,0,0,27,11,19,9,3,0,0,0,38,16,27,15,8,4,0,0,66,83,176,132,75,126,19,8,623,90,103,53,30,22,3,0,301,0,3,0,0,0,0,0,3,170,283,185,101,149,24,10,925
309071256,44,60,40,31,44,13,4,236,3,12,4,0,0,0,0,14,4,0,0,0,0,0,0,7,66,122,92,68,88,21,16,482,4,12,5,4,3,0,0,37,9,11,6,5,3,0,0,30,14,23,16,9,5,0,0,66,80,143,107,79,97,27,16,545,97,66,19,17,24,3,4,231,0,0,3,0,0,0,0,3,173,209,126,99,118,29,22,778
309071257,55,72,25,28,18,3,4,200,0,7,3,0,0,0,0,9,0,0,0,3,0,0,0,5,82,122,56,46,36,4,3,360,12,9,7,0,0,0,0,22,13,21,4,3,3,0,0,44,22,23,8,4,3,0,0,66,105,147,63,54,47,10,3,425,143,104,26,20,18,3,0,325,0,3,0,0,0,0,0,9,252,258,95,79,62,11,3,757
309071258,67,160,107,51,68,7,4,465,10,7,6,4,6,0,0,39,3,6,4,9,4,0,0,32,134,297,191,128,187,42,21,997,9,9,8,9,7,3,0,47,20,17,8,10,8,0,0,67,25,27,23,16,15,6,0,116,161,331,212,149,201,49,21,1114,180,161,80,58,50,12,3,548,8,7,0,4,3,0,0,18,343,496,295,212,254,55,26,1676
309081259,0,5,9,4,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,22,8,20,5,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,21,8,20,6,4,82,4,12,11,4,8,4,6,50,0,0,3,0,0,0,0,0,9,24,31,14,30,15,9,138
309081260,20,40,37,18,33,9,6,149,3,0,3,0,0,0,0,8,0,3,0,0,0,0,0,7,30,72,63,33,60,19,12,285,0,3,0,3,3,0,0,12,4,7,3,0,5,3,0,21,4,7,4,8,12,3,0,33,36,81,63,41,69,22,12,320,32,39,21,10,19,3,5,124,0,0,0,0,0,0,0,0,65,121,88,52,86,20,13,444
309081261,47,93,69,50,60,17,6,352,4,3,5,0,7,0,0,19,0,4,0,0,0,0,0,4,74,174,134,110,160,53,28,730,3,5,12,0,4,3,0,39,3,11,3,5,9,4,0,41,7,21,17,12,13,9,3,79,78,196,148,116,176,60,32,811,81,72,42,33,45,17,3,290,0,0,0,3,3,0,0,8,160,269,194,154,222,77,33,1102
309081262,35,74,43,41,48,14,6,269,5,0,0,0,0,0,0,4,0,0,7,4,3,0,0,16,60,119,117,88,134,47,15,581,0,9,3,3,8,3,0,35,8,7,4,6,9,0,0,33,7,18,11,5,16,3,0,68,74,141,124,100,150,47,20,650,46,59,45,33,38,20,11,251,0,0,0,0,0,0,0,3,122,199,176,125,188,66,26,900
309091263,21,44,40,28,39,17,8,190,3,0,0,0,3,0,0,5,0,0,0,3,0,0,0,4,44,77,66,58,83,32,9,361,0,6,0,0,4,0,0,11,3,11,5,3,3,0,0,30,3,14,8,8,3,0,0,40,45,91,71,59,89,32,9,401,43,41,20,14,15,3,0,141,0,8,0,0,3,0,0,12,91,143,91,78,100,42,12,558
309091264,8,26,13,7,9,7,4,84,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,20,35,36,25,38,14,10,180,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,10,20,38,36,21,40,20,10,192,23,23,17,6,19,3,3,99,0,0,0,3,0,0,0,4,47,63,57,32,67,19,11,294
309091265,16,22,16,16,26,5,0,104,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,27,51,35,34,46,20,12,217,0,6,3,0,0,0,0,12,3,12,5,3,0,0,0,19,3,11,10,3,0,3,0,32,31,61,44,38,47,22,11,251,37,32,14,10,13,5,7,110,3,0,0,0,0,0,0,6,63,91,56,50,64,27,19,367
309091540,24,42,41,21,30,6,0,160,4,0,0,0,3,0,0,8,0,0,0,3,0,0,0,3,45,62,60,44,53,28,8,307,5,7,3,4,3,0,0,23,8,12,3,4,6,0,0,36,17,22,7,6,10,3,0,66,63,86,67,52,60,29,8,368,64,62,29,23,28,11,7,235,0,0,0,0,0,0,0,0,126,150,95,73,97,40,22,605
309091541,29,55,44,35,44,13,7,224,4,3,0,0,0,0,0,10,3,3,0,0,0,0,0,4,48,116,76,63,70,36,12,426,3,16,7,3,3,3,0,39,5,18,7,3,6,0,0,37,7,30,11,6,11,3,0,73,54,150,91,70,81,40,17,496,78,71,39,37,42,13,7,277,0,4,0,0,0,0,0,6,134,220,132,105,119,50,20,781
309101267,9,22,28,18,28,4,10,120,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,6,15,38,64,38,56,18,11,234,0,4,0,0,4,0,0,9,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,18,15,43,64,40,63,17,16,253,28,25,24,11,34,10,6,135,0,0,0,0,0,0,0,0,39,66,91,47,91,27,23,389
309101268,3,19,9,10,9,5,3,62,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,5,11,34,27,24,23,6,8,131,0,4,0,0,0,0,0,4,0,3,0,3,4,0,0,18,0,8,0,3,4,0,0,19,14,45,33,22,27,6,8,152,13,6,7,8,7,4,0,47,0,0,0,0,0,0,0,0,30,47,40,28,34,14,8,196
309101269,4,7,5,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,7,11,12,3,48,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,3,3,0,0,0,0,0,10,8,16,5,5,8,12,4,62,4,8,3,4,0,3,0,22,0,0,0,0,0,0,0,0,15,24,10,5,8,11,4,83
309101270,28,42,20,15,25,15,7,155,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,10,48,70,36,45,57,31,7,298,0,7,7,3,9,0,0,22,3,15,4,0,0,0,0,27,4,28,10,5,7,0,0,50,51,99,50,50,65,31,7,348,59,41,21,18,21,13,4,178,0,0,0,0,0,0,0,0,116,137,69,70,85,39,15,523
310011271,9,11,14,5,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,18,12,13,13,6,91,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,3,3,0,0,9,15,29,19,13,16,12,5,103,27,19,14,8,4,4,3,87,0,0,0,0,0,0,0,0,42,51,31,17,21,19,13,187
310011272,13,28,17,13,18,7,0,95,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,27,48,47,25,39,11,7,213,8,13,5,4,8,3,0,34,0,3,3,0,6,0,0,20,7,11,6,5,10,5,0,50,34,65,57,34,51,13,10,263,44,31,22,15,20,7,9,149,0,4,3,0,0,0,0,3,80,94,80,47,72,19,14,412
310011273,50,102,53,36,52,20,10,335,6,4,3,4,3,0,0,29,0,0,0,3,0,0,0,10,100,219,148,110,184,76,46,882,7,12,6,5,12,4,3,51,12,17,4,11,11,3,3,69,22,33,13,17,22,9,5,117,128,253,162,127,204,85,50,1005,127,118,67,39,47,16,5,414,3,5,5,0,3,0,0,21,253,375,232,165,254,98,55,1435
310011274,41,88,52,37,47,29,13,306,5,3,0,0,4,0,0,12,6,4,3,7,9,0,0,26,71,151,100,63,100,60,29,580,16,31,14,3,18,4,3,98,21,17,9,8,11,4,3,87,42,52,27,18,28,11,4,181,107,206,123,82,131,76,32,761,275,220,140,113,104,52,35,939,5,3,4,3,0,0,0,23,395,438,273,196,235,123,66,1719
310011275,9,27,9,8,12,5,0,73,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,25,48,35,27,34,10,8,188,0,4,0,0,0,0,3,8,0,0,5,0,0,0,0,11,0,4,5,0,0,0,5,15,25,49,42,25,35,14,7,204,24,20,13,10,5,0,3,80,0,3,0,0,0,0,0,7,46,71,61,37,42,15,14,288
310011276,4,13,7,3,12,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,9,13,19,3,0,80,0,7,0,3,0,3,0,18,7,8,6,0,3,0,0,19,4,14,7,4,3,3,0,38,11,40,13,15,25,8,0,118,44,54,42,21,17,9,0,187,0,0,0,0,0,0,0,0,57,94,59,35,45,8,3,305
310021277,10,28,25,15,9,0,3,96,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,19,51,47,30,33,3,3,189,3,5,4,4,3,0,0,26,0,7,0,0,3,0,0,14,6,13,8,4,5,0,0,37,30,67,53,36,42,6,3,230,51,57,23,21,16,0,0,168,0,0,0,0,0,0,0,3,80,123,79,53,61,4,4,404
310021278,3,9,6,5,8,3,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,15,17,19,13,3,0,77,0,4,3,0,0,0,0,12,3,0,0,3,0,0,0,7,3,4,3,3,0,0,0,14,8,26,15,17,15,3,0,87,44,39,27,9,13,0,0,126,0,0,3,0,0,0,0,3,53,62,40,32,27,7,0,217
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
