SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
310021280,39,76,50,25,52,3,0,251,3,0,0,0,0,0,0,6,3,3,0,3,5,0,0,14,66,127,105,64,113,15,5,492,10,17,13,3,13,0,0,64,17,17,10,8,5,0,0,53,27,39,23,9,16,0,0,110,91,160,123,77,130,15,7,606,148,154,92,54,66,6,0,527,7,4,3,0,3,0,0,23,249,326,216,129,201,22,4,1148
310021281,25,52,42,16,13,3,0,154,6,0,5,0,0,0,0,13,0,3,3,0,4,0,0,13,42,83,89,46,45,11,7,324,8,24,13,5,8,0,0,54,10,16,3,4,3,0,0,38,17,34,15,14,6,0,0,93,60,123,101,54,58,14,3,414,153,135,75,46,38,0,0,446,0,0,3,0,3,0,0,6,212,263,173,104,97,19,3,873
310021282,11,23,32,16,25,4,0,115,5,3,4,0,0,0,0,10,0,3,0,0,3,0,0,5,34,64,54,36,60,11,3,265,5,19,7,5,7,3,0,49,8,3,3,7,5,0,0,21,14,19,15,12,10,3,0,72,45,84,72,50,70,16,3,339,85,73,30,22,30,7,0,239,0,0,0,0,0,0,0,3,131,159,99,76,101,18,3,583
310031283,31,49,35,22,26,3,0,175,5,5,4,3,3,0,0,24,0,0,0,0,0,0,0,3,63,95,73,69,82,28,3,414,7,20,5,7,3,0,0,46,12,26,16,7,3,0,0,71,20,45,20,15,10,0,0,114,82,143,100,86,96,29,3,528,117,113,48,35,24,9,0,336,0,0,3,0,0,0,0,3,199,255,147,115,115,36,3,869
310031284,15,33,16,11,13,4,0,98,6,3,0,0,0,0,0,10,4,0,0,0,3,0,0,5,43,65,43,33,41,12,12,238,3,14,12,5,9,0,0,47,10,10,0,0,0,0,0,20,13,24,12,5,11,0,0,72,55,93,57,35,46,12,12,315,112,75,49,24,20,4,0,283,0,0,0,0,0,0,0,0,163,166,107,62,65,15,9,596
310031285,10,28,27,14,12,4,0,87,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,30,58,59,30,40,7,6,231,0,7,0,0,0,0,0,9,5,4,0,4,8,0,0,22,6,12,4,4,8,0,0,27,39,63,59,34,42,7,5,254,42,63,20,13,11,0,0,151,0,0,0,0,0,0,0,0,85,127,74,49,53,7,6,404
310031286,8,28,20,8,21,0,0,91,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,19,45,38,29,42,6,0,183,9,12,3,5,3,0,0,28,6,8,0,0,0,0,0,10,13,19,3,5,3,0,0,45,35,66,39,30,49,5,0,231,53,64,20,11,21,3,3,178,0,3,0,0,0,0,0,5,91,127,65,48,73,9,6,414
310031287,38,93,56,28,30,5,4,262,8,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,67,172,118,58,88,26,13,551,7,26,17,3,4,3,3,63,14,22,5,3,3,3,0,51,26,44,22,6,7,3,3,111,90,216,137,70,95,30,19,656,231,170,82,42,51,13,3,586,3,0,3,0,0,0,0,6,328,391,219,109,150,41,21,1251
310031288,10,9,12,4,13,3,0,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,28,37,9,28,15,7,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,6,20,28,37,15,28,15,7,143,19,35,11,8,15,5,0,88,0,0,3,0,0,0,0,0,43,62,49,16,39,13,4,236
310031289,4,7,9,8,11,3,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,26,23,19,18,10,0,107,0,8,0,3,0,0,0,10,0,0,0,0,0,0,0,4,4,5,4,3,0,0,0,17,18,36,30,25,17,5,0,126,11,9,6,3,0,0,0,36,0,0,0,0,0,0,0,0,28,47,28,26,17,7,0,160
310031290,3,16,12,19,20,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,31,33,44,12,6,158,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,5,0,4,3,0,0,0,0,10,8,29,37,33,41,12,6,164,15,11,10,5,6,0,0,42,0,0,0,0,0,0,0,0,21,41,46,38,49,12,6,208
310031291,14,34,27,12,30,6,0,122,5,17,4,4,4,0,0,33,0,0,0,0,0,0,0,0,47,91,53,39,54,17,3,305,16,23,23,11,6,0,0,74,15,21,3,0,3,0,0,45,29,51,26,12,8,0,0,124,75,137,83,50,63,17,3,422,151,122,77,21,37,7,3,420,0,3,3,0,0,0,0,4,228,265,163,74,100,19,8,858
310031292,18,28,22,6,11,0,0,84,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,30,52,34,16,34,4,3,171,6,9,3,0,0,0,0,18,3,12,3,0,0,0,0,13,11,15,9,4,0,0,0,34,40,66,36,18,36,8,3,205,61,54,26,10,14,3,0,164,0,0,3,0,0,0,0,5,101,126,62,32,45,8,4,376
310031293,42,81,46,21,34,7,0,231,6,3,3,3,3,0,0,17,0,4,3,3,0,0,0,13,74,150,117,59,94,27,8,534,6,17,15,8,3,0,0,52,10,19,6,3,0,0,0,44,16,37,16,16,10,0,0,99,96,193,140,75,98,27,8,631,111,128,55,36,29,10,0,377,0,3,0,3,0,0,0,7,211,320,190,109,132,40,8,1017
310031294,13,15,9,6,11,4,0,53,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,27,31,19,11,22,6,7,128,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,6,0,3,0,0,3,0,0,11,33,36,20,11,27,6,7,140,22,19,5,0,3,0,0,53,0,0,0,0,0,0,0,3,56,55,30,11,31,6,3,188
310031295,6,11,10,10,11,0,0,50,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,10,21,22,15,16,4,0,89,5,5,3,0,0,0,0,15,5,6,3,4,3,0,0,30,16,11,5,4,3,0,0,44,26,33,25,16,22,4,0,128,71,65,47,18,18,0,0,220,0,3,3,3,0,0,0,9,94,102,74,39,37,9,4,356
310041296,21,51,27,18,23,3,0,150,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,50,96,76,54,69,24,3,370,8,12,9,0,5,3,3,44,13,14,0,0,0,3,0,33,21,22,9,3,7,6,3,72,66,122,85,57,81,27,11,443,75,44,28,16,26,3,0,190,0,0,0,0,0,0,0,0,148,170,110,75,100,29,9,636
310041297,10,23,23,15,21,9,6,99,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,34,46,57,34,53,17,4,239,10,16,9,3,11,0,0,40,5,7,3,0,0,0,0,12,14,16,9,4,11,0,0,48,47,62,67,39,59,17,4,295,61,47,34,16,12,6,4,179,0,3,0,0,0,0,0,11,113,113,97,55,75,23,7,484
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,25,36,30,10,13,8,0,120,5,3,0,0,0,0,0,9,0,4,3,0,3,0,0,9,45,89,66,30,44,15,6,298,7,10,4,3,3,0,0,29,6,7,3,3,4,0,0,28,9,22,11,4,7,0,0,57,61,112,71,36,54,16,3,356,71,89,47,18,22,3,0,247,3,0,0,0,0,0,0,8,136,197,124,56,70,20,3,614
310041300,21,34,20,8,21,10,0,114,9,3,5,3,3,0,0,22,3,4,0,0,4,3,0,13,81,98,57,39,58,17,8,370,14,27,13,4,6,0,0,72,20,26,10,4,7,0,0,67,33,52,20,13,16,0,0,138,113,148,80,52,74,17,8,507,152,155,69,46,50,9,5,486,3,3,3,7,3,0,0,20,272,309,151,103,119,29,17,1011
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,81,133,68,32,50,10,5,378,9,10,5,6,3,0,0,31,6,4,3,3,9,0,0,28,178,267,139,101,116,22,7,827,28,43,21,20,11,6,3,140,29,24,6,4,5,0,0,72,52,68,32,31,19,6,3,209,229,337,175,129,134,26,14,1037,268,233,101,69,79,27,9,794,6,7,0,0,3,0,0,23,502,583,276,200,220,48,19,1853
310041303,11,31,10,18,25,0,0,93,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,26,64,46,34,57,12,3,237,0,3,3,3,6,0,0,17,3,0,0,0,0,0,0,8,7,7,3,6,9,0,0,23,32,65,46,42,63,13,3,264,46,44,27,15,16,0,0,148,0,0,0,0,0,0,0,0,74,107,75,58,82,9,9,409
310041304,45,77,47,24,30,4,3,233,0,3,3,4,0,0,0,13,3,0,0,0,0,0,0,9,84,188,119,84,95,20,8,603,3,13,3,0,3,0,0,22,11,8,5,0,3,0,0,35,18,20,10,8,7,0,0,63,102,204,131,87,105,20,8,660,82,84,35,25,30,4,4,262,3,0,3,0,3,0,0,11,191,296,164,113,131,31,12,936
311011305,35,68,42,30,30,9,0,212,0,7,5,0,3,0,0,7,0,3,0,0,0,0,0,3,56,109,86,46,70,12,5,386,8,10,5,5,4,0,0,32,8,8,11,10,5,0,0,48,16,22,14,11,14,0,0,82,71,129,101,62,82,18,5,468,124,138,69,40,39,4,4,414,0,9,3,3,0,0,0,14,200,278,166,98,127,20,3,899
311021306,26,32,22,14,24,0,4,117,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,6,38,54,44,31,57,14,4,253,6,18,6,3,3,0,0,42,6,14,8,0,0,0,0,32,14,30,10,3,8,0,0,74,54,85,58,40,64,14,4,318,108,88,46,25,28,8,3,305,3,0,0,0,0,0,0,8,162,178,104,66,96,17,5,637
311021307,44,63,40,31,18,3,0,208,6,3,0,0,0,0,0,12,0,4,0,8,3,0,0,16,94,133,73,64,63,16,10,457,22,16,6,11,5,0,0,57,37,27,9,8,3,0,0,81,60,40,19,18,4,0,0,139,149,172,89,81,74,15,10,594,230,177,75,58,40,11,3,588,3,8,0,0,3,0,0,16,389,361,166,133,115,26,16,1201
311021308,15,30,23,8,23,0,0,107,4,3,0,0,0,3,0,12,4,5,0,0,0,0,0,15,44,85,48,30,51,12,3,275,4,6,7,6,0,0,0,21,10,16,8,4,3,0,0,37,10,23,13,4,4,0,0,61,54,106,65,33,55,11,3,336,85,61,27,15,13,0,0,197,0,0,0,0,0,0,0,3,139,171,90,47,70,17,3,533
311021309,17,41,19,7,10,0,0,94,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,27,72,41,29,36,3,7,213,0,3,3,0,0,0,0,8,3,7,3,0,0,0,0,15,4,12,6,0,0,0,0,21,27,84,52,29,36,3,7,235,43,55,25,15,16,0,0,149,3,0,0,0,0,0,0,3,74,136,72,39,51,3,7,389
311021310,16,39,22,11,9,3,0,96,0,3,4,3,7,0,0,14,0,0,0,0,0,0,0,0,29,67,40,33,34,12,6,217,0,3,0,0,4,0,0,9,3,4,0,0,0,0,0,13,3,7,3,3,6,0,0,18,30,69,44,37,40,16,6,237,32,32,16,9,17,0,0,106,0,0,0,0,0,0,0,0,64,100,53,46,53,19,6,336
311031311,38,66,29,29,30,3,0,190,5,3,5,9,3,0,0,15,0,0,0,0,3,0,0,3,67,129,69,48,65,12,5,399,13,10,13,10,9,0,0,55,0,10,4,0,3,0,0,26,15,23,18,14,9,4,0,82,82,154,93,63,76,11,5,483,104,112,54,27,40,4,0,350,0,3,4,0,0,0,0,11,185,268,148,94,114,20,3,843
311031312,27,44,17,15,29,3,0,139,3,3,0,0,0,0,0,5,0,0,0,0,3,0,0,3,46,63,46,32,64,9,5,264,15,9,6,3,7,0,0,38,4,19,11,3,4,0,0,37,22,21,21,8,8,0,0,74,68,93,65,37,66,11,5,340,63,80,35,20,9,8,3,215,0,0,0,0,0,0,0,0,127,172,101,56,84,18,6,555
311031313,10,14,10,7,3,8,0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,31,17,15,13,7,0,113,0,6,0,0,0,0,0,6,3,3,0,0,0,0,0,8,3,6,3,5,3,0,0,21,22,45,18,20,16,7,0,129,41,25,8,8,10,0,0,89,0,3,0,0,3,0,0,7,60,64,31,30,25,13,3,227
311031314,40,71,35,22,19,4,0,188,5,7,0,0,0,0,0,9,0,3,0,3,0,0,0,12,79,130,79,68,71,15,5,441,0,17,7,0,3,0,3,36,9,23,17,10,4,0,0,68,17,39,25,11,11,0,3,101,91,172,103,78,79,15,9,543,145,166,75,59,50,10,10,507,3,4,0,0,3,0,0,10,242,339,176,131,128,19,11,1056
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,21,45,30,12,21,3,3,133,6,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,41,87,56,41,50,19,11,302,10,5,7,3,0,0,0,21,0,8,3,0,0,0,0,6,9,10,6,3,3,0,0,31,47,101,60,46,48,19,11,333,55,42,29,16,22,6,0,168,3,4,0,0,0,0,0,5,105,148,90,63,73,19,8,511
311031317,34,82,51,34,41,8,3,248,11,3,3,4,0,0,0,23,0,5,0,0,0,0,0,10,93,173,112,62,83,18,9,557,19,28,13,4,4,0,0,78,12,13,11,8,4,0,0,43,25,40,19,12,11,0,0,114,122,213,132,73,93,20,4,669,216,207,85,53,50,11,3,621,3,0,0,0,0,3,0,9,339,423,220,131,142,31,13,1297
311031318,0,3,3,3,6,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,11,7,11,17,5,0,61,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,11,5,19,11,7,22,5,0,67,13,16,8,8,13,0,0,62,0,0,0,3,0,0,0,3,20,38,22,14,30,4,0,130
311031319,46,58,41,21,35,11,0,207,3,3,3,0,0,3,0,16,5,5,4,0,3,0,0,12,87,126,93,58,99,32,6,503,10,18,7,3,10,0,0,51,7,18,6,5,3,0,0,30,20,31,11,8,11,0,0,85,108,162,108,64,112,32,7,590,96,104,32,27,17,6,3,289,0,0,0,0,0,0,0,0,204,265,137,91,130,40,15,880
311041320,23,34,24,18,21,0,0,118,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,43,73,56,45,37,6,10,261,3,10,5,3,3,0,0,24,7,5,5,0,0,0,0,18,10,17,13,3,3,0,0,44,54,84,62,43,46,6,10,300,48,43,30,11,19,0,0,142,0,0,0,0,0,0,0,0,100,125,91,52,58,3,10,450
311041321,55,110,57,38,41,6,4,315,9,4,7,0,0,0,0,16,3,3,5,3,5,0,0,20,122,204,142,100,124,24,8,721,16,17,3,6,3,0,0,49,23,25,7,6,6,0,0,62,41,44,14,11,6,0,0,115,162,249,154,109,135,24,8,837,180,136,77,33,42,7,0,471,0,3,3,0,0,0,0,11,336,388,228,144,178,30,8,1319
311041322,4,11,8,0,13,0,0,42,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,33,29,9,33,3,3,125,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,4,0,0,0,0,8,20,35,33,13,33,3,3,128,22,30,14,7,11,3,0,85,0,0,0,0,0,0,0,0,44,62,46,16,44,5,3,217
311051323,32,43,21,20,25,3,0,140,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,3,62,112,60,44,49,13,11,348,5,13,9,0,4,0,0,32,10,18,10,3,0,0,0,42,16,27,13,4,4,0,0,73,79,139,75,48,51,13,11,417,91,64,27,21,14,4,3,226,0,0,0,0,0,0,0,7,173,203,102,71,71,21,13,651
311051324,10,18,17,0,15,0,3,66,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,25,43,40,23,37,16,12,194,0,0,5,0,0,0,0,6,3,0,3,0,0,0,0,8,3,0,8,0,3,0,0,19,21,49,46,24,40,20,10,212,16,21,7,11,6,3,0,57,0,0,0,0,0,0,0,0,39,68,54,36,42,22,10,269
311051325,40,40,20,17,15,6,0,139,3,0,0,0,3,0,0,8,0,3,0,0,0,0,0,9,56,92,60,36,50,17,3,321,3,8,3,0,9,4,3,20,5,11,5,6,0,0,0,33,5,19,5,4,9,4,4,56,65,108,65,46,63,19,9,377,66,49,15,17,16,11,3,176,0,0,7,0,0,0,0,9,126,163,86,62,78,36,13,562
311051326,19,40,28,28,32,6,3,156,0,0,0,0,0,0,0,9,3,4,3,0,0,0,0,5,49,88,69,55,67,15,7,348,7,15,6,4,6,4,0,41,3,9,3,0,0,0,0,22,14,19,5,9,14,4,0,62,61,107,78,60,77,21,7,411,112,103,43,38,41,12,9,364,0,3,0,3,0,0,0,8,179,215,123,95,120,33,13,781
311051327,20,33,13,10,18,9,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,64,43,28,57,25,14,266,5,5,0,3,3,0,0,18,0,3,0,0,0,0,0,7,3,11,7,3,5,0,0,22,38,70,43,30,64,24,14,289,43,37,20,12,10,0,0,128,3,0,0,0,0,0,0,3,85,108,65,45,76,30,13,419
311051328,18,35,14,9,17,3,0,92,3,0,4,0,0,0,0,12,0,5,0,0,0,0,0,6,35,62,42,33,40,11,0,218,5,11,4,0,3,0,0,21,7,15,3,0,0,0,0,21,10,21,8,0,3,0,0,42,44,88,47,35,40,11,0,263,86,70,29,17,23,3,3,238,4,0,0,4,0,0,0,3,140,159,77,53,59,18,3,506
311061329,18,25,14,11,11,6,3,84,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,25,47,33,33,37,17,8,203,0,3,0,0,7,0,0,12,0,10,4,3,3,0,0,19,0,12,5,8,6,0,0,25,21,56,41,38,44,17,9,225,25,29,14,3,13,9,8,90,0,0,0,0,0,0,0,3,52,81,48,38,56,27,15,322
311061330,27,36,36,13,27,6,4,152,0,3,3,0,0,0,0,10,0,3,0,4,0,0,0,12,57,81,66,34,46,11,5,302,14,31,3,5,8,0,0,57,14,21,7,8,0,0,0,49,23,49,14,17,8,0,0,109,79,122,80,52,50,11,8,414,145,158,100,51,60,21,3,545,5,3,0,0,0,0,0,15,235,288,182,102,114,37,10,967
311061331,9,20,18,19,23,5,3,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,27,23,32,35,3,3,141,10,25,14,10,6,0,0,63,13,15,5,4,11,0,0,47,24,35,22,10,13,0,0,109,39,67,49,42,47,3,3,250,96,89,61,36,39,12,6,337,3,0,0,0,0,0,0,8,136,152,112,84,89,17,8,594
311061332,36,63,30,30,19,7,6,189,0,3,0,3,7,0,0,13,0,0,0,0,0,0,0,3,56,101,76,56,73,31,13,409,0,6,7,0,5,0,0,18,3,16,6,4,10,0,0,33,5,18,12,6,8,0,0,49,62,124,88,58,85,34,13,463,49,53,35,20,23,7,0,185,0,0,0,0,0,0,0,0,114,176,120,80,110,43,14,654
311061333,22,37,28,18,23,10,6,147,8,9,4,0,0,0,0,14,0,3,3,0,3,0,0,11,43,98,75,37,60,17,8,344,7,19,10,3,10,0,0,48,3,23,6,3,11,0,0,46,13,35,21,4,15,0,0,92,62,132,93,43,74,16,12,430,130,126,87,50,62,17,9,481,3,0,5,0,4,0,0,10,195,256,186,93,143,35,25,928
311061334,17,26,25,25,27,3,8,124,0,0,3,0,0,0,0,7,0,0,4,0,0,0,0,4,31,80,54,43,47,17,13,289,0,11,6,4,3,0,0,25,7,3,3,4,0,0,0,12,10,12,7,6,3,0,0,34,42,89,67,49,51,15,13,328,40,35,19,19,13,4,0,131,4,0,0,0,0,0,0,9,83,125,81,67,65,19,16,463
311061335,4,21,16,4,7,9,3,55,0,0,0,0,0,0,0,0,4,4,3,0,6,0,0,20,12,32,28,15,32,17,3,141,0,3,5,3,4,0,0,11,0,3,0,0,3,0,0,16,0,11,9,3,3,3,0,27,17,40,32,19,35,19,6,168,28,21,17,11,10,3,3,97,0,0,0,0,0,0,0,0,46,67,48,28,45,19,7,260
311061336,26,26,29,10,22,6,3,130,0,5,0,0,0,0,0,3,0,3,3,0,0,0,0,9,52,65,61,41,58,23,9,296,15,22,21,5,8,0,3,85,24,29,9,6,8,3,0,69,38,50,27,13,16,3,3,155,87,110,86,49,75,19,13,449,204,185,107,75,68,22,24,684,3,5,3,3,0,0,3,22,299,310,196,124,144,49,37,1161
312011337,18,28,22,19,13,0,0,106,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,29,64,33,36,38,0,0,201,6,11,5,6,3,0,0,35,0,5,7,0,0,0,0,11,12,19,14,6,3,0,0,53,37,78,52,43,41,0,0,253,70,66,23,12,17,0,0,176,3,3,0,0,0,0,0,4,109,146,74,57,60,0,0,440
312011338,7,14,13,3,17,0,0,55,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,3,19,41,31,20,29,0,0,133,3,9,4,3,4,0,0,17,0,3,0,0,0,0,0,4,3,7,4,3,4,0,0,23,20,47,36,23,31,0,0,160,27,23,10,5,4,0,0,70,0,0,0,0,0,0,0,0,46,70,45,25,41,0,0,225
312011339,10,3,4,4,4,0,0,25,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,3,11,20,18,11,12,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,9,11,22,19,12,13,0,0,78,8,0,3,0,0,0,0,15,0,0,3,0,0,0,0,3,19,22,21,16,13,0,0,96
312011340,3,8,5,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,9,13,7,10,0,0,55,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,10,18,13,7,10,0,0,61,17,10,3,3,0,0,0,36,0,0,0,0,0,0,0,0,27,31,22,9,15,0,0,94
312011341,8,39,11,5,8,0,0,69,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,33,71,29,27,31,3,0,185,3,0,0,3,3,0,0,12,3,3,4,0,0,0,0,10,4,3,4,3,3,0,0,19,36,76,32,31,32,3,0,207,35,19,8,4,3,0,0,65,0,0,3,0,0,0,0,6,77,93,40,32,37,3,0,279
312021342,31,67,39,40,41,3,0,224,3,3,0,0,3,0,0,10,6,3,0,0,0,0,0,13,69,137,97,59,99,11,3,467,16,10,11,7,10,0,0,54,9,27,9,9,4,0,0,61,23,37,23,16,10,0,0,115,92,176,116,80,115,7,3,589,113,101,50,24,19,3,0,311,0,0,0,0,0,0,0,3,206,274,170,102,127,14,3,899
312021343,3,19,4,3,7,0,0,44,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,31,21,12,23,0,0,94,0,3,3,0,0,0,0,11,3,3,0,0,0,0,0,6,4,6,8,0,0,0,0,20,16,34,26,13,23,0,0,110,18,10,11,3,3,0,0,42,0,0,0,0,0,0,0,0,31,48,33,15,25,0,0,155
312021344,31,49,29,30,33,0,0,171,0,9,0,0,3,0,0,9,0,6,0,0,0,0,0,4,57,104,69,57,69,7,0,360,11,17,13,12,0,0,0,54,9,18,16,3,3,0,0,50,23,37,24,15,6,0,0,104,79,137,95,75,73,9,0,467,143,81,33,18,28,0,0,305,0,0,0,0,0,0,0,0,224,221,127,91,105,8,0,778
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,3,8,7,0,3,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,22,16,0,13,0,0,59,3,4,9,3,0,0,0,17,0,11,3,0,0,0,0,13,7,13,5,3,0,0,0,30,15,32,21,6,13,3,0,89,12,13,8,7,6,0,0,45,0,0,0,0,0,0,0,0,24,50,30,10,20,3,0,138
312021347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,16
