SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
311021308,1524,1559,3087,126,154,285,71,78,153,40,30,67,1089,1221,2314,16,14,23,12,15,23,7,7,14,0,0,0,3,4,6,0,0,0,1236,1367,2607,119,158,279,47,46,97,1538,1723,3260,202,223,422,3266,3504,6776
311021309,1466,1638,3105,111,88,195,37,53,90,18,16,34,651,757,1410,6,4,13,5,8,14,3,3,6,3,6,6,0,0,0,0,0,0,729,839,1575,59,56,115,31,26,50,925,1013,1936,168,197,364,2561,2848,5413
311021310,1411,1389,2796,185,187,371,48,55,104,24,29,53,913,888,1803,11,13,17,5,12,12,4,7,5,4,5,10,5,4,3,0,0,0,1013,1011,2023,83,88,178,30,28,53,1312,1315,2626,125,148,270,2849,2851,5695
311031311,2943,3148,6088,214,267,483,66,90,158,39,46,85,1479,1613,3085,10,12,28,21,14,35,9,10,16,10,7,20,3,0,3,0,0,0,1630,1795,3431,168,220,388,80,95,171,2094,2374,4469,395,461,861,5434,5984,11420
311031312,1585,1633,3216,93,115,211,47,67,114,19,22,37,997,995,1993,16,6,23,11,8,20,4,4,9,9,7,10,0,3,3,0,0,0,1098,1115,2212,232,263,493,46,53,101,1464,1553,3018,258,255,512,3308,3435,6742
311031313,1214,1176,2389,31,31,56,37,32,72,23,23,49,752,789,1539,9,8,14,3,3,4,10,8,19,3,0,4,3,4,6,0,0,0,839,863,1705,93,105,197,27,20,43,985,1019,2002,181,166,345,2375,2361,4734
311031314,2735,2667,5399,231,295,521,89,84,175,27,27,54,1415,1538,2950,10,8,22,17,15,32,8,11,11,3,3,12,0,0,3,0,0,0,1578,1681,3255,250,298,541,54,58,114,2111,2330,4434,512,482,987,5355,5470,10824
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,2109,2020,4133,99,103,209,49,51,101,19,19,39,1114,1156,2274,15,13,24,9,11,23,0,0,4,3,0,4,4,3,10,0,0,0,1218,1259,2476,154,181,331,33,21,53,1510,1561,3073,202,176,375,3822,3760,7580
311031317,2697,2777,5473,302,337,640,111,120,237,50,45,96,1875,2033,3906,18,20,34,19,17,41,6,4,8,0,0,3,0,4,11,0,0,0,2083,2247,4335,475,485,961,69,59,129,2934,3128,6061,708,746,1451,6335,6649,12985
311031318,1541,1477,3020,21,13,31,20,25,42,12,11,25,486,464,945,3,0,3,3,6,7,3,4,11,7,3,7,0,0,0,0,0,0,534,511,1042,20,26,49,26,18,45,599,568,1170,95,100,198,2243,2146,4383
311031319,4119,4093,8217,441,487,929,92,92,184,34,41,73,1798,1874,3669,4,13,20,11,14,26,6,4,5,14,13,28,12,11,20,0,0,0,1963,2063,4026,288,335,621,56,53,110,2744,2942,5682,367,390,756,7231,7430,14654
311041320,3687,3617,7303,176,170,342,94,102,195,35,33,64,1554,1627,3179,19,16,32,19,22,43,0,8,12,9,6,21,3,3,10,0,0,0,1736,1815,3550,71,69,140,53,44,97,2039,2094,4136,333,289,622,6061,6001,12064
311041321,5922,5716,11638,806,894,1693,252,252,502,113,112,226,3470,3662,7134,32,33,66,41,44,84,18,17,32,43,36,71,16,12,29,0,0,0,3974,4167,8143,199,204,404,102,79,189,5081,5346,10426,831,786,1622,11836,11847,23681
311041322,1949,1776,3728,84,92,178,40,43,82,14,17,30,958,1020,1969,8,4,12,10,18,29,0,8,9,0,3,3,3,0,3,0,0,0,1032,1106,2140,26,31,53,16,21,36,1161,1251,2410,245,232,475,3355,3260,6612
311051323,1955,2181,4133,204,257,459,103,108,210,31,28,66,1685,1988,3673,19,13,30,17,22,41,7,8,7,8,10,17,3,3,9,0,0,0,1869,2181,4054,205,244,444,55,73,126,2327,2750,5082,378,408,789,4658,5349,10004
311051324,2296,2295,4587,169,164,331,50,54,107,26,22,54,1079,1194,2272,6,5,11,14,12,25,6,4,13,6,7,12,0,0,4,0,0,0,1187,1304,2491,89,88,182,23,27,51,1468,1584,3051,200,207,408,3963,4083,8041
311051325,2807,2833,5635,300,316,615,65,72,131,23,28,49,1345,1428,2780,8,3,10,18,17,38,3,9,14,3,0,4,10,8,19,0,0,0,1481,1562,3044,133,136,274,42,26,65,1950,2049,4001,302,330,635,5060,5209,10270
311051326,2149,2156,4311,221,223,444,68,58,132,34,29,66,1341,1370,2707,3,4,12,17,23,39,5,4,6,13,12,30,0,4,5,0,0,0,1486,1504,2989,380,376,753,57,57,115,2148,2161,4305,482,502,983,4773,4818,9595
311051327,3117,3135,6257,243,245,488,68,83,150,32,37,70,1451,1442,2892,19,15,39,26,23,58,6,10,20,9,8,17,4,0,9,0,0,0,1617,1628,3244,205,186,388,46,36,77,2106,2092,4202,237,229,468,5469,5461,10926
311051328,1618,1731,3353,82,87,167,59,57,113,21,16,36,887,1000,1884,3,6,17,8,14,22,4,3,6,3,0,0,0,0,0,0,0,0,985,1103,2083,184,231,415,50,26,79,1293,1452,2743,271,305,573,3182,3486,6666
311061329,1636,1644,3280,89,110,198,43,52,95,19,23,42,913,925,1838,10,14,21,13,7,19,8,7,17,9,8,16,3,3,9,0,0,0,1022,1036,2058,167,177,348,24,22,44,1309,1342,2652,149,136,288,3095,3125,6217
311061330,2397,2382,4774,206,240,449,90,87,171,34,31,60,1042,1028,2066,21,18,33,12,16,24,8,17,20,9,11,22,0,5,5,0,0,0,1213,1198,2413,350,349,700,63,52,108,1832,1844,3675,555,595,1148,4783,4818,9600
311061331,1357,1388,2746,89,98,180,33,31,57,13,9,22,607,547,1155,8,12,22,6,8,15,11,11,18,3,6,15,0,3,8,0,0,0,676,625,1304,441,374,814,17,14,29,1222,1107,2324,282,263,549,2867,2756,5620
311061332,4091,4273,8367,418,451,864,73,85,155,27,23,54,1676,1788,3469,19,19,39,4,8,15,7,6,13,4,11,14,6,11,17,0,0,0,1818,1958,3778,237,301,539,52,52,102,2528,2762,5282,308,316,622,6925,7350,14273
311061333,2515,2529,5041,181,194,375,63,75,140,24,25,51,1161,1286,2443,0,3,3,4,12,16,3,3,3,3,4,4,3,0,8,0,0,0,1261,1403,2667,341,334,677,57,42,106,1845,1988,3825,383,398,780,4737,4909,9643
311061334,2274,2384,4661,171,168,343,49,48,95,24,36,58,1160,1164,2326,8,5,14,16,13,30,11,7,20,10,7,9,9,3,11,0,0,0,1284,1283,2564,203,244,446,53,33,85,1713,1723,3439,266,317,588,4253,4429,8681
311061335,1353,1392,2744,85,90,177,37,36,73,8,13,22,968,932,1903,13,15,28,4,9,10,6,4,5,0,3,3,0,3,3,0,0,0,1043,1005,2055,251,264,519,18,15,29,1392,1374,2770,128,131,259,2870,2904,5776
311061336,2690,2693,5382,358,388,750,71,74,143,49,32,82,1190,1191,2378,18,15,31,16,12,27,6,3,12,12,14,21,0,4,7,4,0,4,1371,1332,2703,814,760,1578,61,46,106,2605,2522,5127,500,453,947,5793,5667,11459
312011337,2037,1858,3899,660,678,1337,64,83,145,51,62,112,667,707,1370,15,13,28,15,24,42,5,0,11,16,21,33,3,0,4,0,0,0,838,907,1746,224,242,461,32,27,59,1755,1851,3603,561,468,1030,4352,4173,8532
312011338,1673,1230,2906,452,396,845,76,68,145,25,19,50,1055,925,1982,21,11,31,26,13,42,8,3,8,14,10,30,0,0,4,0,0,0,1225,1060,2282,78,88,171,19,19,36,1777,1564,3341,1067,490,1554,4520,3284,7801
312011339,884,818,1701,225,238,463,23,23,45,3,5,12,300,297,595,5,0,3,9,4,14,4,0,6,0,3,3,0,3,3,0,0,0,340,345,683,23,36,53,4,4,9,587,625,1211,232,206,441,1710,1647,3354
312011340,1027,884,1911,136,127,262,15,14,32,3,0,3,239,229,460,5,6,10,3,0,3,4,0,4,0,3,4,0,0,0,0,0,0,269,250,516,20,21,38,5,5,16,429,403,834,283,218,502,1738,1507,3243
312011341,1215,890,2106,802,741,1549,100,96,192,33,28,64,1164,1158,2325,12,17,35,32,37,70,4,13,19,29,23,50,4,4,7,0,0,0,1385,1372,2757,107,155,264,30,33,60,2325,2298,4626,610,408,1022,4158,3597,7756
312021342,3432,3443,6877,596,657,1250,99,107,204,37,44,86,1797,2035,3835,24,19,45,34,24,57,16,18,31,12,18,33,3,4,3,0,0,3,2022,2268,4289,102,157,259,77,65,142,2802,3143,5946,549,396,946,6787,6985,13773
312021343,831,819,1649,80,77,161,29,25,56,16,24,36,461,492,955,3,4,9,9,9,13,9,8,19,0,3,6,0,3,4,0,5,3,535,569,1108,50,56,102,17,8,24,686,714,1396,193,158,347,1709,1683,3394
312021344,2155,2033,4188,431,431,857,193,184,381,59,66,125,1900,2091,3991,34,34,69,51,64,114,21,23,41,18,17,35,11,10,22,0,0,0,2290,2492,4779,166,186,352,35,41,84,2922,3153,6071,534,373,906,5609,5557,11163
312021345,4,7,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,8,16
312021346,633,560,1194,86,64,152,64,50,121,25,20,51,560,516,1075,3,6,9,9,15,24,3,4,7,3,7,10,3,0,4,0,0,0,677,619,1304,128,169,295,11,4,15,908,858,1767,280,227,505,1820,1646,3464
312021347,72,62,139,5,4,10,6,4,10,4,3,9,104,90,191,0,0,4,7,3,8,0,3,3,0,0,3,3,0,3,0,0,0,122,106,227,13,20,37,3,0,3,145,135,276,47,51,100,261,243,507
312021348,2716,2818,5538,272,296,572,72,71,143,45,44,89,1223,1357,2581,14,12,29,39,36,79,13,17,29,10,5,18,0,3,6,0,0,0,1418,1548,2966,145,168,315,30,28,60,1863,2040,3906,377,279,653,4959,5139,10102
312021349,1417,1391,2807,135,139,279,49,42,86,15,30,43,764,835,1600,9,10,25,9,10,16,11,11,27,3,8,11,0,0,0,0,0,0,867,941,1806,56,90,148,33,28,64,1096,1194,2291,312,256,566,2817,2841,5659
312021350,1095,977,2072,123,92,220,31,27,53,16,18,30,810,830,1640,4,8,14,10,5,10,0,3,3,3,5,3,0,0,4,0,0,0,869,885,1758,58,74,134,18,15,31,1063,1075,2139,261,181,443,2418,2239,4652
312021351,2062,1840,3902,332,351,683,30,28,52,20,24,48,922,1026,1946,7,8,8,12,24,34,10,11,21,4,4,10,0,3,3,0,0,0,1000,1121,2120,28,41,67,18,13,38,1375,1523,2906,437,292,730,3878,3655,7533
312021352,3195,2834,6028,650,705,1352,71,87,158,43,40,84,900,925,1827,3,8,18,28,21,47,3,3,9,21,12,35,3,3,6,0,0,0,1072,1098,2177,29,46,74,13,27,45,1770,1882,3649,695,546,1237,5660,5254,10914
312021353,2578,2303,4872,218,166,383,26,26,58,14,16,22,741,717,1459,0,3,4,21,15,33,4,3,9,12,9,16,0,0,0,0,0,0,815,785,1602,16,31,52,21,25,43,1073,1011,2081,462,326,788,4107,3639,7743
312021354,1203,1171,2373,181,180,359,81,80,162,48,56,103,746,814,1555,13,8,24,29,36,64,6,12,16,9,13,18,3,0,4,0,0,0,931,1017,1951,69,73,145,34,33,68,1210,1309,2520,221,151,371,2638,2629,5267
312021355,939,921,1862,107,97,202,23,27,56,8,18,26,315,365,673,0,0,3,4,6,10,4,0,5,5,3,13,4,0,3,0,0,0,366,424,790,16,30,45,13,11,24,504,560,1061,120,88,212,1561,1569,3132
312021356,1735,1727,3458,159,187,349,29,36,65,26,22,50,773,785,1556,3,4,8,14,10,28,3,4,9,6,3,9,3,3,3,0,0,0,854,865,1722,91,135,221,17,17,37,1124,1205,2331,299,234,538,3158,3162,6323
312021357,2514,2272,4783,291,268,554,13,28,45,16,24,38,734,791,1524,4,6,12,3,9,9,5,6,18,3,3,5,0,0,0,0,0,0,789,867,1655,21,32,48,11,10,21,1110,1172,2287,429,307,731,4047,3749,7794
312021358,1432,1492,2923,117,123,244,27,29,61,18,20,32,751,820,1571,4,7,4,21,19,41,9,10,17,6,5,11,0,0,0,0,0,0,832,907,1739,103,119,224,24,11,32,1074,1168,2245,363,248,608,2862,2908,5771
312031359,1908,1640,3544,882,794,1678,316,299,619,175,214,388,1143,1084,2233,74,63,134,79,87,161,21,30,49,27,20,49,14,17,32,0,0,0,1846,1812,3657,461,547,1006,53,51,102,3240,3201,6446,1181,974,2158,6327,5815,12147
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,2344,2175,4520,427,458,879,46,52,99,30,40,75,591,594,1182,9,12,18,22,21,44,4,5,6,9,12,25,0,0,3,0,0,0,720,734,1450,37,57,96,18,22,41,1204,1263,2471,462,398,854,4006,3836,7848
313011362,3485,3469,6954,522,600,1123,173,188,354,75,67,138,1956,2095,4047,11,18,31,25,27,52,14,8,25,24,15,37,16,10,27,0,0,0,2288,2430,4718,106,111,216,57,41,98,2972,3177,6148,560,523,1080,7016,7172,14185
313011363,4153,4567,8719,958,1042,1999,244,258,503,89,101,189,1982,2120,4106,26,18,49,40,30,69,33,34,71,29,35,62,23,23,43,0,0,0,2464,2620,5081,172,212,380,49,43,94,3638,3920,7560,623,769,1395,8416,9256,17670
313021364,1274,1146,2417,10,15,31,18,21,45,10,12,25,488,495,983,3,0,3,4,5,8,0,0,0,0,0,0,3,4,8,0,0,0,527,539,1068,32,30,61,12,10,17,581,601,1182,79,82,155,1936,1821,3760
313021365,4850,5097,9944,1032,1205,2242,243,267,507,116,125,240,3694,3972,7665,37,35,72,46,50,96,26,32,53,39,28,66,10,11,27,0,0,0,4207,4522,8735,499,591,1091,180,144,324,5922,6469,12394,1178,1348,2527,11949,12913,24861
313021366,3675,3929,7598,774,920,1693,181,215,398,81,77,160,2838,3173,6006,40,48,88,29,33,57,26,18,43,22,33,55,21,22,40,0,0,0,3235,3613,6854,292,325,611,114,125,240,4417,4982,9399,688,782,1469,8771,9692,18464
313021367,1218,1142,2358,30,33,63,12,17,33,7,5,11,446,447,894,7,5,10,8,3,5,3,3,8,4,5,10,0,3,4,0,0,0,492,486,980,20,27,43,21,18,37,562,568,1123,135,120,251,1916,1822,3740
313021368,1681,1710,3390,159,205,360,88,81,166,26,48,72,1267,1419,2677,3,4,8,17,21,35,11,6,20,5,11,19,5,9,13,0,0,0,1417,1603,3021,141,157,299,69,58,132,1795,2019,3812,253,269,526,3725,3999,7723
313021369,1046,1033,2079,57,57,115,21,27,42,12,16,22,519,514,1041,8,3,10,9,7,9,0,0,0,0,0,0,0,4,3,0,0,0,563,569,1132,31,48,80,8,5,19,667,669,1342,177,138,316,1892,1845,3730
313031370,1349,1301,2650,252,250,504,28,28,53,7,9,23,500,540,1040,12,13,19,10,8,17,3,0,4,7,4,8,0,0,0,0,0,0,560,607,1169,116,85,205,18,13,27,950,964,1906,286,221,508,2584,2486,5072
313031371,1716,1677,3395,197,219,419,33,42,78,14,17,32,853,869,1723,7,16,27,6,4,13,7,6,13,19,10,28,7,3,8,0,0,3,946,977,1922,28,37,63,20,15,41,1195,1248,2436,1309,346,1655,4220,3269,7482
313041372,3653,3718,7369,307,359,666,90,112,200,42,45,87,1759,1854,3618,16,10,26,8,21,26,8,7,23,11,8,24,5,4,9,0,0,3,1949,2063,4013,138,145,289,52,63,110,2443,2630,5071,334,378,714,6430,6724,13154
313041373,5237,5430,10664,873,967,1839,204,230,432,89,105,191,2426,2647,5073,31,33,69,35,43,76,8,17,19,11,15,29,15,16,32,0,0,0,2821,3092,5916,272,278,551,100,73,170,4070,4413,8480,868,973,1837,10170,10808,20978
313041374,1532,1484,3010,28,21,47,20,36,55,8,6,16,545,553,1104,0,0,0,3,7,3,3,0,3,8,4,12,3,4,11,0,0,0,593,618,1207,39,46,91,10,9,20,671,696,1363,124,110,240,2321,2291,4615
313041375,4358,4356,8705,706,834,1542,169,195,363,79,95,175,2337,2470,4802,41,40,80,42,49,90,22,25,40,28,25,49,35,30,61,0,0,4,2740,2918,5660,228,248,476,60,52,113,3737,4049,7790,363,347,715,8456,8754,17211
313041376,864,815,1681,17,27,37,11,17,24,8,9,16,449,432,878,0,3,3,0,5,3,0,0,0,0,0,0,4,3,3,0,0,0,473,464,936,17,26,39,5,6,14,512,520,1031,92,80,174,1466,1417,2879
313051377,2081,2099,4182,140,154,297,87,82,171,31,25,53,1040,1117,2158,8,11,15,15,21,38,5,7,14,6,3,7,7,11,18,0,0,0,1199,1275,2474,99,139,233,29,32,57,1468,1592,3059,282,282,566,3833,3973,7809
313051378,2592,2789,5377,257,307,565,129,144,273,77,96,174,1673,1740,3408,21,20,35,13,16,23,11,15,30,7,11,16,13,14,26,0,0,0,1933,2054,3984,176,175,351,67,56,128,2435,2594,5031,320,346,664,5347,5723,11069
313051379,2060,2236,4292,174,227,399,133,156,285,62,66,124,1446,1621,3069,15,24,37,19,13,34,19,11,33,13,12,20,16,15,32,0,0,0,1717,1920,3635,146,194,342,78,79,160,2117,2421,4537,417,496,914,4590,5147,9737
313051380,3880,4340,8218,483,577,1062,143,153,290,55,56,109,1996,2393,4381,9,22,29,15,13,30,12,16,23,14,14,26,14,12,27,0,0,0,2247,2680,4930,223,278,498,81,97,181,3030,3636,6665,541,679,1217,7455,8652,16106
313051542,2767,3020,5787,380,402,786,182,193,373,54,75,131,1526,1661,3184,8,9,18,14,21,38,8,8,11,17,11,25,8,10,16,0,0,0,1818,1987,3802,211,256,460,36,26,67,2448,2670,5122,410,440,850,5624,6128,11757
314011382,4614,4851,9464,279,335,610,115,107,220,55,64,123,1610,1704,3312,21,22,44,13,18,32,16,6,23,13,11,24,12,15,30,0,0,0,1861,1951,3810,204,208,412,43,32,68,2380,2525,4903,288,303,589,7283,7676,14959
314011383,4267,4248,8514,507,568,1077,181,182,360,93,94,185,2795,3002,5797,29,28,63,51,48,101,14,17,31,34,25,57,20,21,46,0,0,0,3214,3421,6635,241,260,503,60,55,112,4015,4308,8320,248,215,460,8537,8764,17301
314011384,2425,2381,4813,183,173,356,38,45,88,16,12,29,985,1006,1991,7,4,6,19,15,31,3,9,13,8,7,22,4,0,6,0,0,0,1076,1094,2170,46,55,103,10,13,23,1319,1340,2653,280,252,534,4028,3972,7996
314011385,2397,2427,4823,103,131,228,55,49,105,26,29,54,824,838,1658,11,10,24,8,15,26,5,8,11,11,8,15,16,3,20,0,0,0,960,961,1919,101,117,218,27,30,55,1184,1233,2415,118,123,242,3697,3781,7477
314011386,6768,6959,13722,534,538,1069,160,162,321,70,75,144,2332,2397,4732,37,35,73,35,49,89,24,34,60,32,25,61,36,37,71,0,0,0,2730,2819,5551,275,322,599,57,56,110,3599,3733,7329,359,331,692,10724,11021,21747
314011387,3531,3475,7002,279,277,553,90,93,181,43,40,86,1145,1203,2344,6,8,15,8,18,21,3,5,7,11,16,30,13,9,14,0,0,0,1322,1387,2705,114,129,245,24,22,46,1742,1815,3551,315,294,609,5576,5581,11159
314021388,4958,5079,10041,813,924,1736,193,207,398,70,83,156,3280,3559,6839,26,32,54,36,36,72,26,26,50,30,31,61,16,20,39,0,0,0,3684,3997,7679,327,414,742,106,117,225,4929,5448,10375,701,782,1483,10591,11306,21898
314021389,3005,3217,6228,441,476,915,175,189,369,86,84,170,2884,3127,6012,21,21,37,52,50,103,18,18,32,40,39,80,14,27,44,0,0,0,3283,3561,6838,387,398,783,110,114,219,4218,4546,8765,448,413,863,7671,8174,15849
314021390,4250,4487,8738,1388,1621,3008,508,546,1053,259,284,547,4141,4555,8701,114,111,221,100,102,199,46,40,83,68,83,148,61,53,118,0,0,0,5296,5774,11073,1287,1355,2642,196,225,421,8166,8975,17143,704,724,1431,13125,14185,27311
314031391,2583,2717,5300,191,207,400,85,85,172,29,40,71,1256,1354,2613,9,4,12,9,14,19,11,9,12,11,14,25,4,6,14,0,0,0,1422,1527,2946,114,122,230,41,39,80,1766,1889,3653,261,256,522,4605,4868,9477
314031392,1429,1482,2913,78,90,168,50,41,91,15,12,25,864,831,1700,9,5,18,5,7,15,3,11,18,3,0,6,4,3,9,0,0,0,958,924,1876,67,101,172,25,28,53,1128,1141,2272,199,223,424,2759,2857,5615
314031393,2373,2367,4738,125,132,262,47,69,116,26,27,58,1041,1139,2177,16,12,23,4,12,18,11,12,20,10,10,16,4,7,13,0,0,0,1157,1283,2443,91,111,203,25,27,50,1405,1550,2956,213,201,416,3983,4125,8108
314031394,3100,3113,6216,248,266,513,72,73,141,31,34,63,1515,1605,3117,10,13,20,22,11,30,9,9,17,7,3,12,0,4,9,0,0,0,1656,1747,3407,235,300,534,66,38,104,2204,2348,4556,347,303,656,5660,5767,11428
315011395,481,529,1011,4,3,7,5,4,8,0,0,3,50,31,78,0,0,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,65,38,99,0,5,3,4,0,5,73,44,118,20,15,32,573,587,1163
315011396,2148,1951,4100,299,331,629,34,31,68,21,20,35,479,410,889,11,7,23,27,22,52,5,4,7,23,36,56,4,0,4,0,0,0,607,526,1128,48,68,117,34,25,60,986,948,1935,497,359,863,3630,3261,6899
315011397,301,248,550,40,37,72,11,8,25,0,3,6,89,81,169,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,0,0,0,101,107,206,4,6,11,0,8,5,153,155,301,96,74,172,545,473,1024
315011398,624,678,1301,12,9,22,3,0,4,0,0,3,60,78,143,3,0,3,3,0,4,0,0,0,7,7,14,0,0,0,0,0,0,77,91,161,0,8,10,4,6,10,93,116,209,21,13,28,739,799,1538
315011399,876,941,1816,55,67,124,0,4,8,4,6,6,152,153,301,3,0,7,4,0,8,0,0,0,3,9,9,0,0,0,0,0,0,164,174,337,8,7,21,8,14,24,245,261,499,41,42,81,1157,1238,2395
315011400,1590,1371,2961,114,109,221,40,33,71,15,9,25,391,365,760,8,8,19,9,3,14,0,3,7,15,13,25,0,0,0,0,3,3,485,440,920,47,49,93,12,9,20,654,608,1264,1248,306,1558,3494,2291,5781
315011401,841,824,1663,98,140,238,14,17,31,22,13,33,303,315,617,0,4,4,3,11,14,3,3,9,9,6,19,5,4,9,0,0,0,362,376,743,21,28,44,72,59,132,555,604,1162,235,235,478,1638,1661,3299
315011402,1551,1484,3035,54,65,125,12,5,14,0,0,0,223,239,457,4,3,10,8,3,10,0,0,0,7,4,10,0,0,0,0,0,0,251,258,508,4,12,16,64,53,121,376,393,769,91,83,177,2012,1960,3974
315011403,701,573,1271,276,250,523,43,46,88,16,25,40,483,447,930,11,3,18,39,41,78,13,10,22,29,25,50,0,0,3,0,0,0,639,591,1228,36,42,80,20,15,30,966,896,1863,218,173,393,1885,1643,3527
315021404,1457,1430,2886,156,163,320,27,27,55,8,11,23,308,286,598,12,11,25,12,8,13,0,0,0,29,23,47,3,3,6,0,0,0,398,364,760,18,21,33,26,30,59,599,574,1176,189,162,350,2245,2166,4413
315021405,3821,3417,7237,1618,1556,3168,169,177,345,67,70,140,1159,1157,2320,27,25,56,45,33,80,17,12,32,61,58,122,8,9,16,0,0,0,1552,1555,3109,384,428,810,80,70,154,3637,3609,7246,1169,995,2167,8620,8024,16644
315021406,710,588,1296,157,131,287,58,34,94,21,15,35,396,288,681,11,5,18,20,12,33,4,4,17,21,16,35,3,3,3,0,0,0,535,379,916,34,43,75,6,5,9,734,560,1295,296,221,513,1736,1367,3102
315021407,827,731,1551,170,174,339,23,14,42,7,7,13,309,277,583,0,0,3,3,3,9,3,3,4,6,11,13,0,0,0,0,0,0,356,323,673,18,26,47,4,3,14,542,528,1074,145,123,271,1509,1385,2898
315031408,1417,1373,2796,245,282,530,31,33,61,3,4,6,310,317,631,4,6,8,3,0,4,0,0,0,5,5,12,0,0,0,0,0,3,366,365,723,24,31,52,10,15,28,642,688,1332,174,157,327,2233,2221,4450
315031409,1122,1083,2202,277,300,577,22,35,58,5,11,16,268,320,588,3,3,5,0,6,8,0,4,4,11,11,23,0,0,0,0,0,0,321,387,701,55,59,110,21,8,33,670,755,1424,165,181,350,1960,2020,3979
315031410,546,436,988,111,108,217,28,27,51,12,12,21,187,183,368,7,14,14,9,6,9,0,0,0,5,13,19,0,0,0,0,0,0,235,252,484,6,23,33,3,3,10,365,380,745,139,122,256,1049,940,1990
315031411,773,680,1459,167,177,343,31,36,67,12,5,24,197,221,413,11,10,16,3,3,3,0,0,3,3,3,7,0,0,0,0,0,0,263,274,540,11,22,28,7,8,19,448,487,931,127,100,229,1348,1269,2612
315031412,888,881,1765,234,255,491,29,28,58,3,4,12,284,360,641,9,4,14,7,5,13,3,4,3,11,11,25,3,0,3,0,0,0,343,426,768,20,32,51,13,11,23,612,718,1328,174,168,338,1675,1766,3434
316011413,3721,4299,8021,341,400,738,185,203,394,118,145,258,2061,2372,4434,33,37,67,38,50,88,22,36,60,22,18,47,25,28,56,0,0,0,2504,2892,5395,243,307,547,72,93,167,3166,3688,6847,426,529,953,7312,8512,15824
316011414,3456,3728,7185,359,383,743,216,271,489,129,151,279,2149,2537,4682,47,56,105,57,62,117,30,34,60,17,29,47,26,25,45,0,0,0,2671,3162,5831,364,418,780,58,60,117,3448,4017,7470,423,408,834,7326,8156,15481
