SA2_MAINCODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
301011003,18,44,61,81,69,42,19,0,0,328,14,29,62,91,80,50,20,0,0,352,485,681,1300,1601,1786,1230,256,18,3,7349
301011004,16,53,97,83,83,80,17,0,0,436,26,37,84,108,85,62,13,9,0,417,522,914,1955,1835,1920,1502,325,25,0,8995
301011005,4,9,18,13,12,9,3,0,0,65,11,8,17,18,12,13,3,0,0,74,90,151,399,417,384,326,67,3,0,1836
301011006,14,24,46,27,55,41,6,0,0,215,12,16,22,47,58,43,4,3,0,221,449,567,814,1234,1654,1048,193,15,3,5975
301021007,8,27,39,39,47,59,13,3,0,242,13,29,46,56,70,63,23,3,0,312,474,577,979,1177,1628,1373,330,49,9,6590
301021008,3,4,14,10,32,25,6,0,0,107,3,5,17,22,28,28,7,0,0,112,202,221,352,542,766,550,126,9,3,2771
301021009,13,33,67,63,76,32,14,3,0,308,24,33,52,92,80,51,12,0,0,361,523,617,1324,1739,1875,1103,232,20,0,7440
301021011,10,20,48,55,37,22,7,0,0,203,7,15,40,40,34,33,6,0,0,177,242,312,932,1162,952,551,128,10,3,4286
301021012,9,45,61,65,94,57,7,0,0,340,27,21,48,55,76,60,17,0,0,305,608,728,1247,1590,1929,1215,186,13,0,7515
301021013,18,32,60,53,72,44,5,0,0,295,14,22,38,63,62,52,13,0,0,270,558,553,1045,1338,1734,1114,241,28,3,6614
301021527,0,0,9,11,20,20,6,0,0,71,3,10,14,17,34,36,8,0,0,130,118,108,246,401,639,726,216,23,3,2489
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
301031015,11,8,22,18,29,23,6,0,0,124,6,14,24,41,48,31,10,0,0,171,200,275,496,807,1006,633,151,16,5,3598
301031016,18,17,54,48,56,32,9,0,0,233,9,25,35,56,45,31,10,0,3,213,383,468,955,1402,1376,818,156,23,3,5577
301031017,4,10,28,22,12,9,0,0,0,90,4,9,8,30,22,22,0,0,0,98,101,203,583,576,424,286,47,4,3,2224
301031018,8,17,51,42,39,37,11,0,0,209,13,13,39,58,32,21,6,0,0,191,236,379,1067,1130,965,604,140,11,0,4536
301031019,3,11,34,43,32,25,3,0,0,161,9,12,34,70,46,21,9,0,0,206,229,306,882,1529,1111,508,105,0,3,4677
301031020,12,14,58,46,56,30,3,0,0,234,12,17,59,59,92,39,11,0,4,296,383,485,1132,1540,1675,992,172,14,3,6400
301031021,21,25,58,88,66,49,11,0,0,320,20,25,84,91,63,40,11,5,0,339,429,596,1557,1804,1556,952,202,17,0,7120
302011022,4,28,46,35,27,17,7,0,0,171,10,20,29,33,19,16,5,0,0,126,187,320,894,912,765,463,95,3,0,3639
302011023,8,14,22,24,30,29,7,0,0,134,7,13,22,31,41,25,6,0,0,157,303,373,531,841,1157,717,197,21,0,4142
302011024,0,20,35,28,30,19,7,0,0,139,4,18,59,48,28,14,6,4,0,182,201,423,1041,941,879,621,164,19,3,4303
302011025,3,30,43,29,26,25,8,3,0,166,4,15,47,27,24,12,4,0,0,140,213,560,1371,1075,811,524,140,18,3,4717
302011026,3,21,22,25,32,26,4,0,0,131,5,12,20,33,17,8,5,0,0,102,276,402,715,894,911,650,139,16,0,4000
302021027,9,25,50,37,47,31,14,0,0,204,9,20,36,60,35,37,16,5,0,223,310,535,1149,1352,1306,916,260,36,7,5876
302021028,7,24,57,22,17,20,0,0,0,145,3,13,57,32,22,14,5,0,0,151,124,609,1598,864,576,442,82,15,0,4318
302021029,4,5,39,34,28,14,0,0,0,129,5,10,20,22,21,9,0,0,0,99,174,291,690,684,717,422,89,16,0,3085
302021030,3,12,26,20,14,9,0,0,0,89,7,8,18,28,15,16,5,0,0,95,95,177,560,567,428,266,65,3,3,2156
302021031,11,44,66,40,38,29,10,3,0,250,7,21,65,65,55,24,7,6,0,255,365,847,2118,1865,1560,805,140,19,0,7714
302021032,4,29,38,19,32,19,7,0,0,153,0,9,36,20,17,19,0,0,0,107,123,448,1154,747,566,332,66,5,0,3455
302021033,8,9,26,21,21,14,6,0,0,113,3,15,24,30,17,6,3,0,0,96,179,322,752,721,719,445,104,14,0,3248
302021034,7,7,39,28,35,22,7,3,0,148,5,8,40,36,34,23,5,0,0,158,239,387,1188,1414,1132,665,117,11,3,5162
302031035,12,17,51,34,35,28,10,0,0,187,13,18,55,27,41,23,5,0,0,188,266,410,1063,973,918,712,166,17,0,4517
302031036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,12,10,11,0,0,0,53
302031037,0,0,3,3,10,5,3,0,0,16,0,0,4,7,10,0,0,0,0,17,7,59,115,95,111,81,18,0,0,487
302031038,0,16,43,31,18,15,4,0,0,128,8,15,34,33,25,19,8,0,0,140,134,338,1108,872,641,448,95,3,0,3645
302031039,4,16,38,45,37,19,11,0,0,166,10,23,57,41,35,23,3,4,0,208,266,404,1126,1344,996,606,116,11,3,4870
302031040,5,38,96,53,38,35,10,0,0,276,4,36,88,46,33,17,3,3,0,236,201,928,2692,1528,1070,730,133,13,0,7298
302041041,19,37,68,73,71,39,7,0,0,315,16,31,66,81,62,40,8,0,0,302,572,807,1804,1999,1803,1182,225,9,0,8394
302041042,16,19,30,33,42,28,12,0,0,174,6,12,26,48,42,20,13,0,0,168,244,289,804,1205,1229,731,152,12,0,4657
302041043,3,11,19,12,17,10,3,0,0,78,3,5,16,22,19,15,0,0,3,91,83,125,325,461,427,248,42,4,4,1714
302041044,7,10,9,16,24,16,7,3,0,98,4,10,9,29,24,18,8,0,0,98,208,212,331,737,920,503,91,22,0,3026
302041045,0,17,55,47,41,21,5,0,0,187,10,22,61,47,44,32,4,3,3,225,224,561,1795,1409,1087,721,138,13,3,5955
302041046,5,23,46,37,22,22,3,0,0,164,3,26,72,35,42,20,5,6,0,220,174,542,1364,894,652,462,79,10,0,4181
303011047,0,22,42,44,33,20,5,0,0,173,3,14,31,55,45,20,5,3,0,178,312,565,1300,1662,1370,619,133,13,3,5977
303011048,5,21,33,28,23,13,3,0,0,132,4,26,43,37,32,14,0,0,0,152,128,346,876,779,542,312,48,3,0,3037
303011049,3,26,75,53,39,27,13,0,0,236,6,14,56,44,33,20,5,0,4,195,244,572,1647,1365,1040,689,165,12,3,5737
303011050,4,19,31,27,21,14,3,0,0,120,9,15,33,36,24,9,10,0,0,131,180,404,1056,783,595,430,103,6,4,3565
303011051,6,23,50,46,63,56,9,0,0,254,18,24,54,54,63,34,11,4,0,271,557,881,1176,1507,2003,1555,317,34,0,8028
303021052,4,38,73,32,35,21,4,3,0,216,11,19,64,57,27,23,4,0,0,206,258,959,2160,1344,960,593,106,3,0,6393
303021053,12,41,93,55,54,28,7,0,0,287,10,27,85,56,58,23,13,0,0,279,330,1046,2912,2024,1638,989,228,28,3,9200
303021054,3,9,13,8,11,11,0,0,0,55,3,15,36,19,21,10,0,0,0,104,120,427,766,456,453,233,38,0,0,2503
303021055,7,24,53,44,21,11,6,0,0,170,3,25,64,33,25,7,6,0,0,168,166,739,1941,1178,775,446,119,11,0,5381
303021056,5,23,26,30,35,16,7,0,0,145,3,20,32,28,33,13,3,0,0,141,201,389,952,1102,909,464,104,11,0,4132
303021057,3,12,48,31,23,19,3,0,0,151,4,12,34,20,18,15,3,0,0,105,146,370,884,853,640,410,86,12,3,3397
303021058,3,11,38,6,19,6,3,0,0,90,4,12,43,21,10,10,0,0,0,101,117,508,1098,538,398,221,53,0,0,2939
303021059,0,15,30,34,31,17,5,3,0,137,3,18,25,31,21,14,10,5,0,125,222,605,1250,1024,994,630,157,32,3,4909
303031060,8,24,69,54,48,32,15,3,0,265,3,52,130,73,44,38,6,0,0,337,282,783,2131,1618,1274,894,201,22,5,7205
303031061,0,10,29,31,23,11,6,0,0,104,3,17,39,33,19,6,4,0,4,122,105,335,747,470,398,272,95,6,4,2434
303031062,3,16,30,36,34,23,7,0,0,156,0,19,32,39,22,16,4,0,0,141,253,415,697,985,1001,523,134,10,0,4018
303031063,10,19,80,66,47,33,5,0,0,266,9,15,81,46,45,30,9,0,0,234,348,788,2140,1812,1393,829,186,22,0,7509
303031064,4,5,19,15,22,21,3,0,0,96,8,11,27,26,38,14,5,3,0,127,203,256,673,772,722,398,100,15,0,3141
303031065,9,18,44,42,29,18,5,0,0,166,6,34,42,34,24,13,4,0,0,161,234,569,1282,886,657,394,88,16,0,4127
303031066,4,18,41,36,41,17,5,4,0,173,9,12,44,47,40,30,10,0,3,193,329,426,952,1202,1258,724,179,26,3,5097
303041067,4,13,28,25,20,7,4,0,0,108,4,16,48,24,16,9,7,0,0,130,103,309,820,498,403,271,53,6,0,2458
303041068,9,14,62,43,41,24,3,3,0,192,11,34,60,39,29,21,12,0,0,197,229,590,1557,1281,1102,576,112,19,0,5460
303041069,0,16,19,9,11,6,6,0,0,73,3,21,40,20,17,7,3,0,0,104,79,309,655,415,355,220,81,10,0,2116
303041070,6,12,37,34,26,12,0,0,0,127,5,22,38,35,27,21,0,0,0,142,190,352,919,913,654,405,50,3,0,3486
303041071,3,11,42,38,35,20,4,0,0,165,10,15,33,52,48,19,12,3,0,190,302,464,1045,1492,1250,674,156,18,4,5401
303051072,6,9,49,30,35,22,5,0,0,154,11,27,52,52,44,25,12,0,0,221,184,319,1088,1005,758,567,139,9,0,4068
303051073,15,31,104,94,76,46,4,0,0,373,21,47,158,124,90,55,11,4,0,511,435,955,2997,2299,1909,1242,220,23,0,10085
303051074,11,19,30,28,25,9,0,0,0,125,4,11,24,32,30,10,3,0,0,120,136,227,593,625,550,266,39,6,3,2452
303051075,26,30,64,80,59,42,3,0,0,312,24,31,86,99,60,28,9,0,0,341,491,633,1771,2062,1701,952,144,3,0,7765
303051076,6,20,53,36,42,17,0,0,0,183,12,31,62,39,37,21,4,0,0,211,173,462,1082,810,717,447,92,4,0,3784
303061077,7,11,25,23,21,20,3,0,0,114,15,17,39,41,39,28,7,0,0,181,186,331,805,922,785,472,111,11,0,3614
303061078,15,36,97,67,53,20,6,0,0,295,4,42,149,65,57,34,16,0,0,364,254,754,2199,1531,1114,778,144,11,0,6786
303061079,5,8,44,41,23,27,5,0,0,150,7,33,87,56,46,27,6,3,0,266,140,497,1224,745,570,447,115,21,0,3754
303061080,10,29,88,70,52,35,8,0,0,298,11,51,154,90,70,45,15,0,0,433,296,823,2197,1698,1394,1004,290,24,7,7733
304011081,8,8,43,37,38,19,8,0,0,155,7,12,18,27,30,24,11,0,0,131,212,307,664,871,875,575,234,21,0,3762
304011082,7,17,25,39,28,20,3,0,0,147,11,5,37,43,27,26,7,0,0,154,170,302,715,844,825,605,138,3,3,3603
304011083,4,10,25,27,17,9,7,0,0,104,0,3,30,20,12,16,3,0,0,80,80,181,579,514,380,327,74,0,0,2143
304011084,5,8,34,29,47,21,6,0,0,155,11,9,22,35,29,28,10,5,0,150,280,341,743,1274,1216,818,152,14,0,4846
304011085,3,8,3,8,21,12,8,0,0,62,0,0,9,16,20,8,3,0,0,63,170,212,286,448,590,473,131,6,0,2314
304021086,13,25,24,45,45,23,6,3,0,184,9,13,30,34,48,24,12,0,0,168,351,428,804,1259,1335,693,212,19,5,5105
304021087,4,9,5,14,21,21,3,0,0,79,15,18,15,28,31,26,16,0,0,153,220,306,266,562,926,638,204,29,0,3154
304021088,5,14,25,29,25,18,6,3,0,131,10,10,16,42,29,14,10,8,0,138,285,472,682,1159,1193,892,311,22,0,5019
304021089,3,4,0,7,15,3,0,0,0,36,4,4,9,22,19,12,5,4,0,71,128,177,165,446,576,319,97,13,0,1921
304021090,11,6,25,36,29,26,6,3,0,140,8,13,19,30,39,16,14,4,0,136,256,352,670,1025,1084,615,240,45,3,4290
304021091,3,11,9,9,22,13,8,0,0,69,3,3,10,24,36,13,6,3,0,101,179,212,236,567,798,470,163,21,0,2642
304031092,3,6,19,18,26,8,6,0,0,89,13,8,23,29,29,16,7,3,0,138,245,312,596,921,924,546,145,23,3,3716
304031093,8,8,18,10,22,11,4,0,0,77,3,4,15,24,21,6,3,0,0,78,130,235,468,534,549,347,91,10,0,2358
304031094,5,28,52,26,23,19,10,0,0,160,6,30,43,36,31,22,3,0,0,185,256,1098,1495,1136,988,717,205,25,7,5924
304031095,4,12,23,11,22,5,3,0,0,84,3,14,25,15,13,6,0,0,0,75,143,309,704,658,626,398,98,15,0,2951
304031096,21,31,29,11,10,9,0,0,0,112,11,36,32,18,9,13,6,3,0,137,682,1089,959,655,518,450,201,32,3,4583
304031097,8,25,41,20,10,13,4,0,0,126,9,21,35,21,5,4,6,3,0,106,190,902,1512,832,536,428,153,23,3,4587
304041098,8,27,40,18,19,19,3,0,0,134,6,19,30,20,16,15,0,0,0,113,298,927,1354,961,716,355,65,9,0,4684
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11
304041100,3,12,24,34,26,15,3,0,0,114,6,8,18,25,14,17,5,3,0,91,157,234,711,804,595,394,104,7,3,3002
304041101,9,13,34,25,24,26,3,0,0,130,0,11,20,37,23,19,9,0,0,115,206,346,991,1199,878,492,100,5,0,4217
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,17,33,40,56,72,34,16,7,0,262,17,19,32,59,52,38,12,7,0,237,511,673,1095,1929,2158,1348,362,35,3,8114
304041104,4,10,29,34,45,18,10,0,0,148,3,6,26,34,25,12,5,0,0,111,335,377,927,1345,1172,644,132,9,0,4942
305011105,5,21,50,17,15,16,8,0,0,137,3,43,100,35,29,28,4,6,0,266,167,841,2157,853,685,498,160,23,3,5397
305011106,5,30,64,28,9,10,3,0,0,148,3,27,73,22,15,5,0,0,0,145,98,736,2274,825,343,215,46,4,0,4539
305011107,5,12,27,23,11,13,0,0,0,88,10,16,33,26,25,18,5,0,0,135,161,482,932,620,677,404,88,16,0,3377
305011108,3,18,39,22,21,16,3,0,0,122,4,18,63,33,28,21,9,5,0,181,131,579,1899,869,639,533,231,33,3,4921
305011109,4,21,54,48,37,21,5,0,0,182,5,29,81,54,44,27,19,3,0,254,122,749,2625,1491,1098,765,238,37,3,7130
305011110,0,15,30,24,6,10,0,0,0,90,3,18,57,26,22,4,0,3,0,142,105,563,1472,749,466,328,96,16,0,3796
305011111,0,19,39,16,3,4,0,0,0,87,4,21,61,19,12,6,0,0,0,122,89,535,1561,553,369,233,62,7,4,3411
305011112,6,18,28,27,29,11,12,0,0,132,4,33,61,44,39,11,3,3,0,190,173,645,1625,1182,929,561,123,15,3,5256
305021113,0,5,17,18,13,11,4,0,0,73,3,3,21,18,14,9,3,0,0,74,97,211,533,606,524,310,51,6,0,2339
305021114,5,10,30,18,18,9,0,0,0,87,3,10,37,38,28,19,3,5,0,141,160,270,880,898,889,430,92,15,0,3637
305021115,3,19,45,14,11,11,0,0,0,111,3,19,34,35,20,10,0,0,0,121,127,518,1200,618,497,298,68,15,0,3342
305021116,0,10,16,19,15,9,3,0,0,74,7,10,28,20,24,16,0,0,0,98,148,275,666,705,621,337,70,9,0,2821
305021117,13,40,93,57,23,15,3,0,0,243,13,33,96,59,39,24,3,3,3,267,287,831,2591,1805,1176,588,123,12,5,7418
305021118,5,18,35,17,28,23,6,0,0,129,3,6,24,28,18,15,5,0,0,101,147,350,935,885,797,396,106,8,3,3629
305031119,0,6,26,12,8,13,0,0,0,57,3,3,20,17,9,4,0,0,0,54,69,205,622,319,241,168,41,8,0,1669
305031120,0,14,32,26,14,14,4,0,0,107,0,14,28,31,20,8,5,0,0,107,152,484,939,787,697,338,82,11,0,3488
305031121,3,10,21,11,15,7,6,0,0,76,5,5,28,27,25,11,10,0,0,104,115,246,649,543,661,432,150,25,3,2814
305031122,10,30,61,37,36,22,10,0,0,205,14,27,73,48,37,15,12,3,3,228,270,609,1685,1235,1092,702,208,20,4,5815
305031123,0,9,13,14,12,7,0,0,0,61,3,6,10,19,22,3,3,0,0,70,132,186,376,663,627,255,50,3,0,2288
305031124,3,10,39,23,14,20,5,0,0,117,0,16,38,29,31,25,9,3,0,153,123,392,1051,677,677,466,170,42,0,3593
305031125,0,12,22,12,23,10,3,0,0,84,4,4,22,20,28,15,6,0,0,104,124,220,464,517,637,409,110,5,0,2490
305031126,3,26,33,28,8,11,3,0,0,116,8,30,49,26,23,4,3,0,0,147,292,947,1503,852,587,289,71,9,0,4553
305031127,4,9,28,14,15,5,4,0,0,85,9,19,30,22,19,11,0,0,0,102,161,473,838,517,512,265,59,0,5,2833
305031128,8,22,78,39,33,18,4,0,0,205,5,29,86,35,33,27,7,0,0,217,122,785,3010,1334,824,607,182,23,0,6877
305031129,3,4,10,15,11,3,0,0,0,54,5,3,10,7,14,6,3,0,0,55,104,236,488,488,524,248,63,10,3,2169
305031130,5,14,38,22,26,17,3,0,0,127,5,18,63,31,24,4,3,0,0,150,143,627,1435,907,682,343,92,12,0,4247
305031131,10,20,49,36,27,22,5,0,0,168,6,23,68,38,30,12,8,5,0,184,231,710,1669,1199,1016,546,121,13,3,5496
305041132,12,28,35,37,36,22,8,0,0,183,13,25,33,42,47,19,10,3,0,178,461,804,1246,1629,1740,958,207,18,0,7066
305041133,3,15,17,12,15,8,3,0,0,69,5,11,33,23,27,13,7,0,0,117,142,523,1030,577,477,297,116,4,0,3176
305041134,6,14,27,31,47,15,4,0,0,141,12,10,27,21,35,13,9,3,0,137,316,460,871,1236,1333,641,181,27,0,5065
305041135,5,21,52,42,27,16,3,0,0,164,10,31,58,41,24,12,3,0,0,189,240,958,2113,1346,1028,652,177,17,4,6522
305041136,9,17,21,14,19,5,3,0,0,99,3,12,21,26,22,6,4,0,0,106,136,432,1015,717,594,319,76,3,0,3293
305041137,3,37,62,25,17,12,3,0,0,152,7,24,54,26,30,16,5,0,0,157,232,1073,1920,1056,752,551,174,22,0,5789
306011138,3,8,24,36,19,25,3,0,0,122,6,9,14,29,21,20,7,0,0,106,195,167,470,719,750,467,89,12,3,2870
306011139,7,15,50,54,43,23,11,0,0,194,3,11,42,39,50,34,15,0,0,189,259,302,851,1182,1399,978,230,15,0,5224
306011140,3,7,9,8,11,12,8,0,0,60,0,5,3,18,17,3,0,3,0,47,97,117,302,441,519,347,95,7,0,1926
306011141,24,22,42,59,55,26,4,3,0,239,16,15,29,50,39,31,11,6,3,202,480,451,1074,1673,1689,935,172,9,3,6484
306011142,13,28,58,75,46,33,11,0,0,261,6,18,56,57,50,28,9,0,0,231,352,579,1552,1669,1567,1060,217,14,3,7012
306011143,3,4,22,31,13,10,5,0,0,94,7,4,22,24,37,19,9,0,0,114,134,200,519,592,672,558,147,21,0,2842
306021144,8,33,47,48,36,7,0,0,0,183,14,12,48,35,34,9,9,0,0,159,246,347,893,911,754,398,79,3,0,3629
306021145,0,22,57,36,34,14,6,0,0,169,3,31,68,50,33,29,14,4,3,229,180,616,1749,1060,898,622,200,23,6,5358
306021146,9,25,45,30,40,24,16,0,0,192,9,17,27,34,33,21,8,3,0,159,222,275,637,876,821,683,220,26,0,3762
306021147,17,28,78,63,33,28,7,0,0,246,16,20,57,58,49,36,7,0,0,238,324,432,1053,1134,1004,573,125,5,3,4660
306021148,15,28,33,46,42,24,6,0,0,199,9,15,33,31,36,16,20,3,0,154,239,323,696,876,962,653,144,37,9,3931
306021149,11,8,37,54,38,32,17,3,0,198,11,14,23,44,32,25,9,0,0,149,268,335,847,1075,1068,768,183,14,0,4561
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,7,29,21,16,8,3,0,0,89,13,18,31,21,21,5,3,0,0,103,116,203,491,503,423,303,82,0,0,2121
306021152,4,9,16,16,17,11,5,0,0,79,3,12,15,16,34,14,3,5,0,92,94,182,456,421,414,303,87,10,5,1970
306021153,12,19,41,33,43,20,9,0,0,170,8,14,29,41,31,10,11,3,0,147,262,327,805,973,1026,606,115,11,0,4129
306021154,3,18,34,34,26,25,3,0,0,138,6,17,30,21,25,17,7,3,0,124,94,279,754,510,453,349,71,11,0,2521
306021155,8,17,27,22,22,13,4,0,0,115,4,5,22,19,27,20,4,0,3,97,123,183,445,435,390,294,66,3,3,1939
306021156,3,14,35,37,29,29,7,0,0,154,8,8,17,31,32,25,5,3,0,128,211,260,615,924,1077,748,193,22,0,4055
306021157,0,11,17,24,29,13,3,0,0,89,5,6,14,19,16,20,0,3,0,77,111,204,413,411,362,342,73,6,3,1919
306031158,0,10,15,18,8,9,7,0,0,73,6,6,9,11,21,21,6,3,0,85,88,121,239,366,466,427,140,29,7,1892
306031159,12,13,23,38,35,27,10,0,0,153,17,26,37,26,28,30,6,3,0,174,244,319,708,603,771,673,177,35,4,3531
306031160,5,16,36,18,28,17,7,0,0,127,8,18,43,34,42,35,11,5,0,194,193,234,568,651,875,782,209,45,3,3559
306031161,14,23,23,30,35,32,4,0,0,152,13,26,43,33,62,28,16,0,0,218,257,385,783,827,1071,972,249,45,0,4589
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,3,4,16,9,10,0,0,0,0,44,3,8,4,5,0,0,0,0,0,19,13,43,87,75,86,39,5,0,0,343
306041164,3,7,20,25,18,20,0,0,0,95,9,14,18,38,46,23,11,7,0,159,151,150,403,599,698,561,149,31,7,2742
306041165,3,3,22,21,26,11,9,0,0,94,3,8,32,16,25,20,5,0,0,109,91,196,671,543,583,479,157,22,5,2746
306051166,21,26,35,43,39,22,12,0,0,196,15,19,29,28,31,30,18,9,0,172,330,359,706,848,1000,844,238,36,3,4377
306051167,0,3,7,14,8,16,9,0,0,58,6,5,13,18,21,28,14,8,0,96,91,92,205,286,437,448,129,25,0,1709
306051168,5,3,10,16,12,9,3,0,0,48,10,6,9,19,23,20,8,3,0,95,77,55,209,396,523,436,120,14,0,1823
306051169,11,4,14,21,28,22,8,0,0,108,7,12,22,19,34,24,21,14,0,148,228,157,447,634,909,840,296,57,3,3570
306051170,16,21,46,31,44,25,10,0,0,195,19,22,26,28,36,27,7,0,0,160,291,385,835,845,997,742,214,32,8,4343
307011171,4,14,13,20,12,7,3,0,0,75,16,3,13,21,17,22,4,0,0,92,116,154,389,422,486,398,143,31,6,2149
307011172,3,17,26,20,31,21,10,0,0,134,8,7,49,24,27,22,8,4,0,153,239,310,751,731,729,477,184,32,7,3457
307011173,10,24,41,24,45,21,7,0,0,175,13,11,31,36,28,23,15,0,0,154,197,274,617,623,626,501,137,20,7,3009
307011174,0,4,8,3,0,5,0,0,0,25,0,3,6,4,15,10,0,3,0,49,67,119,328,315,433,386,138,40,7,1837
307011175,3,8,8,7,5,4,0,0,0,29,3,3,12,15,18,16,4,5,0,79,86,142,433,401,429,308,140,42,4,1982
307011176,13,26,43,25,24,7,8,0,0,148,19,24,36,32,29,24,3,0,0,158,227,351,951,642,649,442,95,12,4,3373
307011177,3,7,16,14,13,11,3,0,0,71,12,17,29,31,21,27,16,6,0,158,129,202,473,590,665,556,258,92,12,2982
307011178,0,3,0,7,0,9,0,3,0,27,9,0,3,5,13,14,5,3,0,54,57,100,198,242,317,297,112,44,3,1375
307021179,11,10,13,10,17,15,3,0,0,78,12,5,21,26,27,26,15,6,0,148,185,184,494,593,813,731,301,53,6,3360
307021180,9,18,23,14,16,14,3,0,0,101,10,19,27,29,39,30,11,9,0,167,230,348,578,659,776,639,185,44,13,3481
307021181,4,3,5,7,14,3,0,0,0,48,6,7,10,15,15,11,3,6,0,66,73,113,222,243,333,292,99,29,9,1406
307021182,4,8,26,11,28,11,7,0,0,105,14,8,16,23,29,17,6,5,0,123,188,215,431,454,606,447,172,38,9,2560
307021183,40,45,57,67,54,47,22,0,0,329,29,31,58,62,61,54,27,8,5,328,552,698,1430,1614,1596,1203,416,75,16,7608
307031184,9,8,22,20,9,9,5,0,0,80,5,5,22,16,23,23,15,9,0,119,119,150,312,412,467,443,226,39,3,2172
307031185,12,5,10,11,16,10,3,0,0,70,3,7,8,15,22,15,11,4,0,82,130,97,222,351,471,430,133,50,12,1887
307031186,7,4,11,17,23,7,7,0,0,72,5,5,10,23,20,20,11,0,0,109,130,125,189,356,480,427,191,32,6,1934
307031187,4,5,14,13,24,18,8,0,0,94,10,4,20,11,9,12,3,0,0,71,135,148,349,372,418,401,114,17,3,1948
307031188,14,4,15,17,16,16,6,0,0,87,10,5,19,24,23,23,7,3,0,111,137,132,322,444,545,518,184,32,4,2325
307031189,12,40,50,59,27,44,10,0,0,245,14,19,41,30,41,42,15,5,4,219,498,614,1063,1117,1374,1070,251,36,5,6031
308011190,12,16,43,13,19,13,0,0,0,123,4,8,18,21,22,11,3,0,0,91,152,321,851,786,692,449,101,17,0,3368
308011191,12,14,27,18,9,12,8,0,0,102,6,14,14,43,19,23,9,3,0,137,153,249,753,796,839,625,206,37,8,3667
308011192,24,60,108,70,63,37,12,0,0,370,15,28,60,33,53,28,10,0,0,231,432,666,1670,1514,1372,789,156,18,5,6615
308031205,0,32,40,26,16,17,4,0,0,135,5,16,33,28,18,15,0,4,0,120,193,380,708,524,538,356,61,6,0,2766
308031206,0,0,3,9,7,4,0,0,0,30,3,3,4,14,15,3,3,3,0,47,35,35,111,188,211,167,43,12,4,806
308031207,5,15,11,22,16,10,3,0,0,84,7,7,19,15,15,20,5,0,0,85,105,157,329,386,464,407,88,15,0,1944
308031208,11,18,41,34,33,26,7,4,0,176,6,15,20,23,32,15,0,0,0,115,337,451,926,832,975,654,132,10,0,4321
308031209,10,11,22,31,27,24,0,0,0,130,9,11,5,15,22,12,3,0,0,78,217,151,314,527,617,383,66,6,0,2275
308031210,17,36,76,41,23,24,4,0,0,221,9,35,44,31,30,15,4,0,0,168,321,567,1401,1003,955,660,87,10,3,5012
308031211,3,7,21,10,16,13,7,0,0,83,3,8,25,16,15,11,0,0,0,77,129,236,510,465,420,273,46,3,0,2077
308031212,0,0,3,3,4,3,0,0,0,23,0,3,6,8,6,16,0,0,0,43,44,54,99,139,204,194,41,5,0,780
308031213,7,25,44,39,56,33,6,0,0,211,13,10,43,30,27,18,4,0,0,134,343,454,1086,1060,999,689,107,3,0,4744
308031214,8,16,25,15,15,25,7,0,0,105,11,15,23,12,12,12,0,0,0,75,147,236,531,422,433,304,54,4,0,2131
308031215,10,21,31,35,32,20,3,0,0,149,6,13,23,16,15,12,3,3,0,91,185,331,699,648,613,446,70,8,3,2991
308031216,8,15,21,16,19,16,8,0,0,103,3,9,17,19,12,7,3,4,0,76,194,288,590,464,559,412,111,12,0,2625
308031217,0,6,6,8,16,9,6,5,0,54,0,3,13,12,7,9,4,0,0,53,73,117,259,211,256,222,45,11,0,1200
308031218,7,4,11,14,15,10,3,0,0,68,5,6,7,8,19,14,6,0,0,65,103,87,210,276,396,310,63,11,0,1471
308031219,3,9,12,13,13,10,0,0,0,63,3,7,12,16,16,23,5,3,0,80,119,110,217,394,484,453,114,19,3,1905
308031220,3,6,12,8,15,15,0,0,0,62,3,4,12,13,14,9,5,3,0,64,99,102,214,267,360,284,111,22,3,1457
