SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,21
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,28
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,4,3,3,0,24
SAL51500,5,0,11,0,4,19,0,5,0,46,0,4,6,0,8,5,5,12,14,56,78,148,131,88,193,192,74,214,30,1150
SAL51501,4,3,0,0,0,9,0,4,0,35,0,5,0,0,5,4,5,3,7,30,48,97,68,43,72,88,36,104,17,567
SAL51502,6,25,32,11,29,37,15,30,4,196,8,19,10,13,44,49,11,31,39,232,295,833,636,402,1077,1050,333,891,85,5598
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,14,0,26
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,7,0,31
SAL51505,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,11,20,8,9,11,16,5,33,0,118
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,5,5,6,0,14,0,0,0,30,0,0,0,4,8,0,0,3,6,21,21,81,64,40,77,85,31,87,4,499
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,5,0,23
SAL51510,0,5,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,6,13,40,23,13,16,33,4,22,5,162
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,8,3,5,3,0,4,0,29
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,19
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,0,21
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,0,10
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,12
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
SAL51518,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,5,13,19,13,3,11,29,15,44,3,147
SAL51519,0,15,19,7,20,20,6,6,0,98,3,15,13,4,11,27,7,9,12,96,124,322,285,168,495,515,159,363,25,2452
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,8,4,32
SAL51521,0,13,3,4,22,19,7,17,0,78,0,3,5,5,9,10,4,13,9,67,91,331,235,175,396,419,159,362,20,2192
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,4,6,0,6,8,10,0,62
SAL51523,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,9,0,0,5,4,0,4,0,20
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,6,4,13,3,25,4,78
SAL51525,0,19,13,3,8,16,0,5,0,78,0,8,5,4,10,8,0,11,20,75,91,289,224,136,254,294,97,336,36,1745
SAL51526,3,46,31,31,39,45,10,36,6,244,11,40,23,14,54,67,22,27,50,321,262,869,670,464,1043,1090,376,777,107,5666
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,3,3,4,15,0,44
SAL51528,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,14,5,3,8,0,6,5,37
SAL51529,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,10,6,5,15,9,0,15,3,75
SAL51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,13,7,10,6,82
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,4,0,12,0,29
SAL51533,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,7,0,18,13,22,15,6,13,12,104
SAL51534,7,34,22,11,40,38,7,20,3,182,12,20,17,16,50,40,15,39,37,243,254,649,518,354,930,887,276,774,66,4720
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,8,4,7,0,30
SAL51536,0,6,6,4,5,5,4,10,0,35,0,5,3,4,5,8,5,0,11,50,77,175,140,92,182,148,72,249,29,1161
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,6,3,15,0,28
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SAL51540,5,4,0,0,0,8,0,3,0,22,0,0,0,0,0,0,0,0,6,8,29,80,44,36,55,73,33,57,4,415
SAL51541,3,10,11,3,9,19,10,9,0,71,0,5,11,0,13,13,0,12,13,71,80,303,250,147,346,395,122,257,25,1924
SAL51542,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,6,6,6,15,11,0,14,0,58
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,17
SAL51544,5,7,7,5,4,7,4,7,0,39,3,3,6,6,9,11,0,4,13,66,32,234,167,94,207,242,61,166,22,1229
SAL51545,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,13,15,8,0,3,10,8,11,0,69
SAL51546,0,3,10,3,0,0,0,0,0,20,5,0,7,0,3,4,3,6,3,29,27,113,85,63,70,133,40,117,5,660
SAL51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,6,11,0,26,5,72
SAL51548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,7,8,10,0,36
SAL51549,5,26,17,9,31,35,9,19,5,151,3,23,16,16,35,41,8,23,21,177,133,460,340,262,673,718,187,469,50,3297
SAL51550,0,0,5,0,0,3,0,0,0,13,4,0,5,0,0,0,0,0,0,15,8,31,28,17,24,32,17,40,0,205
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,14
SAL51552,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,14,6,5,11,14,3,11,0,75
SAL51553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL51554,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,4,6,0,13,5,11,0,45
SAL51555,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,8,3,0,5,6,5,4,33,0,63
SAL51556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,3,0,9,0,18
SAL51557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,4,0,50,5,66
SAL51558,9,33,38,12,67,60,23,41,5,286,9,25,31,16,63,75,16,50,55,340,303,889,826,523,1655,1582,436,1117,134,7458
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,3,0,20
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51561,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,13,11,3,14,12,7,7,0,81
SAL51562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,10,0,35
SAL51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
SAL51564,3,27,29,10,42,30,13,13,0,158,6,32,23,16,32,37,11,19,44,223,229,1058,932,551,1095,1360,428,889,81,6626
SAL51565,5,12,16,3,12,13,0,6,0,68,6,17,8,12,16,30,8,25,19,149,113,600,417,243,449,705,252,544,40,3356
SAL51566,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,9,0,4,0,26
SAL51567,0,0,0,0,0,0,3,3,0,20,7,7,0,0,7,4,0,4,8,40,44,111,74,57,107,154,55,148,19,769
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,14
SAL51569,5,29,18,12,27,22,10,22,4,148,6,28,10,11,15,24,6,16,17,133,235,702,522,380,648,609,228,582,50,3949
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,18
SAL51572,0,0,3,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,4,0,10,10,11,12,14,0,29,4,92
SAL51573,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,33,19,25,27,21,11,23,5,173
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,13
SAL51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,10
SAL51576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,7,0,14
SAL51577,0,0,0,3,5,13,5,18,0,45,3,4,0,0,0,7,0,14,4,33,31,60,56,27,84,106,62,260,13,709
SAL51578,3,15,14,7,22,8,0,13,6,84,0,13,9,7,17,34,3,18,12,116,108,334,303,189,401,548,205,449,31,2577
SAL51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51580,4,10,11,10,29,24,8,10,0,96,0,24,11,4,26,40,12,20,24,153,122,370,379,246,813,1022,305,593,65,3903
SAL51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,13,6,17,0,57
SAL51582,3,0,0,0,0,0,0,0,0,11,0,0,0,0,4,4,0,0,4,11,22,30,24,17,29,35,15,45,6,212
SAL51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,10,0,19
SAL51584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,6,6,3,19,0,51
SAL51585,0,3,5,0,0,4,0,0,0,14,0,0,5,0,4,6,0,5,4,21,14,46,36,17,42,42,10,62,0,273
SAL51586,0,0,4,0,0,3,0,0,0,8,0,7,0,0,5,0,0,0,4,13,11,37,20,13,31,41,13,34,5,208
SAL51587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,4,0,5,4,15,0,42
SAL51588,6,16,21,10,40,28,10,11,0,144,0,17,23,13,31,33,5,15,37,178,125,458,471,295,839,656,166,352,89,3454
SAL51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,8,5,3,18,0,52
SAL51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,18
SAL51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL51592,4,4,0,0,0,7,0,0,0,22,0,3,4,3,4,8,0,4,4,29,36,51,52,42,91,97,31,104,5,508
SAL51593,0,14,14,6,14,9,0,4,0,64,0,10,13,0,7,16,0,14,5,85,81,308,243,144,269,340,108,248,27,1766
SAL51594,0,4,0,0,4,3,0,5,0,25,0,0,0,0,0,4,3,3,0,10,19,28,26,16,42,41,17,77,4,277
SAL51595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,18
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,19,19,7,27,20,11,35,3,160
SAL51601,0,5,6,0,0,0,0,0,0,17,0,8,3,3,3,11,3,10,3,30,70,92,55,58,95,160,133,309,18,984
SAL51602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,3,5,5,16
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL51606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,4,0,3,0,5,0,27
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,16
SAL51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,13,3,25
SAL51610,4,12,20,4,14,19,4,15,0,99,5,16,8,9,18,22,4,11,23,119,125,380,352,197,467,493,200,355,39,2612
SAL51611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,6,4,5,0,43
SAL51612,8,59,41,26,48,35,12,25,0,252,8,76,54,26,73,99,18,35,39,422,273,1667,1134,706,1837,2002,495,960,96,9166
SAL51613,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,15,10,5,3,12,5,18,0,63
SAL51614,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,5,4,0,17,41,62,40,39,33,82,44,171,5,528
SAL51615,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,8,9,0,9,14,9,17,0,60
SAL51616,3,4,0,0,0,5,5,0,0,17,0,5,3,0,0,6,0,3,0,9,18,65,48,20,45,68,26,45,0,343
SAL51617,3,17,22,14,33,16,7,11,3,122,0,33,23,7,29,39,5,18,30,180,120,579,468,260,652,655,175,374,49,3330
SAL51618,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,5,13,3,10,14,14,4,114,13,191
SAL51619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,17,11,21,12,9,23,5,111
SAL51620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,12,4,13,5,5,4,16,0,65
SAL51621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL51622,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,3,3,5,15,8,6,19,6,30,0,94
SAL51623,3,12,21,10,5,15,5,11,0,87,4,13,6,4,18,28,10,12,14,116,100,581,400,198,481,658,194,356,20,2988
SAL51624,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,5,4,5,9,19,36,46,24,28,41,9,45,3,247
SAL51625,4,7,3,0,11,3,0,6,0,34,0,14,3,0,3,4,3,5,11,50,47,181,149,90,173,167,75,144,30,1056
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,12
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,15
SAL51629,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,9,14,15,14,9,10,9,15,39,3,129
SAL51630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,3,0,26
SAL51631,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,18
SAL51632,0,4,0,4,0,7,4,0,0,14,3,3,4,0,0,4,0,10,4,24,25,73,42,22,42,93,36,94,4,426
SAL51633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,15
SAL51634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,15,10,5,19,3,13,0,86
SAL51635,0,5,0,3,12,9,3,8,4,36,0,6,4,4,5,7,0,4,3,38,38,117,88,76,140,125,38,97,17,737
SAL51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,8,7,9,7,5,16,0,71
SAL51637,0,5,11,0,3,0,3,0,0,21,0,3,4,0,4,6,0,3,3,27,30,87,84,61,107,115,48,90,3,628
SAL51638,0,14,11,5,9,5,0,4,0,48,4,9,6,3,12,7,0,17,8,68,80,388,262,162,293,442,157,323,16,2133
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,7,20,37,29,9,43,32,15,48,0,248
SAL51641,4,37,27,13,36,41,7,18,0,189,4,23,23,14,23,43,11,16,20,170,215,869,692,445,887,1063,341,666,37,5224
SAL51642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,8,6,5,20,7,16,0,76
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,6,0,21
SAL51645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,23
SAL51646,0,0,0,0,0,6,0,0,0,9,0,3,5,0,7,7,4,6,11,35,21,55,46,25,69,68,19,77,15,393
SAL51647,0,6,7,0,4,5,8,9,0,42,0,0,3,0,0,4,0,11,6,17,38,84,74,55,99,130,43,133,10,673
SAL51648,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,8,5,4,14,0,10,0,45
SAL51649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,0,0,0,0,0,4,18
SAL51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,15,0,34
SAL51651,0,4,3,0,0,5,0,7,0,20,0,3,0,3,3,5,0,0,7,31,20,83,55,50,104,126,38,82,10,569
SAL51652,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,8,20,11,14,28,29,14,27,0,152
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,15,16,17,29,20,8,33,3,140
SAL51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8
SAL51656,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,9,13,17,34,14,18,52,44,22,73,9,281
SAL51657,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,5,13
SAL51658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12
SAL51659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,14,8,10,12,5,19,0,76
SAL51660,4,14,9,3,11,18,0,8,0,66,0,15,5,8,4,7,0,8,10,52,66,192,147,105,243,233,76,160,24,1240
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,7,0,12,8,0,72,3,110
SAL51663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,8,6,19,0,42
SAL51664,0,0,0,5,0,0,0,0,0,8,3,0,3,0,0,0,0,0,8,21,43,134,65,57,56,98,40,90,13,602
SAL51665,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,16,24,29,10,24,29,10,23,0,168
SAL51666,6,6,8,0,11,18,8,7,0,65,0,5,0,0,8,6,4,7,11,37,85,239,188,126,245,283,102,243,19,1524
SAL51667,9,32,31,16,29,42,6,21,0,199,3,24,9,18,33,34,14,22,48,205,276,671,549,374,809,862,280,852,102,4774
SAL51668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,0,20
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51670,3,36,19,20,35,40,16,17,4,192,0,19,16,13,48,52,13,24,16,204,172,541,445,305,800,806,294,551,51,3960
SAL51671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,7,13,13,6,20,0,84
SAL51672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,11
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SAL51674,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,3,0,6,0,8,0,0,6,8,0,11,0,30
SAL51675,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,5,10,23,32,24,12,36,30,8,46,14,218
SAL51676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,9,0,19
SAL51677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,7,7,22,0,49
SAL51678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,13,0,12,0,53
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,6,10,0,3,0,33
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,5,11,3,11,0,42
SAL51684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,4,0,11,0,35
SAL51685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,14
SAL51686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,12,0,28
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL51688,7,55,33,17,60,52,21,32,7,283,10,34,40,11,49,59,4,37,42,284,258,977,836,524,1478,1504,432,950,99,7060
SAL51689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,3,5,6,12,3,53
SAL51690,0,9,3,0,3,13,3,4,0,30,0,3,0,0,9,3,0,4,12,37,52,126,107,84,120,134,50,175,30,875
SAL51691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,4,0,6,0,25
SAL51692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,6,0,10,9,5,12,6,44
SAL51693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,16
SAL51694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,12
SAL51695,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,13,4,25,23,14,17,23,3,41,6,158
SAL51696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,13
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59494,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
SAL59797,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
SAL60001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,7,9,14,5,6,0,53
